city,total,has_children,children_born,children_borned_live,children_borned_dead
abaetetuba,56152.74251825,34737.50543537,134851.53320853,128762.52903193,6089.00417664
abel figueiredo,2579.05887057,1714.88758805,6626.41189617,6261.96476349,364.4471327
acara,19276.26042306,11798.27352942,48338.50705206,46054.51249695,2283.9945551
afua,11842.01956828,6648.64492224,31776.09572613,30617.2659485,1158.82977762
agua azul do norte,9288.87872346,4985.73683849,15562.55474043,15172.85715333,389.69758708
alenquer,19222.64574184,11945.28341527,55997.89185153,53200.3452396,2797.54661189
almeirim,12257.74894602,7636.12160466,29116.37213839,28050.84758325,1065.52455516
altamira,39600.24178013,24905.67636896,88845.30701667,83823.55988571,5021.74713107
anajas,8240.49647548,5095.28499486,23080.47327957,22199.70443673,880.76884283
ananindeua,207292.77229141,128194.42145278,367065.37115898,351239.90347715,15825.46768183
anapu,7181.74957821,4491.45092425,18644.86091942,17334.01278038,1310.84813904
augusto correa,14371.45438575,8404.5676533,39229.527186,37157.06040963,2072.46677637
aurora do para,10074.29558308,5935.64215988,23951.83852639,22922.83470851,1029.00381797
aveiro,5513.87651601,3163.91757279,14303.84237663,14057.51904931,246.32332729
bagre,8357.06375178,4476.77399097,20772.62190373,19808.47039869,964.15150507
baiao,13442.09499803,7856.70855516,30601.91692958,29385.28939213,1216.62753745
bannach,1238.82560851,878.4273197,2947.73255812,2818.05342836,129.67912978
barcarena,39404.04389911,24711.39963314,86024.40804265,82868.56055754,3155.84748507
belem,634254.76204955,381579.01509217,1084777.54464886,1041384.61121614,43392.93343269
belterra,6023.38707256,3896.39151758,17135.69894609,16371.98598145,763.7129646
benevides,21080.86931202,13467.72736141,43195.10273652,41857.29746167,1337.80527484
bom jesus do tocantins,5745.59582373,3690.55819183,14485.76251107,13639.46488601,846.29762504
bonito,5069.75413233,3162.86617279,13113.28827953,12717.00771042,396.28056913
braganca,44261.54448188,27142.28583349,110287.06405806,105044.60664044,5242.45741771
brasil novo,5895.80077468,3963.57956917,14952.43124579,14350.68831918,601.74292659
brejo grande do araguaia,2771.03660726,1849.67797762,7664.93634828,7214.72165654,450.21469172
breu branco,19268.81049668,12143.2124291,46763.66143707,44862.30981884,1901.35161824
breves,32907.24549887,19469.91657302,92392.88112294,88119.78417344,4273.0969495
bujaru,9321.02719208,5795.1260666,24114.58746584,23006.32257595,1108.26488982
cachoeira do arari,7782.39575459,4862.86810147,18124.36513673,17282.96668735,841.39844939
cachoeira do piria,9059.30403831,5418.47743975,22450.20328143,21415.13563722,1035.06764414
cameta,45471.3475894,27829.1676506,120211.16674361,116439.23759473,3771.92914889
canaa dos carajas,10356.30739648,6437.92209155,21017.10266286,19938.03941645,1079.06324648
capanema,26751.68171884,16363.85914582,59527.21156393,56681.32322528,2845.88833859
capitao poco,20027.69250676,12560.50145279,53702.42672298,51003.7866325,2698.64009038
castanhal,73160.4073072,44592.61993649,145353.14235925,139690.41392172,5662.72843757
chaves,7045.2294872,2852.64225132,13068.9159189,12399.36880781,669.54711111
colares,4354.79832392,2790.18157623,12175.70215394,11644.4047578,531.29739615
conceicao do araguaia,18083.11814138,11824.10137982,42825.44177104,40255.64647634,2569.79529469
concordia do para,10554.20837346,6559.78139145,25211.98000204,23862.07989474,1349.90010737
cumaru do norte,3298.05290685,2323.25184335,7703.11074243,7143.94574901,559.16499342
curionopolis,6914.29471543,4470.25948683,17444.98173194,16464.12260897,980.859123
curralinho,9505.40270912,5833.46960332,28363.77472694,27213.04406173,1150.73066525
curua,4216.67764776,2585.84384118,12075.647063,11648.0547077,427.59235526
curuca,13137.78707514,8864.12247486,37384.96957528,35379.37213869,2005.59743655
dom eliseu,19420.5606453,12140.88340505,44041.51293047,41146.25790106,2895.25502946
eldorado dos carajas,11592.92264355,7599.01079232,31118.6919081,29279.9292169,1838.76269118
faro,2927.35809016,1941.08409546,8248.37209741,7851.40647324,396.9656242
floresta do araguaia,6449.97385617,4382.42348198,16324.33157875,15451.53065616,872.80092264
garrafao do norte,9070.93524117,5565.07848429,25467.34885026,24357.78206747,1109.56678282
goianesia do para,11462.94664968,7232.55757634,27025.47516901,25793.52125104,1231.95391793
gurupa,9887.84310138,5745.0533551,27779.18668142,26347.61772116,1431.56896034
igarape-acu,14414.93646737,9118.56613036,36565.38527421,34592.94040622,1972.44486799
igarape-miri,21978.18525807,13938.0188198,58145.71881211,55070.44599464,3075.27281744
inhangapi,3906.18615427,2456.42360965,9395.56586526,9052.09009349,343.47577178
ipixuna do para,18765.76928913,9340.7351293,33395.43221026,32384.61374573,1010.81846452
irituia,11687.81565094,7627.53738163,32245.68783153,30979.34663732,1266.34119423
itaituba,38226.00238701,23141.11703324,83690.21986226,78519.56359769,5170.65626457
itupiranga,18431.76504523,11460.93801595,49055.61327463,46090.96946474,2964.6438099
jacareacanga,4495.06067033,2564.37938593,10724.44281954,10118.27973946,606.16308008
jacunda,20577.96619774,12433.26820422,46909.80089732,43902.60321436,3007.19768289
juruti,16482.11864006,10129.2280499,47318.27834888,45370.88815507,1947.39019381
limoeiro do ajuru,8840.59878672,5460.35190915,24658.82556682,23655.31540224,1003.51016454
mae do rio,11228.62816597,7027.10725759,27391.13175097,26041.44861327,1349.68313768
magalhaes barata,3051.63745416,1962.05633278,9856.9833804,9075.02634264,781.95703769
maraba,91709.80064018,56587.00680129,196516.60200819,185453.05564199,11063.54636621
maracana,10594.94173182,6809.84772011,31319.70821322,29625.78747249,1693.92074076
marapanim,10226.50974669,6734.47138998,30018.46586297,28598.0099127,1420.45595024
marituba,44587.56072069,27027.15369267,78121.00375177,75344.93104105,2776.07271076
medicilandia,9705.35397492,6155.51558349,23982.93072712,22915.03168629,1067.89904082
melgaco,8085.48278246,4561.84759059,22617.28695303,21793.14644363,824.14050941
mocajuba,9847.1009758,6077.66744811,27946.50084462,26976.01415159,970.48669301
moju,25126.52778992,15683.01587155,66629.04027235,63223.32973232,3405.71054005
monte alegre,21245.22008599,13358.28185743,57193.96803993,54617.35293882,2576.61510107
muana,12236.01793657,7466.08302298,30718.5845892,29402.2086366,1316.37595261
nova esperanca do piria,6971.21843431,4332.0888282,18856.45999443,17615.65588918,1240.80410523
nova ipixuna,5364.10534066,3515.29994433,15205.13260207,14458.7952817,746.33732039
nova timboteua,5443.80020749,3539.04760277,13655.46149214,13131.33199752,524.1294946
novo progresso,9292.50510108,5823.47398633,17362.95655895,16772.53838729,590.41817164
novo repartimento,22271.27477011,14109.2322341,57345.38479191,54569.46668309,2775.91810884
obidos,18136.67110616,11983.86549515,52607.68149431,50823.58016765,1784.1013266
oeiras do para,9706.08019737,6023.22185113,27647.18694537,26608.13071959,1039.05622569
oriximina,23548.20821361,14830.00645218,60628.71876815,58380.00118707,2248.71758108
ourem,6247.13555981,4096.83677546,18492.10467527,17457.36285278,1034.74182249
ourilandia do norte,10322.76656311,6386.15842301,20687.66666576,19840.84440821,846.82225758
pacaja,13942.1136141,8909.19702462,35719.91590866,33809.69141065,1910.22449804
palestina do para,2839.25053934,1932.34308274,8130.49044131,7427.24121353,703.24922774
paragominas,37914.20264692,24038.01910146,81717.3394705,77282.65981095,4434.67965953
parauapebas,60315.24461229,36728.52019821,110770.69212656,105399.97202191,5370.72010466
pau d'arco,2295.42955589,1580.25331423,6260.5701221,5873.67360642,386.89651569
peixe-boi,3101.17924412,2067.78064211,8430.36093754,8086.63640075,343.72453685
picarra,4618.47859395,2906.1885334,11358.31847033,10655.4179632,702.90050718
placas,8488.67417995,5339.25427831,20103.97380989,19290.11068719,813.86312269
ponta de pedras,9811.34872721,5989.13430384,23187.51915865,22277.40094207,910.11821658
portel,17744.46070036,10308.36554643,50500.32808335,47945.90092113,2554.42716224
porto de moz,11590.37312334,6666.33991373,31073.35359877,29535.9768946,1537.37670405
prainha,10144.0224945,5836.09064153,26240.91544678,25175.92256882,1064.99287801
primavera,3989.12822752,2673.23592771,11903.2317645,11377.23427551,525.99748896
quatipuru,4672.72817976,3123.54793579,14271.49484629,13257.56329647,1013.93154981
redencao,30400.34910477,19864.86606138,66916.70823055,63935.72008481,2980.98814568
rio maria,6997.13293092,4730.98358799,16572.4862855,16016.88533566,555.60094986
rondon do para,18328.17234874,11714.37151344,41925.5801966,40146.79613522,1778.78406138
ruropolis,14621.58866527,8690.76539651,33409.81946604,31696.1417469,1713.67771914
salinopolis,14825.69060957,9817.87522762,37673.00709063,35909.51768788,1763.48940279
salvaterra,7852.93971202,5237.1351882,19746.16230661,19110.9198055,635.24250108
santa barbara do para,6825.27172475,4373.46235077,16492.29572562,15640.47872956,851.81699611
santa cruz do arari,3254.71115529,2015.9706262,6877.61256162,6636.71101855,240.90154304
santa isabel do para,23245.07634633,15284.40648917,53908.09292514,51759.89801857,2148.19490655
santa luzia do para,7464.58162154,4607.54455973,19892.96168057,19072.14483798,820.81684258
santa maria das barreiras,6038.99306884,4007.95064694,15418.91501542,14296.64519109,1122.26982432
santa maria do para,9476.70133363,6111.016012,23504.0103029,22261.25868942,1242.75161347
santana do araguaia,20779.13275707,12165.37443954,39383.74889564,38096.34453048,1287.40436523
santarem,119271.21908068,71168.51742032,279900.38445337,268153.81601116,11746.56844211
santarem novo,2274.65341737,1478.3571335,6341.24986904,6097.01088928,244.23897978
santo antonio do taua,10688.03845812,6819.72293662,26414.10725945,24791.25687632,1622.8503831
sao caetano de odivelas,6482.19882895,4257.81195602,18331.42235615,17179.88412052,1151.53823556
sao domingos do araguaia,8732.44897577,5339.01094879,22679.81064157,21161.86643136,1517.9442102
sao domingos do capim,10373.15593654,6452.68485735,30099.74812199,28745.6871142,1354.06100772
sao felix do xingu,34220.75385288,18393.33357077,57341.99960217,55135.86239831,2206.13720381
sao francisco do para,5946.1582473,3793.47443931,15666.30273005,15025.9553974,640.34733267
sao geraldo do araguaia,9931.07206415,6328.41870158,25007.4761322,23636.4094746,1371.06665766
sao joao da ponta,1940.20829121,1342.44178058,5861.02201873,5614.06034304,246.9616757
sao joao de pirabas,7774.56267261,5100.22582258,22505.71347203,21540.55915376,965.15431832
sao joao do araguaia,4616.25074934,2741.55972674,12027.52181142,11316.0508364,711.47097502
sao miguel do guama,20053.89298546,12856.83927103,50869.05017727,48110.52095322,2758.529224
sao sebastiao da boa vista,8303.44172926,5228.52689405,21796.922657,20972.20137208,824.72128496
sapucaia,1838.35134519,1194.02634467,4267.14762347,4085.2133919,181.93423156
senador jose porfirio,4432.31209791,2823.83775489,12111.82328738,11436.04607171,675.77721568
soure,9365.00910794,6050.80052886,23686.07236435,22253.1477299,1432.92463442
tailandia,29520.89062473,15698.35911687,55488.88762333,53283.311389,2205.5762343
terra alta,4015.22972756,2595.99856509,11503.24219575,10992.09063026,511.15156544
terra santa,6332.70242844,3869.92542001,16917.42372218,16354.58407783,562.83964437
tome-acu,20932.25443893,13439.31324982,53957.6031028,51808.83964899,2148.76345385
tracuateua,10056.03950117,6561.40771322,29192.83297012,27979.69225184,1213.14071827
trairao,5924.40118437,3742.53307827,13719.43457734,12915.30938526,804.12519215
tucuma,12893.67625548,8399.91880738,29187.58853936,27948.68244637,1238.90609303
tucurui,38813.3848079,23804.32143889,84577.58486535,81351.57964917,3226.00521623
ulianopolis,16224.47498304,8458.86608209,26639.65759257,25628.50584459,1011.151748
uruara,16318.90990734,10245.18210827,38172.78083309,36061.71121247,2111.06962061
vigia,18961.17906267,12182.81139888,47226.63867814,44871.82350172,2354.81517644
viseu,19774.96872066,11994.0508717,56747.65728673,53313.94994835,3433.70733836
vitoria do xingu,5026.89658587,2891.81440846,10773.66754412,10368.86544242,404.80210173
xinguara,16117.58799547,10423.45092899,35932.0612063,33723.25583659,2208.80536975
