city,total,has_children,children_born,children_borned_live,children_borned_dead
agua branca,3243,1797,10878,10626,253
aguiar,2263,1266,7391,6888,503
alagoa grande,11785,7007,38999,37035,1964
alagoa nova,7470,4287,23669,22382,1286
alagoinha,4646,2754,14874,14247,627
alcantil,1928,1147,5581,5377,204
algodao de jandaira,820,506,3013,2859,155
alhandra,6032,3877,19143,17404,1739
amparo,714,399,2371,2265,106
aparecida,2485,1458,7582,7164,418
aracagi,7118,4278,25452,23698,1754
arara,4838,3026,18287,17553,734
araruna,6346,3926,22691,22018,673
areia,10439,5932,33731,31995,1736
areia de baraunas,818,463,2573,2430,143
areial,2563,1465,8217,8066,151
aroeiras,7642,4562,30249,28304,1945
assuncao,1238,718,3790,3566,224
baia da traicao,2404,1525,7150,6649,501
bananeiras,8710,4950,29731,27631,2100
barauna,1286,798,4217,3971,246
barra de santa rosa,5175,3098,17129,15932,1197
barra de santana,3212,1902,11710,10897,813
barra de sao miguel,2005,1259,6388,5848,540
bayeux,36383,23366,94743,88471,6272
belem,6878,4218,24464,23606,858
belem do brejo do cruz,2801,1681,8114,7885,229
bernardino batista,1016,548,3790,3701,88
boa ventura,2641,1281,7076,6703,374
boa vista,2040,1173,5620,5366,254
bom jesus,847,479,2400,2180,220
bom sucesso,2218,1408,6218,5974,244
bonito de santa fe,3666,2098,11194,10867,327
boqueirao,6373,3778,18961,18441,519
borborema,1877,1111,6214,5926,288
brejo do cruz,4752,2862,14736,14087,649
brejo dos santos,2397,1479,6876,6671,205
caapora,6927,4401,20053,18938,1115
cabaceiras,1767,1040,5106,4903,203
cabedelo,18086,11505,41639,39921,1718
cachoeira dos indios,3023,1770,9986,9581,404
cacimba de areia,1420,793,4420,4228,192
cacimba de dentro,6732,4013,27219,25462,1757
cacimbas,2640,1568,10309,8961,1348
caicara,2940,1810,11120,10146,974
cajazeiras,23650,13739,66565,63195,3371
cajazeirinhas,1147,602,3253,3089,165
caldas brandao,2046,1302,7477,7300,177
camalau,2196,1442,7107,6848,259
campina grande,153780,91747,375566,355022,20543
campo de santana,3760,2289,14243,13372,872
capim,1525,1050,5923,5607,316
caraubas,1295,762,3678,3547,131
carrapateira,714,481,2429,2389,40
casserengue,2545,1541,10120,9438,682
catingueira,1977,946,6535,6378,157
catole do rocha,11300,6574,30948,29728,1220
caturite,1721,987,4820,4485,336
conceicao,7441,4356,21697,20433,1265
condado,2756,1488,8943,8634,309
conde,6110,3787,17023,16244,779
congo,1830,1203,5303,5013,290
coremas,6306,3528,19950,19272,678
coxixola,593,373,2064,1898,166
cruz do espirito santo,5326,3320,17581,16773,808
cubati,2573,1611,8414,8075,339
cuite,8281,5084,26035,25016,1020
