city,total
agua branca,2971
aguiar,2135
alagoa grande,10474
alagoa nova,6567
alagoinha,4399
alcantil,1844
algodao de jandaira,841
alhandra,5962
amparo,707
aparecida,2528
aracagi,6819
arara,4498
araruna,6340
areia,8714
areia de baraunas,788
areial,2323
aroeiras,7351
assuncao,1044
baia da traicao,2361
bananeiras,8022
barauna,1237
barra de santa rosa,5046
barra de santana,3258
barra de sao miguel,1952
bayeux,33968
belem,6433
belem do brejo do cruz,2698
bernardino batista,909
boa ventura,2260
boa vista,2010
bom jesus,812
bom sucesso,2374
bonito de santa fe,3394
boqueirao,5902
borborema,1722
brejo do cruz,4624
brejo dos santos,2443
caapora,6610
cabaceiras,1513
cabedelo,16798
cachoeira dos indios,2987
cacimba de areia,1318
cacimba de dentro,6280
cacimbas,2244
caicara,2896
cajazeiras,21086
cajazeirinhas,1060
caldas brandao,1982
camalau,2194
campina grande,134547
campo de santana,3654
capim,1680
caraubas,1391
carrapateira,945
casserengue,2466
catingueira,1532
catole do rocha,10283
caturite,1798
conceicao,6704
condado,2314
conde,6106
congo,1736
coremas,5742
coxixola,564
cruz do espirito santo,5392
cubati,2658
cuite,7927
cuite de mamanguape,2309
cuitegi,2557
curral de cima,1948
curral velho,898
damiao,1369
desterro,2881
diamante,2532
dona ines,4097
duas estradas,1585
emas,1035
esperanca,10889
fagundes,4191
frei martinho,1176
gado bravo,2902
guarabira,19867
gurinhem,5048
gurjao,1011
ibiara,2476
igaracy,2350
imaculada,3990
inga,6553
itabaiana,9772
itaporanga,7484
itapororoca,5586
itatuba,3475
jacarau,5518
jerico,3048
joao pessoa,226853
juarez tavora,2684
juazeirinho,5165
junco do serido,2322
juripiranga,3746
juru,3799
lagoa,1963
lagoa de dentro,2807
lagoa seca,9231
lastro,1213
livramento,2740
logradouro,1304
lucena,3814
mae d'agua,1103
malta,1955
mamanguape,14817
manaira,3768
marcacao,2313
mari,8019
marizopolis,2306
massaranduba,4540
mataraca,2036
matinhas,1531
mato grosso,963
matureia,1796
mogeiro,4916
montadas,1571
monte horebe,1545
monteiro,10983
mulungu,3464
natuba,3621
nazarezinho,3015
nova floresta,3613
nova olinda,2146
nova palmeira,1593
olho d'agua,2658
olivedos,1280
ouro velho,1095
parari,559
passagem,709
patos,33948
paulista,4475
pedra branca,1281
pedra lavrada,2695
pedras de fogo,9635
pedro regis,1888
pianco,5679
picui,7415
pilar,3772
piloes,2560
piloezinhos,1873
pirpirituba,3698
pitimbu,5402
pocinhos,5712
poco dantas,1423
poco de jose de moura,1405
pombal,12686
prata,1306
princesa isabel,6795
puxinana,4577
queimadas,13929
quixaba,492
remigio,5441
riachao,1036
riachao do bacamarte,1552
riachao do poco,1437
riacho de santo antonio,492
riacho dos cavalos,3153
rio tinto,8749
salgadinho,987
salgado de sao felix,4910
santa cecilia,2363
santa cruz,2829
santa helena,2449
santa ines,1334
santa luzia,5347
santa rita,45540
santa teresinha,1644
santana de mangueira,1983
santana dos garrotes,2854
santarem,1037
santo andre,978
sao bentinho,1523
sao bento,10313
sao domingos de pombal,926
sao domingos do cariri,777
sao francisco,1500
sao joao do cariri,1769
sao joao do rio do peixe,6751
sao joao do tigre,1725
sao jose da lagoa tapada,2917
sao jose de caiana,2037
sao jose de espinharas,2052
sao jose de piranhas,7300
sao jose de princesa,1722
sao jose do bonfim,936
sao jose do brejo do cruz,532
sao jose do sabugi,1548
sao jose dos cordeiros,1543
sao jose dos ramos,1826
sao mamede,3153
sao miguel de taipu,2309
sao sebastiao de lagoa de roca,3975
sao sebastiao do umbuzeiro,1204
sape,18248
serido,3339
serra branca,4556
serra da raiz,1300
serra grande,996
serra redonda,2744
serraria,2344
sertaozinho,1418
sobrado,2743
solanea,11474
soledade,4569
sossego,1053
sousa,25088
sume,5798
taperoa,4559
tavares,4930
teixeira,4198
tenorio,948
triunfo,3467
uirauna,5276
umbuzeiro,3211
varzea,728
vieiropolis,1961
vista serrana,1160
zabele,801
