city,total,has_children,children_born,children_borned_live,children_borned_dead
adamantina,15641.24844112,10492.41099602,30042.3379238,29036.08547351,1006.25245026
adolfo,1585.42559661,1127.66851067,3335.18049939,3206.57796055,128.60253887
aguai,13676.70034638,9424.64426227,26237.06354418,25224.46366803,1012.59987615
aguas da prata,3405.15032773,2213.21773374,6408.4680577,6242.22222159,166.24583616
aguas de lindoia,7803.02332489,4979.71297198,13605.22403539,13320.58101463,284.64302072
aguas de santa barbara,2459.51707014,1633.00152001,4469.37625018,4315.31275896,154.0634912
aguas de sao pedro,1307.04843847,820.28968496,1987.26329263,1947.48391261,39.77937998
agudos,15085.58996787,9656.47643398,29244.02285411,27916.68431283,1327.33854128
alambari,2037.3628171,1377.39451756,4312.74305427,4172.75377475,139.98927953
alfredo marcondes,1708.28193703,1159.92774414,3615.14633462,3547.52641342,67.61992121
altair,1506.39532494,1064.27280776,3232.80309656,3133.33561116,99.4674854
altinopolis,6823.97499198,4438.7395925,13297.46053971,12795.69787124,501.76266846
alto alegre,1767.34000792,1221.66515706,3795.47849566,3651.37353473,144.10496096
aluminio,7031.77863915,4546.59089892,13573.03795029,13025.21673412,547.82121616
alvares florence,1718.53037295,1232.58996369,3746.07124451,3590.22764481,155.84359967
alvares machado,10244.13748955,6985.166029,21141.68789809,20490.36453102,651.32336707
alvaro de carvalho,1414.02184873,999.73554609,3607.90565356,3530.03154668,77.87410688
alvinlandia,1288.44581446,868.55196746,3022.35220119,2935.98257454,86.36962668
americana,95651.33422615,60695.23491967,156986.86146326,151995.1907304,4991.6707329
americo brasiliense,14630.17700904,9381.82048529,27165.85302243,26033.84258955,1132.01043294
americo de campos,2523.00214176,1781.10178363,4993.5573863,4859.80349342,133.7538929
amparo,29681.12953556,18786.47572508,50415.41184064,48794.51412568,1620.89771503
analandia,1773.32692702,1215.40550617,3705.44962758,3584.4277109,121.02191665
andradina,24945.71719828,16656.89880346,46809.63595784,44726.5901924,2083.04576547
angatuba,9334.50314994,6368.00612807,18991.76425375,18124.44060887,867.32364489
anhembi,2285.43469728,1561.6225488,4715.51375831,4501.89201462,213.62174368
anhumas,1629.85652312,1122.49406378,3525.77092118,3332.05253205,193.71838915
aparecida,15934.15837221,10049.11657347,28896.4510123,27514.4489765,1382.00203586
aparecida d'oeste,2024.40968935,1452.71410854,4483.58943601,4302.91072417,180.67871184
