city,total
adamantina,15699.18091247
adolfo,1809.05213094
aguai,14792.15541957
aguas da prata,3656.86515746
aguas de lindoia,7766.46380444
aguas de santa barbara,2673.0744528
aguas de sao pedro,1259.90024966
agudos,15249.43304687
alambari,2298.79586627
alfredo marcondes,1942.21899729
altair,1720.5663478
altinopolis,7184.21449306
alto alegre,2206.17645472
aluminio,7846.20617822
alvares florence,2144.7367222
alvares machado,11066.04245129
alvaro de carvalho,1368.08653292
alvinlandia,1329.5828084
americana,102391.23570521
americo brasiliense,16044.30320755
americo de campos,2833.62940572
amparo,30590.63441349
analandia,2049.89197792
andradina,25445.24750973
angatuba,11078.26156057
anhembi,2694.82008791
anhumas,1795.29683848
aparecida,13815.50891944
aparecida d'oeste,2336.25986383
apiai,11084.74978914
aracariguama,7876.75294936
aracatuba,84129.67425819
aracoiaba da serra,13236.19632717
aramina,2448.70486374
arandu,2804.63462728
arapei,990.6500837
araraquara,94819.42928893
araras,54336.00612846
arco-iris,1001.38429609
arealva,3989.23408584
areias,1546.57585445
areiopolis,4761.26612085
ariranha,4340.73729143
artur nogueira,21310.53407999
aruja,32652.48990402
aspasia,961.38808792
assis,42364.07600009
atibaia,56624.6375857
auriflama,6884.26763928
avai,2279.80254924
avanhandava,4701.06623416
avare,36120.82243015
bady bassitt,7422.97682071
balbinos,643.24491687
balsamo,4172.78008645
bananal,4469.48063645
barao de antonina,1423.17738486
barbosa,2894.7508867
bariri,14716.18471402
barra bonita,16704.4288684
barra do chapeu,2271.08066923
barra do turvo,3118.83762318
barretos,48730.00187511
barrinha,12713.2084222
barueri,103321.88888794
bastos,9479.54163104
batatais,26066.63827647
bauru,152827.99987316
bebedouro,34375.07267018
bento de abreu,1302.61376475
bernardino de campos,5049.04521327
bertioga,21715.62103812
bilac,3467.74800082
birigui,51822.76906482
biritiba-mirim,12002.65598814
boa esperanca do sul,6206.75528314
bocaina,4918.60746771
bofete,4656.89916554
boituva,23149.23745001
bom jesus dos perdoes,8876.10582968
bom sucesso de itarare,1579.05678844
bora,381.3054739
boraceia,2028.98292089
borborema,7019.66683761
borebi,1016.69306004
botucatu,57019.91153034
braganca paulista,65153.70941505
brauna,2440.09021308
brejo alegre,1284.95348986
brodowski,9685.2997418
brotas,9770.84338245
buri,8284.19251651
buritama,7527.8041362
buritizal,1947.90036976
cabralia paulista,2013.82454543
cabreuva,19242.81691495
cacapava,39111.06523344
cachoeira paulista,12535.28227872
caconde,8127.0692493
cafelandia,7464.63939049
caiabu,1974.53763759
caieiras,38772.39351511
caiua,2479.27025107
cajamar,27743.02606708
cajati,12610.4209118
cajobi,4624.72278749
cajuru,10648.5582527
campina do monte alegre,2615.12134576
campinas,485079.24448098
campo limpo paulista,33614.3823102
campos do jordao,20246.44207101
campos novos paulista,2022.99205594
cananeia,5150.72824154
canas,1832.28982276
candido mota,14768.63139717
candido rodrigues,1428.00312667
canitar,1918.97653324
capao bonito,19941.38612874
capela do alto,8175.53586281
capivari,22201.89090408
caraguatatuba,44648.78568079
carapicuiba,155826.4595018
cardoso,5447.80435274
casa branca,11697.07793316
cassia dos coqueiros,1296.07949865
castilho,8504.38850422
catanduva,53741.62622063
catigua,3767.57566884
cedral,4204.90538953
cerqueira cesar,8066.05478469
cerquilho,19567.30941863
cesario lange,7848.58084432
charqueada,7214.86320718
chavantes,5391.16232276
clementina,3305.89452063
colina,7904.60473995
colombia,2729.01288248
conchal,11204.65863043
conchas,7980.84278293
cordeiropolis,10045.6281431
coroados,2640.10087024
coronel macedo,2364.96735738
corumbatai,1906.12518975
cosmopolis,28190.76347076
cosmorama,3796.64136147
cotia,88333.63810159
cravinhos,13955.99609454
cristais paulista,3543.47037011
cruzalia,1097.51576308
cruzeiro,32815.77345453
cubatao,49741.47203058
cunha,10627.50917881
descalvado,14698.29122081
diadema,161725.5930801
dirce reis,906.90020948
divinolandia,5495.08371399
dobrada,3662.1918366
dois corregos,11718.79057294
dolcinopolis,1068.93561197
dourado,3972.66480854
dracena,20455.51047843
duartina,5787.00371421
dumont,3898.02622731
echapora,2879.27167314
eldorado,6147.0343319
elias fausto,7434.83828494
elisiario,1529.45985476
embauba,1245.32239007
embu das artes,101241.35907959
embu-guacu,26413.90986712
emilianopolis,1526.65001825
engenheiro coelho,7222.97631735
espirito santo do pinhal,18891.50450967
espirito santo do turvo,2000.15023726
estiva gerbi,4738.26380442
estrela do norte,1302.58523669
estrela d'oeste,4206.14296417
euclides da cunha paulista,4082.56992697
fartura,6839.47282172
fernando prestes,2960.69130058
fernandopolis,31513.09959486
fernao,797.06776008
ferraz de vasconcelos,71084.74154211
flora rica,800.63968247
floreal,1576.02618213
florida paulista,5682.99884943
florinia,1267.69865512
franca,141115.43841601
francisco morato,63103.62640572
franco da rocha,51435.46626267
gabriel monteiro,1394.34695694
galia,3439.44954063
garca,18958.49037832
gastao vidigal,1922.19013931
gaviao peixoto,1994.67908307
general salgado,5190.45650034
getulina,4294.86713071
glicerio,2241.46739652
guaicara,5105.02937619
guaimbe,2420.37196795
guaira,17486.69920965
guapiacu,9235.40253619
guapiara,8257.68743071
guara,8533.93936467
guaracai,4256.65335967
guaraci,4418.18600412
guarani d'oeste,840.87992364
guaranta,2826.51465484
guararapes,14986.53418729
guararema,11646.40590471
guaratingueta,48505.08497508
guarei,5813.90459108
guariba,15900.41381398
guaruja,122865.09236349
guarulhos,519209.80065003
guatapara,3325.26774961
guzolandia,2435.38540275
herculandia,4191.56833624
holambra,5543.52333232
hortolandia,85288.48658433
iacanga,4677.88970358
iacri,3173.99869433
iaras,2019.46518527
ibate,14048.01668807
ibira,5218.41515678
ibirarema,3165.81653073
ibitinga,24855.31257179
ibiuna,32258.51084981
icem,3359.82337825
iepe,3625.04367688
igaracu do tiete,10088.56225008
igarapava,12411.8456341
igarata,3995.70945604
iguape,12828.55410364
ilha comprida,4271.71490862
ilha solteira,12025.45345048
ilhabela,12347.0502877
indaiatuba,95389.60365544
indiana,2301.86313574
indiapora,1847.60486262
inubia paulista,1778.45860946
ipaussu,6231.89779877
ipero,12630.26921075
ipeuna,2744.13506376
ipigua,2396.35963495
iporanga,1672.66523637
ipua,6582.96795601
iracemapolis,9450.79969349
irapua,3600.82889803
irapuru,3181.92789825
itabera,8368.44558829
itai,10740.41482378
itajobi,7449.16152634
itaju,1515.18960704
itanhaem,37856.42857839
itaoca,1343.94407586
itapecerica da serra,63105.38144972
itapetininga,62944.64518544
itapeva,39066.96904257
itapevi,82837.11305141
itapira,30274.27968381
itapirapua paulista,1651.55268626
itapolis,18989.97701525
itaporanga,6617.79201011
itapui,5650.19647629
itapura,1967.95519504
itaquaquecetuba,134192.60627612
itarare,20672.56879782
itariri,6345.30290389
itatiba,46442.64300967
itatinga,8104.94854523
itirapina,5556.97292972
itirapua,2452.94381912
itobi,3414.1570734
itu,70135.01348374
itupeva,21540.46419064
ituverava,17248.46598022
jaborandi,3016.56189175
jaboticabal,32592.53040476
jacarei,94109.28767317
jaci,2764.51404039
jacupiranga,7499.60383638
jaguariuna,19898.28139704
jales,22799.01962829
jambeiro,2609.878937
jandira,47626.86813302
jardinopolis,16865.76849659
jarinu,12008.13266232
jau,61572.75754261
jeriquara,1406.20115508
joanopolis,5560.78090729
joao ramalho,1934.43208604
jose bonifacio,16116.34179233
julio mesquita,1893.45761753
jumirim,1413.64576489
jundiai,174691.20782218
junqueiropolis,8643.33207439
juquia,8070.31421462
juquitiba,12500.25296601
lagoinha,2200.93739504
