city,quantity
abaira,2679
abare,5140
acajutiba,5208
adustina,4646
agua fria,5982
aiquara,2219
alagoinhas,48105
alcobaca,7434
almadina,2780
amargosa,10146
amelia rodrigues,9196
america dourada,4933
anage,9897
andarai,4890
andorinha,5236
angical,5121
anguera,3109
antas,4390
antonio cardoso,4705
antonio goncalves,4087
apora,5542
apuarema,3362
aracas,4658
aracatu,5069
araci,16904
aramari,3074
arataca,4097
aratuipe,3428
aurelino leal,6391
baianopolis,4377
baixa grande,7710
banzae,4442
barra,15732
barra da estiva,7543
barra do choca,13552
barra do mendes,4594
barra do rocha,3110
barreiras,47741
barro alto,4170
barro preto,3109
belmonte,6863
belo campo,5539
biritinga,5455
boa nova,5999
boa vista do tupim,7274
bom jesus da lapa,21056
bom jesus da serra,3748
boninal,4563
bonito,4131
boquira,7422
botupora,3971
brejoes,5274
brejolandia,3014
brotas de macaubas,4526
brumado,20829
buerarema,6791
buritirama,6864
caatiba,4781
cabaceiras do paraguacu,5805
cachoeira,10668
cacule,6449
caem,4332
caetanos,3914
caetite,15736
cafarnaum,5792
cairu,3844
caldeirao grande,4691
camacan,10833
camacari,61143
camamu,12541
campo alegre de lourdes,8925
campo formoso,23521
canapolis,3628
canarana,6714
canavieiras,10604
candeal,3548
candeias,29364
candiba,3771
candido sales,9171
cansancao,10233
canudos,4936
capela do alto alegre,4085
capim grosso,8100
caraibas,5904
caravelas,7194
cardeal da silva,3176
carinhanha,10792
casa nova,17115
castro alves,8670
catolandia,1274
catu,18755
caturama,3284
central,5902
chorrocho,3539
cicero dantas,9930
cipo,4840
coaraci,9995
cocos,5324
conceicao da feira,6840
conceicao do almeida,6420
conceicao do coite,20143
conceicao do jacuipe,9298
conde,6896
condeuba,5663
contendas do sincora,1433
coracao de maria,9262
cordeiros,2684
coribe,5335
coronel joao sa,5522
correntina,12116
cotegipe,5275
cravolandia,2102
crisopolis,5824
cristopolis,5190
cruz das almas,20087
curaca,10585
dario meira,5747
dias d'avila,17352
dom basilio,3247
dom macedo costa,1296
elisio medrado,2570
encruzilhada,9721
entre rios,13656
erico cardoso,3789
esplanada,10533
euclides da cunha,19607
eunapolis,29255
fatima,5807
feira da mata,2546
feira de santana,174835
filadelfia,6966
firmino alves,1831
floresta azul,3962
formosa do rio preto,7024
gandu,10022
gaviao,1854
gentio do ouro,3484
gloria,4827
gongogi,3767
governador mangabeira,6953
