city,total,married,separated,divorced,widow,single
abadia dos dourados,5386,2432,129,84,338,2403
abaete,18497,8492,532,201,1123,8149
abre campo,10839,5297,111,80,564,4788
acaiaca,3190,1155,111,45,247,1632
acucena,9075,3874,86,36,546,4533
agua boa,13109,4633,85,117,724,7549
agua comprida,1729,722,57,10,113,827
aguanil,2970,1590,17,4,178,1180
aguas formosas,14060,3382,143,77,567,9890
aguas vermelhas,9152,3457,65,26,325,5279
aimores,20802,9016,380,353,1427,9626
aiuruoca,5337,2330,96,57,243,2611
alagoa,2285,986,46,14,153,1086
albertina,2314,1179,54,32,106,943
alem paraiba,27928,11015,810,677,1941,13486
alfenas,55127,23849,1245,1144,2657,26231
alfredo vasconcelos,4145,2169,35,15,218,1708
almenara,28789,8034,619,211,1319,18607
alpercata,5597,2376,62,78,399,2682
alpinopolis,13724,6812,223,96,678,5915
alterosa,10707,5011,179,124,551,4842
alto caparao,3746,2027,28,59,137,1495
alto jequitiba,6892,3278,193,116,335,2968
alto rio doce,11366,4844,172,75,790,5486
alvarenga,4282,1879,10,38,265,2090
alvinopolis,12744,5492,160,101,708,6283
alvorada de minas,2682,1098,26,0,149,1408
amparo do serra,4440,2025,49,9,329,2027
andradas,27781,13094,654,454,1459,12119
andrelandia,10307,4314,144,149,569,5131
angelandia,5371,2074,64,28,175,3031
antonio carlos,8851,3762,136,162,525,4266
antonio dias,7809,3046,98,63,474,4128
antonio prado de minas,1521,735,51,25,99,610
aracai,1742,662,46,5,95,935
aracitaba,1800,932,21,5,56,786
aracuai,28290,9685,322,311,1380,16592
araguari,85340,33851,2275,2142,4569,42503
arantina,2401,1032,31,22,211,1105
araponga,6188,2918,89,12,276,2893
arapora,4274,2058,74,39,115,1988
arapua,2342,1336,20,35,126,825
araujos,5084,2636,42,35,230,2140
araxa,65872,28235,1960,975,3849,30853
arceburgo,6771,3198,100,94,409,2970
arcos,27531,12757,537,375,1357,12504
areado,10192,4633,270,123,662,4504
argirita,2662,1220,43,15,143,1240
aricanduva,3237,1354,10,5,74,1793
arinos,13637,3209,132,30,335,9931
astolfo dutra,9925,4658,205,107,628,4327
ataleia,13259,3971,156,88,438,8606
augusto de lima,4095,1748,37,48,195,2068
baependi,14565,6070,284,217,919,7075
baldim,6640,2616,67,38,448,3471
bambui,18409,8080,421,245,1318,8345
bandeira,4354,1615,20,14,180,2525
bandeira do sul,3987,2020,33,80,257,1597
barao de cocais,18877,7697,300,181,1013,9685
barao de monte alto,5128,2168,67,32,321,2540
barbacena,95027,39472,2459,1914,5672,45509
barra longa,6299,2771,34,41,446,3006
barroso,15101,6336,379,169,879,7338
bela vista de minas,8004,3214,230,170,437,3952
belmiro braga,2783,1194,82,63,138,1306
belo horizonte,1885053,695235,47907,48351,92987,1000573
belo oriente,15426,6469,192,206,786,7773
belo vale,6463,2948,59,28,387,3040
berilo,10099,3461,49,48,583,5959
berizal,3123,951,6,0,94,2072
