city,2000_responsable_illiterate,2010_responsable_illiterate,2000_inappropriate_residence,2010_inappropriate_residence,2000_responsable_illiterate_and_inappropriate_residence,2010_responsable_illiterate_and_inappropriate_residence
ipeuna,16.92,10.11,16.26,9.93,4.18,2.39
irapua,13.91,10.14,15.47,7.22,2.34,0.69
irapuru,10.48,5.35,16.81,8.27,1.16,0.0
itirapua,16.11,10.25,20.89,12.52,4.31,2.09
itobi,15.02,11.7,20.29,7.98,4.48,0.71
jaborandi,11.33,8.38,7.5,0.0,0.67,0.0
jaci,8.46,6.76,17.44,9.09,3.33,2.8
jambeiro,15.81,4.62,19.3,2.54,5.12,0.0
lavinia,12.57,6.18,18.27,12.64,2.75,0.56
lavrinhas,12.68,6.56,7.76,1.53,2.33,0.15
lindoia,14.15,5.49,14.72,2.01,4.97,0.0
luiziania,12.32,9.09,11.14,4.67,1.18,0.25
macaubal,8.02,6.7,13.19,4.79,0.71,0.0
manduri,15.69,7.0,13.26,7.27,1.46,1.51
monte alegre do sul,9.43,6.53,18.3,2.65,1.66,0.82
natividade da serra,23.06,11.22,41.98,10.42,15.16,2.81
neves paulista,9.31,5.65,12.37,6.69,1.22,0.42
nova alianca,8.18,5.39,16.82,2.25,3.74,0.45
nova campina,19.23,10.53,16.78,9.24,3.67,0.94
nova europa,16.82,7.81,5.56,2.49,1.03,0.11
nuporanga,8.85,7.51,13.54,4.46,1.04,0.41
oriente,12.77,5.0,10.44,0.25,1.55,0.0
orindiuva,11.47,4.25,8.23,3.64,1.73,0.0
ouro verde,18.43,10.36,9.35,6.65,0.41,0.31
ouroeste,14.58,5.44,13.1,7.52,2.58,0.48
palmeira d'oeste,10.85,5.68,25.73,14.63,3.24,0.34
paraiso,16.26,7.5,18.9,9.09,3.02,0.45
pardinho,16.28,8.33,32.72,7.94,8.72,1.98
pauliceia,15.3,8.48,18.45,4.15,3.94,0.36
paulo de faria,15.55,12.33,13.78,6.62,2.71,0.9
pedra bela,18.99,9.4,45.64,0.72,10.28,0.24
pereiras,15.67,7.78,4.33,3.33,1.17,0.16
piacatu,18.56,11.26,3.47,2.36,0.74,0.52
poloni,6.65,11.48,13.57,11.94,0.55,0.94
porangaba,15.5,9.15,17.48,8.35,5.17,2.09
quintana,9.79,4.72,7.1,6.52,0.58,0.67
rafard,14.2,4.42,7.96,1.03,2.2,0.0
reginopolis,12.65,6.71,26.25,18.94,2.63,1.2
restinga,18.34,10.58,21.74,4.82,4.76,0.31
ribeirao grande,21.12,10.61,30.67,6.06,10.26,1.21
rinopolis,16.03,7.53,22.25,6.0,2.39,0.14
riversul,21.09,10.97,18.75,9.48,3.26,0.93
roseira,10.23,4.43,3.97,3.08,1.04,0.37
sabino,11.72,8.87,14.25,3.45,1.15,0.49
sales,13.49,10.54,20,3.92,2.89,0.98
saltinho,7.3,3.82,18.45,0.22,3,0.0
salto grande,16.13,13.25,2.63,7.55,0.23,0.43
santa albertina,14.07,9.67,17.04,6.91,2.22,0.0
santa ernestina,12,6.13,12.83,2.96,2.33,0.21
santa lucia,17.82,10.48,0.72,2.59,0.41,0.82
santa maria da serra,17.49,10.36,10.27,0.19,1.9,0.0
santo antonio da alegria,13.76,5.62,28.62,3.67,2.39,0.43
santo antonio do aracangua,14.14,5.68,17.29,7.23,2.26,0.69
santo antonio do jardim,12.84,8.55,33.95,16.86,6.42,4.16
santo antonio do pinhal,14.23,7.93,11.77,1.22,2.59,0.0
sao jose da bela vista,19.28,13.86,2.36,4.34,0.76,0.24
sao pedro do turvo,18.18,7.5,14.21,18.76,1.54,0.65
sarapui,13.74,8.66,14.94,5.43,3.05,0.13
silveiras,19.61,11.91,40.85,7.39,11.11,0.82
sud mennucci,13.13,5.29,0.75,3.58,0.13,0.0
taciba,13.42,7.84,16.36,11.33,2.76,0.65
taiacu,20.37,13.61,9.26,4.99,1.23,0.45
taiuva,18.07,10.54,17.02,2.41,4.62,0.6
tapirai,20.72,12.48,19.97,7.57,6.43,1.33
taquarivai,19.65,10.74,33.92,6.96,7.57,1.59
tarabai,15.02,7.84,9.61,3.21,1.95,0.18
terra roxa,13.3,6.55,6,0.97,1.17,0.14
torrinha,11.95,8.66,16.73,2.01,2.89,0.46
tres fronteiras,10.36,6.76,12.16,8.24,1.35,0.0
tuiuti,17.63,7.05,15.7,3.27,4.59,0.25
ubarana,16.24,8.27,0.39,3.94,0.2,0.2
uchoa,13.56,7.56,1.37,1.57,0.14,0.47
urania,10.2,5.26,20,6.32,2.28,0.18
vargem,16.17,8.93,13.92,0.3,3.52,0.0
vista alegre do alto,16.24,11.17,15.08,4.68,4.18,0.54
de 10.001 a 20.000 ,13.89,8.34,12.48,5.9,2.74,0.8
aguas de lindoia,9.27,5.39,7.34,1.41,1.2,0.17
altinopolis,11.55,5.85,22.34,10.77,4.56,1.39
aluminio,10.49,4.4,2.58,0.26,1.32,0.07
aracariguama,13.49,8.14,9.84,4.18,2.18,0.73
areiopolis,17.68,11.41,1.5,0.31,0.37,0.0
auriflama,11.02,4.96,7.26,7.97,1.08,0.32
avanhandava,15.01,8.91,10.01,4.18,1.35,0.54
bady bassitt,5.64,2.35,6.14,3.0,0.75,0.0
bananal,15.1,8.76,20.92,5.14,6.1,1.17
bernardino de campos,13.5,6.21,8.74,4.69,1.17,0.13
boa esperanca do sul,18.77,12.81,11.79,3.27,2.11,0.59
bocaina,13.75,9.06,6.66,3.22,1.72,1.07
bom jesus dos perdoes,13.99,6.88,2.86,0.0,0.89,0.0
borborema,11.85,8.31,9.91,6.67,2.03,0.68
buri,18.54,9.33,17.1,12.11,3.96,1.6
buritama,12.96,8.07,6.07,3.38,1.13,0.43
caconde,14.66,7.9,33.21,15.19,6.89,1.79
cafelandia,16.21,8.14,16.41,10.33,2.66,1.06
cananeia,16.44,9.12,8.37,6.26,4.95,1.97
capela do alto,12.71,7.85,3.21,1.85,0.67,0.26
cardoso,15.19,6.65,2.58,4.08,0.5,0.12
castilho,14.52,7.41,14.46,13.66,2.8,1.5
cerqueira cesar,10.01,6.86,12.03,5.84,1.76,0.41
cesario lange,10.82,6.45,12.01,1.3,1.42,0.08
charqueada,14.57,12.01,4.26,1.72,1.42,0.41
chavantes,14.77,12.41,9.01,2.46,1.99,0.59
colina,10.3,8.28,8.67,2.71,0.78,0.15
conchas,9.09,7.93,7.58,3.33,1.24,0.14
divinolandia,5.99,5.75,36.42,15.34,2.63,2.06
duartina,10.68,8.35,4.29,4.36,1.19,1.21
eldorado,17.38,13.3,30.52,17.35,7.75,3.92
elias fausto,15.6,7.24,19.04,4.12,4.4,0.53
engenheiro coelho,18.63,11.7,12.28,3.31,2.34,0.45
estiva gerbi,12.64,3.46,7.91,5.06,1.95,0.0
fartura,10.55,5.47,18.13,4.79,2.17,0.67
florida paulista,14.03,6.95,4.9,6.39,0.66,0.77
general salgado,11.93,5.9,7.13,5.62,0.67,0.28
getulina,14.52,12.02,10.15,8.98,2.64,1.06
guaicara,10.9,7.73,11.18,2.76,1.5,0.44
guapiacu,9.4,6.51,10.4,4.82,1.25,0.8
guapiara,25.5,10.92,47.36,14.39,15.64,2.49
guara,22.19,13.08,0.31,1.92,0.09,0.27
guarei,17.75,11.24,22.29,5.98,5.47,0.82
holambra,13.07,6.35,22.4,2.34,4.67,0.45
iacanga,11.99,4.64,0.13,5.7,0,0.13
ibira,12.34,11.72,9.09,5.25,1.04,0.49
ipaussu,12.59,10.69,3.64,0.58,1.46,0.25
ipua,17.01,11.47,7.04,3.74,1.66,0.16
itabera,13.22,7.88,25.84,13.16,4.36,1.23
itajobi,11.9,9.51,23.21,10.53,4.39,1.59
itaporanga,18.6,8.39,16.93,7.76,2.97,0.63
itapui,14.35,7.08,5.28,0.65,1.48,0.19
itariri,19.49,11.02,21.09,8.82,7.01,1.39
itatinga,15.98,10.21,9.69,4.75,1.65,0.44
itirapina,11.94,7.32,4.71,3.06,1.22,0.83
jacupiranga,18.21,9.24,24.61,10.94,8.14,2.43
joanopolis,15.82,7.91,13.56,0.11,4.74,0.0
junqueiropolis,10.8,4.64,15.59,5.21,1.75,0.16
juquia,20.34,11.12,21.77,14.64,7.67,2.39
lucelia,10.84,4.42,4.84,2.43,0.98,0.29
luis antonio,9.72,7.94,7.13,1.13,1.62,0.19
macatuba,14.86,8.84,2.87,1.27,0.45,0.15
maracai,9.69,6.39,6.51,4.13,0.47,0.2
mineiros do tiete,17.48,10.5,1.54,2.47,0.32,0.41
mirante do paranapanema,19.18,10.31,33.07,31.77,7.7,4.54
monte azul paulista,12.65,6.68,3.27,7.42,0.66,0.15
morungaba,15.63,6.22,5.74,1.18,1.94,0.11
nazare paulista,18.98,7.45,33.71,12.85,9.15,1.55
nhandeara,7.39,2.95,25.7,8.85,1.18,0.31
nova granada,12.63,6.49,6.16,2.42,0.73,0.07
pacaembu,11.73,5.94,3.6,4.05,0.72,0.27
palestina,12.3,5.9,20.79,12.04,1.46,0.49
palmares paulista,19.04,16.02,0,0.59,0,0.1
panorama,12.1,9.32,6.9,2.22,0.75,0.22
paraibuna,18.83,10.08,23.12,4.93,7.22,0.94
paranapanema,16,8.11,11.46,8.68,1.94,0.83
parapua,11.81,6.42,23.32,3.35,3,0.42
pariquera-acu,15.06,8.0,22.92,16.13,6.46,2.19
patrocinio paulista,12.46,5.62,24.52,6.41,4.63,0.62
pedregulho,15.41,8.36,18.39,6.93,3.23,0.75
pedro de toledo,21.48,11.72,14.96,6.36,5.57,1.79
pindorama,11.61,7.61,6.09,3.85,0.77,0.18
pinhalzinho,15.94,6.46,12.12,2.65,4.01,0.74
piquete,8.84,4.61,7.61,1.37,1.29,0.1
pirangi,13.6,10.78,14.65,1.18,3.26,0.15
pirapora do bom jesus,16.61,8.1,4.1,0.94,1.67,0.06
piratininga,12.71,5.17,19.11,10.46,4.75,0.74
pompeia,8.47,3.01,3.19,2.93,0.35,0.0
potim,10.44,6.66,2.74,0.24,0.36,0.12
potirendaba,11.94,7.4,6.11,1.74,1.05,0.09
pradopolis,16.01,12.56,1.72,5.0,0.82,0.79
presidente bernardes,11.52,5.86,28.55,16.71,4.51,1.62
quata,9.41,6.99,2.54,4.32,0.17,0.64
queluz,13.65,10.48,9.13,2.8,2.35,1.14
regente feijo,11.49,5.57,1.84,3.71,0.92,0.5
ribeirao bonito,17.47,11.1,3.08,4.64,1.08,0.45
ribeirao branco,25.48,14.99,44.85,21.75,12.36,3.94
rincao,15.16,10.78,16.34,0.66,3.54,0.0
riolandia,26.32,17.19,3.82,6.08,0.92,0.82
rosana,9.71,7.49,15.3,17.0,2.86,2.74
sales oliveira,7.76,5.53,9.88,6.3,0.64,0.77
salesopolis,14.09,11.14,19.56,0.74,4.86,0.07
santa adelia,10.29,7.43,10.84,2.51,0.85,0.56
santa branca,12.66,7.43,9.47,2.94,2.44,0.18
sao bento do sapucai,12.04,6.43,18.98,3.49,4.21,0.67
sao lourenco da serra,17.29,7.77,12.05,2.18,4.3,0.96
sao luis do paraitinga,18.86,9.0,37.43,7.14,9.05,0.43
sao sebastiao da grama,11.09,10.97,28.49,10.33,3.99,3.3
sao simao,10.14,7.21,1.45,2.07,0.23,0.9
serra azul,18.01,8.87,8.24,3.43,0.81,1.42
sete barras,20.82,12.06,18.35,4.65,5.72,0.63
severinia,21.41,13.25,6.37,2.08,1.25,0.22
tabapua,12.78,4.33,10.44,0.37,1.22,0.0
tabatinga,16.43,8.84,13.43,3.99,2.33,0.61
taguai,14.51,5.88,7.32,5.15,1.05,0.72
tapiratiba,14.2,6.15,16.19,8.2,4.9,0.46
taruma,13.65,6.02,6.14,2.93,0.68,0.17
tupi paulista,7.35,2.8,15.42,10.31,1.47,0.44
urupes,8.36,5.97,13.33,5.08,1.69,0.89
valentim gentil,8.95,5.47,7.16,4.37,0.13,0.0
vera cruz,13.15,7.1,15.32,11.74,3.87,1.42
viradouro,10.47,7.4,0.52,1.32,0.12,0.0
de 20.001 a 50.000 ,12.59,7.17,7.8,3.1,1.68,0.35
adamantina,9.8,4.15,5.3,2.59,0.61,0.0
aguai,15.3,12.16,14.43,9.5,3.48,1.17
agudos,14.55,5.43,4.14,2.5,0.7,0.11
alvares machado,11.22,4.15,7.09,3.81,1,0.4
americo brasiliense,14.21,8.06,0.68,0.26,0.09,0.0
angatuba,10.14,5.34,13.47,3.83,1.69,0.27
aparecida,6.66,4.4,2.24,0.45,0.42,0.08
apiai,15.45,6.42,13.4,6.65,3.72,0.58
aracoiaba da serra,7.49,4.61,3.58,2.03,0.53,0.09
artur nogueira,12.6,5.44,6.28,0.62,1.42,0.08
bariri,12.47,6.52,3.91,1.69,0.64,0.17
barra bonita,10.84,7.9,1.04,0.36,0.13,0.13
barrinha,18.65,11.28,1.29,0.57,0.42,0.0
bastos,10.17,5.52,16.54,13.45,1.31,1.18
bertioga,14.67,7.75,1.27,0.08,0.53,0.02
biritiba-mirim,19.97,9.27,14,2.49,4.47,0.38
boituva,13.46,7.59,2.82,0.78,0.69,0.1
brodowski,10.14,3.99,2.55,0.38,0.51,0.0
brotas,11.34,8.64,2.71,2.98,0.31,0.4
cabreuva,14.53,7.06,11.26,1.22,3.22,0.25
cachoeira paulista,8.97,5.48,5.61,2.33,1.26,0.42
cajati,17.57,7.8,12.62,2.47,3.19,0.46
cajuru,14.24,6.85,4.04,2.99,0.48,0.15
campos do jordao,9.54,4.54,1.67,0.42,0.39,0.0
candido mota,12.44,6.61,5.34,2.47,0.79,0.13
capao bonito,15.52,8.97,10.86,6.01,2.51,0.59
capivari,12.17,7.56,3.71,1.26,0.89,0.15
casa branca,8.25,6.52,7.93,6.87,0.84,0.6
cerquilho,5.4,3.12,1.57,0.75,0.52,0.03
