city,2000_total,2010_total,2000_15_to_24_years,2010_15_to_24_years,2000_25_to_59_years,2010_25_to_59_years,2000_60_to_more_years,2010_60_to_more_years
poa,5.69,3.3,1.02,0.87,4.98,2.29,25.19,13.98
praia grande,6.49,4.16,2.12,1.19,6.73,3.65,14.31,9.91
presidente prudente,6.19,3.91,1.03,0.75,4.01,1.99,25.36,14.83
ribeirao pires,5.45,3.47,1.1,0.82,4.59,2.26,23.17,13.26
rio claro,5.1,3.46,1.23,0.65,3.99,2.55,15.96,10.31
salto,6.35,3.96,1.44,0.76,5.17,2.61,24.52,15.68
santa barbara d'oeste,6.27,3.68,1.25,0.7,4.32,2.0,30.32,16.66
santana de parnaiba,7.94,4.5,2.54,0.96,8.4,4.08,27.69,15.45
santos,3.56,2.22,1.25,0.67,3.09,1.75,7.56,4.58
sao caetano do sul,2.99,1.55,0.71,0.45,1.56,0.88,9.83,4.15
sao carlos,5.64,3.66,1.3,0.84,4.03,2.4,20.58,12.23
sao jose do rio preto,5.39,3.2,1.17,0.69,3.4,1.74,21.75,11.62
sao vicente,6.31,4.2,1.83,1.06,6.06,3.37,17.91,12.57
sertaozinho,8.38,5.37,2.21,1.08,7.36,4.02,29.73,19.62
sumare,7.94,4.87,1.71,0.96,6.85,3.29,36.78,22.75
suzano,7.83,4.85,1.89,1.15,7.56,3.69,29.57,18.88
taboao da serra,5.97,3.97,1.61,0.96,5.78,3.1,24.93,16.17
tatui,6.78,4.25,2.38,1.16,5.31,3.13,22.39,13.29
taubate,4.82,3.06,1.43,1.22,3.55,2.02,19.06,10.4
valinhos,5.58,3.13,1.14,0.71,4.03,1.84,22.26,12.05
varzea paulista,6.86,5.0,1.55,1.08,5.76,3.49,36.55,24.19
votorantim,5.47,3.48,1.16,0.89,4.2,2.22,25.88,14.71
mais de 500.000 ,4.98,3.22,1.58,0.97,4.45,2.52,15.25,9.53
campinas,4.99,3.26,1.38,0.84,3.99,2.29,17.17,10.55
guarulhos,6.3,4.1,1.97,1.06,6.02,3.42,23.79,14.74
osasco,5.77,3.49,1.73,1.05,5.1,2.66,22.07,12.07
ribeirao preto,4.44,2.91,1.44,1.08,3.3,2.15,15.3,8.46
santo andre,4.45,2.78,1.22,0.78,3.48,2.02,14.8,8.02
sao bernardo do campo,4.98,3.04,1.46,0.73,4.54,2.36,18.07,10.36
sao jose dos campos,4.58,2.96,1.17,0.84,3.61,2.02,21.8,11.52
sao paulo,4.89,3.18,1.6,1.0,4.46,2.54,13.87,8.89
sorocaba,4.66,3.1,1.22,0.81,3.69,2.3,17.42,10.41
