city,2000_suitable,2010_suitable,2000_semi_suitable,2010_semi_suitable,2000_inappropriate,2010_inappropriate
tejupa,43.62,59.81,22.36,10.32,34.02,29.87
timburi,67.39,71.84,7.03,20.18,25.58,7.98
torre de pedra,44.61,62.93,42.81,36.05,12.58,1.02
trabiju,85.15,91.16,7.96,1.94,6.9,6.9
turiuba,76.83,82.22,10.67,7.54,12.5,10.24
turmalina,67.5,72.54,2.77,4.93,29.72,22.54
ubirajara,68.39,70.21,11.62,13.06,19.98,16.74
uniao paulista,72.43,78.39,1.5,4.13,26.07,17.49
uru,67.77,84.47,5.21,10.5,27.01,5.02
vitoria brasil,63.68,81.18,7.48,3.23,28.85,15.59
zacarias,69.67,79.35,5.67,6.13,24.67,14.52
de 5.001 a 10.000 ,72.87,77.31,13.82,15.69,13.31,6.99
aguas da prata,77.69,81.6,18.62,15.56,3.69,2.83
aguas de santa barbara,69.16,70.66,8.75,19.72,22.09,9.62
americo de campos,80.25,85.32,13.13,3.34,6.62,11.34
anhembi,69.78,74.21,20.8,23.19,9.42,2.6
aramina,87.27,91.09,3.9,5.46,8.82,3.46
arandu,64.75,71.88,29.11,25.12,6.14,3
arealva,67.07,74.48,13.08,21.01,19.85,4.51
ariranha,92.84,90.6,0.73,6.8,6.44,2.6
balsamo,86.12,90.66,9.67,2.76,4.21,6.57
barbosa,82.69,86.01,6.32,6.24,10.99,7.75
barra do chapeu,14.17,23.49,35.71,55.63,50.12,20.88
barra do turvo,25.92,34.78,21.48,49.58,52.6,15.64
bilac,87.71,91.3,1.87,0.88,10.42,7.82
bofete,67.41,63.12,19.61,30.69,12.98,6.19
brauna,77.4,85.83,5.87,5.79,16.73,8.38
caiua,22.19,44.7,39.8,25.03,38,30.27
cajobi,89.81,91.66,3.33,7.09,6.86,1.26
campina do monte alegre,66.01,78.43,21.89,21.35,12.1,0.22
catigua,85.31,89.77,4.97,4.82,9.72,5.4
cedral,73.24,79.54,6.99,17.44,19.77,3.02
clementina,89.75,94.81,5.26,2.5,4.99,2.69
colombia,71.73,74.23,17.47,14.82,10.8,10.95
coroados,68.59,80.55,8.55,5.19,22.86,14.26
coronel macedo,68.09,75.85,9.62,8.73,22.29,15.43
cosmorama,57.56,68.77,9.51,15.71,32.93,15.52
cristais paulista,58.56,69.33,13.25,20.5,28.19,10.17
dobrada,87.61,97.49,7.96,1.98,4.43,0.54
dourado,90.07,92.6,2.54,6.24,7.39,1.16
dumont,91.62,95.84,4.49,2.77,3.89,1.39
echapora,75.83,78.3,5.89,13.92,18.29,7.78
estrela d'oeste,75.96,81.48,5.15,4.98,18.89,13.54
euclides da cunha paulista,52.3,62.03,24.91,9.69,22.79,28.28
fernando prestes,75.25,85.1,3.89,2.92,20.86,11.99
galia,69.52,76.68,6.59,14.98,23.89,8.34
guaimbe,80.62,87.05,5.53,10.11,13.85,2.84
guaracai,76.42,81.35,3.61,4.43,19.98,14.23
guaraci,82.03,85.29,5.77,10.57,12.21,4.14
guaranta,80.68,85.4,8.78,6.94,10.54,7.66
guatapara,68.49,78.96,25.62,12.92,5.89,8.12
herculandia,74.66,85.91,15.38,7.79,9.97,6.29
iacri,70.97,80.06,5.16,3.89,23.87,16.05
iaras,64.01,54.53,17.4,15.61,18.58,29.86
ibirarema,79.96,88.36,15.45,5.03,4.59,6.61
icem,90.81,91.77,3.52,8.02,5.67,0.21
iepe,78.61,83.14,7.53,10.14,13.86,6.72
igarata,33.7,55.22,42.73,43.08,23.58,1.71
ilha comprida,72.9,82.86,25.85,17.01,1.25,0.13
ipeuna,79.51,83.41,7.42,10.12,13.07,6.47
irapua,80.41,88.48,2.3,2.45,17.3,9.07
irapuru,63.91,79.41,15.59,10.32,20.5,10.27
itirapua,78.19,82.83,3.3,8.7,18.51,8.47
itobi,79.58,87.94,5.4,6.86,15.02,5.2
jaborandi,84.02,87.65,7.58,12.06,8.41,0.3
jaci,75.13,84.79,8.35,8.66,16.52,6.55
jambeiro,46.49,57.65,35.91,38.05,17.6,4.31
lavinia,68.67,83.29,15.96,6.52,15.37,10.2
lavrinhas,73.97,76.39,19.11,21.68,6.92,1.94
lindoia,63.46,77.9,27.1,20.79,9.44,1.31
luiziania,84.21,91.47,3.91,1.6,11.88,6.93
macaubal,81.73,86.19,4.21,8.19,14.06,5.62
manduri,82.81,87.74,3.28,6.94,13.91,5.32
monte alegre do sul,56.61,57.99,26.98,39.58,16.41,2.43
natividade da serra,45.33,43.53,17.19,42.87,37.49,13.6
neves paulista,82.81,90.07,5.89,4.51,11.3,5.42
nova alianca,74.98,83.52,6.15,13.0,18.87,3.48
nova campina,43.19,53.55,36.86,35.06,19.95,11.38
nova europa,88.54,94.45,5.06,2.86,6.4,2.69
nuporanga,86.4,90.59,0.9,6.13,12.7,3.27
oriente,84.91,90.19,5.99,8.35,9.1,1.45
orindiuva,85.76,91.09,2.65,2.18,11.59,6.72
ouro verde,38.8,65.45,50.81,27.48,10.39,7.07
ouroeste,72.55,88.06,12.25,4.96,15.2,6.98
palmeira d'oeste,62.02,75.16,11.43,7.93,26.55,16.91
paraiso,82.07,85.83,2.44,6.48,15.49,7.69
pardinho,60.33,71.47,13.62,21.18,26.06,7.35
pauliceia,2.56,41.6,77.33,54.94,20.11,3.46
paulo de faria,84.2,88.94,4.12,2.89,11.67,8.17
pedra bela,19.51,20.86,39.58,77.39,40.91,1.75
pereiras,71.04,72.04,22.6,23.72,6.36,4.24
piacatu,81.62,89.82,13.35,5.77,5.03,4.42
poloni,89.05,87.66,1.17,3.31,9.78,9.04
porangaba,56.44,56.19,30.57,36.7,12.99,7.12
quintana,73.6,91.01,20.54,3.9,5.86,5.08
rafard,84.56,90.86,10.37,7.95,5.07,1.19
reginopolis,75.56,80.48,7.13,6.89,17.31,12.64
restinga,73.96,79.63,4.99,15.12,21.05,5.26
ribeirao grande,37.65,42.54,30.73,47.68,31.62,9.79
rinopolis,53.69,86.44,26.19,4.16,20.12,9.39
riversul,57.26,68.36,18.54,17.7,24.2,13.94
roseira,88.51,90.21,8.16,7.51,3.33,2.28
sabino,48.15,84.23,37.02,10.34,14.83,5.43
sales,77.21,85.6,3.82,9.24,18.97,5.17
saltinho,80.31,83.93,6.23,15.52,13.46,0.55
salto grande,76.26,35.9,19.46,56.35,4.28,7.74
santa albertina,73.06,83.69,8.54,6.73,18.4,9.58
santa ernestina,82.1,92.21,7.41,4.23,10.49,3.56
santa lucia,89.93,95.89,9.14,1.74,0.93,2.37
santa maria da serra,82.33,89.59,7.13,9.99,10.54,0.42
santo antonio da alegria,71.79,73.18,1.7,22.76,26.5,4.06
santo antonio do aracangua,64.41,74.6,18.75,18.43,16.84,6.97
santo antonio do jardim,54.68,59.99,13.7,22.23,31.63,17.78
santo antonio do pinhal,35.17,42.01,52.52,56.84,12.31,1.15
sao jose da bela vista,83.47,85.66,13.39,8.49,3.14,5.85
sao pedro do turvo,63.64,71.31,18.08,5.17,18.28,23.51
sarapui,44.46,58.63,39.01,35.02,16.53,6.35
silveiras,40.47,49.94,23.01,39.93,36.52,10.12
sud mennucci,84.21,85.58,14.78,11.36,1.02,3.06
taciba,78.71,82.61,2.88,6.17,18.41,11.22
taiacu,86.98,89.7,1.48,3.29,11.55,7.01
taiuva,86.3,90.98,1.12,6.43,12.58,2.59
tapirai,49.85,61.8,25.61,27.77,24.55,10.43
taquarivai,30.58,52.98,35.78,38.11,33.63,8.91
tarabai,86.08,91.25,5.28,5.24,8.64,3.51
terra roxa,85.74,85.07,7.69,12.37,6.57,2.56
torrinha,81.12,83.64,4.56,13.07,14.32,3.29
tres fronteiras,76.68,83.24,6.13,4.77,17.19,12
tuiuti,29.17,34.67,57.28,61.67,13.55,3.65
ubarana,86.74,88.4,12.22,7.17,1.05,4.43
uchoa,86.65,92.38,12.02,6.75,1.33,0.87
urania,76.96,83.97,4.16,7.74,18.89,8.3
vargem,26.83,36.59,60.65,62.29,12.51,1.12
vista alegre do alto,87.71,92.04,0.75,2.49,11.54,5.47
de 10.001 a 20.000 ,73.55,78.84,15.08,15.34,11.37,5.82
aguas de lindoia,86.59,90.58,9.11,7.77,4.3,1.64
altinopolis,82.04,87.16,2.04,4.84,15.92,8
aluminio,79.65,78.38,18.37,20.8,1.98,0.82
aracariguama,45.16,56.32,44.92,37.97,9.91,5.71
areiopolis,87.77,96.57,10.76,3.27,1.48,0.17
auriflama,85.05,89.05,6.22,4.34,8.74,6.61
avanhandava,86.89,93.68,5.38,1.82,7.73,4.5
bady bassitt,86.7,92.08,5.07,5.35,8.23,2.57
bananal,60.87,75.88,21.11,19.04,18.02,5.09
bernardino de campos,87.03,90.27,5.88,4.49,7.09,5.24
boa esperanca do sul,85.03,90.94,2.54,6.12,12.43,2.94
bocaina,89.68,92.3,5.48,5.5,4.85,2.2
bom jesus dos perdoes,78.65,86.84,18.96,13.08,2.39,0.08
borborema,81.95,88.69,7.91,5.4,10.14,5.91
buri,74.2,75.74,8.1,11.96,17.7,12.3
buritama,88.7,89.88,5.76,5.93,5.54,4.18
caconde,61.38,63.4,9.66,22.74,28.96,13.86
cafelandia,81.2,84.47,4.47,7.66,14.33,7.87
cananeia,74.46,71.95,18.81,22.37,6.73,5.67
capela do alto,60.48,61.81,35.13,36.35,4.39,1.83
cardoso,79.16,81.93,17.81,14.66,3.03,3.41
castilho,70.65,71.95,15.35,16.34,14,11.71
cerqueira cesar,83.37,89.21,6.35,5.69,10.28,5.1
cesario lange,62.62,66.7,25.6,30.99,11.78,2.3
charqueada,83.36,86.22,12.74,12.33,3.9,1.45
chavantes,85.74,90.97,8.43,7.23,5.82,1.81
colina,87.35,91.44,5.9,5.4,6.75,3.16
conchas,74.28,76.66,16.54,19.1,9.18,4.24
divinolandia,57.62,62.32,8.88,21.02,33.5,16.66
duartina,85.75,89.18,10.11,6.53,4.13,4.29
eldorado,45.07,48.07,27.28,36.9,27.65,15.03
elias fausto,69.93,78.5,13.39,18.04,16.68,3.46
engenheiro coelho,67.61,72.83,17.86,23.3,14.53,3.87
estiva gerbi,87.32,86.84,5.51,9.48,7.17,3.68
fartura,74.69,80.6,9.37,14.95,15.94,4.45
florida paulista,76.32,88.47,18.64,4.45,5.04,7.08
general salgado,76.23,86.69,16.51,6.71,7.26,6.6
getulina,74.48,83.08,14.81,7.64,10.7,9.29
guaicara,70.57,85.14,17.49,12.3,11.94,2.56
guapiacu,80.78,83.25,9.11,12.56,10.11,4.19
guapiara,26.68,37.25,28.27,45.28,45.05,17.47
guara,90.83,90.15,8.55,7.82,0.62,2.03
guarei,50.83,54.84,26.58,38.33,22.59,6.83
holambra,50.48,65.77,32.39,31.26,17.13,2.97
iacanga,83.97,86.95,15.69,8.83,0.34,4.22
ibira,83.34,86.83,8.24,8.18,8.42,4.99
ipaussu,87.44,93.75,9.49,5.69,3.08,0.56
ipua,93.29,94.93,1.23,1.78,5.48,3.29
itabera,57.02,63.16,14.21,22.51,28.78,14.33
itajobi,76.71,83.32,2.62,7.47,20.67,9.2
itaporanga,65.43,73.96,16.12,16.1,18.46,9.95
itapui,90.16,88.39,5.32,11.13,4.52,0.49
itariri,52.42,51.52,30.63,40.23,16.95,8.25
itatinga,86.1,88.36,5.19,7.31,8.71,4.33
itirapina,81.45,81.02,14.09,15.11,4.46,3.87
jacupiranga,57.54,64.9,22.11,26.13,20.35,8.97
joanopolis,63.82,68.59,24.46,30.89,11.72,0.51
junqueiropolis,74.79,88.11,9.96,5.46,15.24,6.43
juquia,47.11,52.53,34.04,33.33,18.85,14.14
lucelia,87.37,92.84,7.58,4.23,5.06,2.93
luis antonio,90.78,96.45,3.36,2.43,5.86,1.12
macatuba,93.5,95.93,3.16,2.86,3.34,1.2
maracai,82.49,83.56,7.52,10.59,9.99,5.85
mineiros do tiete,94.26,93.87,4.4,3.95,1.35,2.18
mirante do paranapanema,1.48,45.17,69.25,25.26,29.27,29.57
monte azul paulista,88.36,91.09,9.17,2.86,2.47,6.05
morungaba,74.25,79.37,21.36,19.18,4.39,1.45
nazare paulista,27.92,37.84,38.89,51.2,33.19,10.95
nhandeara,78.65,81.75,2.4,9.2,18.95,9.04
nova granada,85.63,89.65,7.34,7.0,7.02,3.35
pacaembu,79.59,78.85,16.07,16.32,4.34,4.83
palestina,72.58,71.3,10.59,17.61,16.83,11.09
palmares paulista,94.31,95.46,5.52,3.62,0.18,0.91
panorama,77.51,90.88,15.99,6.94,6.5,2.18
paraibuna,43.13,44.33,32.98,50.45,23.89,5.21
paranapanema,70.85,74.16,17.2,18.28,11.95,7.56
parapua,70.84,83.77,11.04,12.21,18.12,4.02
pariquera-acu,60.65,66.48,20.28,19.46,19.07,14.05
