city,total,regular,military_and_gov,irregular,entrepreneur,employers
marata,796.15,701.14,1255.21,697.76,788.28,1152.81
marau,1260.16,1085.01,1997.24,750.5,1580.22,3858.5
marcelino ramos,944.93,808.72,1519.69,585.86,932.81,2151.61
mariana pimentel,759.18,849.74,1143.45,579.95,760.74,2745.82
mariano moro,1129.74,1001.7,1084.54,921.18,1111.18,13907.69
marques de souza,957.58,888.2,763.1,772.47,899.85,3627.33
mata,731.64,702.02,1254.28,388.88,725.26,2004.85
mato castelhano,1449.1,845.84,1227.32,1874.25,1301.73,7042.62
mato leitao,889.91,835.82,1342.26,616.82,902.01,2043.39
mato queimado,866.58,879.55,1491.16,511.28,934.82,150
maximiliano de almeida,878.93,846.6,1442.64,490.15,871.24,2539.39
minas do leao,933.26,1016.99,1277.97,526.76,1365.08,2500
miraguai,1529.75,819.02,1005.6,579.41,775.49,63698.37
montauri,1144.6,907.6,1450.08,1011.11,1204.69,-
monte alegre dos campos,806.8,596.36,1164.38,595.92,955.01,3850
monte belo do sul,1064.2,1043.15,1220.63,876.8,1067.62,1488.75
montenegro,1299.25,1171.32,1900.93,645.9,1770.53,3237.87
mormaco,1132.61,816.3,1483.99,648.56,967.7,17803.04
morrinhos do sul,1041.74,882.41,1351.53,534.45,781.38,11998.63
morro redondo,852.08,865.21,1434.14,530.55,846.34,2169.05
morro reuter,923,857.01,1492.52,753.47,980.26,1786.7
mostardas,1059.71,748.55,1209.13,499.84,1197.03,7955.36
mucum,967.21,828.71,1221.61,762.54,989.21,2804.62
muitos capoes,976.91,773.76,1184.99,665.01,1159.71,15000
muliterno,1155.28,848.15,957.88,540.42,1094.17,14485.83
nao-me-toque,1461.94,1106.68,1552.26,600.41,2727.71,2353.56
nicolau vergueiro,1377.83,939.03,1185.94,719.48,1620.89,4067.04
nonoai,966.54,971.74,1553.92,536.7,1027.57,3244.11
nova alvorada,1146.21,880.31,1594.7,475.9,1174.41,4607.09
nova araca,1168.59,966.6,1188.99,928.04,1491.27,2388.12
nova bassano,1328.91,1176.69,1533.72,660.92,1498.49,3137.68
nova boa vista,1381.79,739.01,1071.09,563.36,1821.74,3333.94
nova brescia,1780.33,817.91,1366.32,827.17,2847.91,2394.48
nova candelaria,1154.66,1031.67,1537.16,561.17,1198.56,721.3
nova esperanca do sul,1008.5,767.42,1203.28,588.84,927.18,6577.62
nova hartz,818.64,791.1,1179.38,687.97,878.8,1546.56
nova padua,1020.25,937.15,1223.93,568.35,1082.78,1349.37
nova palma,1189.54,954.45,1441.21,529.39,1361.84,3456
nova petropolis,1140.25,1033.88,2198.5,967.87,1057.65,2275.42
nova prata,1302.56,1126.77,1966.73,725.16,1488.4,3358.25
nova ramada,1302.21,838.17,1314.43,468.23,1583.83,510
nova roma do sul,1156.94,862.64,1882.72,713.63,1207.49,3706.36
nova santa rita,1082.63,1025.3,1554.67,745.06,1141.09,3776.44
novo barreiro,1283.87,1562.92,1183.33,468.79,720.15,18031.55
novo cabrais,764.51,728.51,1010.53,458.78,762.96,6811.45
novo hamburgo,1350.51,1151.16,2444.05,801.14,1547.07,4210.96
novo machado,690.2,886.41,1206.91,440.32,640.42,1455.93
novo tiradentes,660.73,812.34,1068,504.57,603.23,700
novo xingu,900.03,711.45,970.75,522.44,935.91,4429.54
osorio,1362.53,1031.07,3350.38,691.02,1548.56,2531.11
paim filho,976.07,856.07,1604.22,491.21,1061.79,1530
palmares do sul,1184.34,791.69,1190.32,575.01,1192.58,10536.13
palmeira das missoes,1208.04,960.5,1954.49,594.59,1313.16,3817.38
palmitinho,895.63,875.69,1358.01,554.96,921.24,1730.73
panambi,1273.01,1184.27,1709.75,615.06,1572.2,3546.9
pantano grande,943.13,815.88,1076.79,609.28,1017.3,4253.67
parai,1418.66,947.21,1952.47,674.75,2000.35,4731.56
paraiso do sul,734.23,830.63,1356.95,466.67,701.37,2302.17
pareci novo,1033.02,966.02,1017.76,767.48,951.57,3332.99
parobe,889.94,864.08,1209.52,664.27,966.33,2529.32
passa sete,517.55,863.96,1454.89,366.28,458.28,3736.41
passo do sobrado,927.54,792.19,1135.36,588.4,756.29,6499.43
passo fundo,1411.66,1172.23,2734.18,783.45,1724.68,3799.35
paulo bento,996.95,822.9,1132.88,458.74,984.91,7853.08
paverama,740.73,764.31,1437.39,537.12,636.5,1616.04
pedras altas,716.18,693.91,966.34,473.07,770.03,2150.22
pedro osorio,805.3,771.69,2022.07,499.06,892.69,1539.43
pejucara,1045.04,905.1,1299.15,543.48,1446.7,2170.14
pelotas,1289.75,1071.5,2426.7,660.67,1383.38,4596.73
picada cafe,948.78,936.55,1455.41,734.92,870.56,2030.2
pinhal,805.09,758.61,1169.12,510.29,851.1,1607.26
pinhal da serra,937.19,795.59,1422.87,477.51,760.24,1500
pinhal grande,1028.89,898.53,1355.35,571.56,1052.51,1708.33
pinheirinho do vale,1131.86,735.95,1142.11,704.1,1448.6,3807.28
pinheiro machado,847.56,881.29,1285.64,452.97,956.28,1616.08
pirapo,550.3,542.65,1158.22,384.58,431.54,2000
piratini,743.04,749.09,925.82,544.99,775.98,1923.75
planalto,700.8,880.21,1529.89,490.3,503.23,2150.43
poco das antas,960.58,734.63,1460.17,840.81,1059.33,1533.74
pontao,1211.6,880.34,1147.93,1007.97,1585.46,1163.85
ponte preta,1030.7,807.94,1227.2,577.73,1153.62,510
portao,1096.08,1021.07,2153.43,746.05,1230.12,2712.51
porto alegre,2208.94,1842.5,4443.48,1080.48,2322.99,6502.95
porto lucena,669.41,838.24,1201.07,456.26,575.59,1993.97
porto maua,796.7,781.55,1259.45,595.12,788.62,1399.22
porto vera cruz,597.78,674.13,1240.43,481.55,518.97,-
porto xavier,891.51,896.83,1588.45,550.11,1011.78,1810.81
pouso novo,978.01,732.23,1240.81,703.18,892.81,14636.63
presidente lucena,862.01,825.45,1366.03,607.04,764.85,2057.94
progresso,732.23,810.77,1633.92,510.49,672.43,1622.61
protasio alves,1475.02,883.31,1202.4,652.45,1839.77,8254.75
putinga,1006.92,864.8,1151.74,766.19,1081.12,-
quarai,858.24,717.11,1376.31,536.23,952.44,2841.05
quatro irmaos,964.73,778.5,1142.02,487.45,1218.86,1457.74
quevedos,863.58,742.57,960.17,423.65,1222.02,3229.54
quinze de novembro,1266.11,833.36,1288.01,543.16,1638.7,2908.76
redentora,753.91,939.53,1056.12,558.11,661.33,2457.81
relvado,1026.56,918.33,1528.41,592.86,1092.18,2464.84
restinga seca,1021.85,794.73,1842.8,525.66,1254.3,3413.32
