city,quantity
abreulandia,2189
aguiarnopolis,3145
alianca do tocantins,6173
almas,8474
alvorada,8489
ananas,10493
angico,2878
aparecida do rio negro,3515
aragominas,6173
araguacema,5408
araguacu,9326
araguaina,112921
araguana,4262
araguatins,25985
arapoema,6958
arraias,10964
augustinopolis,12964
aurora do tocantins,3101
axixa do tocantins,8810
babaculandia,10688
bandeirantes do tocantins,2608
barra do ouro,3579
barrolandia,5067
bernardo sayao,4536
bom jesus do tocantins,2323
brasilandia do tocantins,1923
brejinho de nazare,4877
buriti do tocantins,7840
cachoeirinha,1964
campos lindos,5622
cariri do tocantins,2873
carmolandia,2008
carrasco bonito,3218
caseara,3652
centenario,2163
chapada da natividade,3274
chapada de areia,1270
colinas do tocantins,25269
colmeia,9324
combinado,4524
conceicao do tocantins,4328
couto de magalhaes,4335
cristalandia,7290
crixas do tocantins,1380
darcinopolis,4251
dianopolis,15422
divinopolis do tocantins,5773
dois irmaos do tocantins,7254
duere,4560
esperantina,7545
fatima,3843
figueiropolis,5524
filadelfia,8210
formoso do araguaia,18766
fortaleza do tabocao,2220
goianorte,4839
goiatins,10983
guarai,19999
gurupi,64954
ipueiras,1166
itacaja,6763
itaguatins,6386
itapiratins,3255
itapora do tocantins,2522
jau do tocantins,3118
juarina,2328
lagoa da confusao,6123
lagoa do tocantins,2530
lajeado,2247
lavandeira,1209
lizarda,3787
luzinopolis,2014
marianopolis do tocantins,3329
mateiros,1645
maurilandia do tocantins,2854
miracema do tocantins,23584
miranorte,11791
monte do carmo,5182
monte santo do tocantins,1869
muricilandia,2680
natividade,8854
nazare,5150
nova olinda,9330
nova rosalandia,3179
novo acordo,3050
novo alegre,2262
novo jardim,2151
oliveira de fatima,958
palmas,137167
palmeirante,3607
palmeiras do tocantins,4577
palmeiropolis,7015
paraiso do tocantins,36052
parana,10380
pau d'arco,4309
pedro afonso,8983
peixe,8751
pequizeiro,4580
pindorama do tocantins,4685
piraque,2478
pium,5540
ponte alta do bom jesus,4523
ponte alta do tocantins,6153
porto alegre do tocantins,2385
porto nacional,44723
praia norte,6781
presidente kennedy,3746
pugmil,1956
recursolandia,3138
riachinho,3670
rio da conceicao,1189
rio dos bois,2269
rio sono,6089
sampaio,2793
sandolandia,3327
santa fe do araguaia,5487
santa maria do tocantins,2226
santa rita do tocantins,1852
santa rosa do tocantins,4316
santa tereza do tocantins,2111
santa terezinha do tocantins,2455
sao bento do tocantins,3734
sao felix do tocantins,1269
sao miguel do tocantins,8486
sao salvador do tocantins,2740
sao sebastiao do tocantins,3631
sao valerio da natividade,5054
silvanopolis,4725
sitio novo do tocantins,9488
sucupira,1476
taguatinga,13169
taipas do tocantins,1713
talisma,2306
tocantinia,5618
tocantinopolis,22748
tupirama,1179
tupiratins,1360
wanderlandia,10239
xambioa,12132
