city,total,has_children,children_born,children_borned_live,children_borned_dead
acailandia,41663.07119154,26342.94642268,97932.95608987,92600.98962766,5331.96646227
afonso cunha,2199.63834619,1318.75899335,6093.2871922,5707.84185008,385.44534215
agua doce do maranhao,4390.17511103,2875.82971818,13914.08701295,13032.59736521,881.48964776
alcantara,8463.27261513,5756.46812967,23853.82426804,22812.67896575,1041.14530227
aldeias altas,8704.72621454,5706.06494449,25248.78984626,23109.87444996,2138.91539627
altamira do maranhao,4358.53540238,2760.58518791,11781.07628502,11251.94263059,529.13365444
alto alegre do maranhao,9735.62193874,5840.18831021,24083.61048186,22374.14355155,1709.46693024
alto alegre do pindare,11541.30194641,7184.9555065,31882.05909443,29551.49590016,2330.56319427
alto parnaiba,4126.0087233,2474.81109513,10239.95919004,9762.74971193,477.20947811999997
amapa do maranhao,2326.14598984,1523.25992813,6839.98492093,6455.6587779,384.32614299
amarante do maranhao,13352.41980627,9211.98644958,41134.78810199,39079.00120875,2055.78689327
anajatuba,10002.71231586,5975.88666391,25944.71462502,24714.30003804,1230.41458698
anapurus,5358.65796769,3396.41882311,14026.54651901,13209.46411476,817.08240429
apicum-acu,5660.62852679,3501.20230061,15746.1774615,14757.34193516,988.83552632
araguana,5298.5613974,3223.33652135,13380.75343749,12857.94396798,522.80946958
araioses,16290.71682107,10199.90141046,47610.96526703,44358.35410222,3252.6111648
arame,11316.79060781,7002.18545328,31629.03219935,29980.58307832,1648.44912098
arari,11632.27224258,7315.72384603,29720.42048278,27935.99323487,1784.42724795
axixa,4428.59981143,2805.22188021,12954.12980808,12337.18755485,616.94225328
bacabal,42699.06188243,27436.19502774,102809.28853892,96564.12144763,6245.16709126
bacabeira,5842.79843475,3793.61006568,14995.72921503,13742.68001285,1253.04920219
bacuri,6569.47149689,4193.27150623,19582.43407224,17983.34430133,1599.08977102
bacurituba,2046.67097842,1384.93221795,6520.07517891,6225.94190441,294.1332745
balsas,33523.09159616,20151.8068913,70555.60859901,66603.4360172,3952.17258184
barao de grajau,7487.71316117,4410.58632821,17223.89962866,16439.06483055,784.83479816
