city,total,married,separated,divorced,widow,single
abaira,7330.68263397,3273.62666446,54.37354351,104.95115543,522.14664858,3375.58462199
abare,13603.00222464,5197.76553446,122.1380433,262.20556756,682.11822305,7338.77485627
acajutiba,11907.16671249,3100.43048951,85.23180728,206.50665202,747.47000288,7767.5277608
adustina,13083.21765116,2847.11320355,82.57755572,131.21175081,346.25591415,9676.05922693
agua fria,13252.02319679,3111.34503147,75.60160454,145.41578361,614.45720289,9305.20357428
aiquara,3838.00849209,801.88858035,23.02061365,18.04397027,176.58165091,2818.47367691
alagoinhas,121194.96498018,35917.12972923,1577.37609845,2752.73184108,5589.58093018,75358.14638124
alcobaca,17242.04097519,4556.78904226,93.67703544,337.46742102,765.4066119,11488.70086457
almadina,5403.23281956,746.35482421,14.19477071,48.38662827,255.12488532,4339.17171105
amargosa,29051.38609586,6816.31837009,213.53570509,412.55337452,1712.07577412,19896.90287204
amelia rodrigues,21044.00920798,5150.86746572,241.21685944,292.7265243,956.33121697,14402.86714155
america dourada,12808.71356342,4182.89126218,87.06528004,90.25378698,523.24868556,7925.25454866
anage,21653.02763093,8923.73825661,270.8652112,256.71021894,1073.1468955,11128.56704868
andarai,11264.71399607,1986.07570156,82.16762683,71.28082275,370.21811883,8754.9717261
andorinha,12204.76478878,3397.26359918,139.34530044,190.03159518,528.76340561,7949.36088837
angical,11787.63387411,4810.90117253,90.37554206,165.81094991,630.09097681,6090.4552328
anguera,8749.99128356,2509.67722087,23.05982265,76.31212376,566.03196079,5574.91015549
antas,14755.57048422,3461.77629174,108.64137571,174.23135108,579.55055656,10431.37090913
antonio cardoso,9631.57463564,2551.71434754,25.57137366,45.60746946,436.56301824,6572.11842674
antonio goncalves,9111.94459006,2707.41607522,47.16341562,118.06067683,502.2110778,5737.09334459
apora,14540.99050467,4269.31337175,128.29671004,157.41559588,753.13601119,9232.82881581
apuarema,6180.52515135,936.56383837,32.64111137,42.63951485,225.12630137,4943.55438539
aracas,9421.54847143,1704.41640141,52.12663275,48.18002489,207.32924378,7409.4961686
aracatu,11698.97393062,4581.81544325,135.79108194,123.43146375,640.45918,6217.47676168
araci,41569.39496517,9043.64354605,269.02128602,379.99869161,1527.1288932,30349.60254829
aramari,8489.09972378,1773.09572553,57.65247049,91.47849167,383.2882279,6183.58480819
arataca,8200.21639677,1045.82913964,25.97872458,51.29602843,199.17040425,6877.94209987
aratuipe,7161.33046108,1734.55002999,33.23748175,95.69060911,342.53520375,4955.31713648
aurelino leal,11178.32045759,1424.29830872,69.69288213,105.62777643,462.65939007,9116.04210024
baianopolis,11380.48338859,4990.27928262,96.31106854,129.15310758,574.50986342,5590.23006643
baixa grande,16299.18631826,5000.54074916,130.12641466,117.25176679,830.36795658,10220.89943107
banzae,9721.51271892,2006.3102772,72.85570405,48.29810921,436.95853462,7157.09009384
barra,38841.50275046,11566.03749012,264.65813531,401.68190967,1380.29596426,25228.8292511
barra da estiva,17412.01775231,5831.21001191,156.97956339,214.47382755,776.76913745,10432.58521201
barra do choca,28491.78534919,8012.25347626,501.51413183,416.3429241,1322.09821528,18239.57660172
barra do mendes,11605.52550227,4048.67501442,71.34754446,205.80676971,583.10261446,6696.59355922
barra do rocha,5221.66119547,957.61610994,25.79103409,29.50074649,143.54047175,4065.2128332
barreiras,113674.42499706,36657.85395136,1431.53150092,2438.53005435,3654.65029334,69491.85919709
barro alto,11142.97966694,3891.86276615,54.25581276,82.81426286,597.21328697,6516.8335382
barro preto,5497.75173353,728.13373847,2.99655932,39.42406642,157.76955351,4569.42781581
barrocas,11726.46398272,4608.14017614,155.18984493,119.79661508,496.08627994,6347.25106663
belmonte,17690.80417763,3687.14326065,120.65502388,255.25361629,760.47145971,12867.2808171
belo campo,13441.90009467,4620.96515374,317.84134353,212.58030135,841.39551369,7449.11778236
biritinga,12359.11694921,3100.16956014,109.13312967,116.53319093,526.94158204,8506.33948643
boa nova,12848.65418685,3816.09654925,114.75828787,168.16564996,522.17911237,8227.4545874
boa vista do tupim,14684.31670784,3169.73772763,99.04732062,137.05325166,616.30712819,10662.17127974
bom jesus da lapa,51441.75038056,15669.91787762,553.24425122,713.2801988,1890.86192937,32614.44612355
bom jesus da serra,8385.55625054,2709.44326157,95.18460637,43.38972974,313.72900192,5223.80965094
boninal,11506.36021387,3911.01903286,66.64948047,104.96820562,706.97758587,6716.74590905
bonito,11806.37758322,2469.93242788,84.16840014,97.90328473,466.32885629,8688.04461418
boquira,18513.25525872,6816.49734815,74.77485648,142.82033823,768.98729107,10710.17542479
botupora,9439.27293529,3657.94347795,107.58015443,88.10766831,435.93142973,5149.71020487
brejoes,12021.92294795,2446.70987987,94.20155163,85.27452884,524.16335783,8871.57362978
brejolandia,9295.63653724,4191.68844651,92.89994319,161.13354656,335.98305118,4513.9315498
brotas de macaubas,8932.91117194,3288.35040967,69.22914778,71.36888064,558.11736851,4945.84536534
brumado,55415.45711895,22796.36044939,550.29552204,895.78479491,2597.2578789,28575.75847371
buerarema,15752.13260613,2885.287015,124.58194151,164.30487529,809.26037238,11768.69840195
buritirama,15864.67592712,5263.95237386,89.45735454,74.07379338,501.00093723,9936.19146811
caatiba,9500.20975601,2568.06055189,62.12184467,121.65776097,456.66616584,6291.70343264
cabaceiras do paraguacu,13940.82104044,4059.56407986,133.37081498,163.82724541,727.76390596,8856.29499423
cachoeira,27146.53089543,5717.13355195,195.67769305,363.66701685,1388.44057482,19481.61205876
cacule,19205.36746163,7932.30880946,275.56249873,298.51495415,937.62563555,9761.35556374
caem,8433.28728341,2009.06287714,54.92183408,75.08002088,473.35920269,5820.86334862
caetanos,11526.35835439,4082.00362391,72.39759509,43.46346177,443.79723901,6884.69643461
caetite,40350.8339576,17094.50627856,539.03050935,609.35273092,1942.85802537,20165.0864134
cafarnaum,14046.25888325,3581.20763194,98.67035241,81.99259837,760.72935895,9523.65894158
cairu,12539.72407786,1748.25573678,61.15514507,105.15785148,239.10194896,10386.05339557
caldeirao grande,10110.42412582,2428.41605055,71.35844175,79.94839322,342.37533793,7188.32590237
camacan,25443.94334485,4834.36568703,183.93851729,341.10334329,1094.75940447,18989.77639277
camacari,203005.31204168,51422.97800289,2075.97076123,3666.35436437,5718.09600093,140121.91291226
camamu,27831.19090444,3683.47805331,101.38319871,95.02503362,761.88517644,23189.41944236
campo alegre de lourdes,22832.44297367,10222.55771982,335.37087496,147.31521411,996.3623775,11130.83678728
campo formoso,54525.26083691,19242.36112521,468.45981449,595.80897748,2311.94658512,31906.68433461
canapolis,7705.4824507,3794.24810248,36.90571083,45.30986511,352.66582717,3476.35294511
canarana,19571.85496116,6465.06260607,178.84315038,206.69708254,995.51654704,11725.73557513
canavieiras,26780.99956014,4114.81642407,390.22484853,552.12103631,1090.816813,20633.02043823
candeal,7557.91164928,2435.26351742,80.94230598,48.10092918,400.34547678,4593.25941992
candeias,70359.96548837,19004.70962385,748.44118868,1323.28203731,2918.80408787,46364.72855066
candiba,11327.37372357,5127.24574049,196.42714208,132.18065901,619.67653297,5251.84364902
candido sales,23173.01563763,8957.71917621,312.83707539,346.65162715,1348.98505576,12206.82270312
cansancao,26780.89415685,6818.20577345,115.3678484,269.23888676,1247.40422625,18330.67742199
canudos,12710.21056734,2378.63726378,145.24615508,125.72599189,466.1464258,9594.45473079
capela do alto alegre,9871.943072,2982.81599812,117.3232082,131.17448756,471.66886145,6168.96051667
capim grosso,21985.84303521,6302.55422137,251.87316765,618.95866341,972.81801954,13839.63896324
caraibas,8691.73517631,3424.31030094,62.1037888,57.34024616,475.87866189,4672.10217852
caravelas,17347.68474473,4113.92148978,123.11853714,228.83585179,730.34308743,12151.46577859
cardeal da silva,7181.34886371,1164.69175252,33.70558725,32.31684589,241.47541259,5709.15926546
carinhanha,22948.54837727,6114.94771678,159.59962032,190.15094406,900.24818216,15583.60191395
casa nova,52425.28290944,17883.57392167,296.81428332,768.03021837,2159.12779726,31317.73668882
castro alves,21456.29359191,5136.54899823,218.19292353,284.76911327,1368.22771813,14448.55483875
catolandia,2200.60197408,907.75433921,27.13503571,22.85191558,89.76538773,1153.09529585
catu,43622.81529963,12002.59797096,202.26782217,610.78812335,1769.66861971,29037.49276344
caturama,7553.62145592,3209.75884628,104.42037613,45.33311106,383.80459323,3810.30452922
central,13995.00623553,4301.4322035,103.61734724,157.98820234,616.78865276,8815.17982969
chorrocho,8682.630401,2977.7239434,93.3771042,77.77755093,440.88610204,5092.86570043
cicero dantas,27463.43343253,5338.32347993,161.2376834,419.25460879,1143.88082963,20400.73683078
cipo,12949.86766622,3722.21686599,106.20110368,133.84688998,583.75058285,8403.85222372
coaraci,17562.35587479,3825.6739882,92.8654877,250.88148053,932.68353151,12460.25138685
cocos,15004.93045628,6274.96633059,148.51649792,127.21785485,546.95998873,7907.26978419
conceicao da feira,17023.47241171,4301.13815234,207.6285537,224.74963006,920.61812565,11369.33794996
conceicao do almeida,15471.4645848,3951.49429941,118.28021445,160.37310588,1014.51832567,10226.79863939
conceicao do coite,51569.54856715,18666.01646904,688.4784726,1205.49676229,2008.47551223,29001.08135099
