city,total
abaira,3566.98131479
abare,6545.73504762
acajutiba,5448.44399476
adustina,6758.1840749
agua fria,5579.46002127
aiquara,1762.9826663
alagoinhas,55535.58022647
alcobaca,8535.40989418
almadina,2302.70185372
amargosa,13092.36284628
amelia rodrigues,9001.16886873
america dourada,6382.35988724
anage,10822.03820979
andarai,4882.39259315
andorinha,6154.9739598
angical,5680.03748165
anguera,3512.30096664
antas,7006.04535384
antonio cardoso,4004.85340801
antonio goncalves,4351.14022739
apora,7042.54231535
apuarema,2908.33839076
aracas,4178.93897266
aracatu,5640.56973456
araci,19092.76900845
aramari,3363.6391828
arataca,3798.86991966
aratuipe,3251.4901009
aurelino leal,5085.07537214
baianopolis,6231.2338345
baixa grande,7495.06224378
banzae,4721.63097745
barra,17622.02095098
barra da estiva,8642.97064653
barra do choca,14108.26019598
barra do mendes,5766.30982367
barra do rocha,2385.71591111
barreiras,55914.52800911
barro alto,5767.71402241
barro preto,2332.44767505
barrocas,6062.00264167
belmonte,8518.25899812
belo campo,6605.93043259
biritinga,5355.97442763
boa nova,6261.86241228
boa vista do tupim,6813.87393847
bom jesus da lapa,24419.0235742
bom jesus da serra,4036.79482883
boninal,5007.25895386
bonito,5574.51937714
boquira,8536.78758585
botupora,4808.0760958
brejoes,5204.66155187
brejolandia,4854.110862
brotas de macaubas,4050.137339
brumado,27665.28656953
buerarema,6443.57779895
buritirama,7928.14753583
caatiba,4803.62996967
cabaceiras do paraguacu,6003.54190524
cachoeira,11219.96484609
cacule,9568.26054723
caem,4045.87039097
caetanos,5529.74069277
caetite,19455.85782161
cafarnaum,7128.09991184
cairu,6241.11144787
caldeirao grande,5146.00878234
camacan,11364.633774
camacari,101348.44063068
camamu,12584.46004318
campo alegre de lourdes,12322.29599715
campo formoso,27324.12064216
canapolis,4069.25146895
canarana,10528.52021113
canavieiras,12175.56877893
candeal,3385.05827387
candeias,32901.70677224
candiba,6018.02593375
candido sales,11658.25319811
cansancao,12990.35062459
canudos,6388.03484799
capela do alto alegre,5113.79920111
capim grosso,11069.73232896
caraibas,4586.03075176
caravelas,8292.97011424
cardeal da silva,3055.19805099
carinhanha,10678.98152704
casa nova,27130.57734332
castro alves,8437.22664079
catolandia,1182.21855469
catu,20285.5088335
caturama,4014.69175504
central,7091.79192255
chorrocho,3927.596242
cicero dantas,13529.17558671
cipo,6165.52093101
coaraci,7711.54193226
cocos,7986.96913915
conceicao da feira,7308.20066827
conceicao do almeida,6424.39326556
conceicao do coite,26193.31112251
conceicao do jacuipe,11351.86473016
conde,8534.76669427
condeuba,7180.84453578
contendas do sincora,1836.21613822
coracao de maria,7969.68896168
cordeiros,3527.67727439
coribe,6383.47492555
coronel joao sa,7032.16782274
correntina,13148.95593899
cotegipe,5166.12885427
cravolandia,1997.24174303
crisopolis,7971.14293569
cristopolis,5721.68990303
cruz das almas,20862.97866652
curaca,12333.67082287
dario meira,4747.75613886
dias d'avila,27412.6534944
dom basilio,5214.83140481
dom macedo costa,1555.21958561
elisio medrado,3502.88258348
encruzilhada,10021.68483137
entre rios,14209.54764161
erico cardoso,4309.14991451
esplanada,11804.44318578
euclides da cunha,22530.6719697
eunapolis,41441.80045142
fatima,7707.55502229
feira da mata,2867.13810932
feira de santana,219462.53610331
filadelfia,6997.42702497
firmino alves,2101.49779586
floresta azul,3993.80869748
formosa do rio preto,8355.16401269
gandu,11828.86966377
gaviao,1848.70454097
gentio do ouro,4404.36542614
gloria,6504.89060801
gongogi,3100.22803064
governador mangabeira,7198.33127155
guajeru,4689.95124305
guanambi,33992.42904637
guaratinga,9304.1176968
heliopolis,5574.00314221
iacu,9237.40802287
ibiassuce,4761.58021124
ibicarai,8982.62925876
ibicoara,7300.05966378
ibicui,6202.69437649
ibipeba,7422.88667493
ibipitanga,5862.66535895
ibiquera,1966.00350043
ibirapitanga,8111.72434737
ibirapua,3301.90298447
ibirataia,7285.4628575
ibitiara,5934.29894377
ibitita,7718.36117151
ibotirama,9746.31297686
ichu,2194.02993559
igapora,6374.86627753
igrapiuna,4825.20581224
iguai,10187.56643001
ilheus,72735.21978883
inhambupe,13597.98914794
ipecaeta,5733.18868776
ipiau,17125.25405591
ipira,21978.99777146
ipupiara,3906.46273231
irajuba,2823.44948728
iramaia,4654.33115913
iraquara,8605.18232246
irara,9260.61742412
irece,28227.15027247
itabela,11076.56029934
itaberaba,23303.99824689
itabuna,79549.20708954
itacare,9427.61773922
itaete,5234.43485715
itagi,4985.39468273
itagiba,6011.60157858
itagimirim,2852.90138392
itaguacu da bahia,5296.37081895
itaju do colonia,2915.32082718
itajuipe,7888.99117522
itamaraju,25815.60971411
itamari,3137.91589919
itambe,8905.85356411
itanagra,2892.5991758
itanhem,8263.46942823
itaparica,7555.56246304
itape,4338.23648158
itapebi,4053.50310998
itapetinga,26177.95003428
itapicuru,12057.88124317
itapitanga,3898.22691185
itaquara,3001.76950527
itarantim,7590.69588832
itatim,5895.76791721
itirucu,5098.88081006
itiuba,14442.01439064
itororo,7947.19124886
ituacu,7437.6780309
itubera,10255.57872156
iuiu,4311.64098537
jaborandi,4011.72252621
jacaraci,6231.86375071
jacobina,32299.47418277
jaguaquara,19787.66279536
jaguarari,12919.09635175
jaguaripe,6215.72705166
jandaira,3919.93390491
jequie,58479.69212577
jeremoabo,15747.37472755
jiquirica,5719.61074672
jitauna,5356.23417623
joao dourado,9662.77936932
juazeiro,77771.18417545
jucurucu,4693.47400981
jussara,6510.13352357
jussari,2353.119947
jussiape,3465.95724594
lafaiete coutinho,1710.12288355
lagoa real,5821.02629306
laje,8837.50915385
lajedao,1648.13429216
lajedinho,1540.23381299
lajedo do tabocal,3223.6394715
lamarao,3072.8309585
lapao,10944.85976236
lauro de freitas,67394.7134351
lencois,3534.43090562
licinio de almeida,5547.99099491
livramento de nossa senhora,18587.69321171
luis eduardo magalhaes,27628.61232171
macajuba,3913.45190002
macarani,6869.35899608
macaubas,18606.79954291
macurure,3033.73877101
madre de deus,7253.41792328
maetinga,3039.71875731
maiquinique,3609.4226121
mairi,7474.94707622
malhada,6043.44020368
malhada de pedras,3847.1154218
manoel vitorino,5955.6874663
mansidao,4652.8953662
maracas,9809.03405109
maragogipe,16311.72252761
marau,7241.29545633
marcionilio souza,4130.68151383
mascote,5259.89802986
mata de sao joao,15274.90722425
matina,4637.26231229
medeiros neto,9264.73413051
miguel calmon,10585.04392558
milagres,3961.26277996
mirangaba,6220.61639953
mirante,4677.47082408
monte santo,22587.53535639
morpara,3279.85267613
morro do chapeu,13464.47996905
mortugaba,5690.89458342
mucuge,4112.84317306
mucuri,15249.31344315
mulungu do morro,4752.49491052
mundo novo,8635.43446207
muniz ferreira,2897.83202055
muquem de sao francisco,3913.39187717
muritiba,11161.41840808
mutuipe,8787.6242625
nazare,10396.88303044
nilo pecanha,4984.26972124
nordestina,4664.97276589
nova canaa,7531.42653229
nova fatima,3482.445158
nova ibia,2813.26733351
nova itarana,2662.35205297
nova redencao,2930.62652027
nova soure,8970.38723175
nova vicosa,15871.75039728
novo horizonte,4648.25635802
novo triunfo,6334.83468678
olindina,9934.10661608
oliveira dos brejinhos,8133.72326091
ouricangas,2886.08277239
ourolandia,7242.96753348
palmas de monte alto,8701.96344155
palmeiras,3241.07802194
paramirim,8905.92101366
paratinga,10897.55743143
paripiranga,12544.70117025
pau brasil,4039.96982795
paulo afonso,45259.21859096
pe de serra,5910.66971157
pedrao,2300.58735676
pedro alexandre,6839.20223401
piata,7434.30435298
pilao arcado,13506.79506974
pindai,7152.33482699
pindobacu,8320.76947283
pintadas,4017.11697563
pirai do norte,3767.71549117
piripa,4920.51020123
piritiba,8876.80912013
planaltino,3580.75286742
planalto,10229.12701139
pocoes,17629.93756832
pojuca,13339.66297781
ponto novo,6443.70719337
porto seguro,51331.3447477
potiragua,3750.47065317
prado,10853.03747802
presidente dutra,5952.40422576
presidente janio quadros,5849.07748947
presidente tancredo neves,9715.70821393
queimadas,9978.48059676
quijingue,10962.36916734
quixabeira,4342.98086202
rafael jambeiro,8851.91737172
remanso,16680.46366239
retirolandia,5405.61503814
riachao das neves,8572.12232132
riachao do jacuipe,13738.48380217
riacho de santana,12619.44710582
ribeira do amparo,5350.87698156
ribeira do pombal,19145.89036779
ribeirao do largo,3578.78419861
rio de contas,5866.79038045
rio do antonio,6938.2065025
rio do pires,5364.13413967
rio real,14833.16134979
rodelas,3218.10729378
ruy barbosa,11375.97200641
salinas da margarida,4829.97918081
salvador,1026208.70559552
santa barbara,6640.56468795
santa brigida,6114.97808269
santa cruz cabralia,10370.26499942
santa cruz da vitoria,2345.94796073
santa ines,3881.5951792
santa luzia,5038.36130292
santa maria da vitoria,16617.36604848
santa rita de cassia,9845.84628789
santa teresinha,3559.32106921
santaluz,13546.94611181
santana,10326.14387751
santanopolis,3138.69506257
santo amaro,20918.60545717
santo antonio de jesus,37561.1266388
santo estevao,18559.57925577
sao desiderio,11459.84090054
sao domingos,4187.91221085
sao felipe,7472.78731573
sao felix,4711.13750656
sao felix do coribe,5194.81094523
sao francisco do conde,12077.10316359
sao gabriel,7880.74255125
sao goncalo dos campos,12013.78736829
sao jose da vitoria,2150.13599472
sao jose do jacuipe,4293.96026056
sao miguel das matas,4162.64530296
sao sebastiao do passe,15810.23881148
sapeacu,6094.06310758
satiro dias,7139.74535791
saubara,4534.7449771
saude,4393.25650939
seabra,16238.66827694
