city,total,has_children,children_born,children_borned_live,children_borned_dead
abaira,3769.46446662,2297.26681311,9096.93405681,8624.80286009,472.13119675
abare,6767.28447515,4143.87442857,16956.36712633,16169.23810477,787.12902161
acajutiba,6119.85720508,3817.94854038,16646.51148435,16085.72267017,560.78881421
adustina,6507.627439,3974.51553941,17485.04281744,16745.98826336,739.05455402
agua fria,6583.41784656,4025.2811824,19683.70740317,18891.17242115,792.53498205
aiquara,1860.40308523,1268.55832246,5713.86753612,5348.13819711,365.72933901
alagoinhas,64388.84215364,38781.1053066,129496.96748564,122768.94528862,6728.02219698
alcobaca,8508.12642607,5111.8012571,20320.17327732,19027.1358101,1293.03746711
almadina,2680.05794049,1769.67634073,7676.33614361,7238.6405657,437.6955779
amargosa,15120.23161921,9234.29169626,37025.40131345,34779.63508558,2245.76622788
amelia rodrigues,10881.47590549,6846.13898704,24958.02563585,24049.95747376,908.06816206
america dourada,6313.90043876,4026.78830378,18101.04516742,16925.32895528,1175.71621212
anage,10700.12240202,6406.97976433,30849.77621235,28753.842746,2095.93346632
andarai,5492.5839645,3417.48057399,15295.12060901,14605.66370898,689.45690001
andorinha,5957.97453565,3861.18037193,14785.38706222,14184.2969471,601.09011511
angical,5541.08134345,3239.7534599,14376.60799189,13622.36547868,754.24251316
anguera,4510.47028677,2736.98604499,11268.79315833,11096.50351053,172.28964779
antas,7311.60167814,4240.54618811,15806.76281032,14915.32199237,891.44081797
antonio cardoso,4852.95390284,2869.67497106,13642.93410623,12997.29140154,645.64270463
antonio goncalves,4503.60806942,2848.86856126,12202.97271342,11743.23596989,459.73674365
apora,7185.41920773,4580.13146923,18980.75567155,18136.39760943,844.35806218
apuarema,3050.38512733,2041.88244401,8945.64482116,8509.18849039,436.45633074
aracas,4698.63657653,2871.53560261,12166.71256879,11497.28624196,669.42632687
aracatu,5680.91777117,3416.47798642,17175.39261388,16106.42668562,1068.96592823
araci,20682.6313877,12985.4411614,61587.34061771,57525.87370289,4061.46691476
aramari,4293.59263785,2428.22826653,9784.6119758,9288.35039585,496.26157994
arataca,3836.88171279,2531.96745926,11404.7940728,10770.95250117,633.84157167
aratuipe,3502.6963309,2127.05591791,8799.30505091,8165.95313549,633.35191545
aurelino leal,5534.9682281,3297.92596139,13546.33803409,12625.48329947,920.85473469
