city,total,has_children,children_born,children_borned_live,children_borned_dead
amparo de sao francisco,844,508,2555,2273,282
aquidaba,7280,4429,23501,22308,1193
aracaju,205310,115983,416032,391817,24216
araua,3702,2123,11922,11064,858
areia branca,5524,3431,17005,15908,1097
barra dos coqueiros,7011,4123,16912,15866,1046
boquim,9542,5580,27944,26222,1722
brejo grande,2485,1576,10362,9733,630
campo do brito,5980,3745,17560,16544,1016
canhoba,1413,855,4736,4644,93
caninde de sao francisco,6323,3791,21084,19407,1676
capela,10277,5963,30404,28319,2085
carira,6954,4384,23017,21176,1841
carmopolis,3664,2308,10048,9526,522
cedro de sao joao,2135,1370,6400,6055,345
cristinapolis,5148,3033,15650,14610,1040
cumbe,1414,903,4570,4309,261
divina pastora,1230,781,3732,3599,133
estancia,23452,13960,63733,60037,3696
feira nova,1962,1249,6351,5788,563
frei paulo,4694,2892,13750,13000,750
gararu,4182,2440,13473,12695,778
general maynard,949,604,2921,2619,302
gracho cardoso,2099,1236,6880,6370,511
ilha das flores,3078,1874,10751,10276,475
indiaroba,4718,2672,15083,13219,1864
itabaiana,30835,18624,82448,76824,5624
itabaianinha,13308,7792,38614,35227,3387
itabi,2000,1226,6310,5981,329
itaporanga d'ajuda,9542,5632,28131,26178,1953
japaratuba,5519,3397,16539,15178,1361
japoata,4905,2872,16066,15053,1014
lagarto,32950,19798,96152,89220,6932
laranjeiras,9173,5440,23847,21651,2196
macambira,2287,1405,7175,6662,513
malhada dos bois,1258,724,3681,3459,222
malhador,4328,2701,14002,12966,1036
maruim,6034,3703,16669,15465,1204
moita bonita,4367,2556,12569,11734,835
monte alegre de sergipe,4236,2619,13977,13015,963
muribeca,2743,1572,9125,8479,646
neopolis,7128,4237,22305,20982,1322
nossa senhora aparecida,3154,1879,10255,9693,562
nossa senhora da gloria,10353,6153,29338,27321,2017
nossa senhora das dores,8700,5318,28632,26895,1737
nossa senhora de lourdes,2316,1351,7001,6739,262
nossa senhora do socorro,51490,31787,113026,105375,7650
pacatuba,4233,2447,13906,13272,634
pedra mole,1020,655,3079,2919,160
pedrinhas,2996,1833,9483,8898,586
pinhao,2045,1325,6529,6243,285
pirambu,2727,1579,8087,7732,355
poco redondo,9160,5445,29678,27746,1933
poco verde,7830,4712,25682,24084,1597
porto da folha,9396,5504,32376,30121,2255
propria,11233,6734,30470,28970,1500
riachao do dantas,7132,4123,22552,21279,1272
riachuelo,3240,1935,8465,7949,516
ribeiropolis,6298,3642,17942,17030,912
rosario do catete,2784,1665,7567,7101,465
salgado,7165,4198,21613,20445,1168
santa luzia do itanhy,4801,2804,16085,15415,670
santa rosa de lima,1363,809,4012,3818,194
santana do sao francisco,2284,1343,7618,7101,517
santo amaro das brotas,4174,2553,11934,11360,574
sao cristovao,25698,15702,63939,59972,3967
sao domingos,3583,2199,11409,10838,572
sao francisco,958,619,2890,2775,115
sao miguel do aleixo,1348,775,4283,4073,211
simao dias,14928,8827,43424,40485,2939
siriri,2548,1591,7330,6841,489
telha,999,612,2932,2775,157
tobias barreto,17237,9876,49929,46149,3780
tomar do geru,4586,2675,14481,13556,925
umbauba,7341,4497,21549,19971,1578
