city,total,main_regular,main_irregular,other_regular,other_irregular
abaetetuba,53176.87652818,18117.87129052,35059.00523766,18138.65198403,35038.22454415
abel figueiredo,2463.01479517,730.96574443,1732.04905074,733.61542457,1729.39937061
acara,20976.57874724,3503.71372383,17472.86502341,3517.14249921,17459.43624803
afua,9883.78949129,1721.12098842,8162.66850287,1744.0926355,8139.69685579
agua azul do norte,8261.49992266,2717.46324372,5544.03667894,2717.46324372,5544.03667894
alenquer,18306.69070552,4102.57543434,14204.11527118,4102.57543434,14204.11527118
almeirim,12793.00715418,5215.08615488,7577.9209993,5215.08615488,7577.9209993
altamira,42286.96460403,16076.73077176,26210.23383227,16095.83862462,26191.12597941
anajas,7616.26464963,1135.34351238,6480.92113725,1135.34351238,6480.92113725
ananindeua,199899.24919325,106459.97316026,93439.27603299,106584.4346682,93314.81452503
anapu,9268.41501097,1682.82643811,7585.58857286,1695.75047446,7572.66453651
augusto correa,12359.98499077,1652.41871671,10707.56627406,1652.41871671,10707.56627406
aurora do para,7104.35317235,1291.00905803,5813.34411432,1291.00905803,5813.34411432
aveiro,5593.6273328,748.97742525,4844.64990755,777.57813142,4816.04920139
bagre,7507.90307499,811.12073354,6696.78234145,811.12073354,6696.78234145
baiao,14524.03775527,2728.98078068,11795.05697459,2728.98078068,11795.05697459
bannach,1348.45522456,427.85817551,920.59704905,427.85817551,920.59704905
barcarena,37098.59185733,17546.54719661,19552.04466072,17569.44971007,19529.14214727
belem,595398.52651444,335531.07591813,259867.45059631,336205.52456579,259193.00194866
belterra,5040.91475987,1425.93574721,3614.97901266,1425.93574721,3614.97901266
benevides,19575.71974397,8826.91030572,10748.80943825,8856.79554363,10718.92420033
bom jesus do tocantins,6091.8651911,1572.60483001,4519.26036109,1572.60483001,4519.26036109
bonito,5302.9115744,1307.13291492,3995.77865948,1307.13291492,3995.77865948
braganca,41755.29768236,9561.46297367,32193.83470869,9577.56176805,32177.73591431
brasil novo,6209.76614784,1294.24876134,4915.5173865,1294.24876134,4915.5173865
brejo grande do araguaia,2743.4229086,727.75314503,2015.66976357,730.81200682,2012.61090178
breu branco,16465.40825006,5091.53357651,11373.87467355,5091.53357651,11373.87467355
breves,30282.86105176,7248.14850179,23034.71254997,7258.63819461,23024.22285715
bujaru,9435.00986848,1334.38780724,8100.62206124,1334.38780724,8100.62206124
