city,total,has_children,children_born,children_borned_live,children_borned_dead
acorizal,2202.62385675,1421.39696942,5201.47086588,5080.36722432,121.10364154
agua boa,8270.28852199,5759.2374236,17001.30144802,16150.44592376,850.85552429
alta floresta,20304.67400093,13462.29878303,41970.462871,40266.12680842,1704.33606258
alto araguaia,6426.15022686,4463.00361684,13530.05073925,12910.95174589,619.09899338
alto boa vista,1975.18113947,1319.73106161,4527.69335739,4346.06726826,181.62608915
alto garcas,4116.37284981,2869.05499653,8969.66333748,8551.26866021,418.39467729
alto paraguai,3842.309705,2500.27053539,9562.32108356,9313.69212456,248.62895899
alto taquari,3120.46124249,2139.93337309,5960.31021964,5775.50014693,184.81007273
apiacas,3107.40298806,2011.64892693,6625.70842501,6346.23178773,279.47663734
araguaiana,1330.31693084,960.14838434,3100.52613371,2965.96919693,134.55693683
araguainha,448.88857891,316.38614494,1100.9505067,1036.08496743,64.86553926
araputanga,6543.29131859,4286.40694622,14768.72847523,14142.46810881,626.26036636
arenapolis,4258.85107788,2864.00932282,10507.40768977,9782.67027893,724.7374108
aripuana,6877.72049526,4395.37997894,13432.84573227,12787.00644204,645.83929019
barao de melgaco,2857.81077512,1812.34631954,6583.04465306,6426.70442514,156.34022787
barra do bugres,12541.42803615,8357.23403261,27840.43382236,26560.7292536,1279.7045688
barra do garcas,24396.19062755,15759.2012088,47888.00387841,45852.1179236,2035.8859548
bom jesus do araguaia,1983.87002248,1404.56337704,4345.53774725,4201.83516101,143.70258619
brasnorte,5628.4309785,3805.46208387,12413.95616498,11843.65427756,570.30188735
caceres,36532.22993765,24177.30550729,79469.98643752,75771.03515074,3698.95128676
campinapolis,4926.44232671,3394.08245085,12797.04585689,12479.60110747,317.44474944
campo novo do parecis,10718.60451514,6759.9227943,18159.98203146,17539.19809753,620.78393392
campo verde,12705.86098222,8389.41177808,24723.38077626,23641.77280079,1081.60797545
campos de julio,2003.76526742,1361.56778835,3591.52675556,3451.21792549,140.3088301
canabrava do norte,1768.00544063,1212.99393651,4176.69060035,4014.56601455,162.1245858
canarana,7411.5674916,5066.96493793,15666.49294857,15144.4551774,522.03777121
carlinda,4343.20019681,2979.37976895,11446.34340336,10984.6683325,461.67507092
castanheira,3222.45159177,2204.94632226,7939.85985895,7400.37011303,539.48974594
chapada dos guimaraes,7123.36274618,4595.77507304,15873.83796316,15437.02907933,436.80888384
claudia,4363.38446824,2976.29388186,9716.01817642,9227.86221742,488.15595898
cocalinho,2116.08949209,1473.03990796,4912.32045407,4661.28858441,251.03186967
colider,13001.40985216,8733.72029898,28617.59118596,26849.88225804,1767.7089279
colniza,9664.19242536,6397.55871104,21502.97554858,20549.99553811,952.98001045
comodoro,7072.59581202,4772.9956428,15134.006528,14538.27840331,595.7281247
confresa,9462.68575673,6172.66053404,20219.31891775,19168.10316931,1051.21574845
conquista d'oeste,1316.26689992,872.89686111,2796.22074106,2718.2670406,77.95370044
cotriguacu,5454.768254,3448.01261644,10585.9598053,10215.84089278,370.11891256
cuiaba,242475.30061329,146128.11792746,409796.03032684,392798.58909637,16997.44123048
curvelandia,1968.75506688,1370.51323618,5345.36906093,5072.70403334,272.66502758
denise,3354.08966977,2238.9277314,7574.87836006,7384.83280348,190.04555654
diamantino,8198.42217671,5209.02306756,17000.61800167,16202.46281956,798.15518211
dom aquino,3365.55601441,2318.65746836,8254.64793066,7806.09097799,448.55695269
feliz natal,4058.31102677,2681.52243675,8595.53403574,8261.82015351,333.71388222
