city,total
abreu e lima,40227.73349171
afogados da ingazeira,14796.45775035
afranio,7635.80363752
agrestina,9366.48365998
agua preta,12416.03681913
aguas belas,14995.60560526
alagoinha,5814.84667504
alianca,15977.03559254
altinho,9018.89566457
amaraji,8806.40732501
angelim,4059.21609566
aracoiaba,7207.40616471
araripina,30929.03043268
arcoverde,26593.52975426
barra de guabiraba,5139.60105781
barreiros,15170.12191992
belem de maria,4389.27791017
belem do sao francisco,7259.93596956
belo jardim,30252.63910018
betania,5397.108075
bezerros,25566.15740383
bodoco,13998.31800095
bom conselho,18386.23808242
bom jardim,16061.15065352
bonito,14754.44838573
brejao,3630.37777149
brejinho,3233.09395528
brejo da madre de deus,18512.44619287
buenos aires,5036.68614928
buique,19324.01199862
cabo de santo agostinho,79003.58901038
cabrobo,11855.22366076
cachoeirinha,7807.42651061
caetes,10746.32614908
calcado,4603.49163651
calumbi,2394.59289251
camaragibe,61151.83210336
camocim de sao felix,7065.74528958
camutanga,3744.11838606
canhotinho,9378.14645663
capoeiras,8013.24700421
carnaiba,7790.68128771
carnaubeira da penha,4080.74560172
carpina,31202.97095856
caruaru,131326.21847036
casinhas,5712.82048272
catende,14304.12949277
cedro,4553.87821594
cha de alegria,5080.92892187
cha grande,8825.14081582
condado,10039.15909374
correntes,6613.003457
cortes,4940.3107418
cumaru,7514.98552983
cupira,10033.32579762
custodia,15454.10292922
dormentes,7577.59885018
escada,25318.09490504
exu,11913.49774323
feira nova,9158.46229491
fernando de noronha,1207.62798168
ferreiros,5160.68220924
flores,9410.16423628
floresta,10859.86808844
frei miguelinho,6365.11248455
gameleira,10847.14144445
garanhuns,51528.01422731
gloria do goita,11584.9282209
goiana,31349.56588073
granito,2777.70501943
gravata,31700.86257153
iati,7155.29669954
ibimirim,10230.37627883
ibirajuba,3121.07243611
igarassu,42987.92806497
iguaraci,5103.26004215
ilha de itamaraca,7457.60430363
inaja,6613.16549787
ingazeira,1961.49829686
ipojuca,32938.28632232
ipubi,10924.36225908
itacuruba,1603.89501299
itaiba,10944.32739318
itambe,14847.38569137
itapetim,6143.4977152
itapissuma,9320.48176204
itaquitinga,6199.23088149
jaboatao dos guararapes,266370.3008626
jaqueira,4176.13279894
jatauba,6380.02827159
jatoba,5596.78370295
joao alfredo,12926.1161527
joaquim nabuco,6171.39131764
jucati,4526.80706865
jupi,5747.41678191
jurema,5581.32262869
lagoa de itaenga,8398.34070965
lagoa do carro,6716.4286275
lagoa do ouro,4899.23846011
lagoa dos gatos,6346.34829567
lagoa grande,8894.50092886
lajedo,15328.49402048
limoeiro,22678.75153783
macaparana,9176.63935146
machados,5173.31975623
manari,6425.82855628
maraial,4759.5257194
mirandiba,5182.72378682
moreilandia,4321.37221112
moreno,24256.62562975
nazare da mata,12325.72725811
olinda,147944.98697646
orobo,8966.70212503
oroco,5106.16194655
ouricuri,24351.96146723
palmares,22637.61057234
palmeirina,3381.28521713
panelas,9434.79004254
paranatama,4573.22486054
parnamirim,8119.98149226
passira,12678.29873782
paudalho,20827.29888713
paulista,126171.43650396
pedra,8238.83488399
pesqueira,25237.39782092
petrolandia,12747.19588489
petrolina,118086.31776844
pocao,4653.17918798
pombos,10562.72014264
primavera,5473.58308348
quipapa,8694.44264056
quixaba,2767.90665723
recife,596033.1266461
riacho das almas,9386.36759422
ribeirao,17835.95942913
rio formoso,8668.96343582
saire,5120.30897398
salgadinho,3433.34345722
salgueiro,21743.77394338
saloa,6398.46835014
sanharo,8492.47941
santa cruz,5248.0629748
santa cruz da baixa verde,5056.52651354
santa cruz do capibaribe,37513.63511436
santa filomena,5662.33792703
santa maria da boa vista,15374.56171295
santa maria do cambuca,5678.14413696
santa terezinha,4404.05905299
sao benedito do sul,4685.8238173
sao bento do una,21539.67736554
sao caitano,15050.90385707
sao joao,8784.87489327
sao joaquim do monte,8540.83639717
sao jose da coroa grande,7086.24919296
sao jose do belmonte,13614.54053348
sao jose do egito,13589.1929303
sao lourenco da mata,43042.9400061
sao vicente ferrer,6675.21775517
serra talhada,31778.84558005
serrita,7025.56888603
sertania,13186.24742541
sirinhaem,15707.80065217
solidao,2439.97504094
surubim,25680.26312315
tabira,10965.37498551
tacaimbo,5456.26849548
tacaratu,8507.32942931
tamandare,8177.78985966
taquaritinga do norte,10901.6552876
terezinha,2788.01997535
terra nova,4102.104043
timbauba,21928.27607936
toritama,15697.23575875
tracunhaem,5525.02393996
trindade,10342.56518386
triunfo,5804.97704563
tupanatinga,9513.74016741
tuparetama,3466.0079703
venturosa,6330.60827752
verdejante,3541.27886377
vertente do lerio,3368.14305188
vertentes,7544.15512939
vicencia,11838.8393464
vitoria de santo antao,54492.61731971
xexeu,5111.46401974
