city,total,regular,military_and_gov,irregular,entrepreneur,employers
itabira,1095.19,1044.44,1885.84,527.46,1180.39,3899.73
itabirinha,685.2,889.45,1018.22,420.89,737.63,2774.66
itabirito,1163,1071.64,1640.94,628.22,1417.55,3374.82
itacambira,636.7,639.3,828.65,410.2,535.4,1306.36
itacarambi,727.37,710.41,841.13,425.57,1128.57,2205.13
itaguara,878.76,827.99,1425.93,546.69,1165.52,1491.84
itaipe,505.17,657.83,792.23,365.33,481.69,1291.21
itajuba,1392,1186.57,2604.96,735.41,1392.45,6439.33
itamarandiba,657.5,675.46,941.79,371.35,811.64,3345.64
itamarati de minas,739.09,821.05,826.26,483.14,712.24,3553.97
itambacuri,626.41,636.18,971.7,415.61,673.72,2626.04
itambe do mato dentro,561.27,572.68,879.43,506.08,539.47,2404.62
itamogi,721.62,720.23,1295.32,519.39,854.24,2125.62
itamonte,857.77,820.51,1416.58,508.38,989.23,2769.54
itanhandu,1018.42,844.66,1997.49,571.32,1631.4,2812.91
itanhomi,851.6,720.2,1329.65,460.96,865.65,4745.78
itaobim,634.81,726,1087.37,378.16,703,510
itapagipe,1153.46,1079.86,1036.67,627.02,1656.76,3279.94
itapecerica,891.36,773.85,1474.98,570.3,1320.27,2570.82
itapeva,969.89,831.44,970,670.48,1272.38,3332.37
itatiaiucu,806.32,794.11,1376.42,526.21,1071.98,881.8
itau de minas,1481.6,1052.37,1141.35,550.93,1231.89,19629.84
itauna,1248.95,1062.52,1757.16,666.99,1433.58,7391.43
itaverava,633.83,658.21,848.17,447.34,680.44,1633.17
itinga,566.34,703.93,815.96,353.47,519.46,1516.85
itueta,813.28,803.97,980.03,495.33,797.55,8037.21
ituiutaba,1235.73,985.83,1838.82,620.38,1581.08,5159.72
itumirim,908.16,890.29,806.28,533.54,1402.85,1500
iturama,1192.01,1128.91,1298.95,580.45,1710.28,3702.04
itutinga,895.6,843.85,849.39,500.89,1377.3,6000
jaboticatubas,813.56,700.18,1233.98,522.45,994.32,5052.29
jacinto,567.05,834.45,1124.84,425.83,447.95,1533.97
jacui,763.58,729.11,1403.56,485.07,869.61,1605.78
jacutinga,920.38,826.41,1187.4,669.18,1205.03,1842.89
jaguaracu,788.63,851.54,752.67,453.35,915.42,2903.03
jaiba,694.47,745.68,976.83,453.13,882.12,3873.49
jampruca,650.72,741.74,665.84,480.12,992.15,1355.49
janauba,838.77,816.99,1183.95,446.4,1189.81,3074.44
januaria,762.16,792.07,1417.65,420.16,688.17,2376.35
japaraiba,870.95,823.57,1010.32,673.82,1282.43,1561.19
japonvar,520.58,617.85,638.92,355.41,460.29,5404.62
jeceaba,832.87,803.64,925.82,581.18,1213.21,1810.42
jenipapo de minas,616.78,633.1,936.74,428.5,541.17,3617.21
jequeri,573.02,621.03,1053.62,379.28,493.7,4277.52
jequitai,603.8,701.4,845.22,392.09,680.2,1994.53
jequitiba,674.56,783.57,812.04,494.91,756.64,1800
jequitinhonha,632.63,681.22,1242.21,365.19,619.72,4739.65
jesuania,748.52,691.81,806.49,491.91,1168.02,-
joaima,519.68,587.25,915.03,346.76,491.94,2651.7
joanesia,721.45,753.99,994.76,507.5,706.87,3611.3
joao monlevade,1217.19,1155.68,2357.09,624.93,1550.86,2708.9
joao pinheiro,900.43,841.77,1290.07,545.33,1134.61,3282.98
joaquim felicio,691.34,575.59,759.2,437.61,622.49,23811.13
jordania,665.4,705.49,853.53,423.62,626.66,3748.57
jose goncalves de minas,619.91,639.59,834.75,451.21,577.73,-
jose raydan,665.58,676.47,820.68,451.84,830.48,3924.66
josenopolis,528.89,578.15,695.28,343.54,482.9,146.06
juatuba,878.03,891.6,1058.49,571.82,1059.9,2091.94
juiz de fora,1370.02,1100.22,3107.12,649.3,1476.99,4065.8
juramento,530.99,699.06,594.72,365.05,550.93,1500
juruaia,1656.29,900.75,879.49,763.82,1409.73,20009.26
juvenilia,542.15,680.27,752.71,347.28,569.84,2979.17
ladainha,469.38,529.15,950.02,339.12,355.43,3695.32
lagamar,969.77,894.3,907.09,648.52,1018.66,5204.4
lagoa da prata,1088.35,967.97,1667.16,728.75,1517.88,3501.76
lagoa dos patos,550.97,565.55,726.35,311.49,828.03,1170.17
lagoa dourada,945.78,767.68,1182.57,546.6,1507.09,2609.6
lagoa formosa,1135.76,781.53,1131.16,569.79,1738.52,4044.56
lagoa grande,930.91,689.15,929.38,556.3,1183.99,6063.36
lagoa santa,1598.53,1282.96,2284.12,725.91,1997.58,8026.41
lajinha,782.14,704.67,1144.53,493.27,1067.44,2875.72
lambari,858.63,818.58,1262.29,497,847.38,3684.57
lamim,575.63,733.9,815.55,498.95,466.81,1271.12
laranjal,822.73,780.75,1057.92,638.89,1017.98,1943.38
lassance,608.79,645.9,752.13,426.53,752.85,1323.02
lavras,1289.15,1048.82,3112.46,620.25,1383.17,4012.89
leandro ferreira,882.89,780.88,996.66,601.73,991.14,8822.72
