city,total,main_regular,main_irregular,other_regular,other_irregular
carmo do rio claro,10522.08717518,5546.92117575,4975.16599943,5546.92117575,4975.16599943
carmopolis de minas,9299.39884745,4951.85796709,4347.54088036,4963.17194914,4336.22689831
carneirinho,4798.73105345,2917.31869596,1881.41235749,2928.7138644,1870.01718905
carrancas,1807.92656694,882.31689301,925.60967393,896.08847018,911.83809677
carvalhopolis,1662.41952311,826.56149688,835.85802623,826.56149688,835.85802623
carvalhos,1956.70817729,537.30130259,1419.4068747,543.84881028,1412.85936701
casa grande,836.50584411,489.07207438,347.43376973,490.90021925,345.60562486
cascalho rico,1555.38158075,714.87486424,840.50671651,721.43188298,833.94969775
cassia,8293.20588677,4698.87286229,3594.33302448,4698.87286229,3594.33302448
cataguases,29560.70305641,21590.61236302,7970.09069339,21638.71746382,7921.9855926
catas altas,2074.76574494,1469.90919702,604.85654792,1469.90919702,604.85654792
catas altas da noruega,1407.4555098,561.30723172,846.14827808,561.30723172,846.14827808
catuji,2087.57851306,503.87375497,1583.70475809,503.87375497,1583.70475809
catuti,2090.14827201,600.42635294,1489.72191907,600.42635294,1489.72191907
caxambu,9916.18966802,7088.97866347,2827.21100455,7088.97866347,2827.21100455
cedro do abaete,554.59046379,246.39233054,308.19813325,249.48104023,305.10942355
central de minas,2328.63450159,767.8162249,1560.81827669,767.8162249,1560.81827669
centralina,4378.73802256,2244.32871797,2134.40930459,2249.43264983,2129.30537273
chacara,1108.65767993,670.84759409,437.81008584,670.84759409,437.81008584
chale,2757.09808655,961.59037033,1795.50771622,965.04837923,1792.04970732
chapada do norte,4992.60194759,3164.29259941,1828.30934818,3164.29259941,1828.30934818
chapada gaucha,4958.17208423,1382.09026493,3576.0818193,1382.09026493,3576.0818193
chiador,1257.77778789,847.9963379,409.78144999,847.9963379,409.78144999
cipotanea,2922.2828836,914.01087827,2008.27200533,920.06503645,2002.21784715
claraval,2280.13884576,923.69203589,1356.44680987,926.36441157,1353.77443419
claro dos pocoes,3695.28647667,1198.91183458,2496.37464209,1198.91183458,2496.37464209
claudio,13798.17835066,10274.37297954,3523.80537112,10306.41058415,3491.7677665
coimbra,3041.56655536,1463.57292748,1577.99362788,1463.57292748,1577.99362788
coluna,4053.70101867,921.72742356,3131.97359511,921.72742356,3131.97359511
comendador gomes,1699.17493433,952.05329136,747.12164297,952.05329136,747.12164297
comercinho,3574.92715107,887.93276812,2686.99438295,887.93276812,2686.99438295
conceicao da aparecida,5096.32600852,1732.99646535,3363.32954317,1738.00130678,3358.32470174
conceicao da barra de minas,1702.10691474,864.74963241,837.35728233,864.74963241,837.35728233
conceicao das alagoas,10973.54962711,7162.85932734,3810.69029977,7197.85476792,3775.6948592
conceicao das pedras,1191.28846248,456.17187091,735.11659157,459.5276438,731.76081867
conceicao de ipanema,2220.42743362,757.61226488,1462.81516874,772.69426826,1447.73316536
conceicao do mato dentro,7423.4865458,3067.8177409,4355.6688049,3067.8177409,4355.6688049
conceicao do para,2497.03949164,1515.96138123,981.07811041,1524.45480168,972.58468996
conceicao do rio verde,6148.12226728,4136.6885906,2011.43367668,4150.95451866,1997.16774862
conceicao dos ouros,5191.16702494,3124.84715299,2066.31987195,3129.1575486,2062.00947633
conego marinho,2937.865613,812.40991535,2125.45569765,812.40991535,2125.45569765
confins,3103.45337174,2352.53279225,750.92057949,2359.76181035,743.69156139
congonhal,5425.62242235,2507.83702544,2917.78539691,2523.59852014,2902.02390222
congonhas,21613.52606386,17025.33894522,4588.18711864,17041.97600609,4571.55005778
congonhas do norte,1198.65385784,410.91782826,787.73602958,410.91782826,787.73602958
conquista,3177.01355173,2342.80599732,834.20755441,2346.07413209,830.93941964
