city,total,adequada,semi_adequada,inadequada
alto alegre,3531,18,2176,1337
amajari,1098,62,642,394
boa vista,48715,22946,24948,822
bonfim,1915,166,1102,647
canta,1946,158,1245,542
caracarai,3005,619,1942,444
caroebe,1246,86,883,277
iracema,1110,219,791,99
mucajai,2406,492,1563,351
normandia,1206,33,574,598
pacaraima,1400,305,777,319
rorainopolis,3406,255,2377,774
sao joao da baliza,1183,252,827,105
sao luiz,1210,215,835,161
uiramuta,1024,5,584,436
