city,total,adequada,semi_adequada,inadequada
bernardo do mearim,1495.99962138,203.8831121,1127.95133674,164.16517254
boa vista do gurupi,1811.62986081,10.05782049,1457.87353455,343.69850577
bom jardim,9609.98674097,115.69014622,8331.4308754,1162.86571935
bom jesus das selvas,6220.15691731,462.28808783,4809.5788675,948.28996198
bom lugar,3514.44071276,-,3113.39220448,401.04850828
brejo,7953,364.11949241,6212.05949225,1376.82101534
brejo de areia,1276.41358084,-,924.23703903,352.17654181
buriti,6043.75797681,92.89441982,4404.76681649,1546.0967405
buriti bravo,5701.78535851,74.56997671,5068.52933289,558.68604891
buriticupu,14967.97441395,357.58516967,12794.14021532,1816.24902896
buritirana,3778.39410221,89.44001415,3467.79176285,221.16232521
cachoeira grande,1763.35543947,-,1248.24446385,515.11097562
cajapio,2593.99999999,60.28275786,2112.73840848,420.97883365
cajari,4305.98336136,8.36618662,2875.81147077,1421.80570397
campestre do maranhao,3529.02019416,21.31616713,3456.4769241,51.22710293
candido mendes,4175.96475431,285.57913153,3067.38439398,823.0012288
cantanhede,4713.00000001,727.85008093,3184.32805907,800.82186001
capinzal do norte,2884.00000001,85.98655231,2590.36886619,207.64458151
carolina,6283.81569663,1483.994652,4097.85913498,701.96190965
carutapera,5078.17598856,189.03106959,4212.29765391,676.84726506
caxias,40172.18012844,6374.03752192,30898.31523304,2899.82737348
cedral,2584.03874706,10.84234392,2485.81783624,87.3785669
central do maranhao,1983.65150307,4.81561768,1798.04999532,180.78589007
centro do guilherme,2593,39.9092024,2008.42394538,544.66685222
centro novo do maranhao,3950.96431237,38.04849472,3025.41388148,887.50193617
chapadinha,17657.99999999,1383.85037882,13093.78796976,3180.36165141
cidelandia,3515.35312412,16.41406341,3316.27471627,182.66434444
codo,29593.58015098,5636.05465536,21323.40613088,2634.11936474
coelho neto,11109.56590349,353.27562057,10238.71480149,517.57548143
colinas,9854.96528721,316.70002855,8085.98793341,1452.27732525
conceicao do lago-acu,3336.03636871,52.79932135,2659.18961425,624.04743311
coroata,15930.20388566,2418.26395333,12088.91985541,1423.02007692
cururupu,8416.97795298,39.52954319,7525.36072275,852.08768704
davinopolis,3325.99999999,247.39651188,2960.52356079,118.07992732
dom pedro,6208.42073875,545.00750588,5534.56342342,128.84980945
duque bacelar,2387.00000002,381.36264338,1486.799859,518.83749764
esperantinopolis,4806.3323734,482.03346022,3948.6845077,375.61440548
estreito,9116.85453389,467.61004399,8169.93337031,479.31111959
feira nova do maranhao,1988.29934163,22.48460411,1573.34784167,392.46689585
fernando falcao,1882.99999998,-,1343.38301601,539.61698397
formosa da serra negra,3883.99999999,27.28023347,2790.35835857,1066.36140795
fortaleza dos nogueiras,2851.00000002,3.55460744,2473.7553547,373.69003788
fortuna,3925.65895882,53.0842245,3448.68942745,423.88530687
godofredo viana,2471.70409195,259.75029564,1800.83808233,411.11571398
goncalves dias,4558.11313196,73.59325274,4069.03162966,415.48824956
governador archer,2581.99999998,103.67777848,2359.47399752,118.84822398
governador edison lobao,4243.39673611,808.22170669,3230.40288315,204.77214627
governador eugenio barros,4093.45408597,5.93866344,3921.85746796,165.65795457
governador luiz rocha,1890.57016453,42.33708442,1793.48916806,54.74391205
governador newton bello,2830.94022107,4.38174882,2325.17794027,501.38053198
governador nunes freire,5821.99999998,710.11333886,4549.26584721,562.62081391
graca aranha,1696.08324285,2.27205244,1659.0197468,34.79144361
grajau,14913.37309791,340.93987103,13002.48386652,1569.94936036
guimaraes,3323.99999999,-,3142.11741573,181.88258426
humberto de campos,5644.99999996,117.51225663,4129.18658264,1398.30116069
icatu,5782.00000003,61.42653238,4538.62773369,1181.94573396
igarape do meio,3021.99999998,18.88879088,2864.20203008,138.90917902
igarape grande,2853.04064182,198.09960824,2504.68815531,150.25287827
imperatriz,68536.84087149,25864.01348658,41975.68821131,697.1391736
itaipava do grajau,3293.00000001,35.41696545,2802.10099298,455.48204158
itapecuru mirim,15710.10810522,2636.04236106,11149.32037942,1924.74536474
itinga do maranhao,6600.7430586,355.12347169,6080.9807211,164.63886581
jatoba,2139,80.14809438,2015.33890723,43.51299839
jenipapo dos vieiras,3636.4729028,9.17975514,3105.2791688,522.01397886
joao lisboa,5407.39764204,225.52909209,4992.30445013,189.56409982
joselandia,3912.59888097,4.3906256,3704.37979844,203.82845693
junco do maranhao,988.00000002,109.9509748,827.12404286,50.92498236
lago da pedra,11463.00000002,501.45507472,9716.07222094,1245.47270436
lago do junco,2593.99999997,250.91789166,1888.16988716,454.91222115
lago dos rodrigues,2060.27378917,16.33079108,1906.80505035,137.13794774
lago verde,3683.99999998,73.00267442,3059.45496392,551.54236164
lagoa do mato,2687,-,2480.46434333,206.53565667
lagoa grande do maranhao,2407.05200885,9.88440311,2000.50007103,396.66753471
lajeado novo,1825.1299588,63.5027029,1509.16786805,252.45938785
lima campos,3184.82551796,214.99450384,2762.83544732,206.9955668
loreto,2669.3238681,218.08226996,2221.45254165,229.78905649
luis domingues,1583.59222656,-,1330.6213294,252.97089716
magalhaes de almeida,4033.49069861,303.88651495,3419.52509223,310.07909143
maracacume,4604.58763895,316.47089007,3770.54409874,517.57265014
maraja do sena,1759,63.77202026,896.00965884,799.2183209
maranhaozinho,3092.293655,370.96296106,2367.92257699,353.40811695
mata roma,3536.79620167,159.53316606,3012.57894298,364.68409263
matinha,5579.30171049,195.79705306,4497.73184797,885.77280946
matoes,7597.99999996,212.14704545,6468.72551859,917.12743592
matoes do norte,2519.41092537,7.71202238,1513.10393459,998.5949684
milagres do maranhao,1799.99999999,67.57524676,1328.76615712,403.65859611
mirador,4893.71980234,44.55825449,3879.84712326,969.31442459
miranda do norte,5196,201.12147547,4359.78955691,635.08896762
mirinzal,3541.46462591,-,3279.3002609,262.16436501
moncao,7470.13475274,30.14696678,6386.8122467,1053.17553926
montes altos,2381.06776694,85.97171856,1964.38914942,330.70689896
morros,3774.36085941,7.41743869,2678.24290344,1088.70051728
nina rodrigues,2541,23.12180181,1793.35145679,724.5267414
nova colinas,1186.02500121,-,988.44920313,197.57579808
nova iorque,1202.37588096,153.14066069,927.92492677,121.3102935
nova olinda do maranhao,4527.27771813,19.68528225,4005.28001399,502.31242189
olho d'agua das cunhas,4856.99999999,50.53649323,4481.9932122,324.47029456
olinda nova do maranhao,3264.00000001,68.79518247,2767.4406002,427.76421734
paco do lumiar,27089.74888297,7416.68871062,18132.93630325,1540.1238691
palmeirandia,4946.99999999,12.15236013,4376.49182522,558.35581464
paraibano,5290.77277353,168.93953487,4871.64046023,250.19277843
parnarama,8654.00000001,-,7600.00104539,1053.99895462
passagem franca,4562.00088251,24.34322041,4220.91797511,316.73968699
pastos bons,4694.00000003,103.07023251,4339.67840903,251.25135849
paulino neves,2929.00000001,82.04449371,1996.5451827,850.4103236
paulo ramos,4746.22116127,9.56752977,3950.73553872,785.91809278
pedreiras,10629.87357831,3209.78289002,6969.92330836,450.16737993
pedro do rosario,5294.16652219,-,3804.10499871,1490.06152348
penalva,7889.37041396,132.37016995,6042.71342719,1714.28681682
peri mirim,3601,121.85758689,2794.63495339,684.50745972
peritoro,5592.99999998,214.3730875,4506.9841852,871.64272728
pindare-mirim,7750.32665097,248.20858367,7213.82376132,288.29430598
pinheiro,19495.82396301,3916.91220124,13754.69142294,1824.22033883
pio xii,5399.00000001,41.18418133,4814.87389557,542.94192311
pirapemas,4156.62922651,219.15067564,3231.47557575,706.00297512
pocao de pedras,5309,502.19199702,4124.07974253,682.72826045
porto franco,5637.82305371,67.86613679,5223.66598213,346.29093479
porto rico do maranhao,1562,159.00069466,1369.26748165,33.73182369
presidente dutra,11922.70583534,1587.0146591,9826.04032746,509.65084878
presidente juscelino,2495,207.48117724,1551.49082606,736.0279967
presidente medici,1472.16724495,464.61691748,859.71694608,147.83338139
presidente sarney,4001.72621257,-,3064.7588409,936.96737167
presidente vargas,2513.99999998,9.85852531,1917.83049465,586.31098002
primeira cruz,2981.99999999,5.49157597,2105.47893118,871.02949284
raposa,6556.99999998,269.51790775,5898.16008444,389.32200779
riachao,5277.00000006,429.55328095,4218.78538017,628.66133894
ribamar fiquene,1899.1256438,208.15808031,1546.74010191,144.22746158
rosario,9447.89600536,287.20522404,7968.85529466,1191.83548666
sambaiba,1370.00000002,85.33482823,1096.25760114,188.40757065
santa filomena do maranhao,1753.00000002,1.34793549,1627.85174155,123.80032298
santa helena,8820.18788421,-,7498.44119641,1321.7466878
santa ines,20263.5236773,5240.64969595,14891.69425507,131.17972628
santa luzia,17466.40976823,593.01447217,14565.91363891,2307.48165715
santa luzia do parua,5390.99999999,252.29824542,4690.09865254,448.60310203
santa quiteria do maranhao,6363.99999999,-,5086.64296237,1277.35703762
santa rita,7887.46111167,311.95570923,6585.063993,990.44140944
santana do maranhao,2499.99999999,4.62405139,2246.98258993,248.39335867
santo amaro do maranhao,2590.11316472,-,1463.84451604,1126.26864868
santo antonio dos lopes,3708.29609146,50.01077408,3202.45500662,455.83031076
sao benedito do rio preto,3918.2608679,34.43273037,2897.01626934,986.81186819
sao bento,9658.14904103,457.6612703,7697.11565023,1503.3721205
sao bernardo,6288.99999999,122.56782852,5226.28728842,940.14488305
sao domingos do azeitao,1679.00000001,7.63286462,1530.32913774,141.03799765
sao domingos do maranhao,8852.91587638,1070.58260086,7317.86980192,464.4634736
sao felix de balsas,1212.99999999,-,1028.77262513,184.22737486
sao francisco do brejao,2671.92697429,181.85258175,2193.23059172,296.84380082
sao francisco do maranhao,3289.00000002,4.61193332,2685.28851155,599.09955515
sao joao batista,5069.08102259,166.09516521,3665.07276689,1237.91309049
sao joao do caru,2614.70209216,-,2203.13975781,411.56233435
sao joao do paraiso,2876.00000001,37.98249491,2391.15596167,446.86154343
sao joao do soter,4268.00000002,24.05403197,3830.44367498,413.50229307
sao joao dos patos,7006.75243966,39.9009675,6844.419779,122.43169316
sao jose de ribamar,42582.56565605,8965.1874584,32267.01253921,1350.36565844
sao jose dos basilios,1869.90903,-,1826.38170571,43.52732429
sao luis,276830.19426565,117738.67622289,154683.23301162,4408.28503114
sao luis gonzaga do maranhao,5236.00000003,113.50920544,4310.96081005,811.52998454
sao mateus do maranhao,9817.65460939,176.65466054,8558.51771245,1082.4822364
sao pedro da agua branca,3016.99999996,76.85957159,2784.34081778,155.79961059
sao pedro dos crentes,1104.58917147,3.94954897,961.76132508,138.87829742
sao raimundo das mangabeiras,4443,200.83434987,4022.21560563,219.9500445
sao raimundo do doca bezerra,1396.99999999,113.17904556,1146.49832707,137.32262736
sao roberto,1316.99999996,189.0602044,966.93324339,161.00655217
sao vicente ferrer,5131.04698271,84.67819794,3637.04509225,1409.32369252
satubinha,2491.18928016,-,2242.97753223,248.21174793
senador alexandre costa,2573.11328747,10.18343655,2252.65036182,310.2794891
senador la rocque,4530.19153527,528.44635192,3817.7922509,183.95293245
serrano do maranhao,2734.06559513,-,2335.74218135,398.32341378
sitio novo,4096.74783773,103.16447852,3200.33033015,793.25302906
sucupira do norte,2695.58198088,18.02931734,2378.88860519,298.66405835
sucupira do riachao,1212.99999998,-,1165.21445124,47.78554874
tasso fragoso,1935.33711602,30.30088094,1732.39762294,172.63861214
timbiras,6548.99999999,553.53081105,4484.2064835,1511.26270544
timon,40476.56951136,9943.37692593,28936.28506674,1596.90751869
trizidela do vale,5100.80652624,528.33057872,4361.98129176,210.49465576
tufilandia,1372.99999998,3.77199095,1330.93484617,38.29316286
tuntum,10439.99999996,561.5104149,9227.92680918,650.56277588
turiacu,7784.35780201,64.28750916,5885.99529713,1834.07499572
turilandia,5198.20040413,17.04522715,4343.62239917,837.53277781
tutoia,11343.95527807,7.97508052,9552.89263631,1783.08756124
urbano santos,5234.17914304,316.82631838,3824.99233505,1092.36048961
vargem grande,11099.99999997,824.56518326,7462.89153044,2812.54328627
viana,12346.90436425,1647.32831522,8713.65642055,1985.91962848
vila nova dos martirios,2727.82512308,10.81617346,2522.49457586,194.51437376
vitoria do mearim,7547.34321345,858.48848969,6233.23757146,455.6171523
vitorino freire,8221.666614,191.56604359,7169.50892622,860.59164419
ze doca,11887.10722347,605.92588332,9908.14693254,1373.03440761
