city,total,adequada,semi_adequada,inadequada
acailandia,27472.70231733,2211.7459195,24577.19927851,683.75711932
afonso cunha,1300.89019838,-,989.10760971,311.78258867
agua doce do maranhao,2729.99999999,6.83459993,2473.64271807,249.52268199
alcantara,6084.00000001,145.21555539,5293.45807938,645.32636524
aldeias altas,5795.00000001,248.46531787,4261.32671355,1285.20796859
altamira do maranhao,2632.45967298,7.49043737,2468.49360527,156.47563034
alto alegre do maranhao,5844.16038524,694.03307148,4520.4448401,629.68247366
alto alegre do pindare,7281.99999999,360.85888637,6372.94443721,548.19667641
alto parnaiba,2647.05838189,19.1325947,2262.10751224,365.81827495
amapa do maranhao,1503.89154161,91.52012197,1228.55991401,183.81150563
amarante do maranhao,9267.22148554,293.27674453,7882.26198757,1091.68275344
anajatuba,6503.00000005,161.80764865,5467.80378677,873.38856463
anapurus,3328.12602317,26.38102011,2955.55923237,346.18577069
apicum-acu,3369.99315835,8.30541093,2994.86264758,366.82509984
araguana,3051.29609195,69.89997792,2511.69731176,469.69880227
araioses,10240.8216796,491.04260186,7786.09064552,1963.68843222
arame,6961.42923957,315.19392014,5436.26589573,1209.9694237
arari,6915.49071898,2126.48752585,3865.33104885,923.67214428
axixa,2541.7102782,137.13926683,2153.75101636,250.81999501
bacabal,26214.77511397,5850.54423561,19105.20705725,1259.02382111
bacabeira,3659.51857492,569.84007379,2653.72165072,435.95685041
bacuri,4204.51256017,122.98357495,3679.02901296,402.49997226
bacurituba,1398,-,1197.95476813,200.04523187
balsas,21309.83509458,2087.19097857,18250.22758923,972.41652678
barao de grajau,4735,151.06586139,4290.14253755,293.79160106
barra do corda,21596.58700436,1621.73062613,18141.99197451,1832.86440372
barreirinhas,12161.92579332,845.28055527,8699.0806306,2617.56460745
bela vista do maranhao,2978.65640029,16.72884375,2908.42264121,53.50491533
belagua,1262.98274589,-,863.12528836,399.85745753
benedito leite,1423.99999999,146.79660438,1235.62639569,41.57699992
bequimao,5643,7.71520611,4974.19527429,661.0895196
