city,quantity
agua santa,4127
agudo,17429
ajuricaba,7709
alecrim,8465
alegrete,83797
alegria,5367
alpestre,10253
alto alegre,2137
alto feliz,2834
alvorada,183515
amaral ferrador,5725
ametista do sul,7414
andre da rocha,1113
anta gorda,6327
antonio prado,12893
arambare,3896
ararica,4032
aratiba,7109
arroio do meio,16836
arroio do sal,5197
arroio do tigre,12202
arroio dos ratos,13335
arroio grande,19108
arvorezinha,10250
augusto pestana,8173
aurea,3883
bage,118192
balneario pinhal,7381
barao,5386
barao de cotegipe,6908
barao do triunfo,6646
barra do guarita,2987
barra do quarai,3857
barra do ribeiro,11801
barra do rio azul,2414
barra funda,2225
barracao,5568
barros cassal,11316
benjamin constant do sul,2716
bento goncalves,91203
boa vista das missoes,2188
boa vista do burica,6530
boa vista do sul,2840
bom jesus,11978
bom principio,9480
bom progresso,2831
bom retiro do sul,10752
boqueirao do leao,7786
bossoroca,7757
braga,4198
brochier,4351
butia,20290
cacapava do sul,34534
cacequi,15240
cachoeira do sul,87352
cachoeirinha,107242
cacique doble,4770
caibate,7234
caicara,5571
camaqua,60023
camargo,2483
cambara do sul,6840
campestre da serra,3151
campina das missoes,7008
campinas do sul,8228
campo bom,53896
campo novo,6721
campos borges,3771
candelaria,29485
candido godoi,7067
candiota,7938
canela,33427
cangucu,51368
canoas,305286
capao da canoa,30377
capao do leao,23718
capela de santana,10032
capitao,2565
capivari do sul,3107
caraa,6403
carazinho,59659
carlos barbosa,20501
carlos gomes,1912
casca,8397
caseiros,2899
catuipe,10164
caxias do sul,358647
centenario,3127
cerrito,6925
cerro branco,4281
cerro grande,2601
cerro grande do sul,8263
cerro largo,12550
chapada,9742
charqueadas,27128
charrua,3783
chiapetta,4481
chui,5158
chuvisca,4502
cidreira,8825
ciriaco,5247
colinas,2462
colorado,4065
condor,6491
constantina,11651
coqueiros do sul,2695
coronel barros,2454
coronel bicaco,8410
cotipora,4081
coxilha,2979
crissiumal,15109
cristal,6626
cristal do sul,2874
cruz alta,70978
cruzeiro do sul,11651
david canabarro,4734
derrubadas,3700
dezesseis de novembro,3444
dilermando de aguiar,3200
dois irmaos,22326
dois irmaos das missoes,2365
dois lajeados,3219
dom feliciano,13290
dom pedrito,40207
dom pedro de alcantara,2636
dona francisca,3878
doutor mauricio cardoso,6320
doutor ricardo,2106
eldorado do sul,27232
encantado,18405
encruzilhada do sul,23847
engenho velho,2134
entre rios do sul,3491
entre-ijuis,9665
erebango,3023
erechim,89976
ernestina,3941
erval grande,5647
erval seco,9157
esmeralda,5521
esperanca do sul,3755
espumoso,16014
estacao,6228
estancia velha,35053
esteio,79921
estrela,27223
estrela velha,3691
eugenio de castro,3306
fagundes varela,2448
farroupilha,55198
faxinal do soturno,6827
faxinalzinho,2923
fazenda vilanova,2820
feliz,11274
flores da cunha,23559
floriano peixoto,2361
fontoura xavier,11465
formigueiro,7571
fortaleza dos valos,5079
frederico westphalen,26573
garibaldi,28265
garruchos,3657
gaurama,6376
general camara,8719
gentil,1771
getulio vargas,16384
girua,18708
glorinha,5608
gramado,28303
gramado dos loureiros,2543
gramado xavier,3666
gravatai,232194
guabiju,1749
guaiba,94206
guapore,19915
guarani das missoes,8967
harmonia,3659
herval,8459
herveiras,2957
horizontina,17692
hulha negra,5359
humaita,5228
ibarama,4451
ibiaca,5230
ibiraiaras,7160
ibirapuita,5170
ibiruba,18631
igrejinha,26707
ijui,77827
ilopolis,4244
imbe,12191
imigrante,3834
independencia,7308
inhacora,2371
ipe,5425
ipiranga do sul,2057
irai,9184
itaara,4570
itacurubi,3503
itapuca,2691
itaqui,39592
itatiba do sul,5252
ivora,2475
ivoti,15234
jaboticaba,4516
jacutinga,4222
jaguarao,29937
jaguari,12407
jaquirana,4814
jari,3741
joia,8230
julio de castilhos,20354
lagoa dos tres cantos,1627
lagoa vermelha,29575
lagoao,6088
lajeado,63870
lajeado do bugre,2463
lavras do sul,8078
liberato salzano,6566
lindolfo collor,4414
linha nova,1564
macambara,5035
machadinho,5695
mampituba,3106
manoel viana,6984
maquine,7267
marata,2512
marau,28282
marcelino ramos,6063
mariana pimentel,3733
mariano moro,2474
marques de souza,4236
mata,5559
mato castelhano,2454
mato leitao,3210
maximiliano de almeida,5651
minas do leao,7321
miraguai,5034
montauri,1684
monte alegre dos campos,3030
monte belo do sul,2866
montenegro,54420
mormaco,2435
morrinhos do sul,3533
morro redondo,5973
morro reuter,4984
mostardas,11623
mucum,4710
muitos capoes,2858
muliterno,1768
nao-me-toque,14345
nicolau vergueiro,1812
nonoai,12757
nova alvorada,2737
nova araca,3232
nova bassano,7823
nova boa vista,2220
nova brescia,4561
nova candelaria,2883
nova esperanca do sul,4010
nova hartz,15071
nova padua,2365
nova palma,6263
nova petropolis,16797
nova prata,18263
nova ramada,2723
nova roma do sul,3032
nova santa rita,15738
novo barreiro,3867
novo cabrais,3565
novo hamburgo,235501
novo machado,4718
novo tiradentes,2412
osorio,36021
paim filho,4824
palmares do sul,10843
palmeira das missoes,37952
palmitinho,6943
panambi,32536
pantano grande,10888
parai,6008
paraiso do sul,7212
pareci novo,3223
parobe,44776
passa sete,4644
passo do sobrado,5558
passo fundo,167445
paverama,7722
pedro osorio,8072
pejucara,4183
pelotas,321870
picada cafe,4607
pinhal,2503
pinhal grande,4701
pinheirinho do vale,4184
pinheiro machado,14521
pirapo,3349
piratini,19395
planalto,11288
poco das antas,1946
pontao,3904
ponte preta,2153
portao,24602
porto alegre,1349879
porto lucena,6394
porto maua,2802
porto vera cruz,2464
porto xavier,11124
pouso novo,2195
presidente lucena,2069
progresso,6452
protasio alves,2112
putinga,4610
quarai,23945
quevedos,2691
quinze de novembro,3579
redentora,8822
relvado,2294
restinga seca,16400
rio dos indios,4702
rio grande,185474
rio pardo,37596
riozinho,4062
roca sales,9284
rodeio bonito,5705
rolante,17814
ronda alta,10032
rondinha,6095
roque gonzales,7791
rosario do sul,40942
sagrada familia,2648
saldanha marinho,3175
salto do jacui,12943
salvador das missoes,2665
salvador do sul,6811
sananduva,14732
santa barbara do sul,10003
santa clara do sul,4756
santa cruz do sul,107058
santa maria,242049
santa maria do herval,5891
santa rosa,64687
santa tereza,1768
santa vitoria do palmar,33102
santana da boa vista,8621
santana do livramento,90540
santiago,51975
santo angelo,76269
santo antonio da patrulha,36925
santo antonio das missoes,12691
santo antonio do palma,2207
santo antonio do planalto,1992
santo augusto,14403
santo cristo,14844
santo expedito do sul,2683
sao borja,64513
sao domingos do sul,2809
sao francisco de assis,20715
sao francisco de paula,19579
sao gabriel,62043
sao jeronimo,20224
sao joao da urtiga,4929
sao joao do polesine,2694
sao jorge,2875
sao jose das missoes,3000
sao jose do herval,2530
sao jose do hortencio,3387
sao jose do inhacora,2383
sao jose do norte,23775
sao jose do ouro,7036
sao jose dos ausentes,3104
sao leopoldo,192497
sao lourenco do sul,43598
sao luiz gonzaga,39371
sao marcos,18958
sao martinho,6315
sao martinho da serra,3246
sao miguel das missoes,7682
sao nicolau,6394
sao paulo das missoes,7163
sao pedro da serra,2836
sao pedro do butia,2862
sao pedro do sul,16961
sao sebastiao do cai,19576
sao sepe,24514
sao valentim,4109
sao valentim do sul,2137
sao valerio do sul,2625
sao vendelino,1682
sao vicente do sul,8268
sapiranga,69114
sapucaia do sul,122528
sarandi,18063
seberi,11346
sede nova,3208
segredo,6911
selbach,4847
senador salgado filho,2927
sentinela do sul,4892
serafina correa,10864
serio,2706
sertao,7439
sertao santana,5256
sete de setembro,2357
severiano de almeida,4137
silveira martins,2559
sinimbu,10193
sobradinho,16232
soledade,29571
tabai,3541
tapejara,15088
tapera,10522
tapes,16201
taquara,52248
taquari,25597
taquarucu do sul,2921
tavares,5326
tenente portela,14307
terra de areia,11441
teutonia,22832
tiradentes do sul,7475
toropi,3190
torres,30770
tramandai,30959
travesseiro,2349
tres arroios,3139
tres cachoeiras,9498
tres coroas,19348
tres de maio,24058
tres forquilhas,3239
tres palmeiras,4620
tres passos,24502
trindade do sul,5922
triunfo,22149
tucunduva,6305
tunas,4310
tupanci do sul,1728
tupancireta,20940
tupandi,2902
tuparendi,9536
turucu,3710
ubiretama,2677
uniao da serra,1908
unistalda,2644
uruguaiana,126185
vacaria,57046
vale do sol,10542
vale real,4340
vale verde,3101
vanini,1863
venancio aires,61080
vera cruz,21265
veranopolis,19409
vespasiano correa,2203
viadutos,6069
viamao,226553
vicente dutra,6104
victor graeff,3924
vila flores,3067
vila langaro,2277
vila maria,4173
vila nova do sul,4255
vista alegre,2996
vista alegre do prata,1618
vista gaucha,2725
vitoria das missoes,3979
xangri-la,8178
