city,total,suitable,semi_suitable,inappropriate
flores do piaui,1090,3,892,195
floresta do piaui,613,0,454,159
floriano,13160,4383,7753,1025
francinopolis,1383,3,1211,169
francisco ayres,1222,182,777,264
francisco macedo,548,0,403,145
francisco santos,1757,55,1325,377
fronteiras,2414,203,1774,437
geminiano,1132,14,945,172
gilbues,2130,187,1248,695
guadalupe,2306,256,1906,144
guaribas,943,0,484,459
hugo napoleao,922,110,735,77
ilha grande,1747,185,1402,160
inhuma,3510,612,2432,466
ipiranga do piaui,1998,0,1796,202
isaias coelho,1723,0,1245,478
itainopolis,2692,6,2211,475
itaueira,2533,470,1552,512
jacobina do piaui,1311,6,895,410
jaicos,3790,188,2694,908
jardim do mulato,971,57,699,214
jatoba do piaui,1032,0,749,283
jerumenha,1078,11,886,181
joao costa,655,0,386,268
joaquim pires,2735,157,1420,1158
joca marques,938,0,557,380
jose de freitas,6911,417,4819,1674
juazeiro do piaui,957,0,558,398
julio borges,1018,0,677,341
jurema,941,0,583,358
lagoa alegre,1481,0,910,571
lagoa de sao francisco,1231,25,841,365
lagoa do barro do piaui,965,37,612,316
lagoa do piaui,766,6,507,253
lagoa do sitio,1011,5,853,153
lagoinha do piaui,556,0,483,72
landri sales,1491,41,1256,194
luis correia,5172,558,3268,1347
luzilandia,5384,29,4067,1288
madeiro,1349,21,830,498
manoel emidio,1131,76,824,231
marcolandia,1458,0,1244,214
marcos parente,1061,45,949,67
massape do piaui,1335,0,839,496
matias olimpio,2134,89,1392,653
miguel alves,6182,260,3572,2351
miguel leao,320,0,239,81
milton brandao,1474,5,1056,413
monsenhor gil,2331,129,1713,489
monsenhor hipolito,1667,327,940,400
monte alegre do piaui,2127,66,1351,709
morro cabeca no tempo,893,0,571,322
morro do chapeu do piaui,1261,0,821,440
murici dos portelas,1272,31,632,608
nazare do piaui,1926,5,1530,392
nossa senhora de nazare,897,0,675,222
nossa senhora dos remedios,1622,202,750,669
nova santa rita,934,0,560,374
novo oriente do piaui,1684,0,1460,224
novo santo antonio,706,0,458,248
oeiras,8320,1986,4988,1346
olho d'agua do piaui,541,0,473,68
padre marcos,1826,65,1337,424
paes landim,886,20,714,152
pajeu do piaui,727,136,457,134
palmeira do piaui,1099,87,705,307
palmeirais,2977,177,2120,680
paqueta,976,4,737,236
parnagua,1829,137,1044,648
parnaiba,30089,12863,16265,962
passagem franca do piaui,935,0,689,246
patos do piaui,1400,150,919,330
paulistana,4027,454,2871,703
pavussu,937,91,553,292
pedro ii,7984,973,5432,1580
pedro laurentino,427,32,218,177
picos,17264,2811,13584,869
pimenteiras,2515,209,1638,668
pio ix,3896,576,2193,1127
piracuruca,5812,1577,3340,896
piripiri,14140,3337,9413,1390
porto,2161,119,1359,683
porto alegre do piaui,528,51,384,94
prata do piaui,767,0,679,88
queimada nova,1816,0,1188,628
redencao do gurgueia,1584,108,1178,298
regeneracao,4315,736,3014,565
riacho frio,898,0,636,263
ribeira do piaui,867,0,604,263
ribeiro goncalves,1227,29,923,275
rio grande do piaui,1525,143,1049,333
santa cruz do piaui,1374,11,1158,205
santa cruz dos milagres,754,0,627,127
santa filomena,1252,53,801,398
santa luz,1063,13,890,160
santa rosa do piaui,1283,4,1078,200
santana do piaui,1085,14,1030,41
santo antonio de lisboa,1356,0,1191,166
santo antonio dos milagres,403,0,376,27
santo inacio do piaui,815,11,677,126
sao braz do piaui,985,0,571,414
sao felix do piaui,855,368,402,85
sao francisco de assis do piaui,816,0,469,347
sao francisco do piaui,1568,122,1057,389
sao goncalo do gurgueia,511,40,328,143
sao goncalo do piaui,1075,280,769,25
sao joao da canabrava,1089,31,906,152
sao joao da fronteira,1017,10,701,305
sao joao da serra,1553,125,1141,287
sao joao da varjota,980,0,786,194
sao joao do arraial,1297,0,887,410
sao joao do piaui,4205,1148,2546,511
sao jose do divino,1071,168,627,275
sao jose do peixe,876,3,674,199
sao jose do piaui,1580,199,1033,348
sao juliao,1464,0,1113,351
sao lourenco do piaui,1097,0,861,236
sao luis do piaui,578,0,467,111
sao miguel da baixa grande,503,63,344,96
sao miguel do fidalgo,650,0,452,198
sao miguel do tapuio,4360,28,2919,1414
sao pedro do piaui,3062,0,2619,443
sao raimundo nonato,6652,363,5327,962
sebastiao barros,950,0,545,405
sebastiao leal,870,16,649,205
sigefredo pacheco,2159,13,1554,592
simoes,2952,237,1723,992
simplicio mendes,2570,117,2157,296
socorro do piaui,1078,29,859,190
sussuapara,1272,0,1224,48
tamboril do piaui,549,0,336,213
tanque do piaui,579,0,440,138
teresina,169750,89325,75920,4504
uniao,8695,835,5386,2474
urucui,3911,708,2614,589
valenca do piaui,4966,1379,3244,342
varzea branca,1129,0,611,518
varzea grande,1256,167,928,160
vera mendes,756,0,578,178
vila nova do piaui,745,0,528,217
wall ferraz,880,0,635,245
