city,2000_responsable_illiterate,2010_responsable_illiterate,2000_inappropriate_residence,2010_inappropriate_residence,2000_responsable_illiterate_and_inappropriate_residence,2010_responsable_illiterate_and_inappropriate_residence
nova araca,4.03,4.25,12.1,0.94,1.21,0.0
nova boa vista,5.03,2.35,8.18,2.35,0,0.0
nova brescia,7.56,2.9,46.51,4.35,3.78,0.0
nova candelaria,6.57,1.38,57.28,0.0,4.23,0.0
nova esperanca do sul,6.99,5.54,15.54,3.11,0.78,0.0
nova padua,2.79,6.15,45.81,1.54,1.68,0.0
nova ramada,11.21,1.96,77.13,19.61,10.76,0.0
nova roma do sul,2.52,6.42,3.78,7.49,0.84,0.0
novo barreiro,16.22,8.42,70,1.47,14.59,0.0
novo cabrais,11.11,3.6,68.71,4.4,8.48,0.0
novo machado,6.99,5.0,22.58,5.0,1.34,0.45
novo tiradentes,21.7,13.92,66.98,1.9,17.92,0.63
novo xingu,-,7.29,-,4.17,-,1.04
paim filho,11.86,10.45,43.01,4.85,4.45,0.37
pareci novo,3.61,3.05,7.94,0.0,2.17,0.0
paulo bento,-,3.25,-,30.89,-,1.63
pedras altas,-,13.22,-,28.74,-,5.17
pejucara,10.83,4.56,32.75,19.92,3.78,0.41
pinhal,15.13,7.87,22.69,0.56,4.62,0.0
pinhal da serra,-,8.03,-,10.22,-,0.73
pinhal grande,15.77,7.24,62.31,19.74,13.46,2.96
pinheirinho do vale,17.05,9.73,67.27,33.74,12.05,4.56
pirapo,22.03,17.65,6.29,1.31,0.35,0.65
poco das antas,2.22,1.74,6.67,0.0,0,0.0
pontao,8.99,5.17,56.91,22.76,5.76,1.03
ponte preta,3.4,5.21,67.35,10.42,2.72,3.13
porto maua,10.46,7.63,23.43,0.76,3.77,0.0
porto vera cruz,5.61,5.26,33.16,5.26,1.02,0.0
pouso novo,31.86,3.51,64.71,31.58,26.47,1.75
presidente lucena,3.85,1.92,2.2,0.0,1.65,0.0
protasio alves,10.46,7.84,50.33,2.94,5.88,0.0
putinga,17.34,8.57,49.86,17.14,11.38,2.38
quatro irmaos,-,12.59,-,14.07,-,0.0
quevedos,7.72,8.6,57.72,36.56,4.04,3.23
quinze de novembro,1.28,1.51,9.83,1.13,0,0.38
relvado,14.18,4.67,45.39,19.63,8.51,0.93
rio dos indios,22.69,14.35,81.15,59.64,18.27,11.21
riozinho,16.98,3.64,11.63,2.65,3.49,0.66
rolador,-,8.55,-,3.29,-,0.0
sagrada familia,16.04,14.66,74.63,10.47,15.3,2.09
saldanha marinho,6.81,2.6,29.36,6.49,2.13,0.0
salvador das missoes,4.29,6.72,1.9,0.0,1.43,0.0
santa cecilia do sul,-,3.75,-,10.0,-,0.0
santa margarida do sul,-,10.64,-,24.82,-,2.84
santa tereza,1.68,5.19,9.24,0.0,0,0.0
santo antonio do palma,10.33,2.56,76.63,0.0,9.78,0.0
santo antonio do planalto,8.96,12.06,42.79,7.09,3.98,2.13
santo expedito do sul,10.65,5.99,20.83,5.39,1.39,0.6
sao domingos do sul,7.3,0.58,41.2,0.0,5.58,0.0
sao joao da urtiga,10.07,5.6,63.62,13.6,9.15,1.2
sao joao do polesine,16.74,9.23,28.63,5.38,10.13,0.77
sao jorge,6.16,2.87,11.85,2.3,0.95,2.3
sao jose das missoes,11.74,7.94,68.12,11.64,10.4,1.59
sao jose do herval,37.54,20.25,63.16,21.47,31.23,7.98
sao jose do hortencio,3.5,0.34,0.7,0.34,0.7,0.0
sao jose do inhacora,2.86,2.56,15.43,0.0,0.57,0.0
sao jose do sul,-,2.42,-,0.81,-,0.0
sao jose dos ausentes,15.28,10.36,41.2,15.36,3.24,1.79
sao martinho da serra,15.64,10.34,78.83,36.45,13.36,4.43
sao pedro da serra,5.88,1.38,11.76,4.13,3.27,0.0
sao pedro das missoes,-,10.0,-,14.62,-,1.54
sao pedro do butia,2.61,2.82,2.61,0.0,0,0.0
sao valentim,15.24,9.14,57.06,36.0,10.53,7.43
sao valentim do sul,6.45,0.93,37.9,8.33,3.23,0.0
sao valerio do sul,40.64,32.79,18.13,0.81,6.43,0.0
sao vendelino,2.67,0.0,8,0.87,1.33,0.0
sede nova,11.11,8.49,43.21,14.15,5.25,3.77
selbach,9.55,4.64,32.91,3.97,2.01,0.33
senador salgado filho,12.82,1.63,64.1,4.89,9.89,0.0
serio,18.42,12.96,77.19,24.07,16.23,4.63
sete de setembro,5.62,0.74,26.4,0.0,1.69,0.0
severiano de almeida,5.95,7.24,49.58,22.62,3.97,2.71
silveira martins,12.23,5.48,22.34,2.74,4.79,0.0
tabai,15.25,6.36,41.06,7.27,6.45,1.52
taquarucu do sul,15.79,11.29,66.54,2.15,12.03,1.61
tio hugo,-,4.17,-,5.21,-,0.0
toropi,10.21,1.99,76.6,11.26,8.51,1.99
travesseiro,7.79,5.66,40.26,10.38,5.19,0.0
tres arroios,5.67,4.32,53.61,5.04,5.15,0.72
tres forquilhas,14.61,7.88,72.4,2.46,12.66,0.99
