city,2000_suitable,2010_suitable,2000_semi_suitable,2010_semi_suitable,2000_inappropriate,2010_inappropriate
veranopolis,75.62,86.31,12.32,12.69,12.07,1
de 50.001 a 100.000 ,59.7,62.71,31.76,32.98,8.54,4.31
alegrete,67.78,70.68,24.05,22.95,8.17,6.37
cachoeira do sul,38.04,36.31,47.17,56.75,14.78,6.94
camaqua,71.49,73.56,14.16,18.6,14.35,7.84
campo bom,86.01,71.4,13.77,28.49,0.22,0.11
cangucu,28.68,34.89,14.35,16.56,56.97,48.55
carazinho,28.88,46.6,65.49,51.66,5.63,1.73
cruz alta,24.63,36.9,65.93,59.96,9.45,3.14
erechim,81.61,88.73,11.78,9.71,6.62,1.55
esteio,89.78,84.71,10.05,15.26,0.17,0.03
farroupilha,76.36,81.95,19.32,16.4,4.33,1.65
guaiba,85.79,82.62,12.69,16.85,1.52,0.54
ijui,43.84,56.79,42.77,39.56,13.39,3.65
lajeado,73.48,76.53,22.53,23.38,3.99,0.08
montenegro,71.28,74.38,25.46,25.27,3.26,0.35
parobe,40.79,41.66,56.89,57.85,2.32,0.49
santa rosa,32.53,37.85,56.67,60.88,10.8,1.27
sant'ana do livramento,66.01,75.14,27.61,20.38,6.37,4.48
santo angelo,27.73,29.47,66.26,69.37,6.01,1.16
sao borja,50.78,55.7,42.14,37.45,7.07,6.85
sao gabriel,43.17,62.42,43.2,28.5,13.63,9.08
sapiranga,61.28,56.87,37.97,42.72,0.75,0.42
taquara,58.39,55.17,36.6,43.33,5,1.5
vacaria,81.92,85.91,13.37,11.87,4.71,2.22
venancio aires,54.21,65.75,29.54,29.42,16.25,4.83
de 100.001 a 500.000 ,78.12,80.66,20.02,18.68,1.86,0.66
alvorada,87.15,85.62,12.21,14.24,0.64,0.14
bage,76.97,84.47,19.04,13.81,3.99,1.73
bento goncalves,84.44,84.18,13.66,15.19,1.9,0.62
cachoeirinha,83.64,82.35,16.08,17.38,0.29,0.27
canoas,89.5,91.31,9.99,8.31,0.51,0.38
caxias do sul,86.62,89.32,10.83,10.17,2.55,0.51
gravatai,66.09,68.5,32.07,31.18,1.84,0.32
novo hamburgo,70.9,71.87,28.91,28.06,0.19,0.07
passo fundo,41.33,54.09,57.06,45.27,1.61,0.64
pelotas,82.61,81.85,13.62,16.47,3.77,1.68
rio grande,82.3,83.29,16.26,16.38,1.44,0.32
santa cruz do sul,79.42,86.34,16.01,12.69,4.58,0.97
santa maria,74.4,79.09,22.88,19.96,2.72,0.96
sao leopoldo,88.74,91.7,10.62,8.15,0.65,0.14
sapucaia do sul,84.26,82.45,15.3,17.36,0.44,0.19
uruguaiana,78.62,77.79,18.74,19.84,2.64,2.37
viamao,67.25,69.72,30.92,29.75,1.83,0.52
mais de 500.000 ,91.57,93.86,8.23,6.09,0.2,0.05
porto alegre,91.57,93.86,8.23,6.09,0.2,0.05
