city,2000_total,2010_total,2000_15_to_24_years,2010_15_to_24_years,2000_25_to_59_years,2010_25_to_59_years,2000_60_to_more_years,2010_60_to_more_years
rio grande do sul,6.65,4.53,1.77,0.99,5.42,3.2,20.4,13.53
ate 5.000 ,9.55,7.24,2.08,1.2,7.56,4.95,26.31,18.95
acegua,-,6.4,-,0.89,-,4.96,-,17.68
agua santa,8.34,5.39,1.4,1.43,5.04,3.65,33.65,16.47
alegria,12.25,10.13,2.1,2,9.96,6.0,33.33,24.69
almirante tamandare do sul,-,4.27,-,1.36,-,2.85,-,10.8
alto alegre,8.13,7.26,1.36,1.1,6.37,4.84,22.92,18.5
alto feliz,4.36,2.69,0.72,0.91,2.82,1.02,11.49,8.72
andre da rocha,7.67,6.67,1.71,1.76,5.45,5.34,22.08,14.56
arambare,14.02,7.38,3.77,1,12.72,5.83,30.21,15.65
ararica,6.54,4.93,2.88,0.26,5.05,3.55,20.67,17.65
arroio do padre,-,4.76,-,0.96,-,3.73,-,10.36
aurea,8.35,5.42,1.61,1.01,6.08,3.16,23.92,14.27
barra do guarita,14.67,9.92,3.56,0.77,11.49,7.12,42.82,29.75
barra do quarai,9.22,7.43,2.7,2.33,9.17,6.53,28.75,20.94
barra do rio azul,8.86,7.96,0.76,1.4,6.69,4.84,29.89,21.98
barra funda,6.87,5.07,0.26,0.26,5.43,2.85,25.11,17.4
benjamin constant do sul,19.62,13.81,9.27,2.11,18.34,14.35,42.11,28.96
boa vista das missoes,9.92,9.0,1.93,2.01,7.07,5.7,34.36,29.82
boa vista do cadeado,-,5.25,-,1.11,-,3.87,-,12.96
boa vista do incra,-,5.01,-,0.78,-,1.89,-,21.13
boa vista do sul,7.26,7.36,0.96,0.28,4.33,2.96,23.31,21.44
bom progresso,12.4,10.21,1.97,3.4,10.36,6.85,38.35,28.82
bozano,-,5.16,-,0.66,-,3.5,-,11.96
braga,18.31,13.78,3.45,1.04,15.15,10.36,48.76,35.68
brochier,5.09,3.33,0.78,1.01,4.47,2.75,10.34,6.51
cacique doble,13.32,10.13,3.27,2.12,10.42,7.51,38.45,25.91
caibate,8.08,6.95,1.81,0.97,6.64,4.56,21.13,18.82
camargo,10.35,8.57,1.78,0.76,6.7,5.22,34.94,24.83
campestre da serra,9.83,6.42,1.41,0.95,6.22,3.05,33.92,20.66
campos borges,12.69,9.59,1.62,1.92,9.93,5.8,39.78,26.46
canudos do vale,-,10.66,-,2.02,-,6.52,-,28.03
capao bonito do sul,-,9.68,-,1.89,-,6.08,-,26.06
capao do cipo,-,6.42,-,0.85,-,4.38,-,20.75
capitao,5.88,5.32,1.28,0.5,3.46,3.47,19.43,15.07
capivari do sul,9.03,7.9,2.33,1.96,7.44,5.17,31.76,28.57
carlos gomes,6.47,4.74,0.68,0.44,3.57,2.84,23.89,13.27
caseiros,12.1,10.11,4.19,1.23,9.28,7.69,32.39,24.06
centenario,5.93,4.07,0.96,0.95,3.56,2.08,20.73,11.7
cerro branco,16.46,13.08,2.84,1.11,14.5,10.06,37.79,30.8
cerro grande,17.07,14.04,5.15,1.67,14.42,11.27,44.71,32.52
charrua,14.61,13.09,13.99,4.57,9.3,11.84,34.62,26.51
chiapetta,8.84,6.26,1.74,0.66,7.27,4.21,28.29,17.99
chuvisca,13.55,9.74,3.44,2.46,13.31,7.53,35.2,30.11
ciriaco,11.52,7.12,1.54,1.27,8.75,3.52,36.36,21.69
colinas,2.82,2.91,0.58,0.31,2.09,1.81,5.87,6.35
colorado,5.13,4.45,0.65,1.5,3.1,2.27,16.41,11.62
coqueiro baixo,-,7.06,-,0.63,-,3.94,-,14.25
coqueiros do sul,6.83,5.16,0.26,0.61,4.01,3.12,21.39,13.14
coronel barros,5.16,3.15,1.44,1.5,4.19,2.43,12.18,5.77
coronel pilar,-,3.97,-,1.54,-,1.56,-,9.7
cotipora,6.94,4.52,1.93,0.71,3.79,2.52,19.4,11.59
coxilha,9.51,6.86,3.14,1.06,7.85,4.43,31.03,24.08
cristal do sul,12.31,12.19,1.59,0.93,9.18,7.92,41.43,34.11
cruzaltense,-,6.76,-,-,-,3.73,-,20.61
david canabarro,9.13,7.36,0.78,0.64,5.74,3.9,37.15,25.95
derrubadas,12.05,9.78,1.53,1.47,11.34,7.41,29.41,24.75
dezesseis de novembro,14.98,12.29,2.37,1.08,13.45,8.56,33.99,28.25
dilermando de aguiar,16.44,13.65,3.55,1.65,15.46,10.76,32.28,28.98
dois irmaos das missoes,13.59,12.29,2.56,1.78,12.23,10.96,41.47,27.97
dois lajeados,7.7,5.11,0.93,1.09,4.52,2.83,24.9,13.44
dom pedro de alcantara,10.64,5.65,0.23,1.75,7.58,3.01,34.47,15.83
dona francisca,11.16,7.19,3.18,1.48,9.02,5.01,28.57,19.07
doutor ricardo,9.78,7.19,1.38,-,6.21,4.61,26.02,17.93
engenho velho,14.64,10.6,5.56,0.74,11.75,8.84,37.21,28.24
entre rios do sul,11.38,9.13,2.68,1.53,9.22,6.3,31.63,21.62
erebango,8.72,6.86,2.78,1.33,5.59,4.67,28.74,19.78
ernestina,7.38,6.23,1.03,0.45,5.72,3.7,22.88,19.0
esmeralda,11.9,8.22,2.11,1.27,9.45,5.33,29.58,22.18
esperanca do sul,10.47,9.75,2.44,1.94,7.8,6.5,25.39,21.38
estrela velha,14.05,8.94,2.71,1.15,13.82,6.86,37.57,27.27
eugenio de castro,7.25,6.49,1.52,1.34,5.77,4.75,19.71,14.31
fagundes varela,7.32,4.02,0.27,-,2.94,1.28,24.4,13.41
faxinalzinho,12.63,9.49,1.32,1.03,9.49,6.56,39.47,24.18
fazenda vilanova,10.26,5.94,2.76,1.13,7.5,4.04,29.41,17.57
floriano peixoto,7.19,4.44,1.09,0.75,4.1,2.89,25.9,10.53
forquetinha,-,6.64,-,1.62,-,3.76,-,15.44
fortaleza dos valos,7.61,6.27,2.42,0.54,5.57,4.13,27.31,20.15
garruchos,14.83,12.22,3.26,2.69,12.22,9.17,47.61,32.27
gentil,10.27,7.59,2.69,1.84,6.06,4.25,35.29,23.27
gramado dos loureiros,17.78,12.8,3.77,1.73,15.78,9.03,50,35.91
gramado xavier,14.31,9.91,4.04,2.52,14.3,7.87,37.18,31.82
guabiju,5.22,4.55,0.82,1.26,2.7,1.75,18.44,13.93
harmonia,1.79,2.09,0.87,0.44,1.43,1.3,4.34,6.63
herveiras,13.23,10.17,3.99,2.75,11.56,7.4,38.13,30.79
humaita,6.55,3.55,1.17,0.82,4.51,1.81,19.97,10.55
ibarama,12.09,6.85,2.94,0.83,10.11,5.26,37.22,19.73
ibiaca,10.51,6.7,1.38,1.48,6.08,2.82,36.76,20.57
ibirapuita,16.44,9.99,3.53,1.54,13.35,6.73,45.37,27.55
ilopolis,9.69,6.79,1.48,1.9,8.26,4.38,28.01,18.07
imigrante,3.08,1.32,0.87,-,2.03,1.15,7.45,2.33
inhacora,17.26,10.55,4.79,1.15,14.47,8.24,45.19,27.17
ipiranga do sul,5.21,3.38,0.64,1.68,3.16,1.24,17.48,9.9
itacurubi,12.14,8.36,2.43,0.42,9.48,5.29,34.87,24.32
itapuca,15.69,9.13,4.86,0.82,12.46,6.67,44.44,25.72
itati,-,12.92,-,2.59,-,6.93,-,35.85
itatiba do sul,11.43,11.24,3.13,1.09,8.16,6.75,36.76,32.64
ivora,6.3,4.84,0.92,0.3,4.44,2.98,18.23,12.28
jaboticaba,14.69,12.16,3.27,2.07,12.44,9.69,39.33,28.51
jacuizinho,-,11.73,-,1.52,-,9.56,-,29.78
jacutinga,6.66,6.23,1.37,0.67,5.21,4.23,19.18,16.54
jaquirana,11.87,10.72,4.13,2.39,11.05,9.55,27.27,22.28
jari,8.82,7.65,1.23,0.93,7.23,4.77,26.15,22.97
lagoa bonita do sul,-,10.66,-,2.26,-,7.19,-,31.05
lagoa dos tres cantos,1.95,2.22,0.4,0.45,1.8,1.77,3.94,4.45
lajeado do bugre,21.17,18.33,5.93,2.67,20.1,16.03,50.9,41.67
linha nova,2.8,2.86,0.93,0.9,2.26,2.25,5.65,5.54
macambara,12.31,9.44,1.85,0.84,11.23,7.73,43.05,29.33
mampituba,16.69,10.22,1.96,1.2,14.05,6.28,53.44,35.68
marata,5.43,3.06,1.18,0.6,4.94,2.65,10.24,5.62
mariana pimentel,10.47,7.56,2.09,2.54,9.38,5.31,24.24,17.26
mariano moro,8.85,7.27,0.71,1.32,5.27,3.64,35.29,22.6
marques de souza,7.58,6.91,1.32,2.2,5.62,4.4,17.5,14.94
mato castelhano,11.41,9.38,1.52,0.81,9.29,7.12,35.66,24.24
mato leitao,5.4,3.8,1.24,0.89,5.04,2.6,12.5,10.34
mato queimado,-,7.59,-,2.31,-,4.13,-,17.32
maximiliano de almeida,10.84,8.81,2.76,1.1,8.25,5.49,31.53,23.92
miraguai,14.75,9.73,3.47,0.53,12,6.98,36.16,26.03
montauri,8.15,6.61,0.42,0.97,4.54,2.93,30.88,19.02
monte alegre dos campos,15.08,10.71,2.25,0.68,10.7,6.37,43.91,32.3
monte belo do sul,4.36,2.4,-,0.78,2.49,1.28,13.06,5.77
mormaco,13.85,10.22,2.51,1.26,11.42,5.81,34.09,30.04
morrinhos do sul,11.7,8.7,0.7,1.77,8.19,4.5,42.46,28.99
mucum,6.64,4.47,0.89,0.77,3.85,2.43,19.38,11.17
muitos capoes,11.4,6.66,4.99,1.97,8.07,3.73,29.46,20.63
muliterno,12.03,6.82,2.92,0.95,8.26,4.08,41.4,23.69
nicolau vergueiro,7.75,5.66,0.95,1.24,5.03,3.05,25.1,16.56
nova alvorada,9.69,7.82,1.3,1.19,8.01,5.56,30.88,21.9
nova araca,5.35,2.48,0.41,0.28,3.5,1.67,19.04,7.9
nova boa vista,3.18,2.5,1.22,0.36,1.67,1.97,9.5,5.34
nova brescia,7.16,3.75,2.24,0.81,5.07,2.4,16.71,8.93
nova candelaria,4.22,2.16,0.78,1.44,3.06,1.7,14.59,4.15
nova esperanca do sul,8.61,5.18,1.98,1.03,6.06,3.08,30.97,17.66
nova padua,4.22,3.61,0.54,0.56,2.57,1.71,13.83,10.46
nova ramada,9.39,6.44,1.29,1.22,8.45,4.32,23.25,16.4
nova roma do sul,4.21,4.6,0.71,1.31,2.5,2.14,12.2,13.67
novo barreiro,12.74,10.78,2.4,1.55,10.5,8.45,34.02,27.03
novo cabrais,12.94,8.73,1.55,0.34,10.89,5.19,34.71,26.42
novo machado,7.02,7.22,2.57,1.59,5.12,4.68,17.94,17.49
novo tiradentes,16.27,15.28,3.13,1.2,13.74,10.19,42.66,43.68
novo xingu,-,5.52,-,-,-,4.83,-,12.38
paim filho,11.25,7.65,3.34,0.78,8.73,4.78,31.02,20.77
pareci novo,3.09,1.66,0.77,0.67,2.86,1.25,6.45,4.07
paulo bento,-,4.14,-,0.96,-,2.0,-,11.26
pedras altas,-,9.96,-,1.48,-,9.17,-,23.7
pejucara,6.33,4.31,1.2,0.74,4.76,2.72,20.46,12.95
pinhal,10.7,9.34,1.98,1.16,7.84,6.81,35.96,27.47
pinhal da serra,-,8.28,-,0.32,-,5.11,-,24.09
pinhal grande,9.37,7.99,1.14,2.09,8.59,5.73,26.77,21.6
pinheirinho do vale,14.01,10.36,2.13,2.93,12.88,8.21,38.72,28.57
pirapo,15.6,13.73,1.73,1.77,14.5,11.2,37.16,28.65
poco das antas,4.36,2.74,0.32,1.05,4.24,2.07,8.62,5.41
pontao,8.05,4.76,1.17,0.62,6.83,2.69,29.38,17.98
ponte preta,7.91,6.41,0.97,0.75,5.15,4.2,24.26,15.47
porto maua,8.09,6.61,1.47,0.26,5.04,4.4,26.72,15.84
porto vera cruz,10.77,7.9,1.21,-,8.16,4.57,28.61,19.36
pouso novo,17.49,8.97,2.59,0.7,14.94,6.25,42.77,20.81
presidente lucena,2.85,2.2,2.21,0.72,2.05,1.61,6.8,6.5
protasio alves,7.1,6.95,1.51,0.36,4.84,3.7,22.38,20.42
putinga,10.68,8.8,2.2,1.16,8,4.99,27.49,23.5
quatro irmaos,-,9.7,-,2.43,-,5.5,-,33.47
quevedos,10.24,8.47,2.71,0.45,8.76,7.04,28.57,23.08
quinze de novembro,3.21,3.25,0.36,0.38,2.15,2.1,9.64,8.06
relvado,9.56,4.7,1.54,0.38,7.34,3.08,19.75,9.63
rio dos indios,16.95,14.85,2.42,1.1,14.9,10.28,45.64,38.59
riozinho,13.1,8.39,2.72,1.17,11.43,6.2,36.15,23.41
rolador,-,7.8,-,2.41,-,5.64,-,16.1
sagrada familia,15.67,13.05,3.49,1.05,12.36,11.24,46.41,30.1
