city,2000_responsable_illiterate,2010_responsable_illiterate,2000_inappropriate_residence,2010_inappropriate_residence,2000_responsable_illiterate_and_inappropriate_residence,2010_responsable_illiterate_and_inappropriate_residence
martinopole,64.09,41.91,36.95,24.61,29.51,14.06
meruoca,55.63,26.08,65.5,38.3,42.94,12.97
milha,57.62,40.61,62.83,32.92,39.24,14.71
miraima,69.6,48.08,52.61,33.45,41.4,20.59
monsenhor tabosa,60.67,40.19,62.52,34.52,40.95,16.26
mucambo,60.46,34.94,62.79,31.59,45.68,13.67
mulungu,56.4,35.84,66.5,30.38,42.46,12.83
nova olinda,57.52,31.93,47.26,23.9,32.09,10.91
pacoti,55.38,31.24,62.9,18.53,39.08,9.89
palmacia,55.44,39.69,62.67,43.87,37.63,19.26
paramoti,63.91,49.86,69.31,35.02,47.89,22.86
pereiro,66.19,39.56,70.61,32.39,52,16.34
pindoretama,47.55,29.17,55.61,30.13,29.41,10.34
piquet carneiro,59.39,39.07,49.1,37.33,33.38,17.63
pires ferreira,65.48,39.08,69.38,36.53,48.27,14.91
poranga,67.93,46.39,49.94,26.97,39.48,15.35
porteiras,61.77,36.71,72.29,40.71,48.85,18.13
potengi,71.03,48.2,63.33,34.1,51.88,22.13
quiterianopolis,65.2,48.38,77.79,52.47,55.04,29.23
quixelo,68.71,44.06,49.03,17.95,36.54,8.16
quixere,58.14,36.35,32.44,12.13,19.94,5.34
reriutaba,62.02,38.07,63.7,36.09,45.54,17.28
saboeiro,70.67,43.59,65.01,42.21,50.26,24.39
salitre,78.65,56.62,94.5,61.5,76.21,37.23
santana do cariri,65.57,43.26,64.42,41.6,46.28,21.16
sao luis do curu,50.73,32.98,44.41,33.42,29.26,15.64
solonopole,56.78,36.86,53.66,26.29,34.51,10.92
tejucuoca,60.62,41.73,63,37.75,40.54,19.69
tururu,59.83,36.22,51.99,20.53,35.59,9.9
umirim,66.13,44.59,43.53,21.46,31.93,9.82
uruburetama,53.24,34.9,34.66,17.35,22.36,9.83
uruoca,70.82,50.43,54.27,36.63,44.37,22.67
varjota,56.93,39.88,35.03,15.28,24.18,8.26
de 20.001 a 50.000 ,58.88,37.85,55.09,28.14,38.41,14.15
amontada,60.36,39.91,75.11,59.94,48.87,28.8
aracoiaba,65.53,42.49,63.8,21.88,47.91,12.11
araripe,66.25,48.49,63.75,34.43,47.87,18.69
assare,67.23,44.17,67.05,33.27,50.55,18.24
aurora,58.86,35.51,65.02,47.82,44.21,21.32
barro,53.17,29.57,55.9,29.68,34.22,10.91
baturite,49.56,32.62,38.3,22.41,24.72,10.58
beberibe,55.5,34.38,64.29,36.49,39.86,16.96
bela cruz,62.79,42.06,68.68,52.81,48.82,27.45
brejo santo,53.77,30.1,42.34,16.82,30.11,7.77
campos sales,61.03,40.44,44.17,25.12,32.92,15.85
caridade,61.35,40.2,61.77,22.82,42.22,10.63
caririacu,66.4,44.04,57.3,25.87,42.57,13.84
cedro,53.55,36.25,54.81,27.5,33.66,11.75
coreau,72.54,53.31,60.73,37.19,49.75,26.31
cruz,62.99,37.81,68.67,31.77,49.3,15.97
eusebio,41.09,18.14,25.75,3.71,14.06,1.24
forquilha,57.97,35.77,33.9,7.11,24.67,4.22
guaiuba,57.09,31.36,41.03,12.03,27.12,4.35
guaraciaba do norte,63.19,41.85,66.11,30.95,46.3,16.07
ibiapina,53.95,36.41,67.14,31.25,40.96,14.36
independencia,59.93,39.92,65.49,45.0,44.38,21.82
ipu,59.41,41.42,56.75,25.24,39.8,12.96
ipueiras,63.47,44.9,69.28,16.14,48.27,9.06
iraucuba,63.9,41.71,51.35,24.16,37.94,13.34
itaitinga,42.2,23.25,7.35,2.65,4.63,1.46
itapage,53.12,34.5,37.22,19.95,26.33,10.37
itarema,67.56,43.23,75.66,46.48,54.23,23.71
jaguaribe,54.39,30.54,39.73,17.65,28.35,7.97
jaguaruana,58.74,38.25,45.26,14.34,32.73,7.59
jardim,59.21,38.22,69.55,52.4,45.13,24.87
jucas,63.75,38.73,53.14,28.44,38.5,14.76
lavras da mangabeira,57.42,40.75,54.71,34.51,35.92,16.76
marco,63.45,46.81,61.08,23.59,44.29,15.08
massape,67.02,39.24,53.54,19.58,40.92,11.67
mauriti,64.63,40.98,62,26.03,45.43,13.71
milagres,52.57,38.86,57.45,35.46,33.86,16.99
missao velha,60.28,37.8,63.91,26.52,43.59,12.14
mombaca,67.8,49.59,71.31,43.9,53.64,26.48
morrinhos,64.17,43.58,54.32,24.32,39.86,14.05
nova russas,55.91,37.43,34.31,14.14,22.74,7.81
novo oriente,67.68,45.72,67.11,27.06,49.56,14.56
ocara,62.33,39.03,83.69,34.03,56.25,15.87
oros,57.56,36.79,26.76,10.8,19.46,4.75
paracuru,47.52,27.96,47.88,14.93,27.75,5.08
paraipaba,49.97,26.69,30.55,36.47,19.14,11.88
parambu,68.14,49.52,70.98,39.18,53.01,23.95
pedra branca,68.62,46.91,60.6,29.09,47.34,17.48
pentecoste,57.7,33.95,42.34,19.7,30.04,9.28
redencao,50.12,32.22,56.57,24.7,32.43,11.1
santa quiteria,61.1,38.31,68.37,41.83,48.42,20.44
santana do acarau,65.39,45.27,59.69,42.9,43.3,22.51
sao benedito,61.9,37.01,63.12,25.77,45.26,12.09
sao goncalo do amarante,48.43,27.26,37.77,22.54,23.3,8.46
senador pompeu,58.63,38.01,50.12,25.77,34.47,13.1
tabuleiro do norte,48.09,27.92,43.78,20.45,27.25,8.6
tamboril,65.07,46.83,61.3,38.43,44.97,21.12
ubajara,56.99,34.41,55.15,29.99,36.6,12.93
varzea alegre,57.25,34.08,49.74,22.55,32.74,10.46
de 50.001 a 100.000 ,53.16,35.14,42.82,23.71,29.06,12.58
acarau,67.24,45.94,59.34,30.68,44.57,17.6
acopiara,66.3,43.54,60.26,43.91,46.02,23.23
aquiraz,51.07,31.69,34.86,19.86,21.61,9.21
aracati,48.24,29.95,37.73,20.94,24.6,8.68
barbalha,44.59,25.64,27.99,15.87,15.87,5.45
boa viagem,66.26,45.91,57.74,27.7,43.55,17.6
camocim,62.2,43.17,38.36,21.78,29.64,13.33
caninde,60.01,38.15,51.15,31.9,36.67,15.93
cascavel,52.04,31.15,51.34,31.04,32.63,14.27
crateus,52.82,33.83,42.36,24.43,28.47,12.48
granja,76.54,58.45,65.82,46.78,56.44,33.96
horizonte,47.56,21.18,37.94,5.96,22.69,2.48
ico,64.91,48.28,53.57,24.98,40.1,16.2
iguatu,48.92,31.34,24.34,10.79,16.89,5.65
limoeiro do norte,41.06,25.49,17.82,5.42,10.45,2.14
morada nova,56.27,39.68,44.67,21.68,32.04,11.97
pacajus,47.01,25.37,42.21,15.55,25.95,7.06
pacatuba,29.98,11.73,13.17,1.14,7.56,0.39
quixada,54.38,38.55,37.6,23.86,27.08,13.94
quixeramobim,59.57,33.84,53.23,20.46,38.24,10.84
russas,43.94,27.7,37.78,14.43,21.56,6.72
taua,62.34,37.71,56.37,21.26,40.5,10.9
tiangua,56.58,37.22,46.64,16.81,31.75,9.43
trairi,58.95,34.28,81.21,57.61,51.99,23.45
vicosa do ceara,70.74,46.47,73.66,53.33,56.81,29.31
de 100.001 a 500.000 ,37.02,22.11,14.37,9.23,8.73,4.24
caucaia,33.92,20.64,20.02,8.29,11.45,3.51
crato,38.99,21.6,26.66,11.32,16.05,4.77
itapipoca,52.34,34.39,60.3,39.6,37.96,19.42
juazeiro do norte,41.6,22.07,8.03,2.69,5.09,1.07
maracanau,27.79,14.31,6.18,0.68,3.04,0.24
maranguape,40.01,22.25,27.16,12.8,14.13,5.79
sobral,45.47,25.03,14.82,4.21,10.83,2.26
mais de 500.000 ,24.19,12.3,2.04,0.24,1,0.09
fortaleza,24.19,12.3,2.04,0.24,1,0.09
