city,total,regular,military_and_gov,irregular,entrepreneur,employers
abreu e lima,725.04,765.06,1575.13,483.79,667.77,1902.52
afogados da ingazeira,686.22,693.16,1581.79,436.83,670.46,1625.22
afranio,509.1,688.76,756.7,427.92,450.81,1498.15
agrestina,531.41,682.07,581.43,462.5,504.98,3000
agua preta,618.48,698.46,1208.89,446.47,554.36,967.86
aguas belas,524.56,783.96,1000.87,394.65,376.25,3876.22
alagoinha,427.44,819.44,817.2,319,349.79,725.27
alianca,629.72,672.26,915.12,442.18,656.08,1769.89
altinho,466.34,750.71,1078.8,322.36,422.63,1101.08
amaraji,587.1,644.8,704.45,383.37,522.08,5534.92
angelim,552.42,739.74,904.37,368.32,454.45,3812.71
aracoiaba,589.26,640.24,927.77,446.37,433.25,4586.98
araripina,608.05,683.07,1215.74,366.52,644.4,2281.35
arcoverde,856.52,876.8,1460.75,453.25,778.63,3802.45
barra de guabiraba,554.95,647.77,1332.23,447.63,474.74,700
barreiros,652.3,698.03,1345.08,469.01,600.89,791.47
belem de maria,400.3,655.73,737.65,365.55,315.35,1607.29
belem do sao francisco,730.31,637.02,918.08,452.68,776.5,3476.69
belo jardim,679.71,774.26,1152.39,466.84,548.41,2978.69
betania,502.41,727.16,1112.65,411.49,435.86,450
bezerros,635.29,756.26,1143.62,421.74,598.32,3625.72
bodoco,476.13,719.92,922.9,399.33,394.63,1641.48
bom conselho,683.29,775.83,1043.81,323.6,506.7,5334.57
bom jardim,558.09,651.04,824.05,429.31,470.09,2985.78
bonito,556.98,694.84,999.79,382.66,504.56,1944.32
brejao,434.73,606.23,714.81,336.86,406.66,-
brejinho,584.54,788.1,1068.02,401.89,419.07,3606.69
brejo da madre de deus,474.74,690.44,1036.06,386.51,458.8,801.67
buenos aires,527.55,580.76,841.27,379.41,525.06,1486.95
buique,389.66,718.65,996.24,285.67,299.78,3016.06
cabo de santo agostinho,817.47,871.36,1267.23,522.96,703.78,3886.92
cabrobo,587.84,720.33,1010.27,335.09,595.26,3102.97
cachoeirinha,528.02,586.08,924.47,382.15,558.96,2990.18
caetes,441.75,679.24,909.18,312.17,404.87,1304.36
calcado,344.22,715.25,678.74,305.67,295.03,-
calumbi,574.71,660.16,881.11,319.82,586.98,1924.02
camaragibe,834.31,855.24,1780.91,509.63,796.53,3244.39
camocim de sao felix,552.59,750.4,1109.99,355.09,480.67,4608.76
camutanga,567.29,865.83,813,305.76,332.74,3303.68
canhotinho,480.82,670.73,1065.6,358.22,371.59,1026.22
capoeiras,480.55,791.98,655.99,355.23,485.71,1369.27
carnaiba,442.68,700.29,977.61,314.79,280.7,889.37
carnaubeira da penha,474.3,782.85,808.29,375.92,440.32,1215.72
carpina,778.79,805.7,1504.94,454.65,754.45,3833.05
caruaru,901.38,875.63,1776.1,553.27,943.65,3191.55
casinhas,488.9,585.85,649.88,389.67,456.43,750
catende,684.98,788.49,1113.48,418.08,572.13,2580.64
cedro,500.17,596.95,1109.82,294.07,519.82,15114.73
cha de alegria,558.44,614.57,716.24,441.01,524.32,1000
