city,total,regular,military_and_gov,irregular,entrepreneur,employers
cha grande,621.63,746.57,1218.34,450.9,519.31,5201.83
condado,660.69,709.47,839.82,598.37,577.06,1021.53
correntes,573.36,881.7,1028.3,343.84,486.86,913.49
cortes,568.18,645.52,700.99,430.21,559.57,-
cumaru,507.87,696.74,771.96,401.84,437.49,516.76
cupira,579.79,762.35,1127.1,446.95,458.17,1893.15
custodia,729.16,918.55,1316.98,425.34,596,3259.57
dormentes,452.18,693.67,758.33,393.41,328.16,1938.45
escada,724.83,704.75,1222.58,499.06,667.43,4188.76
exu,468.09,693.79,1052.52,307,344.42,7881.71
feira nova,521.14,726.27,910.72,418.04,442.9,2000
fernando de noronha,1582.65,1132.08,2090.51,1049.21,1900.2,4145.58
ferreiros,701.91,611.7,938.27,523.04,958.26,5810.07
flores,442.28,691.01,766.17,376.51,268.37,-
floresta,618.09,737.2,1084.63,446.69,597.56,2207.36
frei miguelinho,503.98,597.48,963.88,392.48,440.46,1733.02
gameleira,544.12,599.8,886.12,444.45,421.45,994.17
garanhuns,949.84,1013.21,1943.94,482.89,871.72,2881.06
gloria do goita,494.04,696.03,1203.45,356.99,398.19,2167.89
goiana,721.16,774.03,1190.52,439.59,677.45,3673.45
granito,445.22,623.65,748.74,249.65,389.37,6114.53
gravata,743.54,739.15,1389.46,524.9,790.62,2637.05
iati,509.08,734.96,973.9,429.41,443.14,-
ibimirim,459.35,763.63,665.31,369.35,393.04,1254.12
ibirajuba,359.69,628.27,690.78,398.39,256.28,3211.42
igarassu,767.57,806.35,1093.08,443.98,874.68,2386.46
iguaraci,423.89,700.54,968.26,343.27,340.25,2098.64
ilha de itamaraca,618.06,820.67,1215.09,406.22,556.35,872.32
inaja,375.84,647.15,974.53,362.71,298.37,1382.03
ingazeira,532.13,784.37,893.34,358.25,262.88,16504.03
ipojuca,792.79,808.85,1116.72,535.79,925.97,2905.67
ipubi,430.31,700.34,1109.82,300.83,372.05,1951.17
itacuruba,520.67,720.63,903.27,523.3,338.71,-
itaiba,414.45,818.93,1035.74,338,362.84,897.48
itambe,605.97,611.3,1015.65,403.35,659.48,1635.67
itapetim,584.09,842.01,1301.99,345.12,403.18,3455.63
itapissuma,673.78,687.93,1184.38,372.58,772.32,1675.53
itaquitinga,562.12,608.52,785.74,399.43,447.32,1282.48
jaboatao dos guararapes,1036.9,1035.88,2289.03,526.97,1044.77,5746.7
jaqueira,733.96,666.34,946.46,566.87,851.91,3824.37
jatauba,377.13,703.63,909.65,319.32,329.59,2500
jatoba,804.84,1114.67,876.63,450.23,531.76,2316.06
joao alfredo,549.07,729.86,895.75,405.56,463.15,1805.78
joaquim nabuco,635.59,695.99,956.17,426.21,564.97,1861.6
jucati,410.26,751.19,946.69,351.4,374.36,6000
jupi,427.61,779.83,901.01,353.46,343.49,1800.49
jurema,358.75,706.63,689.96,303.17,329.53,500
lagoa de itaenga,540.51,644.7,878.04,393.31,421.77,1462.28
lagoa do carro,521.79,623.12,708.38,426.56,420.08,1216.81
lagoa do ouro,374.71,641.75,844.21,298.66,314.85,5000
lagoa dos gatos,415.75,650.6,727.81,362.34,375.47,993.38
lagoa grande,674.37,560.57,970.69,520.62,767.19,2748.93
lajedo,537.67,649.61,857.94,388.57,534.97,2200.24
limoeiro,763.66,787.89,1216.74,454.59,878.43,3143.68
macaparana,521.13,572.78,1191.15,309.94,395.87,2824.62
machados,512.77,652.05,631.87,361.96,604.49,2029.58
manari,325.58,653.62,792.65,350.31,258.43,735.9
maraial,571.7,560.81,1731.45,484.16,498.47,741.65
mirandiba,543.46,718.25,1002.55,399.73,360.63,1267.28
moreilandia,429.26,713.06,1110.44,328.15,247.25,176.38
moreno,689.77,724.8,1386.85,453.67,759.76,2491.22
nazare da mata,682.37,706.05,1270.88,460.35,736.01,1072.42
olinda,1030.01,999.17,2409.59,581.22,947.44,3378.4
orobo,528.07,691.59,878.03,386.45,409.01,2840.12
oroco,359.88,679.62,1117.79,282.01,321.34,271.53
ouricuri,701.39,866.05,1134.08,386.34,572.28,4409.83
palmares,699.48,819.12,1160.03,468.36,625.09,2240.9
palmeirina,499.46,710.51,1002.56,338.64,412.65,2677.53
panelas,474.97,806.63,1219.44,360.72,326.05,1368.77
paranatama,489.65,844.6,648.02,383.75,371.84,1925
parnamirim,586.88,878.28,1200.68,380.08,462.13,1985.92
passira,525.06,664.11,935.73,417.19,470.45,1237.16
paudalho,813.3,809.75,2281.11,510.14,907.87,5153.82
paulista,912.87,902.12,1777.63,556.95,856.99,4025.46
pedra,520.12,756.1,1045.71,373.73,472.27,1822.27
pesqueira,578.42,823.41,1344.34,386.42,379.19,3577.23
petrolandia,656.85,953.39,1158.16,379.32,512.12,3218.68
petrolina,1146.04,1044.37,2430.19,524.68,1397.16,4427.36
pocao,319.68,618.88,675.38,360.03,207.6,2000
pombos,592.55,712.93,967.36,499,502.65,1831.66
primavera,539,692.05,937.97,396.78,388.14,1597.48
quipapa,479.34,587.28,670.79,369.09,399.51,1648.2
quixaba,491.73,664.9,818.84,401.7,335.14,-
recife,1635.6,1448.03,3767.57,682.58,1459.97,6960.96
riacho das almas,554.19,697.51,880.41,387.71,592.26,1391.34
ribeirao,728.6,746.77,1301.65,424.47,683.23,3177.25
rio formoso,669.76,738.97,885.57,451.04,551.35,1019.06
saire,532.24,622.44,853.07,405.17,541.42,4152.99
salgadinho,499.35,649.21,877.64,342.84,375.21,-
salgueiro,810.9,863.16,1657.03,459.5,740.62,3054.16
saloa,506.02,744.26,686.46,386.82,416.41,3117.91
sanharo,504.82,717.69,1193.31,362.29,428.93,1267.4
santa cruz,428.12,571.8,636.38,428.63,310.53,702.75
santa cruz da baixa verde,472.46,698.88,970.5,323.57,424.52,201.22
santa cruz do capibaribe,752.85,674.51,864.84,516.47,828.54,3613.51
santa filomena,425.56,694.94,852.11,323.22,298.93,-
santa maria da boa vista,540.34,725.48,1373.98,297.75,461.75,3832.34
santa maria do cambuca,446.03,618.43,785.6,367.12,411.88,2015.33
santa terezinha,502.02,724.36,878.26,396.91,336.76,1200
sao benedito do sul,487.62,576.04,694.86,373.87,486.27,1000
sao bento do una,707.36,691.7,752.96,382,425.51,29494.19
sao caitano,580.33,665.21,941.77,403.54,579.04,2155.24
sao joao,469.79,699.29,1031.23,369.55,441.93,2248.27
sao joaquim do monte,423.52,617.69,935.02,368.76,364.74,-
sao jose da coroa grande,675.4,689.02,1631.16,408.36,530.87,2128.78
sao jose do belmonte,554.32,873.19,995.61,304.03,440.08,898.22
sao jose do egito,562.99,803.03,1118.25,396.16,414.79,2184.61
sao lourenco da mata,714.76,739.78,1395.95,491.55,632.56,6022.51
sao vicente ferrer,583.89,555.2,1013.44,348.49,1023.33,2858.82
serra talhada,780.06,858.31,1461.37,391.53,812.55,3070.23
serrita,533.09,772.61,675.07,347.24,460.9,3876.65
sertania,804.31,875.62,1367.39,373.39,594.72,10566.45
sirinhaem,636.89,669.47,1227.39,517.7,535.65,1850
solidao,617.78,631.47,687.84,480.35,474.64,2921.63
surubim,734.58,846.82,1690.07,444.4,626.04,4090.96
tabira,471.15,652.85,1271.34,328.03,360.57,2068.15
tacaimbo,424.62,639.7,677.02,403.97,285.62,606.9
tacaratu,389.7,626.8,913.95,328.15,315.5,653.42
tamandare,664.7,674.86,1255.93,538.7,525.71,2346.52
taquaritinga do norte,626.01,780.31,829.5,494.48,719.37,1767.49
terezinha,408.5,681.86,777.34,315.91,370.2,1249.45
terra nova,474.58,738.53,718.74,312.09,410.15,607.05
timbauba,645.48,735.08,1205.11,399.69,600.82,2207.12
toritama,721.97,701.57,589.74,537.33,1007.56,2230.44
tracunhaem,588.73,631.95,1091.64,512.84,499.55,-
trindade,797.6,795.05,1101.66,460.51,1022.75,7172.94
triunfo,627.88,887.95,1703.93,365.39,418.59,2317.99
tupanatinga,475.31,756.21,815.72,421.81,324.16,13108.91
tuparetama,521.85,892.51,1124.21,325.8,456.34,931.75
venturosa,505.92,765.45,892.61,323.28,540.52,1729.19
verdejante,527.34,635.23,951.01,378.91,335.4,570
vertente do lerio,482.65,602.69,804.94,412.43,385.53,-
vertentes,546.62,692.84,1017.38,411,520.44,2677.4
vicencia,608.13,649.76,1011.88,433.77,547.04,2497.03
vitoria de santo antao,769.36,808.46,1673.98,476.59,617.05,5806.63
xexeu,611.27,646.7,665.61,434.87,496.06,5628.75
