city,total,has_children,children_born,children_borned_live,children_borned_dead
acari,4694,2856,13301,12765,537
acu,19663,11786,52867,49192,3675
afonso bezerra,4419,2602,14132,13569,563
agua nova,1047,625,3759,3484,275
alexandria,5664,3386,16311,15457,854
almino afonso,2058,1282,6244,5984,260
alto do rodrigues,3805,2443,11541,10878,663
angicos,4891,2852,14368,13436,932
antonio martins,2754,1624,7458,7320,137
apodi,13698,8562,39605,37708,1897
areia branca,9441,6215,25394,24164,1230
ares,4317,2676,13038,12295,743
augusto severo,3466,2086,11756,11112,644
baia formosa,3008,1870,8421,8095,326
barauna,7063,4494,23192,21097,2095
barcelona,1561,919,5317,5097,220
bento fernandes,1737,1027,5808,5597,211
bodo,1067,630,3152,3053,100
bom jesus,3308,2126,11783,11093,691
brejinho,3946,2458,13527,12694,833
caicara do norte,2229,1323,6123,5865,258
caicara do rio do vento,1177,651,3269,3085,184
caico,24726,14790,59983,57290,2692
campo redondo,3714,2227,13188,12370,818
canguaretama,9979,6187,31807,29712,2094
caraubas,7776,4823,24621,23109,1512
carnauba dos dantas,2681,1637,7937,7710,227
carnaubais,3283,2065,9676,9121,555
ceara-mirim,24082,14722,73835,68984,4850
cerro cora,4360,2447,13556,12705,851
coronel ezequiel,2109,1315,7332,6913,419
coronel joao pessoa,1826,1053,5942,5657,285
cruzeta,3406,2047,9404,8823,581
currais novos,17512,10663,45532,42683,2849
doutor severiano,2599,1413,8625,8150,475
encanto,1999,1157,6650,6275,375
equador,2171,1361,7258,6684,574
espirito santo,3957,2460,14318,12873,1445
extremoz,7502,4806,20011,19167,844
felipe guerra,2288,1437,6858,6389,468
fernando pedroza,1041,646,3642,3580,63
florania,3738,2170,11086,10652,434
francisco dantas,1194,726,3930,3621,309
frutuoso gomes,1858,1193,6268,6103,165
galinhos,632,385,2182,2108,74
goianinha,6756,3993,19161,17367,1793
governador dix-sept rosado,4553,2848,13743,13087,656
grossos,3317,2184,9767,8942,825
guamare,3052,2052,10262,9260,1002
ielmo marinho,3767,2267,12536,11604,932
ipanguacu,4613,2779,13883,13405,478
ipueira,789,453,2131,2058,73
itaja,2457,1459,7365,6937,429
itau,2177,1322,6451,6239,211
jacana,3072,1926,10157,9553,604
jandaira,2314,1477,8878,8283,595
janduis,2286,1372,7341,7183,158
januario cicco,2864,1759,10889,10371,518
japi,2317,1413,7817,7475,342
jardim de angicos,994,598,3302,3148,154
jardim de piranhas,4796,3065,13789,13282,507
jardim do serido,5224,3079,12444,11814,630
joao camara,11238,6793,38655,35321,3335
joao dias,996,615,3166,3158,8
jose da penha,2466,1425,8049,7751,299
jucurutu,7125,4415,22760,21777,983
lagoa d'anta,2061,1226,8027,7585,442
lagoa de pedras,2309,1444,8688,8028,660
lagoa de velhos,1008,629,3248,2966,281
lagoa nova,4684,2744,15529,14646,882
lagoa salgada,2474,1595,8858,8176,682
lajes,3798,2332,11049,10486,563
lajes pintadas,1758,994,5639,5173,466
lucrecia,1325,755,4367,4145,222
luis gomes,3706,2058,12142,11530,612
macaiba,21581,13457,63898,59974,3924
macau,10737,7052,30794,28691,2103
major sales,1228,685,3864,3669,195
marcelino vieira,3424,1958,10859,10525,335
martins,3242,1991,10529,9906,623
maxaranguape,2885,1819,9093,8541,552
messias targino,1462,912,4600,4308,292
montanhas,4497,2742,16335,15269,1066
monte alegre,7042,4419,24628,22905,1723
monte das gameleiras,962,619,3854,3553,301
mossoro,91471,55644,226247,213084,13163
natal,314479,185188,667688,636291,31397
nisia floresta,7047,4401,21657,20370,1287
nova cruz,13413,8024,44613,41343,3270
olho-d'agua do borges,1794,1167,6328,5968,361
ouro branco,1933,1124,5766,5452,314
parana,1389,775,4538,4336,201
parau,1661,989,5682,5143,539
parazinho,1542,959,5642,5389,254
parelhas,7979,4761,22781,21703,1078
parnamirim,51195,30886,111605,105020,6585
passa e fica,3289,1948,11413,10695,718
passagem,1026,646,3668,3403,265
patu,4656,2902,14002,13587,415
pau dos ferros,10547,6175,26569,25164,1405
pedra grande,1441,885,5399,5038,360
pedra preta,1028,615,3259,3126,134
pedro avelino,3161,1863,10277,9776,500
pedro velho,5112,3187,17649,16952,697
pendencias,4615,2978,15236,14372,864
piloes,1235,734,3623,3477,147
poco branco,4764,2672,15403,14580,823
portalegre,2787,1685,8626,8008,617
porto do mangue,1485,1054,4985,4871,114
presidente juscelino,2577,1608,9455,8824,631
pureza,2519,1504,8997,8491,506
rafael fernandes,1731,1084,5580,5246,334
rafael godeiro,1198,729,3783,3518,265
riacho da cruz,1030,591,3349,3251,99
riacho de santana,1733,971,5559,5334,225
riachuelo,2144,1258,6801,6572,229
rio do fogo,3394,2144,11745,10879,866
rodolfo fernandes,1809,1118,5518,5378,140
ruy barbosa,1364,806,5339,4899,441
santa cruz,12606,7501,37460,35414,2046
santa maria,1471,939,6048,5063,985
santana do matos,6638,3732,19530,18092,1437
santana do serido,958,579,3129,3072,56
santo antonio,7893,4729,26608,25142,1466
sao bento do norte,1287,826,5241,4359,882
sao bento do trairi,1177,719,3820,3708,112
sao fernando,1300,798,3955,3805,150
sao francisco do oeste,1417,855,4134,3988,146
sao goncalo do amarante,27263,16994,72117,67823,4294
sao joao do sabugi,2379,1358,5834,5666,168
sao jose de mipibu,13460,8314,40288,37662,2627
sao jose do campestre,4627,2789,16628,15356,1272
sao jose do serido,1546,895,3968,3854,114
sao miguel,8404,4694,26676,25351,1325
sao miguel de touros,2643,1582,8985,8402,584
sao paulo do potengi,5481,3338,18071,17306,765
sao pedro,2669,1525,9114,8457,657
sao rafael,3342,2126,10903,10439,464
sao tome,4314,2635,14506,13591,915
sao vicente,2330,1444,7420,7059,361
senador eloi de souza,1790,1119,6616,6203,413
senador georgino avelino,1244,807,3984,3797,188
serra de sao bento,2294,1325,8586,7964,622
serra do mel,3052,1871,9770,9287,483
serra negra do norte,3102,1753,7916,7599,317
serrinha,2634,1682,9554,9122,433
serrinha dos pintos,1765,1075,5601,5425,176
severiano melo,4191,2399,10907,10128,780
sitio novo,1705,1020,6672,6166,506
taboleiro grande,847,536,2359,2258,101
taipu,4200,2429,13989,13329,660
tangara,4647,2752,15054,13817,1237
tenente ananias,3709,2036,11319,10744,575
tenente laurentino cruz,1692,973,5207,5098,109
tibau,1255,770,3372,3223,149
tibau do sul,2904,1704,8899,8484,415
timbauba dos batistas,919,587,2526,2434,91
touros,10222,6238,35298,32616,2683
triunfo potiguar,1399,868,5269,5145,124
umarizal,4568,2932,14231,13778,452
upanema,4138,2520,14475,13643,832
varzea,3164,1888,11240,10713,528
venha-ver,1276,663,4147,3925,222
vera cruz,3264,2054,11761,11476,285
vicosa,606,363,1493,1441,52
vila flor,895,595,2942,2753,189
