city,total,regular,military_and_gov,irregular,entrepreneur,employers
bonopolis,715.35,838.65,937.51,463.19,698.13,1564.02
brazabrantes,845.8,804.15,1131.83,587.12,961.1,1781.33
britania,1042.71,824.59,1027.63,732.64,2127.58,1233.1
buriti alegre,861.23,906.75,951.56,594.34,1151.5,1486.16
buriti de goias,1018.5,613.02,947.68,638.08,1300.74,14449.79
buritinopolis,2340.12,803.12,1114.3,592.3,1207.79,116625.94
cabeceiras,815.42,802.96,1073.16,512.43,1097.86,2578.91
cachoeira alta,1309.96,1193.83,1617.88,546.17,2270.83,2714.47
cachoeira de goias,868.06,944.72,1200,659.97,932.14,3707.1
cachoeira dourada,1180.69,1254.26,1300.55,625.76,1511.69,3756.81
cacu,1640.28,1239.96,1817.19,770.06,2261.7,12170.98
caiaponia,1101,1036.56,1269.63,540.07,1630.51,3239.65
caldas novas,1117.84,940.18,1464.52,744.18,1453.93,3753.74
caldazinha,853.36,952.48,809.71,583.36,1042.67,510
campestre de goias,786.66,709.36,1637.08,634.97,862.72,1199.03
campinacu,813.4,1060.69,1283.17,597.14,834.24,-
campinorte,1054.84,1075.75,1360.1,572.81,1320.3,3826.75
campo alegre de goias,1045.61,1001.79,1106.74,547.38,1312.36,4482.1
campo limpo de goias,863.63,872.93,910.84,606.96,1200.18,2031.97
campos belos,921.36,889.94,1416.36,562.76,1110.1,2828.03
campos verdes,718.03,787.46,846.43,474.64,902.99,3427.99
carmo do rio verde,944.34,924.95,1081.63,586.22,1354.62,1836.25
castelandia,987.61,964.66,802.53,536.46,1954.45,1527.2
catalao,1455.23,1218.65,2471.09,775.42,1846.28,6965.78
caturai,808.75,882.17,1238.76,523.65,882.49,3003.82
cavalcante,884.62,649.03,1383.47,663.9,700.99,3335.96
ceres,1301.07,1190.2,1764.48,723.2,1283.6,5264.41
cezarina,1073.5,917.05,1069.32,899.5,1511.65,3598.14
chapadao do ceu,1412.58,1301.45,1548.87,905.94,2151.12,3345.54
cidade ocidental,1069.96,958.75,3220.69,675.32,955.68,2706.24
cocalzinho de goias,814.05,843.62,1141.95,570,962.6,6524.78
colinas do sul,793.45,1017.42,1019.52,613.64,791.4,962.23
corrego do ouro,966.28,730.89,1198.08,560.87,991.32,4979.74
corumba de goias,844.88,798.33,1126.7,510.97,1150.84,5140.84
corumbaiba,1026.65,854.57,1287.27,574.24,1485.33,3023.02
cristalina,1165.06,956.24,1979.54,682.85,1723.69,5669.15
cristianopolis,1069.39,1254.65,914.08,590.41,1681.11,3049.92
crixas,1244.84,1434.96,1231.37,985.38,1218.78,1343.9
crominia,948.48,768.15,1129.16,594.71,1365.36,5450.5
cumari,1338.33,1158.48,3465.92,609.04,2364.18,950
damianopolis,643.97,690.64,891.38,460.8,602.17,-
damolandia,856.64,787.45,1581.57,508.56,1062.78,1236.39
davinopolis,896.5,843.67,1071.17,499.5,1009.02,2729.89
diorama,774.94,876.56,1403.62,546.71,832.4,1801.79
divinopolis de goias,911.89,1086.8,1165.19,579.94,1287.41,1467.23
doverlandia,1001.74,974.06,1024.83,706.32,1186.45,4559.29
edealina,1178.98,899.79,1012.16,675.09,1899.75,4858.78
edeia,1361.08,1047.49,1667.43,570.01,2089.34,5962.8
estrela do norte,908.31,896.58,1337.18,534.51,983.2,4314.33
faina,724.82,722.39,926.9,508.6,917.2,2247.5
fazenda nova,794.41,816.49,968.86,509.39,858.46,2640.56
firminopolis,913.23,866.38,1640.36,578.66,1053.36,2778.41
flores de goias,774.06,764.28,982.91,553.94,852.68,5416.13
formosa,1264.82,1062.67,2283.7,649.43,1416.49,6598.35
formoso,1037.1,923.2,1477.28,528.96,1118.38,9030.53
gameleira de goias,983.03,788.35,1127.24,539.45,1443.74,7299.04
goianapolis,906.08,799.64,1543.87,613.22,1473.69,2228.01
goiandira,1014.52,1005.1,1478.35,646.05,1164.35,2647.11
goianesia,1141.21,1084.56,1721.21,603.72,1399.38,4284.44
goiania,1792.91,1450.93,3299.77,952.4,1986.42,5524.01
goianira,913.47,891.05,1484.52,656.39,1147.39,1618.39
goias,1062.36,884.56,2307.9,555.14,1053.44,4024.35
goiatuba,1199.22,1006.34,1382.31,677.91,1587.93,7665.07
gouvelandia,936.49,958.59,995.04,539.5,1563.23,1656.02
guapo,1126,872.98,1283.77,601.41,2133.93,2338.38
guaraita,689.68,772.06,1191.11,386.34,644.26,2000
guarani de goias,642.72,852.85,905.42,467.52,575.53,-
guarinos,610.87,759.16,1152.03,602.89,542.74,-
heitorai,853.66,700.59,1496.61,718.14,946.66,888.27
hidrolandia,1009.01,864.27,1434.41,732.3,1175.98,3924.64
hidrolina,799.72,706.75,1020.19,552.79,927.59,2019.51
iaciara,796.46,809.79,1371.08,456.22,1005.92,1776.78
inaciolandia,998.92,971.2,1144.99,601.15,1319.31,11917.41
indiara,1032.39,929.96,1195.96,586.93,1571.4,4281.55
inhumas,1046.04,886.6,1611.53,711.78,1192.45,3778.87
ipameri,1033.54,880.82,1614.52,655.03,1360.44,3189.08
ipiranga de goias,711.81,781.62,821.29,488.84,751.16,3214.47
ipora,1133.68,1043.72,2001.02,627.78,1386.4,3568.17
israelandia,807.8,901.9,1042.1,636.59,819.4,-
itaberai,1080.53,868.33,1456.22,717.23,1550.51,4741.23
itaguari,787.6,812.9,905.43,462.25,1020.93,3163.68
itaguaru,950.53,797.82,968.97,566.31,1094.65,2955.23
itaja,934.3,941.96,1066.95,516.81,1478.33,2513.25
itapaci,1203.67,1097.88,1141.72,534.05,1704.06,7344.38
itapirapua,844.02,772.8,1104.72,503.75,1042.57,4685.28
itapuranga,984.8,887.6,1685.99,565.16,1028.84,8782.04
itaruma,1618.05,1077.38,1332.86,802.93,1556.24,14437.07
itaucu,895.91,853.43,1583.7,615.09,894.67,4071.66
itumbiara,1255.08,1117.35,1510.96,790.91,1685.92,3823.77
ivolandia,940.84,809.94,1413.95,718.03,1189.74,1500
jandaia,924.77,913.1,1120.8,524.63,1203.68,4491.53
jaragua,944.59,762.42,1454.81,613.53,1285.43,2895.69
jatai,1486.48,1127.6,1967.21,777.04,2115.1,5626.48
jaupaci,782.61,899.59,1081.37,529.82,760.15,2622.46
jesupolis,792.05,811.88,882.89,563.76,1016.55,1316.25
joviania,1091.38,953.75,1178.62,540.28,1573.37,4656.56
jussara,1725.01,871.14,1133.9,652.16,1305.69,29766.72
lagoa santa,1083.21,940.78,1180.08,551.04,2025.46,2531.06
leopoldo de bulhoes,839.75,924.33,1225.04,568.14,979.59,2224.73
luziania,1046.54,965.76,2061.81,671.59,1164.14,5047.89
mairipotaba,1439.74,1147.92,637.56,862.95,2713.57,5915.2
mambai,866.56,762.28,895.67,553.03,1427.68,510
mara rosa,930.78,1004.05,1562.1,425.79,1143.2,1899.93
marzagao,859.57,888.94,945.38,540.38,1185.9,2642.29
matrincha,710.62,776.82,800.15,578.02,836.97,6043
maurilandia,993.8,1106.13,1028.66,520.83,1101.02,1863.73
mimoso de goias,892.15,816.14,1205.18,573.23,1574.3,-
minacu,1123.54,1301.24,1452.17,593.06,1150.14,3714.5
mineiros,1426.28,1057.2,1387.99,666.76,1660.54,17058.6
moipora,776.71,845.42,762.09,698.98,876.48,1544.01
monte alegre de goias,783.25,881.89,1093.52,404.69,733.73,11413.28
montes claros de goias,1057.32,882.67,1773.62,553.06,1433.42,2696.73
montividiu,1341.75,1096.18,1120.54,736.11,2276.21,7840.52
montividiu do norte,720.81,849.78,1004.25,506.12,730.4,525.72
morrinhos,1106.39,964.02,2013.45,624.9,1522.51,2854.23
morro agudo de goias,695.92,801.18,933.17,409.88,710.82,3591.78
mossamedes,1052.49,721.18,1279.18,537.11,1284.33,8431.24
mozarlandia,928.62,886.14,1338.24,707.95,1289.19,2023.36
mundo novo,821.03,922.82,1003.57,486.89,995.27,1969.7
mutunopolis,842.97,787.3,1050.84,612.72,1082.51,1167.82
nazario,1051.51,841.04,1257.91,559.55,1726.39,3428.8
neropolis,911.13,874.13,1364.27,592.48,1257.12,3078.94
niquelandia,1236.41,1184.83,1592.06,603.02,1552.56,6982.81
nova america,686.97,701.2,805.1,561.55,738.9,1725.25
nova aurora,947.25,889.84,1170.63,599.48,1495.68,-
nova crixas,993.1,937.28,1074.68,632.11,1280.96,9025.35
nova gloria,833.01,738.93,1538.85,463.03,1224.75,1594.36
nova iguacu de goias,781.06,875.75,996.51,512.46,1020.84,-
nova roma,604.97,696.18,937.2,487.27,592.61,405
nova veneza,791.12,747.24,1127.42,498.22,896.14,2574.17
novo brasil,838.36,826.21,919.62,446.97,1040.69,6220.71
novo gama,947.54,971.58,2151,579.46,948.97,2474.49
novo planalto,763.65,873.12,842.82,521.16,945.89,955.53
orizona,1102.78,849.76,1364.82,626.21,1564.96,3642.62
ouro verde de goias,867.01,655.5,1059.04,548.71,1063.97,3009.87
ouvidor,1103.4,1106.01,1610.39,690.06,1238.89,3764.41
padre bernardo,867.25,890.93,866.41,525.74,1301.72,3228.51
palestina de goias,908.79,873.49,1225.72,624.47,1289.48,-
palmeiras de goias,945.96,869.6,1714.24,531.07,1231.89,2906.04
palmelo,1013.15,784.88,1282.29,562.17,1989.36,765
palminopolis,1032.87,1029.48,899.18,651.42,1709.41,825.27
panama,837.65,810.93,1108.28,517.04,992.38,4214.44
paranaiguara,1040.96,1065.11,1306.32,658.27,1160.84,2810.55
parauna,1008.08,903.61,1241.58,686.94,1392,3088.6
perolandia,1065.09,914.78,1137.39,775.07,1507.25,1870.01
petrolina de goias,869.49,918.87,992.49,546.45,1015.39,3664.81
pilar de goias,939.82,880.4,989.97,546.82,1368.21,-
piracanjuba,1126.5,1016.41,1169.27,683,1475.14,4296.16
piranhas,1023.27,885.14,1660.42,575.43,1215.5,3755.38
pirenopolis,915.49,915.5,1413.57,550.29,961.06,6086.5
pires do rio,1122.23,880.97,1602.57,665.87,1391.79,5183.41
planaltina,878,845.08,1655.31,606.28,1031.28,2374.43
pontalina,1023.69,862.01,1455.22,592.96,1436.21,3053.94
porangatu,1066.24,1006.61,1586.07,618.32,1161.19,4439.09
porteirao,1161.82,1262.03,1124.89,603.37,1091.33,4801.33
portelandia,1011.2,996.89,916.99,719.64,1260.29,3958.35
posse,982.69,880.42,1420.7,547.14,1165.46,6856.46
professor jamil,899.04,889.13,1126.12,547.91,1190.39,1699.96
quirinopolis,1199.24,1100.08,1811.36,678.43,1585.8,4788.2
rialma,1022.15,1013.59,1335.13,572.92,1395.85,4175.61
rianapolis,815.35,784.46,1258.28,501.69,853.44,2441.29
rio quente,943.95,906.18,895.62,677.14,1293.83,1000
rio verde,1472.9,1087.04,1891.36,797.75,2220.86,7532.23
rubiataba,947.58,938.34,1574.32,534.99,1160.85,2427.87
sanclerlandia,968.79,810.72,1357.53,622.1,1221.36,4436.29
santa barbara de goias,839.66,771.19,1142.36,531.97,1237.56,3000
santa cruz de goias,1072.54,817.79,946.64,619.71,1471.14,5820.92
santa fe de goias,1007.19,822.02,884.72,544.25,949.05,15926.6
santa helena de goias,1258.26,971.17,2143.24,659.41,2209.03,5963.37
santa isabel,808.65,817.84,817.78,513.03,1060.85,1000
santa rita do araguaia,1140.15,1017.15,1824.85,562.32,1261.52,4016.25
santa rita do novo destino,775.53,789.94,724.34,592.97,829.9,9914.73
santa rosa de goias,718.11,684.27,977.19,522.75,1046.43,1000
santa tereza de goias,761.74,873.07,908.19,467.53,943.46,200
santa terezinha de goias,781.17,864.07,872.08,465.42,1001.22,1577.75
santo antonio da barra,1007.7,937.57,1050.36,677.28,1246.55,11823.73
santo antonio de goias,932.52,947.65,946.68,603.56,1119.39,6056.66
santo antonio do descoberto,885.07,826.6,1824.09,599.13,919.78,3705.36
sao domingos,812.67,835.43,1536.26,612.54,724.21,2248.85
sao francisco de goias,781.1,760.05,1050.53,524.58,1046.19,4363.62
sao joao da parauna,1160.45,977.96,1422.25,667.44,1373.17,3902.79
sao joao d'alianca,883.58,803.05,1223.53,555.9,1174.14,3092.6
sao luis de montes belos,1048.7,916.74,1594.64,588.56,1289.06,3678.88
sao luiz do norte,745.01,825.42,810.35,513.09,962.13,1625.37
sao miguel do araguaia,941.67,883.66,1463.29,605.82,1242.72,1598.79
sao miguel do passa quatro,944.11,780.45,1358.84,627.74,1257.75,897.21
sao patricio,878.23,834.6,951.91,506.64,1167.59,3166.67
sao simao,1470.53,1192.61,1622.5,1331.93,1399.99,10007
senador canedo,878.35,840.08,1133.9,664.11,1099.62,2833.54
serranopolis,1130.32,1178.59,1276.23,654.62,1342.48,3381.98
silvania,1081.09,926.39,1545.58,667.67,1225.49,6960.29
simolandia,653.25,668.89,1168.13,396.85,664,2969.43
sitio d'abadia,675.99,729.41,661.65,551.81,781.35,-
taquaral de goias,803.5,652.91,1087.24,551.99,1072.81,2784
teresina de goias,718.99,686.05,1045.6,522.85,816.59,2277.65
terezopolis de goias,816.96,764.8,935.32,649.14,913.69,3224.37
tres ranchos,1038.65,858.94,1251.62,728.03,1032.41,5890.8
trindade,910.12,866.96,1279.17,615.32,1086.28,3726.37
trombas,865.79,914.25,1357.77,529.04,1119.3,510
turvania,882.57,842.38,1226.66,498.22,1365.42,-
turvelandia,961.9,896.02,1034.56,564.33,1232.26,5246.91
uirapuru,764.09,982.67,1042.59,524.45,707.61,5459.12
uruacu,1367.25,1032.21,1639.96,663.56,2079.54,16442.6
uruana,811.33,843.29,1131.89,524.88,1167.73,3669.21
urutai,993.06,852.87,1669.61,605.83,1110.84,2526.58
valparaiso de goias,1272.45,1159.93,2761.68,789.37,1319.4,3588.47
varjao,871.28,774.39,1138.3,514.31,1267.58,7854.32
vianopolis,1078.95,842.76,1338.33,549.32,1662.43,6226.37
vicentinopolis,1085.15,1062.13,929.17,561.93,1716.55,3750.43
vila boa,793.19,842.09,973.74,492.6,1001.19,1010
vila propicio,730.24,840.37,1008.68,543.94,786.61,554.2
