city,total,regular,military_and_gov,irregular,entrepreneur,employers
abadia de goias,918.25,888.49,1199.88,630.83,1059.1,5090.21
abadiania,853.22,739.46,1150.39,587.25,1078.44,3738.49
acreuna,1172.46,967.77,1289.92,555.82,1695.72,9354.85
adelandia,775.79,683.5,1568.11,497.96,784.48,4176.42
agua fria de goias,1069.22,906.85,1044.53,529.23,920.91,26212.72
agua limpa,853.07,731.5,1167.85,538.31,1086.66,1953.47
aguas lindas de goias,827.9,809.79,1665.15,605.14,983.74,3424.96
alexania,877.62,874.6,1349.23,555.99,1068.34,1730.53
aloandia,842.03,964.75,1012.33,650.77,870.98,2278.61
alto horizonte,1125.8,1171.05,1072.82,736.41,2019.98,5249.16
alto paraiso de goias,877.92,836.59,1311.1,499.08,934.44,2217.49
alvorada do norte,781.26,840.71,1312.25,527.63,960.28,1728.23
amaralina,619.67,721.06,843.64,556.91,550.13,-
americano do brasil,815.74,910.15,931.28,426.86,1016.92,2217.63
amorinopolis,770.66,908.16,967.34,495.26,851.48,1290.72
anapolis,1254.47,1053.87,2357.33,737.58,1491.47,4913.39
anhanguera,797.4,786.59,912.23,641.5,968.18,-
anicuns,1049.33,988.35,1489.78,599.61,1392.73,4907.95
aparecida de goiania,1047.63,948.77,1906.62,738.12,1216.69,4517.07
aparecida do rio doce,1168.83,914.38,2221.43,1000.4,1607.57,1566.49
apore,1024.3,1017.5,946.4,631.01,1390.19,3177.68
aracu,1069.08,736.23,877.39,566.35,2135.17,1772.09
aragarcas,977.71,895.18,1840.4,626.87,1041.9,2242.63
aragoiania,895.38,796.03,1167.91,589.5,1230.44,2359.69
araguapaz,997.09,817.87,1281.17,576.18,1217.12,8406.39
arenopolis,848.26,764.79,1125.49,503.42,1152.54,2832.58
aruana,1001.86,860.02,1304.15,666.71,1301.47,5541.5
aurilandia,723.07,740.79,1238.8,519.45,863.63,1834.21
avelinopolis,1066.77,770.77,1256.8,566.36,1650.12,35220.63
baliza,734.46,764.2,736.76,672.1,693.73,6714.27
barro alto,1068.77,1106.68,1054.97,539.36,1026.01,11222.58
bela vista de goias,1181.39,968.46,1239.63,628.65,1501.88,10351.27
bom jardim de goias,941.66,931.17,940.42,581.2,1282.43,8582.13
bom jesus de goias,1130.21,1028.16,1836.74,589.45,1418.17,5902.99
bonfinopolis,793.16,757.15,1264.73,524.25,969.05,3272.73
