city,total,main_regular,main_irregular,other_regular,other_irregular
montividiu,5464.88103391,3313.99835693,2150.88267698,3318.93069092,2145.95034299
montividiu do norte,1179.33872272,451.79416497,727.54455775,451.79416497,727.54455775
morrinhos,21206.86649165,12936.84418845,8270.0223032,12955.8910313,8250.97546035
morro agudo de goias,1219.35975135,295.26993157,924.08981978,295.26993157,924.08981978
mossamedes,2023.69396646,903.42690567,1120.26706079,903.42690567,1120.26706079
mozarlandia,6456.39413135,3853.89180399,2602.50232736,3877.91307504,2578.48105631
mundo novo,3224.17531625,1140.42106405,2083.7542522,1150.28205772,2073.89325853
mutunopolis,1649.61523499,583.92287437,1065.69236062,590.56309059,1059.05214439
nazario,3686.96065341,1637.73018643,2049.23046698,1640.25647859,2046.70417482
neropolis,11972.91325151,6729.81251652,5243.10073499,6740.19355346,5232.71969805
niquelandia,18312.938451,9846.17902901,8466.75942199,9870.1003713,8442.83807972
nova america,1092.47928165,608.02987726,484.44940439,615.87446921,476.60481245
nova aurora,1054.88450226,479.03019923,575.85430303,479.03019923,575.85430303
nova crixas,5320.18962028,2384.22819792,2935.96142236,2384.22819792,2935.96142236
nova gloria,3394.33030221,1430.85495367,1963.47534854,1430.85495367,1963.47534854
nova iguacu de goias,1483.05202913,551.99831032,931.05371881,551.99831032,931.05371881
nova roma,1466.9042072,469.58038998,997.32381722,469.58038998,997.32381722
nova veneza,4219.61601577,1850.08657383,2369.52944194,1855.79972949,2363.81628627
novo brasil,1779.69528683,762.33078763,1017.3644992,765.10960365,1014.58568317
novo gama,39443.89426417,26479.14395041,12964.75031376,26479.14395041,12964.75031376
novo planalto,1597.71416275,669.40489499,928.30926776,675.47598569,922.23817706
orizona,8367.98721363,3078.98423221,5289.00298142,3078.98423221,5289.00298142
ouro verde de goias,1866.24266191,649.27065421,1216.9720077,652.55067819,1213.69198372
ouvidor,2563.57112271,1566.30832542,997.26279729,1566.30832542,997.26279729
padre bernardo,11468.71314574,5119.81113835,6348.90200739,5119.81113835,6348.90200739
palestina de goias,1427.24818201,703.88901154,723.35917047,703.88901154,723.35917047
palmeiras de goias,12821.20893019,6184.66247703,6636.54645316,6184.66247703,6636.54645316
palmelo,1134.32878693,596.37541515,537.95337178,596.37541515,537.95337178
palminopolis,1733.85238857,589.38303933,1144.46934924,589.38303933,1144.46934924
panama,1277.58653921,733.27254928,544.31398993,733.27254928,544.31398993
paranaiguara,4449.08286618,2465.84322493,1983.23964125,2472.61157436,1976.47129181
parauna,5168.0710888,2412.06420208,2756.00688672,2420.62594524,2747.44514355
perolandia,1400.46765492,778.18122749,622.28642743,778.18122749,622.28642743
petrolina de goias,4905.85164249,2310.5354938,2595.31614869,2310.5354938,2595.31614869
pilar de goias,1177.51447758,373.34577398,804.1687036,373.34577398,804.1687036
piracanjuba,11939.85782484,4756.36202517,7183.49579967,4779.04518864,7160.8126362
piranhas,5383.45395585,2149.86834207,3233.58561378,2154.05403797,3229.39991788
pirenopolis,11511.62114319,4213.82100654,7297.80013665,4232.60374659,7279.0173966
pires do rio,14074.55623189,8330.80136903,5743.75486286,8344.26273531,5730.29349658
planaltina,35548.44920674,20861.88944479,14686.55976195,20861.88944479,14686.55976195
pontalina,8520.61394105,3271.22381146,5249.39012959,3276.42566317,5244.18827789
porangatu,18680.89009431,8928.95699136,9751.93310295,8938.2404796,9742.6496147
porteirao,1651.06275933,1213.76692965,437.29582968,1213.76692965,437.29582968
portelandia,1751.83597435,894.59831897,857.23765538,894.59831897,857.23765538
posse,12688.26365137,6342.69979594,6345.56385543,6352.08755201,6336.17609937
professor jamil,1430.34495133,639.8856808,790.45927053,643.32962765,787.01532368
quirinopolis,22428.28122141,12905.48662168,9522.79459973,12961.34251401,9466.93870741
rialma,4946.97092766,2629.15057976,2317.8203479,2635.39852602,2311.57240164
rianapolis,2156.42264062,1198.82468216,957.59795846,1201.3824767,955.04016393
rio quente,1926.46084515,1221.10381696,705.35702819,1221.10381696,705.35702819
rio verde,91014.28604264,58326.37192426,32687.91411838,58367.80335727,32646.48268537
rubiataba,8535.77159957,4410.70265394,4125.06894563,4427.38352775,4108.38807181
sanclerlandia,3718.9503563,1837.10254628,1881.84781002,1843.73067352,1875.21968277
santa barbara de goias,2739.10257779,1594.29630255,1144.80627524,1594.29630255,1144.80627524
santa cruz de goias,1774.68275173,669.40297577,1105.27977596,669.40297577,1105.27977596
santa fe de goias,2529.44312664,1580.9738576,948.46926904,1587.88036899,941.56275764
santa helena de goias,18389.13940613,11180.96214231,7208.17726382,11198.16609938,7190.97330674
santa isabel,1605.19846885,689.65083268,915.54763617,696.03515397,909.16331489
santa rita do araguaia,3287.82486044,1827.04492776,1460.77993268,1827.04492776,1460.77993268
santa rita do novo destino,1374.7599155,648.14022019,726.61969531,648.14022019,726.61969531
santa rosa de goias,1270.27085689,285.30181351,984.96904338,285.30181351,984.96904338
santa tereza de goias,1405.79305626,585.77854188,820.01451438,585.77854188,820.01451438
santa terezinha de goias,4579.2404254,1602.9482179,2976.2922075,1602.9482179,2976.2922075
santo antonio da barra,1800.39537961,1128.76387672,671.63150289,1131.2918612,669.10351842
santo antonio de goias,2349.01509672,1320.65951443,1028.35558229,1320.65951443,1028.35558229
santo antonio do descoberto,26499.2075939,15677.10480964,10822.10278426,15677.10480964,10822.10278426
sao domingos,3270.91840675,1218.82670698,2052.09169977,1218.82670698,2052.09169977
sao francisco de goias,3005.27405972,1065.96723113,1939.30682859,1068.79262591,1936.4814338
sao joao da parauna,735.08862295,374.24402865,360.8445943,374.24402865,360.8445943
sao joao d'alianca,5245.92784915,1912.16275956,3333.76508959,1922.49799483,3323.42985433
sao luis de montes belos,15054.57041595,7417.03632863,7637.53408732,7441.80327804,7612.76713792
sao luiz do norte,2221.63117504,1089.4563038,1132.17487124,1089.4563038,1132.17487124
sao miguel do araguaia,9694.37244183,3969.41237052,5724.96007131,3992.57223294,5701.80020889
sao miguel do passa quatro,1742.21920324,696.05082863,1046.16837461,699.87780034,1042.3414029
sao patricio,884.18240521,437.09204762,447.09035759,439.73810038,444.44430484
sao simao,8405.93075329,5593.09550369,2812.8352496,5593.09550369,2812.8352496
senador canedo,42212.18821742,26776.56728727,15435.62093015,26860.79936992,15351.3888475
serranopolis,3615.68629939,2214.70271163,1400.98358776,2220.37304692,1395.31325249
silvania,10131.29448444,4337.31089862,5793.98358582,4357.99182154,5773.3026629
simolandia,2470.57400256,916.5430706,1554.03093196,916.5430706,1554.03093196
sitio d'abadia,1236.20529686,356.85886439,879.34643247,356.85886439,879.34643247
taquaral de goias,2063.21250151,675.20522261,1388.0072789,677.511822,1385.70067951
teresina de goias,1258.13997904,493.55773815,764.58224089,493.55773815,764.58224089
terezopolis de goias,2982.54707251,1227.02192847,1755.52514404,1236.01843194,1746.52864057
tres ranchos,1463.71396614,814.09781624,649.6161499,816.91015841,646.80380773
trindade,50084.20658495,27953.69982133,22130.50676362,27977.31231334,22106.89427162
trombas,1592.99786001,465.45563609,1127.54222392,469.27124587,1123.72661414
turvania,2003.43552427,930.28612197,1073.1494023,930.28612197,1073.1494023
turvelandia,2086.28753054,1259.57639568,826.71113486,1265.41751848,820.87001206
uirapuru,1266.00865137,412.27439371,853.73425766,414.90078884,851.10786252
uruacu,18534.75256028,9464.34890619,9070.40365409,9469.21407348,9065.5384868
uruana,6325.73297255,1773.10015077,4552.63282178,1777.79969646,4547.93327609
urutai,1496.09512758,817.38532529,678.70980229,821.26351448,674.83161309
valparaiso de goias,62440.12804795,42116.20506058,20323.92298737,42127.75578832,20312.37225963
varjao,1891.87505044,737.71703405,1154.15801639,741.21621892,1150.65883152
vianopolis,6388.37592728,3195.1539926,3193.22193468,3195.1539926,3193.22193468
vicentinopolis,3677.28648329,2088.42875617,1588.85772712,2095.25146717,1582.03501613
vila boa,1828.64595226,1132.88955801,695.75639425,1132.88955801,695.75639425
vila propicio,2102.11504798,954.51663345,1147.59841453,954.51663345,1147.59841453
