city,2000_total,2010_total,2000_15_to_24_years,2010_15_to_24_years,2000_25_to_59_years,2010_25_to_59_years,2000_60_to_more_years,2010_60_to_more_years
canarana,23.98,19.01,8.76,4.84,25.19,18.03,57.91,48.25
canavieiras,27.7,19.62,17.04,6.85,28.88,19.63,47.52,39.17
candido sales,33.14,26.08,11.03,3.59,36.43,24.73,74.64,66.35
cansancao,39.71,28.93,19.66,6.9,43.63,30.12,67.98,59.29
capim grosso,29.7,20.78,12.26,4.01,31.22,18.53,65.84,56.91
caravelas,31.63,24.95,15.13,4.85,34.66,26.65,58.86,55.44
carinhanha,37.14,25.91,17.29,5.38,43.76,27.74,68.81,63.6
castro alves,31,22.66,13.32,5.88,32.55,22.44,63.59,50.87
cicero dantas,39.51,32.9,17.27,6.95,41.16,32.99,70.82,64.75
coaraci,30.14,23.55,11.49,4.46,34.07,21.97,58.89,50.49
conceicao da feira,20.96,16.05,7.06,3.45,20.62,13.53,57.84,49.52
conceicao do jacuipe,18.95,12.39,8.13,2.5,18.61,10.94,51.95,36.85
conde,36.07,24.09,22.06,7.22,36.99,26.21,65.89,51.79
coracao de maria,29.51,21.0,11.37,4.45,31.5,19.35,65.68,53.75
correntina,33.6,23.45,12.54,4.56,36.75,22.24,71.23,60.39
crisopolis,41.89,30.66,21.92,5.73,45.82,31.69,73.11,63.47
curaca,31.83,24.66,14.64,6.39,35.09,25.99,57.85,51.45
encruzilhada,42.75,32.76,17.78,5.07,49.11,34.74,81.04,75.47
entre rios,27.64,18.07,10.96,4.04,30.66,18.33,66.02,50.75
esplanada,30.16,21.61,12.96,4.98,33.46,22.4,61.55,54.24
formosa do rio preto,32.3,22.33,15.87,5.21,37.51,24.42,65.76,58.68
gandu,28.92,22.83,14.84,4.86,31.2,23.78,62.98,56.93
guaratinga,40.18,34.47,16.46,6.91,45.84,35.35,74.37,70.89
iacu,31.3,24.99,11.9,4.31,32.94,23.16,66.67,62.42
ibicarai,28.91,21.5,12,4.96,29.89,18.78,58.15,48.57
ibirapitanga,41.21,31.91,19.34,6.88,47.38,35.24,75.95,68.98
ibotirama,25.13,17.98,10.27,3.77,27.1,17.33,54.29,46.53
iguai,40.11,30.22,17.43,7.42,43.05,29.03,73.99,64.53
inhambupe,36.57,25.58,16.9,6.42,39.56,26.26,67.82,58.82
ipiau,25.86,19.91,9.18,4.08,26.84,18.16,59.91,51.53
iraquara,26.75,17.72,8.55,2.67,27.71,16.32,61.24,50.14
irara,29.08,23.27,8.56,3.53,30.79,22.44,65.72,58.48
itabela,32.78,25.74,13.17,4.29,37.83,27.23,71.23,69.2
itacare,34.88,23.0,18.7,7.49,39.4,24.5,61.37,56.79
itajuipe,26.85,21.81,10.78,4.54,29.45,21.16,52.49,49.49
itambe,35.68,24.76,11.84,4.42,41.01,22.86,74.62,64.26
itanhem,31.49,24.82,7.85,3.15,32.48,21.81,68.76,59.1
itaparica,14.91,7.58,7.05,2.67,15.18,6.52,37.74,21.18
itapicuru,47.21,38.54,28.82,13.29,50.64,42.27,75.88,71.08
itiuba,31.75,26.55,15.85,8.28,33.69,26.91,57.66,53.67
itubera,31.87,20.38,17.83,5.36,35.29,21.11,58.54,50.65
jaguarari,28.77,18.2,9.87,3.28,29.44,15.52,62.94,49.36
jeremoabo,44.14,32.0,23.49,6.8,48.35,33.57,72.26,66.73
joao dourado,28.74,20.67,14.19,3.94,32.56,21.28,58.74,50.98
laje,35.06,27.44,14.33,5.37,38.66,28.66,72.29,65.47
lapao,25.11,20.99,12.09,5.49,27.29,21.43,54.12,48.6
livramento de nossa senhora,28.2,21.15,11.59,3.8,30.24,20.47,58.16,50.54
macaubas,35.18,26.44,13.24,4.14,38.35,26.64,69.19,62.09
maracas,28.79,24.61,9.11,3.08,32.01,23.51,69.29,60.18
maragogipe,30.71,22.75,14.75,6.84,32.89,22.66,58.65,52.03
mata de sao joao,18.76,11.56,7.56,2.71,19.75,10.66,50.16,37.97
medeiros neto,31.15,24.07,8.64,3.31,31.18,21.17,70.36,59.32
miguel calmon,25.91,20.42,10.92,3.99,27.68,20.52,50.83,44.99
morro do chapeu,29.94,22.01,15.56,4.75,32.04,22.8,55.94,49.31
mucuri,25.61,18.26,9.2,3.08,28.04,18.18,67.72,58.36
mundo novo,30.27,22.88,13.04,5.46,31.18,23.21,59.27,52.44
muritiba,23.35,16.84,9.37,4.36,23.57,15.57,54.86,42.98
mutuipe,32.72,23.47,12.48,3.69,34.62,22.77,69.5,58.73
nazare,22.94,18.43,11.32,5.0,23.12,17.79,49.44,44.81
nova soure,38,31.39,18.2,6.12,40.33,31.83,69.5,64.02
nova vicosa,28.4,19.04,10.06,2.3,31.63,18.73,66.91,56.06
olindina,34.07,29.1,19.1,9.01,35.42,29.94,63.57,59.1
oliveira dos brejinhos,27.19,22.04,8.29,4.15,27.43,19.52,58.25,50.76
palmas de monte alto,37.93,28.42,16.12,4.41,43.2,31.04,71.7,62.3
paramirim,26.56,20.01,8.31,3.6,26.87,17.26,58.65,51.55
paratinga,30.57,24.28,11.22,4.96,33.78,25.06,66.42,58.44
