city,2000_responsable_illiterate,2010_responsable_illiterate,2000_inappropriate_residence,2010_inappropriate_residence,2000_responsable_illiterate_and_inappropriate_residence,2010_responsable_illiterate_and_inappropriate_residence
aurelino leal,61.33,36.35,30.08,12.73,22.27,6.29
baianopolis,63.91,36.33,49.4,9.88,37.82,3.31
banzae,56.21,41.53,9.73,1.15,7.81,0.66
barra do mendes,29.58,16.04,17.85,16.58,7.26,2.99
barro alto,30.52,18.93,28.77,5.05,12.32,1.36
barrocas,-,27.81,-,18.49,-,6.99
belo campo,56.31,37.43,63.43,33.59,39.19,14.63
biritinga,61.41,38.64,35.05,13.94,25.64,6.64
boa nova,64.44,41.54,66.14,31.77,43.81,16.23
boa vista do tupim,54.9,40.23,44.94,34.41,27.99,16.99
bom jesus da serra,58.33,35.45,77.45,62.41,49.01,25.13
boninal,42.88,30.19,10.3,10.47,6.25,3.57
bonito,44.71,29.12,40.29,11.12,21.6,3.87
botupora,52.32,33.26,65.4,47.89,39.92,20.8
brejoes,51.14,34.5,52.16,22.26,32.62,9.56
brejolandia,43.15,31.08,24.8,57.06,12.34,18.04
brotas de macaubas,38.09,29.3,42.9,59.73,21.29,22.05
buerarema,48.06,33.56,21.14,12.34,12.61,4.38
buritirama,58.6,41.19,67.7,57.3,44.85,28.29
caatiba,54.75,35.34,63.52,32.93,35.63,12.3
cabaceiras do paraguacu,61.81,42.66,74,57.01,49.71,27.5
caem,60.51,37.85,62.08,33.04,43.28,15.47
caetanos,65.9,40.08,83.45,70.12,58.16,32.86
cafarnaum,46.72,31.37,43.17,20.16,24.3,7.68
cairu,50.16,24.32,20.22,1.76,15.29,1.22
caldeirao grande,53.52,43.24,46.06,28.34,29.73,16.49
candiba,45.73,32.4,35.76,26.83,19.44,11.54
canudos,47.88,33.73,44.81,31.46,28.13,13.61
capela do alto alegre,57.51,32.33,37.84,17.11,28.56,8.39
caraibas,62.65,37.42,87.75,61.85,57.29,28.8
central,47.47,26.37,42.01,12.36,23.76,4.97
chorrocho,49.66,40.83,58.24,42.96,30.54,21.57
cipo,51.35,37.33,34.08,19.48,21.85,9.86
cocos,52.57,33.73,58.28,41.38,36.09,21.06
conceicao do almeida,47.78,28.13,55.12,34.06,30.41,11.55
condeuba,51.71,29.63,63.89,30.52,39.44,11.19
coribe,49.02,33.09,43.14,18.97,23.76,7.67
coronel joao sa,76.84,53.53,67.35,44.36,56.12,29.27
cotegipe,61.56,42.35,49.86,36.62,34.95,20.07
cristopolis,64.65,40.18,42.48,16.16,32.69,8.62
dario meira,70.88,48.03,59.58,29.33,47.24,18.12
dom basilio,46.83,29.34,54.08,42.35,29.8,18.21
erico cardoso,70.29,50.12,48.05,27.03,38.56,16.99
fatima,65.28,45.29,60.41,17.39,44.5,10.24
filadelfia,55.21,29.94,60.24,21.33,37.87,9.28
floresta azul,50.76,38.34,27.09,16.87,16.36,9.41
gentio do ouro,43.42,30.15,28.05,20.2,13,8.93
gloria,57.65,38.25,46.33,44.91,30.93,21.54
governador mangabeira,46.55,26.89,65.61,48.01,37.22,17.09
guajeru,56.89,38.0,86.36,53.96,51.54,24.75
heliopolis,66.59,45.96,41.73,16.62,31.83,11.44
ibiassuce,46.66,23.67,44.97,10.34,25.63,4.35
ibicoara,53.78,21.23,58.8,13.88,37.35,4.51
ibicui,55.88,32.96,27.45,23.64,18.84,11.71
ibipeba,30.56,21.58,24.69,12.95,8.77,4.26
ibipitanga,60.47,39.22,68.39,45.02,47.69,23.12
ibirataia,55.24,38.72,32.68,14.91,23.81,9.12
ibitiara,38.64,32.72,54.99,32.88,24.8,15.32
ibitita,39.86,28.28,25.65,6.35,12.12,2.06
igapora,49.19,28.28,37.47,31.25,20.61,11.95
igrapiuna,59.63,40.25,71.21,50.27,48.38,25.53
ipecaeta,51.91,42.44,75.23,47.51,41.39,26.37
iramaia,48.12,30.27,60.3,34.56,33.52,13.38
itaete,64.07,40.1,50.84,18.78,37.36,8.4
itagi,61.01,45.38,37.76,20.76,27.81,12.69
itagiba,59.78,35.95,49.52,23.23,33.72,8.9
itaguacu da bahia,54.69,38.17,45.54,16.6,27.8,8.23
itape,46.62,32.7,25.8,16.97,13.46,8.29
itapebi,59.17,41.31,26.44,15.28,18.72,8.82
itapitanga,58,37.54,25.36,14.49,17.04,6.36
itarantim,43.9,33.19,19.55,9.76,10.87,3.92
itatim,52.58,33.36,33.54,12.91,22.32,6.79
itirucu,54.93,29.99,19.43,8.59,12.27,2.6
itororo,50.82,33.33,16.73,8.5,9.7,4.85
ituacu,55.59,33.16,64.55,46.1,41.97,19.4
iuiu,61,39.98,41.96,29.74,27.77,13.12
jacaraci,45.7,31.99,39.06,13.0,22.1,4.95
jaguaripe,61.22,41.02,60.91,52.34,42.96,25.75
jandaira,64.57,39.02,56.67,31.07,42.31,18.06
jiquirica,59.15,29.71,70.3,58.03,47.2,19.49
jitauna,58.58,38.74,57.99,25.16,39.32,12.06
jucurucu,66.81,39.72,71.52,50.6,49.91,23.99
jussara,54.72,34.94,38.16,9.6,23.43,5.31
lagoa real,64.94,32.43,55.26,62.93,40.52,24.1
lencois,47.36,27.16,33.31,18.45,24.37,8.11
licinio de almeida,35.76,19.96,29.44,15.67,12.56,4.2
macajuba,54.36,36.31,48.03,37.74,31.16,17.02
macarani,55.55,35.22,17.11,9.17,11.65,4.25
madre de deus,14.35,6.88,0.07,0.0,0,0.0
mairi,54.51,36.96,53.52,26.92,35.79,13.85
malhada,63.72,37.35,41.03,23.96,30.72,9.51
manoel vitorino,60.28,37.94,53.62,38.24,34.98,19.01
mansidao,37.89,25.67,48.69,27.72,21.54,8.27
marau,68.15,42.03,79.79,46.08,59.65,24.57
marcionilio souza,56.44,43.04,46.25,26.01,29.5,14.74
mascote,59.28,40.77,25.28,19.24,18.75,10.77
matina,63.21,45.44,73.87,36.32,50.64,19.56
milagres,45.58,30.82,32.5,13.84,20.83,6.39
mirangaba,47.33,33.56,48.8,28.98,25.55,12.63
mirante,44.02,39.05,80.96,75.0,37.79,34.51
mortugaba,46.15,30.41,51.15,30.6,29.07,11.79
mucuge,50.63,26.05,38.46,16.78,23.75,8.15
mulungu do morro,44.95,24.47,64.11,45.77,32.93,13.75
muquem de sao francisco,60.92,36.5,51.96,27.38,33.92,11.41
nilo pecanha,57.41,36.76,53.27,41.61,38.25,21.94
nordestina,65.23,45.64,79.75,56.88,57.83,32.21
nova canaa,55.51,39.16,64.83,46.22,40.57,22.25
novo horizonte,39.03,25.42,33.13,10.26,16.46,3.91
novo triunfo,43.98,29.98,47.67,22.89,22.56,7.4
ourolandia,63.49,35.07,50.16,11.92,35.86,5.26
pau brasil,58.89,39.15,37.19,37.16,27.46,18.66
pe de serra,46.83,30.46,55.89,30.13,31.72,14.37
pedro alexandre,72.81,62.21,79.14,69.79,60.21,48.27
piata,41.76,29.0,23.91,35.79,14.58,13.05
pindai,48.81,28.67,52.12,43.29,30.19,17.27
pintadas,53.34,32.11,52.56,26.78,34.57,13.33
piripa,51.04,32.81,63.16,40.72,32.27,18.55
ponto novo,58.53,35.09,53.92,20.3,37.9,10.53
presidente dutra,32.33,22.5,28.86,2.52,11.19,0.53
presidente janio quadros,62.39,39.98,78.44,55.08,53.77,29.34
retirolandia,48.65,19.03,52.49,15.62,32.82,5.39
ribeira do amparo,70.72,51.03,59.14,26.76,45.41,15.44
rio de contas,36.53,23.7,28.32,22.68,14.54,8.16
rio do antonio,49.94,35.46,62.18,36.56,39.44,17.18
rio do pires,48.1,39.82,51.09,30.82,29.23,19.35
salinas da margarida,31.35,20.78,5.17,1.16,1.88,0.62
santa barbara,48.66,32.27,52.82,30.84,32.12,13.16
santa brigida,70.56,46.4,69.54,38.15,51.76,23.51
santa ines,50.87,35.21,7.9,4.34,4.48,2.11
santa luzia,59.3,39.52,52.88,32.63,32.97,12.57
sao felix,38.18,25.32,37.29,28.31,21.03,12.79
sao felix do coribe,38.93,22.0,23.4,4.85,13.86,2.03
sao gabriel,47.02,27.89,23.41,16.07,13.32,6.24
sao jose do jacuipe,53.49,36.14,38.17,21.39,26.97,10.59
sao miguel das matas,47.42,34.56,73.46,54.28,37.69,22.32
sapeacu,40.24,22.32,59.21,41.13,26.41,11.55
satiro dias,64.05,42.97,59.46,15.94,43.38,8.99
saubara,29.13,23.02,13.64,4.15,4.92,1.19
saude,52.92,31.01,27.21,17.79,17.92,7.77
sebastiao laranjeiras,54.31,37.73,32.95,33.33,22.58,15.63
serra dourada,45.66,26.9,41.58,33.03,21.95,11.13
serra preta,55.1,40.69,58.6,41.63,36.67,20.97
serrolandia,45.32,26.15,33.87,8.87,17.62,3.89
sitio do mato,46.48,31.96,47.72,32.3,24.45,13.13
sitio do quinto,66.99,49.35,63.97,30.62,45.54,19.34
souto soares,37.98,25.51,49.05,11.19,22.23,4.05
tabocas do brejo velho,59.58,35.67,22.05,12.53,14.8,5.26
tanque novo,54.86,33.76,54.91,32.96,38.15,15.48
taperoa,63.34,40.4,58.93,39.59,45.35,21.34
tapiramuta,56.66,36.87,25.99,11.28,17.5,6.44
teolandia,66.11,47.36,76.99,51.71,55.96,30.5
terra nova,31.69,20.22,18.7,8.16,7.28,3.9
tremedal,64.2,39.8,78.73,56.04,53.54,25.71
ubaira,55.97,41.75,53.66,43.31,36.49,23.11
uibai,37.3,21.0,32.2,1.75,13.94,0.52
umburanas,66.63,33.67,65.08,37.13,47.82,11.22
urandi,43.02,27.83,29.8,21.1,19.55,9.14
urucuca,53.35,32.63,28.93,23.73,20.04,9.93
utinga,46.86,31.31,28.86,15.0,17.68,6.4
varzea da roca,51.88,35.11,52,24.44,30.96,13.51
varzea nova,52.06,30.61,32.78,25.51,22.26,9.42
wanderley,61.56,33.49,60.14,31.84,43.52,11.16
de 20.001 a 50.000 ,51.08,32.76,41.92,24.31,27.47,11.69
alcobaca,47.42,31.78,41.79,33.55,27.09,14.75
amargosa,48.32,27.83,30.5,18.03,20.18,8.07
amelia rodrigues,29.92,20.73,23.02,11.09,11.58,4.16
anage,60.33,41.79,84.61,64.11,54.57,32.96
baixa grande,48.28,35.06,64.61,33.3,35.51,15.94
barra,59.15,39.5,54.12,38.06,38.63,21.45
barra da estiva,49.15,22.29,46.63,18.47,27.37,5.73
barra do choca,62.95,41.46,36.69,15.71,24.94,7.61
belmonte,50.91,34.65,27.13,13.91,19.3,7.42
boquira,53.95,38.28,62.1,30.44,40.28,13.9
cachoeira,38.94,27.55,41.99,20.89,23.94,9.38
cacule,37.8,23.04,30.57,14.05,15.15,5.17
caetite,47.78,28.93,42.33,33.75,27.58,15.89
camacan,50.05,33.17,19.14,10.26,12.89,5.12
camamu,60.8,42.1,57.65,33.7,43.11,19.06
campo alegre de lourdes,58.15,35.97,90.46,72.88,55.98,30.25
canarana,38.32,24.51,35.89,20.9,17.38,6.87
canavieiras,48.31,29.35,25.92,16.73,17.52,8.0
candido sales,49.68,32.86,33.32,27.26,19.21,11.89
cansancao,61.97,42.71,71.6,38.72,49.11,20.39
capim grosso,45.91,25.53,16.53,6.96,13.23,3.28
caravelas,50.65,34.37,42.51,18.46,28.61,9.94
carinhanha,58.55,35.85,44.15,30.85,31.34,13.91
castro alves,52.24,34.28,40.25,28.55,26.61,13.22
cicero dantas,59.25,45.21,36.6,18.48,26.86,12.03
coaraci,53.91,31.79,20.25,8.71,13.21,4.36
conceicao da feira,33.95,23.62,19.25,10.49,9.74,3.11
conceicao do jacuipe,32.75,17.61,26.55,10.13,11.72,3.17
conde,60.49,42.02,56.93,28.2,40.74,16.54
coracao de maria,52.73,32.43,72.03,54.51,43.52,23.15
correntina,57.11,28.72,59.51,39.57,40.16,17.77
crisopolis,66.51,43.81,54.68,23.13,40.66,13.26
curaca,52.05,33.89,46.17,31.12,30.24,15.1
encruzilhada,64.61,43.86,55.03,34.97,38.08,18.33
entre rios,48.94,27.62,37.92,19.56,25.06,9.93
esplanada,52.1,36.13,39.97,15.93,26.18,8.64
formosa do rio preto,58.25,34.26,44.22,39.88,33.03,20.64
gandu,49.8,33.7,36.78,18.71,25.41,9.78
guaratinga,58.84,42.4,50.77,32.68,35.17,15.66
iacu,51.25,33.96,26.64,19.98,18.33,9.06
ibicarai,45.81,29.26,19.18,5.48,12.85,2.72
ibirapitanga,67.88,45.46,45.84,33.57,35.65,18.54
ibotirama,43.65,25.32,23.8,15.77,16.18,6.95
iguai,58.46,39.29,45.19,27.69,30.01,15.17
inhambupe,59.32,37.54,37.83,20.75,28.15,10.3
ipiau,44,27.66,18.29,6.44,12.12,3.06
iraquara,41.2,23.5,28.39,19.13,15.91,5.18
irara,49.07,32.04,67.81,47.34,40,18.35
itabela,51.26,34.28,18.68,9.24,11.08,4.51
itacare,57.36,36.61,60.6,38.3,42.82,21.03
itajuipe,47.81,30.16,25.9,13.33,16.67,5.5
itambe,56.29,37.71,30.21,11.73,17.83,4.82
itanhem,46.03,31.51,27.44,23.32,14.45,7.65
itaparica,26.82,11.25,11.04,5.55,4.95,0.81
itapicuru,70.35,54.76,65.43,29.3,50.04,20.12
itiuba,53.37,39.67,70.45,50.33,41.25,24.21
itubera,58.41,33.46,51.68,25.77,39.08,13.75
jaguarari,43.38,21.36,39.74,12.79,24.06,4.06
jeremoabo,65.9,43.05,55.92,36.42,42.2,19.32
joao dourado,48.62,31.2,16.5,10.26,9.83,3.98
laje,58.87,35.54,66.34,41.31,43.21,18.4
lapao,42.78,29.19,24.74,8.93,13.28,3.81
livramento de nossa senhora,46.49,30.68,57.13,31.38,33.78,13.47
macaubas,56.81,38.99,28.83,11.61,21.71,6.39
maracas,51.98,30.94,38.05,19.06,20.66,7.28
maragogipe,51.12,33.15,50.54,37.9,33.75,16.5
mata de sao joao,34.29,15.91,31.74,8.66,15.78,2.56
medeiros neto,45.05,26.94,20.71,12.42,10.93,3.2
miguel calmon,43.49,28.03,41.49,14.63,20.95,5.38
morro do chapeu,49.94,32.78,40.34,27.49,26.13,13.28
mucuri,42.19,22.46,20.01,13.31,12.37,5.53
mundo novo,48.75,34.45,41.13,21.97,25.73,9.87
muritiba,40.72,27.86,44.7,29.42,26.86,13.17
mutuipe,53.84,31.65,53.88,45.64,33.03,17.87
nazare,38.14,26.32,29.12,18.06,19.71,9.85
nova soure,62.49,46.02,40.25,25.32,31.7,16.37
nova vicosa,47.95,23.92,28.82,12.95,19,5.47
olindina,56.72,45.12,41.17,15.87,29.71,10.17
oliveira dos brejinhos,44.23,29.69,23.6,12.56,11.09,3.68
palmas de monte alto,62.14,38.08,65.53,32.09,45.44,15.5
paramirim,39.6,25.95,36.01,12.11,17.69,4.83
paratinga,51.44,35.8,53.86,35.55,31.49,17.3
paripiranga,60.21,43.5,79.03,55.71,53.04,31.21
pilao arcado,56.45,41.64,70.41,58.93,45.47,30.19
pindobacu,48.59,31.69,31.32,10.25,16.82,5.03
piritiba,47.02,26.87,21.84,12.78,13.29,5.99
planalto,57.1,36.88,36.72,27.31,24.02,13.14
pocoes,55,36.68,29.85,16.97,21.87,9.5
pojuca,31.59,12.75,21.97,5.4,13.23,1.78
prado,49.59,29.4,41.46,28.68,27.19,9.99
presidente tancredo neves,60.43,37.5,63.54,47.8,44.7,22.09
queimadas,52.39,35.25,58.67,34.15,36.36,16.63
quijingue,68.02,51.33,70.19,42.42,53.18,26.49
rafael jambeiro,64.03,42.26,77.21,47.0,54.76,25.1
remanso,52.17,39.84,39.38,34.99,27.54,19.77
riachao das neves,63.83,43.48,46.98,36.92,35.02,19.82
riachao do jacuipe,41.25,24.11,33.94,12.39,18.87,5.7
riacho de santana,54.67,38.24,40.61,32.45,27.1,17.1
ribeira do pombal,56.11,40.09,31.56,9.88,23.41,5.96
rio real,52.36,36.75,62.37,27.11,39.69,14.62
ruy barbosa,48.85,33.48,39.19,19.69,24.63,9.19
santa cruz cabralia,42.92,21.55,31.56,11.43,21.75,5.06
santa maria da vitoria,50.92,34.63,29.8,18.54,20.47,10.97
santa rita de cassia,45.35,27.1,46.38,28.57,25.41,11.38
santaluz,54.77,32.9,41.85,24.25,29.83,11.43
santana,51.57,33.04,17.63,7.7,11.11,4.83
santo estevao,50.18,30.72,56.56,16.09,35.34,8.36
sao desiderio,63,37.76,48.43,37.12,37.71,18.56
sao felipe,48.37,29.34,63.08,42.51,35.7,15.63
sao francisco do conde,30.3,14.68,20.78,1.62,9.34,0.94
sao goncalo dos campos,39.31,21.79,42.74,18.22,20.74,5.5
sao sebastiao do passe,36.18,19.22,34.44,9.56,18.85,3.6
seabra,31.62,20.77,25.89,25.37,12.18,8.55
sento se,54.87,36.66,29.04,16.06,19.49,8.87
serra do ramalho,54.33,32.51,17.68,18.04,11.16,7.06
sobradinho,36.24,25.2,6.08,6.79,3.53,3.08
tanhacu,42.33,28.8,60.87,46.2,29.24,17.22
teofilandia,57.72,39.4,73.34,26.79,50.81,14.0
uaua,46.66,28.34,57.12,37.95,33.52,15.8
ubaitaba,53.07,33.22,39.32,10.53,26,5.46
ubata,54.11,37.94,32.24,23.26,22.62,10.23
una,58.17,34.61,52.25,31.29,36.15,14.18
valente,35.77,17.48,24.66,9.27,13.36,2.88
vera cruz,29.55,18.17,16.98,4.5,9.07,2.01
wenceslau guimaraes,67.43,43.76,66.66,49.72,48.48,25.4
xique-xique,54.47,34.33,33.76,17.69,22.83,8.69
de 50.001 a 100.000 ,41.4,26.1,27.74,17.26,18.06,8.57
araci,68.51,51.49,68.19,49.7,54.46,32.99
bom jesus da lapa,44.96,28.38,28.46,21.14,19.14,9.9
brumado,39.51,19.0,28.85,18.33,19.1,7.9
campo formoso,55.15,36.01,49.84,33.98,35.27,16.59
candeias,23.9,11.4,12.12,2.84,5.99,0.95
casa nova,49.81,34.88,48.87,32.76,28.72,13.71
catu,25.7,12.88,16.26,6.15,7.09,2.2
conceicao do coite,47.22,26.76,45.23,16.37,29.36,8.1
cruz das almas,29.28,17.1,25.17,11.67,12.1,4.47
dias d'avila,22.36,11.19,4.92,2.41,2.76,0.56
euclides da cunha,59.38,38.69,40.82,16.75,30.26,8.85
guanambi,37.71,19.62,22.45,13.85,14.8,5.25
ipira,57.66,37.77,54.47,35.91,37.7,19.94
irece,32.8,19.15,4.74,1.64,2.42,0.7
itaberaba,44.01,27.0,22.98,11.33,14.91,5.49
itamaraju,47.87,28.62,24.63,11.39,16.28,5.11
itapetinga,39.39,22.76,4.94,1.44,2.6,0.53
jacobina,39.1,22.61,21.37,10.75,13.46,4.54
jaguaquara,52.22,35.15,28.66,19.53,19.93,9.97
luis eduardo magalhaes,-,12.69,-,2.65,-,0.65
monte santo,65.64,49.79,86.85,64.88,60.67,37.44
santo amaro,31.89,19.0,21.8,14.63,10.69,5.43
santo antonio de jesus,28.81,16.24,16,12.25,8.57,4.61
senhor do bonfim,36.06,22.09,20.19,8.62,13.09,3.73
serrinha,43.85,26.14,36.76,14.44,23.49,7.35
tucano,62.78,43.0,52.87,18.24,39.39,10.63
valenca,47.44,30.59,35.03,27.98,24.89,14.48
de 100.001 a 500.000 ,30.31,17.3,14.14,5.99,8.27,2.54
alagoinhas,28.75,14.95,16.28,5.31,8.48,2.09
barreiras,30.83,15.91,11.47,7.12,6.41,2.57
camacari,23.02,11.66,6.75,2.31,3.57,0.76
eunapolis,36.39,19.1,9.44,4.22,6.18,1.67
ilheus,36.41,20.01,27.28,11.87,16.81,4.86
itabuna,27.65,15.76,7.1,3.49,4.28,1.5
jequie,38.99,21.74,15.43,6.03,10.78,3.15
juazeiro,36.47,21.29,18.16,7.72,10.46,2.95
lauro de freitas,19.02,7.52,4.04,0.13,1.54,0.06
paulo afonso,42.78,24.63,13.98,9.5,9.8,4.53
porto seguro,34.41,18.9,16.29,9.63,9.61,4.1
simoes filho,21.36,10.86,12.58,3.27,5.79,1.14
teixeira de freitas,33.46,19.16,6.54,3.2,3.99,1.24
vitoria da conquista,35.54,20.56,16.38,8.48,10.37,4.08
mais de 500.000 ,13.2,7.86,1.18,0.77,0.42,0.3
feira de santana,25.55,14.31,14.8,3.26,8.03,1.33
salvador,13.2,6.25,1.18,0.15,0.42,0.05
