city,total,married,separated,divorced,widow,single
acorizal,4657,1522,32,21,204,2877
agua boa,13125,4711,205,156,355,7697
alta floresta,36986,14754,550,447,1157,20078
alto araguaia,9313,2948,192,198,409,5565
alto boa vista,4755,1453,56,33,88,3125
alto garcas,6831,2697,146,105,310,3572
alto paraguai,6814,2072,44,54,309,4336
alto taquari,3438,1297,99,52,90,1901
apiacas,5123,1395,61,80,91,3496
araguaiana,2726,895,30,11,115,1675
araguainha,1093,353,28,1,46,664
araputanga,10945,4692,264,99,410,5481
arenapolis,9474,3187,94,93,386,5714
aripuana,20870,8164,208,241,499,11758
barao de melgaco,6130,1953,11,16,222,3927
barra do bugres,21123,7547,359,205,722,12290
barra do garcas,41945,13152,1051,917,1570,25255
brasnorte,7439,2819,123,70,179,4248
caceres,67910,24115,998,970,2300,39527
campinapolis,9243,3956,69,59,216,4943
campo novo do parecis,13714,4692,256,132,232,8402
campo verde,13462,5363,295,82,345,7377
campos de julio,2224,861,99,12,21,1230
canabrava do norte,3591,1358,37,10,112,2075
canarana,11935,4245,160,98,232,7200
carlinda,9565,4787,94,88,272,4323
castanheira,6067,2744,77,36,171,3039
chapada dos guimaraes,12432,4190,75,152,415,7598
claudia,7763,2973,77,106,154,4452
cocalinho,4330,1461,23,52,115,2679
colider,22647,10144,260,237,858,11149
comodoro,11448,4495,225,226,312,6189
confresa,13620,4988,98,100,188,8246
cotriguacu,6334,2540,87,50,131,3526
cuiaba,394007,132214,8892,9645,14687,228569
denise,5629,2390,36,25,171,3007
diamantino,14617,5122,265,204,419,8607
dom aquino,6807,2649,68,83,334,3674
feliz natal,4954,1640,53,14,77,3170
figueiropolis d'oeste,3517,1646,22,29,99,1721
gaucha do norte,3440,1056,32,29,64,2259
general carneiro,3349,800,12,30,152,2356
gloria d'oeste,2757,1226,23,0,148,1360
guaranta do norte,21921,9997,160,242,517,11005
guiratinga,10389,3658,281,189,587,5674
indiavai,1674,671,22,19,85,877
itauba,6520,2687,218,62,218,3336
itiquira,7100,4008,119,93,138,2742
jaciara,19282,7721,301,399,900,9961
jangada,5381,1996,29,22,206,3128
jauru,10056,4281,98,48,401,5229
juara,24248,10316,437,312,879,12303
juina,29588,12204,332,325,946,15782
juruena,4164,1687,28,14,88,2347
juscimeira,9737,4355,189,162,358,4673
lambari d'oeste,3705,1602,29,18,83,1973
lucas do rio verde,15075,6686,176,153,203,7858
luciara,1836,515,35,0,91,1195
marcelandia,10744,3591,208,108,185,6653
matupa,8723,3449,153,161,198,4762
mirassol d'oeste,18604,7761,289,205,832,9517
nobres,11693,3523,49,112,455,7554
nortelandia,5762,1850,98,69,327,3418
nossa senhora do livramento,9841,3553,74,67,396,5751
nova bandeirantes,5328,2171,92,49,114,2902
nova brasilandia,4591,1722,47,0,177,2646
nova canaa do norte,9054,4186,65,69,342,4392
nova guarita,4343,2072,43,25,76,2127
nova lacerda,3132,1403,64,19,74,1573
nova marilandia,1879,737,35,15,47,1045
nova maringa,2907,1009,73,57,63,1706
nova monte verde,5247,2274,36,26,153,2758
nova mutum,11359,4972,61,100,174,6051
nova olimpia,10380,3547,141,136,312,6243
nova ubirata,4335,1764,60,45,58,2408
nova xavantina,14409,4989,315,209,568,8328
novo horizonte do norte,2809,1306,58,13,88,1344
novo mundo,3878,1384,55,32,83,2324
novo sao joaquim,7449,3086,111,72,184,3996
paranaita,8043,3590,123,60,221,4048
paranatinga,11917,4495,116,78,401,6827
pedra preta,10834,4569,159,156,345,5604
peixoto de azevedo,19545,5687,261,155,508,12934
planalto da serra,2282,1020,49,13,67,1132
pocone,24254,7383,242,197,769,15663
pontal do araguaia,2992,1076,57,76,91,1692
ponte branca,1707,914,32,15,98,648
pontes e lacerda,33904,12775,680,371,1103,18975
porto alegre do norte,6621,2019,64,48,179,4310
porto dos gauchos,4372,1706,78,59,119,2410
porto esperidiao,7603,3087,84,43,147,4242
porto estrela,3635,1222,26,16,110,2260
poxoreo,16091,5008,219,296,900,9668
primavera do leste,31342,12319,562,442,840,17179
querencia,5555,1774,71,43,89,3577
reserva do cabacal,1982,907,22,22,92,939
ribeirao cascalheira,6990,1853,117,79,138,4804
ribeiraozinho,1599,518,81,5,50,945
rio branco,4141,1779,59,33,152,2117
rondonopolis,121363,46323,3151,2559,4913,64417
rosario oeste,14722,4839,143,81,541,9119
salto do ceu,3690,1745,54,21,170,1701
santa carmem,2787,1134,13,36,81,1522
santa terezinha,4612,1091,24,14,93,3390
santo afonso,2441,880,15,34,90,1421
santo antonio do leverger,12422,5156,138,61,524,6544
sao felix do araguaia,8253,2687,113,85,237,5131
sao jose do povo,2546,1147,18,14,112,1255
sao jose do rio claro,9777,4214,158,92,317,4997
sao jose do xingu,4545,1662,77,38,49,2719
sao jose dos quatro marcos,16049,7471,131,168,789,7489
sao pedro da cipa,2780,1244,45,30,113,1347
sapezal,6062,2247,82,58,94,3580
sinop,57859,23658,1001,847,1474,30878
sorriso,27691,11634,429,360,713,14554
tabapora,8493,3418,128,39,229,4678
tangara da serra,46980,18667,1010,937,1656,24709
tapurah,8856,3926,175,117,212,4426
terra nova do norte,10816,5573,97,91,239,4815
tesouro,2552,961,76,22,144,1349
torixoreu,3998,1274,72,56,158,2439
uniao do sul,3045,925,44,40,61,1975
varzea grande,170741,62847,3256,2956,5770,95911
vera,6814,2920,155,76,139,3524
vila bela da santissima trindade,9475,3216,133,57,211,5857
vila rica,11944,4317,178,183,250,7016
