city,2000_responsable_illiterate,2010_responsable_illiterate,2000_inappropriate_residence,2010_inappropriate_residence,2000_responsable_illiterate_and_inappropriate_residence,2010_responsable_illiterate_and_inappropriate_residence
santana do manhuacu,34.5,20.1,45.5,40.99,14.31,8.69
santo antonio do retiro,56.04,33.91,52.79,43.43,34.92,18.04
sao domingos das dores,29.36,11.78,60.94,3.59,16.62,0.4
sao francisco de paula,27.51,10.66,21.11,7.48,7.71,1.59
sao francisco de sales,12.99,7.38,33.07,17.14,4.33,1.08
sao francisco do gloria,29.46,15.64,41.88,33.52,14.65,5.31
sao goncalo do abaete,18.54,12.66,21.87,12.83,6.66,2.8
sao goncalo do rio abaixo,22.96,12.26,43,2.7,11.67,0.67
sao joao batista do gloria,13.75,6.86,20.69,3.53,4.34,0.0
sao joao do manteninha,25.41,16.96,21.91,7.73,5.13,1.5
sao joao do oriente,21.98,13.18,20.26,12.38,5.39,1.77
sao jose da barra,9.08,6.14,29.5,2.35,3.24,0.18
sao jose do goiabal,32.16,15.33,30.99,15.57,10.55,3.07
sao jose do jacuri,37.41,23.0,76.77,60.14,30.56,14.99
sao miguel do anta,28.37,17.58,44.5,31.52,14.57,6.06
sao pedro da uniao,16.16,7.33,34.65,26.39,3.59,2.93
sao pedro do suacui,38.92,21.27,51.99,32.58,22.3,8.37
sao pedro dos ferros,26.84,15.29,20.97,9.12,7.46,1.12
sao roque de minas,10.79,6.88,35.87,25.21,3.97,2.08
sao sebastiao do anta,35.16,18.68,43.92,18.15,14.24,2.67
sao sebastiao do oeste,17.03,10.29,55.95,13.45,9.46,1.89
sao thome das letras,25.82,11.76,25.57,16.13,11.27,5.5
sao tomas de aquino,20.54,11.54,29.1,23.74,6.23,2.6
sao vicente de minas,22.19,10.06,11.53,13.68,3.46,1.81
sapucai-mirim,20.47,11.96,28.57,3.33,9.34,1.18
sardoa,33.74,19.8,58.28,38.78,20.09,9.59
senador amaral,19.81,7.08,27.99,10.0,4.87,1.04
senador firmino,21.43,6.32,32.65,19.96,10.37,0.99
senhora de oliveira,34.36,17.31,42.79,18.51,17.5,3.37
sericita,37.92,19.12,52.37,47.24,21.97,9.16
serra dos aimores,36.59,20.05,11.24,7.13,4.45,1.35
serrania,23.33,17.43,15.47,2.22,6.21,0.59
silvianopolis,19.28,18.98,49.91,9.71,13.51,3.97
sobralia,29.87,19.27,30.01,22.92,8.78,5.88
soledade de minas,14.29,9.18,27.12,9.18,4.97,2.86
tiradentes,14.4,5.25,15.86,5.25,5.02,0.4
tiros,9.02,5.79,24.81,18.04,2.71,1.34
toledo,21.25,11.32,49.64,3.42,11.79,1.28
tombos,17.56,12.22,35.02,13.33,8.59,4.44
tumiritinga,23.86,17.99,23.16,22.61,3.74,6.27
vargem alegre,26.33,20.39,23.67,11.93,7.58,3.25
varjao de minas,14.5,5.72,15.85,6.73,1.52,0.34
verdelandia,64.53,38.66,42.38,34.81,26.48,16.96
veredinha,35.11,14.81,26.7,22.44,14.24,5.23
virginia,20.79,9.72,41.68,35.8,10.07,4.48
virgolandia,34.87,25.62,48.66,31.97,20.77,9.52
volta grande,22.74,14.53,21.19,17.73,8.29,5.67
de 10.001 a 20.000 ,26.75,16.55,30.66,20.93,11.76,5.79
abre campo,25.6,13.72,53.9,43.0,17.25,7.73
acucena,33.56,23.23,52.76,38.27,21.13,9.87
agua boa,58.69,38.28,64.22,39.51,43.2,20.3
aguas formosas,50.12,28.32,29.17,21.33,18.84,8.06
aguas vermelhas,53.29,35.25,27.76,10.08,20.36,5.49
alpinopolis,11.87,6.74,20.02,9.65,2.04,1.06
alterosa,15.21,7.96,25.63,18.12,3.32,1.25
alto rio doce,27.16,20.07,57.07,47.13,18.65,12.97
alvinopolis,24.24,12.5,28.55,15.83,10.02,2.7
andrelandia,17.74,8.46,18.96,16.09,4.78,1.91
antonio carlos,24.52,13.69,24.87,19.85,8.41,4.52
areado,14.42,4.65,20.23,7.48,3.43,0.27
arinos,31.89,15.58,42.18,34.03,15.73,7.56
astolfo dutra,14.98,6.2,11.4,4.84,1.38,0.21
ataleia,46.94,27.01,53.36,37.63,28.15,12.04
baependi,19.6,10.18,29.28,17.12,8.73,3.17
barroso,13.14,6.25,5.52,1.29,1.74,0.26
bela vista de minas,14.39,10.56,8.31,3.1,1.97,0.69
berilo,42.74,27.13,41.22,52.13,22.62,18.39
bicas,13.99,9.2,8.38,3.62,3.69,0.31
bom jesus do galho,29.99,18.63,39.68,30.24,10.03,5.85
bom repouso,20.51,10.13,39.95,8.67,9.14,1.22
bom sucesso,24.69,15.38,18.06,9.72,5.04,1.61
borda da mata,11.77,3.81,16.99,6.88,2.18,0.58
botelhos,13.3,6.2,28.46,8.05,4.66,0.93
brasilandia de minas,21.41,13.12,12.45,9.69,2.89,2.11
brasopolis,16.56,8.11,26.74,9.47,4.34,1.76
bueno brandao,13.39,5.67,50.19,19.26,7.8,2.37
buenopolis,37.24,17.4,20.02,23.96,9.93,6.68
cabo verde,19.76,9.69,52.95,11.48,13.61,1.22
cachoeira de minas,13.73,8.53,36.94,6.91,7.53,0.81
caetanopolis,13.7,10.18,19.06,20.22,3.08,3.07
caldas,8.79,7.1,36.41,23.04,4,1.18
cambuquira,21.27,11.54,19.03,9.6,6.42,0.97
campanha,19.49,11.02,18.43,11.68,6.37,2.3
campina verde,11.57,6.75,32.33,17.39,3.4,1.24
campo do meio,16.75,9.27,10.2,9.39,1.87,0.56
campos altos,16.91,9.77,11.45,6.23,1.5,0.23
canapolis,18.63,17.42,14.16,8.71,2.37,1.21
candeias,19.7,10.49,34.85,18.64,8.26,2.01
capinopolis,17.86,11.23,6.36,2.47,0.8,0.56
capitao eneas,43.77,26.01,11.54,15.46,4.57,3.88
carmo da cachoeira,27.01,14.57,32.43,17.6,13.54,2.47
carmo da mata,13.13,8.23,18.29,9.83,2.53,2.12
carmo de minas,20.79,13.31,12.5,11.09,3.2,2.54
carmopolis de minas,12.6,3.19,23.22,6.22,4.37,0.31
cassia,16.77,9.83,10.26,8.99,2.21,1.31
centralina,19.21,11.13,4.57,5.0,1.14,0.25
chapada do norte,57.07,36.46,63.14,56.14,45.12,27.36
chapada gaucha,41.09,19.7,53.1,39.33,26.79,12.31
conceicao do mato dentro,37.97,23.79,37.97,28.0,19.95,9.82
conceicao do rio verde,28.71,17.31,14.35,7.35,5.28,1.88
conceicao dos ouros,12.25,4.82,16.53,3.14,1.99,0.34
congonhal,10.87,4.56,24.39,14.8,3.7,0.55
coroaci,23.41,19.28,57.27,36.35,14.32,8.93
cristais,14.9,7.25,29.37,14.39,5.08,2.16
cristina,20.04,7.84,27.36,17.06,5.67,1.24
cruzilia,15.9,8.9,10.6,6.07,2.17,0.78
divino,29.31,15.55,50.76,36.46,16.58,6.87
dores do indaia,19.74,10.06,8.37,4.97,1.39,1.36
engenheiro caldas,33.39,17.67,17.41,8.38,6.39,1.47
entre rios de minas,15.81,8.76,28.6,20.84,5.74,3.6
ervalia,30.42,12.4,52.38,34.86,17.81,5.07
estiva,17.91,6.13,38.04,10.49,8.22,1.77
eugenopolis,19.46,10.92,36.47,17.04,9.84,2.86
felixlandia,22.27,8.9,22.94,13.31,6.09,2.07
ferros,40.77,24.97,60.06,51.55,30.03,15.16
fervedouro,31.64,18.0,64.53,52.1,22.4,11.1
francisco badaro,47.49,27.9,34.14,26.24,19.8,8.9
fronteira,15.03,14.31,9.15,0.22,1.74,0.0
gouveia,19.59,10.65,27.25,6.63,8.37,1.66
grao mogol,46.65,25.54,42.44,48.28,26.18,16.38
guape,13.96,8.65,31.66,20.46,4.83,2.31
guaraciaba,35.84,18.59,62.41,44.68,25.64,9.6
guaranesia,15.82,11.64,15.38,1.74,4.23,0.45
iapu,25.72,13.74,32.4,21.18,11.59,3.08
ibiraci,21.03,8.67,26.72,3.98,6.4,0.53
icarai de minas,44.41,21.02,39.72,15.55,19.62,5.09
ilicinea,17.17,9.01,22.27,17.5,2.75,1.59
ipaba,21.99,10.98,6.45,2.13,1.89,0.63
ipanema,25.93,14.47,24.35,14.98,7.21,2.98
itabirinha,31.6,18.35,26.69,17.81,7.61,3.8
itacarambi,44.56,25.3,8.49,14.7,4.8,6.04
itaguara,11.84,6.38,24.12,9.41,3.77,0.67
itaipe,57.19,34.49,66.52,48.23,44.29,20.11
itamogi,16.77,9.92,31.8,19.15,6.18,2.62
itamonte,12.27,5.84,15.38,3.25,3.51,0.0
itanhandu,9.67,4.55,6.15,0.8,0.82,0.0
itanhomi,29.11,14.87,32.75,20.7,12.24,3.52
itapagipe,10.44,4.6,38.07,20.54,3.69,0.83
itau de minas,5.84,2.84,2.16,0.57,0.36,0.09
itinga,46.15,28.48,43.61,32.12,24.89,12.34
jaboticatubas,23.57,13.85,43.42,21.13,14.25,5.19
jacinto,49.57,33.36,19.74,14.26,9.63,4.3
jequeri,36.94,13.52,54.35,39.75,23.88,7.17
joaima,57.83,38.15,32.18,33.61,22.09,16.58
jordania,45.28,31.76,24.04,23.13,13.54,9.21
ladainha,63.42,49.36,79.46,70.23,54.91,40.41
lagoa dourada,13.22,5.61,23.95,15.43,3.19,1.22
lagoa formosa,11.35,11.69,29.29,19.32,2.45,2.65
lajinha,34.8,17.6,41.06,35.79,17.7,8.65
lambari,11.34,6.14,17.66,7.65,2.18,1.0
lima duarte,18.88,10.46,16.18,8.12,4.5,1.9
luz,14.67,7.47,14.14,8.59,2.56,1.61
malacacheta,53.64,35.44,46.43,31.05,30.18,15.28
manga,48.38,35.29,24.86,20.2,15.87,9.42
mar de espanha,16.73,13.91,12.96,8.8,3.58,1.19
maria da fe,18.17,10.33,31.3,9.32,5.86,0.91
mario campos,16.52,9.44,8.91,1.3,2.73,0.33
martinho campos,11.15,5.63,18.9,10.44,3.33,0.61
matias barbosa,13.74,7.46,10.65,4.65,2.93,0.86
matipo,33.26,21.03,28.2,20.29,10.6,4.88
mato verde,42.17,24.79,14.39,9.01,7.97,2.68
merces,26.21,13.15,38.18,18.18,13.45,2.94
mirabela,40.97,22.23,20.09,10.27,8.3,2.04
miradouro,27.8,12.52,35.16,28.65,13.67,5.42
mirai,23.83,15.65,23.76,11.85,9.7,2.31
montalvania,45.52,24.01,47.09,24.29,23.1,8.24
monte alegre de minas,15.27,10.7,25.28,21.75,3.03,2.04
monte belo,17.1,10.85,24.06,15.94,2.98,1.62
nova era,16.32,8.6,9.19,2.54,2.22,0.41
nova ponte,16.98,9.42,19.87,9.86,3.45,0.62
nova resende,13.04,4.77,48.77,26.12,6.81,1.39
novo oriente de minas,63.3,44.79,55.33,47.37,41.61,27.44
padre paraiso,45.66,30.13,41.27,27.51,20.84,9.71
papagaios,23.87,13.91,13.58,13.09,5.15,2.96
paraisopolis,13.25,7.13,14.76,5.72,3.68,1.34
passa quatro,13.66,5.21,11.44,2.03,2.75,0.18
pecanha,41.45,22.45,56.52,45.57,27.69,12.42
pedralva,17.26,11.28,48.69,15.88,9.17,2.76
pedras de maria da cruz,48.5,25.05,29.99,25.05,16.17,7.91
perdizes,12.84,9.83,31.49,16.97,4.33,1.0
piranga,34.22,16.0,68.72,55.93,27.7,9.38
pirapetinga,15.36,8.18,13.63,8.74,4.7,1.39
pirauba,15.15,8.12,22.63,10.79,3.84,1.21
planura,18.35,10.9,2.46,2.48,0.49,0.0
poco fundo,9.09,7.12,43.72,26.78,4.62,2.23
ponto dos volantes,55.81,34.64,64.47,49.2,40.76,22.64
porto firme,35.15,18.55,57.63,42.54,24.23,9.62
pote,51.15,36.23,50.33,35.15,29.86,15.74
presidente olegario,13.56,7.57,31.12,21.29,4.4,1.85
raposos,12.42,5.0,3.68,1.17,1.45,0.25
recreio,20.88,16.67,10.9,8.26,3.71,2.75
resende costa,11.65,7.51,18.19,5.05,3.66,0.26
resplendor,24.45,12.19,20.72,16.96,6.11,3.32
rio casca,24.43,12.84,23.57,12.84,8.08,1.72
rio paranaiba,9.15,9.74,32.56,26.73,1.45,2.27
rio piracicaba,17.64,9.56,20.23,6.9,5.45,1.28
rio pomba,20.38,10.54,18.08,12.84,5.56,2.3
rio vermelho,46.48,33.44,67.12,52.49,35.93,20.2
sabinopolis,39.04,23.83,39.88,31.74,21.03,10.12
santa juliana,14.5,8.01,18.55,3.45,2.09,0.1
santa margarida,21.11,14.35,55.55,26.34,11.4,3.72
santa maria de itabira,32.82,18.71,36.87,21.87,16.18,6.09
santa maria do suacui,45.52,29.68,38.18,25.92,24.12,10.1
santa vitoria,18.75,10.46,20.87,11.17,2.65,1.85
santo antonio do amparo,27.27,15.23,10.85,4.6,3.03,0.72
santo antonio do jacinto,58.52,34.24,47.06,33.89,30.84,12.58
sao domingos do prata,20.51,11.15,43.83,27.34,10.52,4.07
sao geraldo,19.21,10.52,24.61,19.81,5.79,4.64
sao goncalo do para,12.89,7.14,8.85,4.05,2.21,0.36
sao joao das missoes,67.52,51.56,49.97,51.32,38.63,31.29
sao joao do manhuacu,29.15,13.14,49.39,34.9,16.87,5.72
sao joao evangelista,34.17,20.05,38.65,23.52,16.73,7.42
sao jose da lapa,12.47,7.18,2.52,1.03,1.09,0.24
sao romao,37.56,23.17,28.58,27.83,12.61,7.41
sao sebastiao do maranhao,47.66,31.23,70.43,63.16,38.22,21.92
sao tiago,13.47,6.59,19.77,11.37,3.01,0.9
senhora dos remedios,26.45,13.75,30.29,25.14,12.55,5.14
serra do salitre,21.5,11.51,28.37,20.45,4.41,2.47
setubinha,73.29,50.62,82.9,74.04,64.99,40.55
simonesia,29.53,17.41,61.07,53.5,20.61,10.4
tarumirim,27.24,13.66,47.55,29.34,14.15,5.28
teixeiras,18.28,9.14,35.75,22.58,7.35,1.83
tocantins,17.79,7.53,20.47,10.35,4.66,1.11
turmalina,31.98,12.63,31.17,23.25,15.13,5.37
ubai,44.18,31.07,59.59,13.68,31.39,4.66
ubaporanga,23.41,15.18,49.47,33.14,12.31,5.38
urucania,32.74,23.5,23.31,5.9,6.69,1.36
urucuia,36.08,17.46,48.97,42.14,19.62,9.98
varzelandia,54.82,34.27,41.31,18.85,26.9,7.12
vazante,10.54,4.45,13.24,9.91,2.31,0.82
virgem da lapa,40.99,28.56,33.2,30.1,15.91,12.21
virginopolis,23.78,14.3,40.78,29.44,11.65,6.32
de 20.001 a 50.000 ,24.72,13.76,21.3,12.91,9.1,3.8
abaete,15.27,8.89,15.97,11.5,3.63,1.4
aimores,25.63,13.03,23.55,15.3,8.66,3.02
alem paraiba,17.16,7.98,8.36,4.54,3.47,1.17
almenara,48.94,28.28,21.6,18.59,16.47,8.69
andradas,13.82,7.82,19.86,6.18,3.18,0.8
aracuai,36.36,23.66,39.27,24.54,17.98,9.5
arcos,6.95,3.7,7.53,2.12,0.44,0.19
bambui,10.87,7.27,14.93,11.23,2.63,1.44
barao de cocais,15.56,5.95,7.12,1.2,2.45,0.12
belo oriente,23.41,10.0,20.21,7.94,6.56,1.54
boa esperanca,16.14,9.24,20.1,7.63,4.34,0.64
bocaiuva,28.52,15.18,18.86,13.39,9.13,3.43
bom despacho,11.08,5.85,7.19,6.3,1.29,0.98
brasilia de minas,34.94,17.28,27.39,24.86,12.18,6.43
brumadinho,13.71,6.99,17.85,2.47,4.15,0.19
buritis,28.9,14.3,26,22.43,8.35,5.07
buritizeiro,33.41,19.77,18.53,10.46,8.35,3.1
caete,13.96,5.65,9.11,4.98,2.28,0.32
camanducaia,17.4,10.27,12.87,2.87,3.85,0.67
cambui,9.71,4.76,13.17,0.84,2.6,0.06
campestre,15.02,7.33,40.49,27.28,7.4,2.64
campos gerais,20.47,11.49,27.92,24.21,6.22,2.48
capelinha,42,24.83,31.11,25.14,17.24,9.07
carai,51.97,35.17,60.17,53.7,34.91,23.25
carandai,12.43,7.52,14.48,7.64,2.36,1.25
carangola,19.33,11.26,20.67,14.94,6.89,2.7
carlos chagas,42.68,24.86,35.63,27.66,18.11,8.16
carmo do cajuru,9.23,5.66,8.17,2.36,1.56,0.19
carmo do paranaiba,13.22,8.64,13.65,7.84,2.41,0.98
carmo do rio claro,15.05,9.22,34.17,10.49,5.59,1.64
caxambu,11.44,7.2,2.57,0.45,0.43,0.0
claudio,7.65,3.84,15.66,3.42,1.82,0.38
conceicao das alagoas,16.64,12.12,14.24,4.49,2.82,0.85
congonhas,9.33,4.96,3.61,0.94,0.6,0.08
conselheiro pena,26.89,15.71,23.45,15.5,8.33,3.94
coracao de jesus,34.17,20.31,32.13,41.88,13.32,10.11
corinto,21.77,14.52,15.68,4.64,5.91,0.82
coromandel,12.59,5.74,21.07,19.88,3.18,0.85
diamantina,24.48,14.36,18.01,9.27,9.36,3.58
eloi mendes,19.87,10.31,22.97,10.41,7.81,1.77
espera feliz,26.29,17.42,46.55,24.46,13.56,5.93
espinosa,46.6,29.82,29.39,20.36,18.23,9.09
extrema,12.33,4.73,11.05,0.71,2.15,0.18
francisco sa,44.71,27.14,43.51,31.15,23.76,11.95
guanhaes,25.37,14.24,25.17,13.0,10.97,4.15
guaxupe,14.36,7.55,6.21,2.6,2.17,0.4
ibia,13.8,6.75,14.34,12.63,3.29,0.75
igarape,15.06,6.92,12.05,2.8,3.04,0.62
inhapim,25.57,12.84,52.63,31.45,16.32,5.1
itabirito,9.94,4.84,4.68,1.18,1.73,0.19
itamarandiba,38.68,21.32,38.36,27.08,21.33,8.92
itambacuri,44.46,26.29,40.37,28.54,24.94,11.01
itaobim,42.09,22.91,17.68,15.05,10.98,6.34
itapecerica,15.82,10.96,16.91,13.02,4.29,2.85
iturama,14.04,9.97,9.08,3.71,2.14,0.67
jacutinga,17.17,6.97,22.15,6.13,8.53,1.31
jaiba,44.44,27.21,22.83,17.48,14.44,7.83
jequitinhonha,52.19,34.32,26.56,30.23,19.53,15.09
joao pinheiro,22.13,12.22,18.31,8.05,5.07,1.16
juatuba,16.72,7.8,19.71,3.25,4.89,0.55
lagoa da prata,11.96,6.99,2.63,1.99,0.48,0.22
machado,18.45,11.4,21.19,8.5,5.77,1.89
manhumirim,25.34,15.04,22.81,18.15,7.21,3.54
mantena,25.77,14.92,28.01,17.24,10.19,3.68
mateus leme,15.31,7.82,28.47,5.34,6.78,0.84
matozinhos,11.48,5.9,2.54,1.56,0.53,0.4
medina,44.58,26.82,31.39,18.87,18,7.69
minas novas,58.24,35.97,52.69,54.06,36.55,25.58
monte azul,39.72,20.21,49.47,12.09,24.92,3.77
monte carmelo,14.41,8.66,10.28,5.34,1.85,0.71
monte santo de minas,15.59,9.22,20.88,15.4,5.38,2.36
monte siao,12.66,4.72,27.72,3.74,4.7,0.49
mutum,32.76,17.61,54.67,46.73,20.87,9.42
muzambinho,11.67,5.16,27.18,7.38,3.84,0.54
nanuque,26.34,16.11,6.59,5.42,2.88,1.27
nepomuceno,21.3,13.73,27.75,18.61,7.27,2.97
novo cruzeiro,63.86,40.32,72.07,58.79,51.82,28.57
oliveira,14.42,6.91,11.95,4.65,2.21,0.59
ouro branco,13.99,6.79,12.86,3.98,4.71,0.62
ouro fino,14.44,8.46,21.3,4.98,5.58,0.78
paraguacu,11.69,7.96,21.5,13.21,3.7,1.19
paraopeba,15.31,8.03,15.36,14.29,4.36,2.09
pedra azul,47.33,30.4,18.53,11.14,13.13,6.13
perdoes,12.33,6.86,10,3.12,1.5,0.55
pitangui,15.28,7.43,5.95,1.77,1.75,0.43
piumhi,13.59,7.6,8.87,4.57,1.93,0.95
pompeu,24.12,14.28,13.53,9.14,4.4,1.44
porteirinha,42.89,23.96,35.92,26.3,21.8,9.14
prata,16.18,8.87,28.35,20.35,4.42,2.67
raul soares,25.56,14.68,44.11,34.11,13.31,6.95
rio pardo de minas,51.24,28.38,58.02,31.73,35.8,12.31
sacramento,11.54,7.12,17.58,11.08,2.97,1.02
salinas,33.8,18.12,23.02,11.92,12.05,3.57
santa barbara,16.03,7.86,7.24,3.85,2.59,0.54
santa rita do sapucai,17.58,10.6,16.13,11.85,6.6,2.67
santana do paraiso,18.05,7.58,15.63,1.52,3.95,0.27
santo antonio do monte,9.25,4.68,14.5,8.37,2.29,0.76
santos dumont,14.71,7.63,11.47,3.5,3.65,0.54
sao goncalo do sapucai,15.31,10.4,16.41,9.14,3.97,1.73
sao gotardo,12.79,9.97,7.7,3.37,1.5,0.3
sao joao da ponte,57.43,38.48,27.18,13.4,17.85,5.96
sao joao do paraiso,59.16,34.73,47.69,25.08,35.56,13.45
sao joao nepomuceno,11.4,6.73,6.06,3.22,1.14,0.7
sao joaquim de bicas,20.62,9.34,21.61,2.26,7.63,0.26
sao lourenco,9.69,3.66,1.14,0.27,0.19,0.0
sarzedo,11.51,5.29,4.39,0.64,1.25,0.16
serro,42.54,27.8,39.6,36.02,22.76,15.08
taiobeiras,39.45,21.07,14.85,9.05,8.02,3.0
tres marias,14.93,7.67,6.08,4.07,1.53,0.59
tupaciguara,16.67,10.61,10.52,5.76,1.36,0.62
varzea da palma,27.55,14.9,8.37,6.53,3.55,1.65
visconde do rio branco,21.14,9.88,11.91,7.16,2.86,0.97
de 50.001 a 100.000 ,15.36,8.38,10.25,5.87,3.41,1.3
alfenas,12.26,6.24,6.04,3.17,1.53,0.32
araxa,8.66,4.49,2.33,1.34,0.38,0.09
campo belo,12.95,6.15,5.38,2.78,1.23,0.3
caratinga,19.95,10.09,24.56,12.92,7.48,2.29
cataguases,11.86,7.63,5.33,4.06,1.54,1.09
curvelo,18.95,10.7,10.75,7.15,3.29,1.37
esmeraldas,17.09,10.33,39.06,9.07,8.42,1.6
formiga,9.69,5.14,8.07,3.58,1.1,0.38
frutal,10.33,7.55,11.05,7.39,1.43,0.45
itajuba,8.29,4.23,2.85,0.59,0.56,0.09
itauna,8.04,3.81,5.13,1.13,0.98,0.11
ituiutaba,12.86,9.19,5.58,3.15,1.23,0.72
janauba,33.4,18.68,12.81,5.39,6.8,2.04
januaria,37.71,24.59,47.7,25.77,25.06,11.2
joao monlevade,9.18,5.34,1.23,0.24,0.2,0.04
lagoa santa,12.31,6.5,5.38,1.32,1.46,0.34
lavras,8.31,4.7,5.46,2.97,0.88,0.48
leopoldina,15.6,8.13,11.09,6.71,3.47,1.25
manhuacu,19.72,10.11,21.67,10.91,5.99,1.65
mariana,19.26,8.86,11.55,4.37,4.42,1.17
nova lima,8.03,3.6,1.26,0.18,0.2,0.02
nova serrana,10.98,6.45,4.03,1.25,0.71,0.15
ouro preto,13.71,6.77,10.64,5.19,3,0.85
para de minas,10.1,4.14,4.16,1.37,1.32,0.13
paracatu,17.81,9.26,13.17,7.12,3.65,1.25
patrocinio,14.97,7.66,12.73,7.9,2.66,0.58
pedro leopoldo,13.28,5.87,5.32,2.21,1.53,0.23
pirapora,17.63,9.74,3.37,1.71,1.34,0.18
ponte nova,16.92,9.05,10.82,5.62,4.08,1.15
sao francisco,38.45,22.88,36.75,26.06,16.61,8.32
sao joao del rei,8.09,4.15,6.57,2.2,1.21,0.18
sao sebastiao do paraiso,12.12,7.14,7.04,2.43,1.6,0.36
timoteo,9.55,5.12,2.14,1.15,0.73,0.16
tres coracoes,16.38,8.16,8.49,4.93,3.33,1.13
tres pontas,16.53,9.3,22.85,14.38,6.5,2.33
unai,17.11,8.47,17.92,11.96,4.13,2.03
vicosa,13.9,6.94,7.05,2.86,1.95,0.51
de 100.001 a 500.000 ,11.73,6.11,4.35,2.29,1.31,0.47
araguari,8.68,4.92,10.15,5.28,2.18,0.6
barbacena,11.95,5.32,8.58,5.38,1.9,0.68
betim,12.12,5.58,1.62,0.45,0.6,0.09
conselheiro lafaiete,8.41,4.87,5.71,1.35,1.12,0.24
coronel fabriciano,13.31,6.48,2.33,0.67,1.12,0.2
divinopolis,6.19,3.35,3.35,1.06,0.64,0.11
governador valadares,15.69,8.27,5.27,3.33,1.97,0.85
ibirite,12.2,5.35,0.91,0.27,0.23,0.0
ipatinga,10.41,4.9,0.64,0.09,0.21,0.02
itabira,17.29,8.57,8.56,3.43,3.2,0.96
montes claros,16.27,7.75,4.69,3.7,1.81,0.86
muriae,15.85,7.4,8.83,4.69,2.19,0.71
passos,10.88,5.67,5.97,2.52,1.04,0.34
patos de minas,7.99,3.95,7.48,5.81,0.65,0.29
pocos de caldas,6.43,2.85,3.29,0.87,0.69,0.11
pouso alegre,8.75,5.12,5.76,1.84,1.09,0.22
ribeirao das neves,12.96,6.05,5.84,0.42,1.18,0.05
sabara,12.98,6.2,5.65,1.51,1.25,0.22
santa luzia,11.83,5.12,3.18,1.39,0.87,0.2
sete lagoas,11.43,5.63,2.12,1.47,0.5,0.14
teofilo otoni,29.67,16.29,18.95,14.41,10.74,5.16
uba,12.26,6.33,6.43,2.84,1.71,0.62
uberaba,8.63,4.75,3.7,1.52,0.76,0.13
varginha,10.87,5.54,5.96,1.95,2,0.4
vespasiano,14.45,6.47,3.67,0.2,0.95,0.0
mais de 500.000 ,8.08,3.81,0.56,0.27,0.14,0.04
belo horizonte,8.34,3.84,0.32,0.06,0.1,0.0
contagem,8.4,3.9,0.58,0.15,0.12,0.01
juiz de fora,7.45,3.97,1.29,0.73,0.32,0.17
uberlandia,6.58,3.49,1.54,0.79,0.34,0.08
