city,2000_total,2010_total,2000_15_to_24_years,2010_15_to_24_years,2000_25_to_59_years,2010_25_to_59_years,2000_60_to_more_years,2010_60_to_more_years
barbacena,8.53,5.45,2,0.88,7.38,3.94,26.13,17.53
betim,8.55,5.34,1.86,0.92,8.24,3.86,39.77,27.48
conselheiro lafaiete,5.45,3.54,1.38,0.7,4.63,2.51,19.04,12.45
coronel fabriciano,8.75,6.06,1.68,0.94,7.37,3.82,35.26,24.48
divinopolis,5.78,3.78,1.21,0.63,4.47,2.34,23.51,15.04
governador valadares,10.47,7.58,2.35,1.26,9.32,5.17,35.64,26.9
ibirite,9.26,5.96,2.16,1.19,9.01,4.43,45.24,30.42
ipatinga,7.1,5.04,1.3,0.82,6.15,3.2,34.99,22.81
itabira,9.65,6.34,2.52,1.27,8.68,4.38,34.01,23.79
montes claros,9.93,6.25,2.18,1.05,9.44,4.52,39.22,26.55
muriae,11.46,7.62,2.43,1.19,9.77,5.17,35.27,25.46
passos,9.04,5.52,1.78,0.89,7.53,3.67,30.61,19.23
patos de minas,7.77,5.47,1.36,0.69,5.85,3.1,32.56,22.45
pocos de caldas,5.68,3.69,1.17,0.6,4.1,2.2,21.18,13.13
pouso alegre,6.3,3.99,1.65,0.74,5.1,2.89,23.33,14.25
ribeirao das neves,9.37,6.31,2.21,1.32,9.32,4.74,43.97,30.25
sabara,7.99,4.96,2.24,0.83,7.39,3.62,29.41,19.48
santa luzia,7.8,4.79,1.97,1.03,7.33,3.41,33.57,20.77
sete lagoas,6.33,3.99,1.58,0.98,5.78,3.06,22.24,13.98
teofilo otoni,18.35,12.95,4.96,1.9,17.23,9.96,49.58,39.46
uba,9.65,5.81,2.3,1.2,8.04,3.92,32.74,21.88
uberaba,6.27,4.22,1.59,0.85,5.07,2.98,20.44,13.81
varginha,7.1,4.65,1.44,0.74,6.14,3.17,26.64,17.9
vespasiano,9.57,5.88,2.46,1.02,9.82,4.61,37.02,26.56
mais de 500.000 ,4.91,3.15,1.35,0.7,4.23,2.17,17.22,10.89
belo horizonte,4.62,2.87,1.36,0.68,4.03,1.99,14.89,9.43
contagem,5.62,3.56,1.42,0.79,4.93,2.45,24.77,15.08
juiz de fora,4.71,3.27,1.31,0.72,3.72,2.25,14.97,10.21
uberlandia,5.45,3.74,1.22,0.64,4.41,2.58,23.22,15.0
