city,2000_suitable,2010_suitable,2000_semi_suitable,2010_semi_suitable,2000_inappropriate,2010_inappropriate
vermelho novo,24.85,34.3,11.01,11.96,64.14,53.75
vieiras,32.62,46.74,18.49,23.8,48.89,29.47
wenceslau braz,39.39,14.69,56.66,82.76,3.95,2.55
de 5.001 a 10.000 ,38.23,48.39,29.06,30.02,32.71,21.59
abadia dos dourados,51.79,58.77,10.96,8.17,37.26,33.06
aiuruoca,29.85,33.14,31.81,43.0,38.35,23.86
alfredo vasconcelos,40.28,58.17,21.15,27.12,38.57,14.71
alpercata,34.71,59.41,40.2,22.49,25.08,18.1
alto caparao,49.65,60.89,27.5,30.27,22.85,8.83
alto jequitiba,37.84,45.59,20.28,21.81,41.88,32.6
amparo do serra,37.2,42.84,17.44,16.03,45.36,41.13
angelandia,18.33,37.2,29.69,21.3,51.98,41.5
antonio dias,20.48,39.04,27.3,21.75,52.22,39.21
araponga,15.89,29.02,21.2,22.4,62.91,48.59
arapora,86.49,94.09,11.08,2.34,2.43,3.57
araujos,64.63,79.01,24.51,14.89,10.86,6.1
arceburgo,80.33,85.38,5.04,7.27,14.63,7.34
baldim,40.77,51.44,34.45,32.1,24.79,16.46
bandeira do sul,73.09,83.24,11.42,14.01,15.49,2.75
barao de monte alto,45.44,72.26,27.96,14.69,26.6,13.05
barra longa,25.97,38.49,38.97,35.45,35.06,26.07
belo vale,29.44,36.83,21.58,28.49,48.98,34.68
bocaina de minas,19.85,31.84,46.77,49.3,33.38,18.86
bom jardim de minas,70.99,76.96,14.61,15.19,14.4,7.84
bom jesus do amparo,37.74,47.5,19.6,29.16,42.66,23.34
bonfim,21.97,37.28,21.34,30.23,56.68,32.49
bonfinopolis de minas,43.97,63.27,25.37,13.27,30.67,23.46
bonito de minas,11.13,0.26,22.64,34.34,66.24,65.39
botumirim,0.13,16.17,46.37,39.41,53.49,44.42
braunas,14.05,26.14,20.41,17.59,65.53,56.27
cabeceira grande,0.18,9.14,75.87,75.63,23.95,15.23
cachoeira de pajeu,10.6,19.36,44.97,39.51,44.43,41.12
campo florido,57.96,70.31,15.46,6.0,26.59,23.68
cana verde,44.02,71.65,39.38,23.24,16.6,5.11
caparao,26.82,25.96,16.4,47.01,56.78,27.03
capetinga,71.85,84.96,11.65,13.75,16.49,1.29
capim branco,41.69,23.12,52.02,72.8,6.29,4.08
capitolio,70.69,77.31,6.33,16.37,22.98,6.32
caputira,43.18,46.35,7.69,14.54,49.13,39.1
carbonita,42.89,63.32,35.06,20.27,22.05,16.41
careacu,71.06,72.03,8.09,17.94,20.84,10.02
carneirinho,21.82,57.58,43.93,22.72,34.26,19.7
catuji,18.19,24.92,16.36,24.3,65.45,50.78
catuti,-,2.76,56.92,85.06,43.08,12.18
central de minas,50.44,65.88,29.9,19.74,19.66,14.38
chale,26.62,37.94,29.76,26.76,43.62,35.3
cipotanea,10.03,40.09,36.59,13.89,53.38,46.02
claro dos pocoes,9.91,25.2,54.1,59.29,36,15.52
coimbra,53.55,48.37,19.57,36.7,26.88,14.93
coluna,23.77,37.99,23.77,21.29,52.45,40.72
comercinho,19.17,22.45,24.05,29.22,56.79,48.33
conceicao da aparecida,56.79,63.1,8.33,9.68,34.88,27.22
conceicao do para,37.51,48.03,25.51,38.98,36.98,12.99
conego marinho,-,0.27,62.57,72.92,37.43,26.81
confins,1.28,2.06,93.83,97.17,4.89,0.77
conquista,64.12,81.52,25.68,10.85,10.19,7.63
coqueiral,61.96,70.04,6.2,8.58,31.84,21.38
cordisburgo,0.41,29.81,67.13,41.12,32.46,29.07
coronel murta,26.64,42.42,45.05,33.97,28.31,23.62
corrego fundo,1.28,27.28,56.09,54.9,42.62,17.82
crisolita,15.95,45.1,34.76,15.09,49.29,39.81
cristalia,0.17,33.99,58.97,36.89,40.86,29.12
cristiano otoni,51.4,64.52,27.68,23.82,20.92,11.66
curral de dentro,0.57,28.52,54.42,53.51,45.01,17.97
datas,48.83,66.5,35.41,11.88,15.77,21.62
delfim moreira,24.34,33.93,39.63,51.82,36.04,14.26
delfinopolis,66.98,70.74,12.97,24.42,20.05,4.83
delta,60.03,89.84,31.15,9.24,8.82,0.92
desterro de entre rios,25.8,45.89,34.49,10.8,39.71,43.32
dionisio,62.01,69.41,17.22,14.5,20.77,16.09
divinolandia de minas,32.55,48.18,47.78,33.59,19.68,18.23
divisa alegre,0.26,2.25,96.13,95.08,3.61,2.67
divisa nova,47.2,75.14,34.27,15.16,18.53,9.7
divisopolis,1.24,9.6,78.39,69.51,20.38,20.89
dom cavati,64.64,69.19,22.01,24.81,13.35,6
dom silverio,43.81,44.1,34.57,39.28,21.62,16.62
dona eusebia,68.93,52.98,18.39,37.04,12.69,9.99
dores de campos,76.95,79.83,16.6,13.84,6.45,6.33
dores de guanhaes,0.6,19.35,39.13,34.46,60.27,46.19
durande,26.06,26.87,26.06,32.27,47.88,40.86
engenheiro navarro,1.01,14.03,65.84,62.1,33.16,23.86
entre folhas,38.86,51.06,32.88,26.41,28.25,22.53
estrela do sul,57.98,65.17,27.59,22.33,14.42,12.5
felicio dos santos,0.08,0.4,48.04,77.71,51.88,21.89
felisburgo,40.51,62.01,42.37,12.76,17.12,25.22
florestal,63.21,75.27,13.97,12.78,22.82,11.95
formoso,0.25,8.18,59.38,60.9,40.37,30.92
franciscopolis,7.66,38.12,31.78,11.79,60.56,50.09
frei gaspar,32.55,37.24,18,23.81,49.45,38.94
frei inocencio,57.35,62.1,27.38,20.66,15.28,17.24
fruta de leite,0.14,0.13,60.94,45.68,38.93,54.19
galileia,52.1,64.1,32.53,18.59,15.37,17.31
gameleiras,-,0.14,67.89,82.51,32.11,17.36
gonzaga,15.97,44.75,35.66,16.08,48.37,39.17
guarani,63.96,67.71,12.1,20.99,23.94,11.3
guarda-mor,45.5,51.73,23.61,13.35,30.89,34.92
guidoval,43.57,60.35,24.06,17.94,32.37,21.7
guimarania,70.95,78.03,6.49,4.61,22.56,17.36
guiricema,25.15,39.66,23.7,30.46,51.15,29.88
gurinhata,38.08,44.74,11.22,4.85,50.7,50.42
heliodora,76.8,72.5,9.45,25.15,13.75,2.35
ibertioga,44.31,63.04,25.31,22.67,30.38,14.29
ibiai,0.36,0.9,68.8,74.41,30.85,24.7
ibiracatu,0.36,10.86,62.32,73.7,37.32,15.44
igaratinga,56.83,72.91,26.49,17.05,16.68,10.05
iguatama,73.55,80.3,11.51,12.87,14.94,6.84
ijaci,58.6,76.54,23.8,18.84,17.6,4.62
imbe de minas,9.29,18.79,25.46,37.17,65.24,44.04
inconfidentes,46.8,52.6,19.04,44.6,34.16,2.8
indaiabira,10.94,14.15,39.7,42.34,49.36,43.52
indianopolis,38.46,60.01,21.65,17.2,39.89,22.79
inhauma,1.24,26.63,67.75,66.77,31,6.6
inimutaba,46,45.71,30.63,32.81,23.37,21.48
ipuiuna,59.32,57.04,21.54,27.79,19.15,15.17
irai de minas,69.6,72.71,12.96,16.1,17.43,11.18
itapeva,49.22,55.43,18.96,40.92,31.82,3.65
itatiaiucu,45.27,59.4,21.32,29.67,33.41,10.93
itaverava,2.38,25.45,38.05,26.48,59.56,48.06
itueta,33.55,49.76,12.22,8.06,54.23,42.18
itumirim,42.77,57.07,41.4,33.41,15.84,9.52
jacui,46.72,56.18,9.64,38.98,43.64,4.84
jampruca,23.57,34.9,42.95,30.27,33.48,34.83
japonvar,0.11,0.35,79.96,92.24,19.93,7.41
jeceaba,29.59,38.03,25.86,29.95,44.55,32.03
jenipapo de minas,3.77,21.66,48.44,44.69,47.79,33.66
jequitai,0.05,1.55,72.63,68.7,27.32,29.75
jequitiba,14.89,20.45,39.67,43.86,45.44,35.68
joanesia,9.49,11.43,36.03,39.56,54.47,49.01
juruaia,46.71,46.93,6.53,33.17,46.76,19.9
juvenilia,21.67,6.95,53.82,73.13,24.51,19.92
lagamar,55.35,70.66,14.47,4.05,30.19,25.29
lagoa grande,20.12,35.46,55.55,47.3,24.33,17.24
laranjal,65.72,74.92,11.44,9.99,22.83,15.1
lassance,0.12,1.82,56.25,78.08,43.63,20.1
liberdade,58.78,68.44,12.41,12.39,28.81,19.17
limeira do oeste,9.07,56.57,52.68,18.97,38.25,24.46
lontra,0.11,1.07,77.38,89.4,22.5,9.53
luisburgo,16.5,26.65,8.98,14.56,74.52,58.79
luislandia,0.72,0.29,56.04,75.4,43.25,24.31
luminarias,59.19,73.91,11.76,7.41,29.05,18.68
machacalis,57.33,73.73,26.53,10.11,16.14,16.17
mamonas,-,4.45,83.42,81.71,16.58,13.85
maravilhas,38.64,61.96,44.74,27.42,16.62,10.62
martins soares,34.02,37.6,16.24,30.7,49.73,31.7
mata verde,56.66,70.97,27.25,10.79,16.09,18.25
matias cardoso,0.54,1.68,64.83,72.61,34.63,25.7
mendes pimentel,36.38,43.76,14.39,17.78,49.23,38.46
mesquita,24.95,37.05,28.85,31.89,46.2,31.06
moema,55.82,70.01,33.1,23.21,11.09,6.78
monsenhor paulo,67.5,74.71,6.71,7.7,25.79,17.59
montezuma,16.21,26.04,24.86,41.94,58.93,32.01
morada nova de minas,1.56,2.22,79.8,75.69,18.64,22.09
munhoz,48.62,40.96,14.06,54.06,37.33,4.98
naque,44.64,73.72,48.78,20.16,6.58,6.12
nazareno,47.51,66.69,36.05,21.17,16.43,12.14
ninheira,3.38,6.49,29.02,51.55,67.6,41.96
nova porteirinha,0.12,23.97,66.17,64.06,33.71,11.96
nova uniao,42.55,57.96,26.19,27.95,31.25,14.1
olhos-d'agua,2.23,5.0,48.41,62.68,49.36,32.32
orizania,20.98,24.41,20.74,28.27,58.28,47.32
ouro verde de minas,29.58,52.98,29.84,21.98,40.58,25.04
padre carvalho,-,0.5,71.48,73.01,28.52,26.5
pai pedro,0.07,0.24,40.7,53.15,59.23,46.61
pains,60.91,80.46,21.56,14.27,17.52,5.28
palma,54.54,71.51,18.68,10.47,26.78,18.02
palmopolis,10.33,36.03,49.38,37.72,40.29,26.26
passa tempo,61.37,70.73,11.42,8.96,27.21,20.31
patis,-,1.38,71.79,87.44,28.21,11.18
patrocinio do muriae,61.97,73.61,15.02,14.09,23,12.31
paula candido,36.21,50.71,22.29,18.85,41.5,30.44
pavao,48.63,55.78,15.03,14.82,36.34,29.4
pedra bonita,12.93,27.8,12.93,9.0,74.13,63.2
perdigao,70.06,79.07,12.13,16.37,17.8,4.55
periquito,10.03,52.81,65.14,39.83,24.83,7.36
piedade de caratinga,2.29,51.91,73.49,39.03,24.22,9.06
pimenta,66.35,78.01,14.09,17.58,19.56,4.41
pintopolis,0.14,3.82,41.02,62.27,58.83,33.91
piracema,35.38,45.16,18.67,28.44,45.94,26.41
pirangucu,33.06,38.47,25.33,45.12,41.6,16.41
piranguinho,52.64,53.74,17.19,42.98,30.17,3.28
pocrane,15.61,49.72,41.05,21.09,43.34,29.19
pouso alto,45.18,46.44,23.74,38.02,31.08,15.53
prados,50.99,71.88,31.65,18.1,17.35,10.02
pratapolis,81.36,85.43,9.18,9.78,9.46,4.79
presidente bernardes,27.35,34.04,10.34,21.49,62.31,44.47
prudente de morais,1.01,48.35,94.91,51.5,4.08,0.15
reduto,50.07,55.25,10.63,15.21,39.3,29.54
riachinho,-,0.47,46.64,64.78,53.36,34.75
riacho dos machados,6.39,19.27,52.08,39.06,41.53,41.66
rio acima,69,80.77,24.77,16.8,6.23,2.43
rio do prado,24.35,54.56,41.32,16.96,34.32,28.48
rio espera,12.35,20.71,25.57,35.85,62.08,43.44
rio manso,0.16,2.72,46.21,72.47,53.63,24.81
rio novo,73.24,75.82,14.62,19.76,12.14,4.42
rio preto,48.82,65.14,32.88,27.14,18.3,7.71
rodeiro,73.73,86.65,14.58,6.26,11.69,7.09
rubelita,6.47,22.37,38.6,34.63,54.93,43
rubim,42.57,63.23,34.73,16.07,22.7,20.71
salto da divisa,36.36,54.44,44.72,32.78,18.91,12.78
santa barbara do leste,16.1,29.12,27.51,34.68,56.4,36.2
santa cruz de minas,91.66,97.26,8.08,2.74,0.26,-
santa helena de minas,16.09,43.79,44.8,24.1,39.11,32.11
santa maria do salto,38.17,58.08,33.94,18.67,27.89,23.25
santa rita de caldas,53.69,54.61,8.65,18.15,37.67,27.24
santa rita de minas,58.84,63.03,9.62,22.91,31.54,14.06
santa rita do itueto,20.97,23.89,22.3,33.52,56.73,42.59
santana da vargem,63.5,72.29,3.83,6.27,32.67,21.44
santana de pirapama,22.09,34.48,12.44,7.7,65.48,57.82
santana do manhuacu,39.73,42.48,17.28,17.33,42.99,40.2
santo antonio do retiro,15.2,25.58,32.69,29.92,52.11,44.49
sao domingos das dores,12.64,30.3,30.34,64.96,57.01,4.74
sao francisco de paula,51.82,66.65,20.09,24.24,28.1,9.11
sao francisco de sales,47.25,69.08,20.56,10.39,32.19,20.53
sao francisco do gloria,39.6,58.67,23.34,13.32,37.06,28
sao goncalo do abaete,47.78,56.56,27.82,25.99,24.4,17.45
sao goncalo do rio abaixo,37.41,58.87,19.11,36.3,43.48,4.83
sao joao batista do gloria,75.96,81.27,6.82,15.79,17.22,2.94
sao joao do manteninha,43.94,73.42,36.58,17.9,19.48,8.69
sao joao do oriente,61.13,71.51,20.26,14.42,18.61,14.06
sao jose da barra,65.66,64.14,9.19,32.93,25.15,2.93
sao jose do goiabal,51.48,66.67,17.99,15.31,30.53,18.02
sao jose do jacuri,15.1,30.02,12.97,10.2,71.94,59.77
sao miguel do anta,40.28,47.28,19.15,21.23,40.57,31.49
sao pedro da uniao,46.49,59.38,15.23,13.22,38.29,27.4
sao pedro do suacui,14.51,32.24,31.76,30.37,53.73,37.39
sao pedro dos ferros,71.14,73.0,11.29,18.49,17.57,8.51
sao roque de minas,46.01,58.74,15.91,15.94,38.08,25.32
sao sebastiao do anta,12.66,39.54,44.54,40.71,42.79,19.74
sao sebastiao do oeste,32.46,50.38,11.85,31.62,55.69,18
sao thome das letras,53.25,64.32,16.06,21.6,30.69,14.08
sao tomas de aquino,72.05,78.15,3.01,3.93,24.94,17.92
sao vicente de minas,81.32,86.7,9.19,3.36,9.49,9.94
sapucai-mirim,45.63,57.54,29.43,40.05,24.93,2.41
sardoa,26.59,25.15,18.02,35.01,55.39,39.84
senador amaral,49.77,57.03,20.06,31.31,30.17,11.66
senador firmino,30.51,45.06,39.77,36.45,29.72,18.49
senhora de oliveira,39.64,56.32,20.8,22.85,39.56,20.83
sericita,29.6,42.4,21.04,14.64,49.36,42.97
serra dos aimores,1.76,16.86,87.04,74.88,11.2,8.26
serrania,79.98,84.83,6.03,12.61,13.99,2.56
silvianopolis,47.88,57.03,9.18,36.96,42.93,6
sobralia,45.16,54.21,19.91,17.94,34.93,27.84
soledade de minas,56.16,56.48,18.07,31.64,25.77,11.87
tiradentes,54.69,75.94,27.19,18.11,18.13,5.95
tiros,55.41,66.99,14.3,9.65,30.29,23.37
toledo,37.89,44.47,9.7,49.29,52.41,6.24
tombos,64.69,69.4,12.61,19.01,22.7,11.59
tumiritinga,5.36,32.33,72.32,48.35,22.32,19.32
vargem alegre,56.11,69.43,20.76,14.47,23.13,16.09
varjao de minas,24.62,75.01,57.23,13.78,18.15,11.2
verdelandia,0.68,19.22,59.78,46.27,39.53,34.51
veredinha,30.97,55.32,40.86,16.2,28.17,28.48
virginia,35.41,46.19,24.33,17.75,40.26,36.06
virgolandia,29.55,48.13,28.38,26.64,42.08,25.23
volta grande,62.13,67.23,20.34,20.85,17.53,11.92
de 10.001 a 20.000 ,48.77,56.8,23.76,24.02,27.47,19.18
abre campo,39.34,46.92,12.15,13.66,48.51,39.41
acucena,10.23,17.16,40.94,44.83,48.84,38
agua boa,12.6,30.69,30.98,34.03,56.41,35.28
aguas formosas,58.99,68.25,17.86,13.04,23.15,18.71
aguas vermelhas,2.68,34.42,70.76,55.06,26.56,10.52
alpinopolis,77.16,79.98,3.43,9.75,19.41,10.27
alterosa,64.96,71.68,8.67,7.35,26.37,20.97
alto rio doce,21.46,35.71,22.76,21.94,55.78,42.35
alvinopolis,49.35,65.0,21.87,16.69,28.79,18.31
andrelandia,66.39,77.3,12.41,6.07,21.21,16.63
antonio carlos,42.84,59.97,33.34,22.22,23.81,17.81
areado,75.39,82.44,5.88,8.07,18.72,9.49
arinos,12.88,23.08,48.54,43.46,38.57,33.46
astolfo dutra,78.2,38.32,11.51,56.57,10.3,5.11
ataleia,23.71,40.67,28.2,25.32,48.09,34.01
baependi,63.52,71.99,9.92,12.49,26.56,15.52
barroso,81.89,87.12,14.4,11.58,3.71,1.3
bela vista de minas,65.32,81.2,27.92,15.89,6.76,2.91
berilo,12.06,28.97,50.25,17.76,37.7,53.27
bicas,75.05,90.36,18.49,5.96,6.45,3.68
bom jesus do galho,28.95,47.02,31.82,21.56,39.23,31.42
bom repouso,48.43,53.45,11.06,34.96,40.52,11.59
bom sucesso,69.06,80.7,15.48,12.27,15.46,7.03
borda da mata,73.85,78.08,8.72,14.37,17.42,7.55
botelhos,65.4,75.06,9.82,18.24,24.78,6.69
brasilandia de minas,18.19,19.33,65.43,68.87,16.38,11.8
brasopolis,55.59,60.31,18.97,29.3,25.44,10.39
bueno brandao,44.75,52.14,5.48,25.43,49.77,22.43
buenopolis,17.37,31.65,59.58,44.63,23.05,23.72
cabo verde,52.08,57.46,3.78,30.85,44.15,11.69
cachoeira de minas,54.97,65.18,9.44,27.91,35.59,6.91
caetanopolis,58.86,68.23,26.67,15.02,14.47,16.75
caldas,52.57,51.51,10.26,24.5,37.17,23.99
cambuquira,67.51,73.81,15.8,17.38,16.68,8.81
campanha,74.64,73.71,11.9,16.32,13.46,9.98
campina verde,64.03,73.59,6.88,7.18,29.09,19.22
campo do meio,86.48,85.78,2.44,5.78,11.08,8.44
campos altos,86,88.09,4.11,6.02,9.9,5.89
canapolis,78.39,86.66,6.69,3.93,14.92,9.41
candeias,54.38,66.81,12.66,13.71,32.96,19.48
capinopolis,83.59,88.86,9.4,8.27,7.01,2.87
capitao eneas,14.62,19.27,74.19,63.71,11.19,17.03
carmo da cachoeira,63.33,76.11,10.19,8.97,26.48,14.92
carmo da mata,68.58,78.32,8.93,10.53,22.49,11.15
carmo de minas,59.43,68.1,30.12,23.52,10.46,8.38
carmopolis de minas,57.99,70.65,15.41,18.74,26.59,10.61
cassia,79.49,80.6,11.82,12.79,8.69,6.6
centralina,75.09,34.88,21.12,60.18,3.8,4.94
chapada do norte,14.51,17.67,28.63,31.39,56.87,50.95
chapada gaucha,16.58,14.44,32.07,48.09,51.36,37.47
conceicao do mato dentro,30.99,41.56,31.83,29.06,37.18,29.38
conceicao do rio verde,79.68,84.73,8.11,9.08,12.2,6.19
conceicao dos ouros,70.78,72.18,8.74,22.02,20.48,5.8
congonhal,68.25,71.63,3.56,9.75,28.19,18.62
coroaci,27.41,40.35,21.54,23.2,51.05,36.44
cristais,62.23,76.65,8.72,5.83,29.05,17.52
cristina,40.76,51.31,31.1,29.26,28.14,19.43
cruzilia,83.09,87.01,5.29,6.09,11.61,6.9
divino,45.34,51.19,10.67,15.19,43.98,33.61
dores do indaia,70.8,88.2,21.77,7.11,7.43,4.69
engenheiro caldas,42.41,58.73,36.95,30.89,20.64,10.38
entre rios de minas,57,64.18,14.59,17.01,28.41,18.81
ervalia,39.41,48.52,15.95,20.19,44.64,31.28
estiva,46.2,47.11,12.93,36.61,40.87,16.29
eugenopolis,50.53,65.33,16.37,16.83,33.1,17.84
felixlandia,17.54,13.3,57.32,70.16,25.13,16.55
ferros,8.6,17.38,35.57,28.44,55.83,54.17
fervedouro,31.11,37.51,13.26,15.65,55.63,46.83
francisco badaro,0.8,5.52,67.23,72.58,31.98,21.9
fronteira,79.64,87.23,11.38,11.98,8.97,0.79
gouveia,55.88,66.34,21.33,27.2,22.79,6.46
grao mogol,20.01,30.11,40.55,24.51,39.44,45.38
guape,45.88,63.52,19.66,14.54,34.46,21.94
guaraciaba,22.04,29.43,15.5,20.81,62.46,49.76
guaranesia,81.71,86.75,6.4,11.71,11.89,1.54
iapu,34.75,54.67,32.34,21.29,32.91,24.04
ibiraci,68.22,72.19,8.34,22.51,23.44,5.3
icarai de minas,0.06,24.69,58.3,61.42,41.64,13.89
ilicinea,64.77,75.89,13.97,5.5,21.26,18.61
ipaba,54.88,71.33,37.21,25.37,7.91,3.29
ipanema,58.92,64.39,19.87,19.31,21.21,16.3
itabirinha,42.16,65.1,30.85,14.82,26.99,20.08
itacarambi,0.96,32.65,91.13,52.86,7.92,14.49
itaguara,56.41,71.21,15.03,16.8,28.57,11.99
itaipe,24.56,33.29,15.74,21.85,59.7,44.86
itamogi,67.31,75.07,3.99,8.0,28.7,16.93
itamonte,55.34,58.36,29.5,38.18,15.16,3.46
itanhandu,76.09,82.11,16.95,17.25,6.96,0.64
itanhomi,51.75,57.05,16.33,21.22,31.92,21.73
itapagipe,57.27,68.13,6.87,8.29,35.86,23.58
itau de minas,96.31,96.22,1.91,2.98,1.78,0.8
itinga,17,42.38,40.93,25.72,42.07,31.9
jaboticatubas,27.44,40.62,28.32,35.1,44.24,24.28
jacinto,21.95,42.56,57.74,40.05,20.31,17.39
jequeri,33.58,46.95,17.43,18.67,48.98,34.39
joaima,46.11,58.97,26.8,13.58,27.09,27.45
jordania,50.51,59.5,23.39,17.1,26.1,23.39
ladainha,9.38,17.51,23.03,24.92,67.59,57.57
lagoa dourada,45.55,59.62,28.81,21.63,25.64,18.75
lagoa formosa,61.26,72.38,6.97,4.95,31.76,22.67
lajinha,34.9,37.48,29.3,30.92,35.8,31.6
lambari,69.63,72.51,13.59,20.81,16.78,6.68
lima duarte,55.23,66.09,29.19,25.0,15.58,8.91
luz,75.1,85.32,11.78,6.7,13.12,7.98
malacacheta,34.36,50.47,24.86,23.17,40.78,26.36
manga,0.39,3.71,76.89,75.06,22.71,21.23
mar de espanha,72.29,82.41,15.75,11.73,11.95,5.86
maria da fe,48.21,55.57,18.76,35.46,33.03,8.97
mario campos,15.49,42.84,76.06,55.53,8.45,1.63
martinho campos,7.86,38.88,72.7,50.22,19.44,10.9
matias barbosa,62.41,65.57,28.36,31.12,9.22,3.31
matipo,52.45,64.89,21.63,16.38,25.92,18.73
mato verde,1.43,1.48,84.14,90.02,14.43,8.5
merces,45.37,62.56,20.46,16.45,34.17,20.99
mirabela,2,1.34,75.35,87.2,22.65,11.46
miradouro,54.19,57.44,13.19,15.64,32.62,26.92
mirai,71.3,81.81,9.47,7.82,19.23,10.37
montalvania,1.25,2.34,58.26,73.92,40.49,23.74
monte alegre de minas,63.75,71.44,10.49,7.34,25.77,21.22
monte belo,54.4,65.99,18.04,18.22,27.56,15.79
nova era,76.39,79.27,15.44,18.28,8.17,2.44
nova ponte,79.19,84.47,2.08,3.42,18.73,12.12
nova resende,24.18,35.89,29.94,39.26,45.88,24.85
novo oriente de minas,25.55,38.26,29.14,21.12,45.31,40.62
padre paraiso,39.61,52.78,23.38,19.14,37.01,28.08
papagaios,15.97,29.21,70.89,59.96,13.13,10.84
paraisopolis,72.73,78.9,9.83,13.59,17.43,7.51
passa quatro,66.83,72.92,23.3,24.58,9.87,2.5
pecanha,23.67,32.38,25.71,24.87,50.63,42.75
pedralva,43.97,48.9,11.99,38.2,44.04,12.9
pedras de maria da cruz,1.28,1.98,72.88,71.3,25.84,26.72
perdizes,48.48,64.56,18.69,18.42,32.83,17.02
piranga,20.73,28.21,18.11,17.75,61.17,54.04
pirapetinga,78.31,85.47,7.03,4.47,14.66,10.06
pirauba,68.04,76.25,9.73,11.27,22.23,12.48
planura,92.07,92.08,5.24,5.76,2.69,2.16
poco fundo,51.79,55.15,5.69,19.91,42.52,24.94
ponto dos volantes,2.87,6.46,36.29,47.05,60.84,46.49
porto firme,34.4,45.05,15.09,16.02,50.51,38.94
pote,18.18,31.99,36.67,35.44,45.15,32.56
presidente olegario,48.38,61.09,18.23,12.51,33.39,26.4
raposos,76.96,83.83,19.57,14.87,3.47,1.3
recreio,68.47,78.19,21.54,12.51,9.99,9.29
resende costa,3.27,29.73,77.51,61.06,19.22,9.21
resplendor,59.02,65.85,22.3,17.29,18.68,16.87
rio casca,49.88,69.93,29.62,18.49,20.5,11.58
rio paranaiba,45.64,63.2,20.78,10.4,33.59,26.4
rio piracicaba,55.99,68.13,24.47,23.08,19.54,8.79
rio pomba,76.56,81.36,6.82,5.4,16.62,13.23
rio vermelho,14.32,28.09,20.68,21.04,65,50.86
sabinopolis,31.67,46.93,28.26,20.82,40.07,32.25
santa juliana,78.72,83.8,2.97,11.93,18.31,4.27
santa margarida,41.57,45.58,8.33,28.39,50.1,26.03
santa maria de itabira,50.37,48.57,12.87,27.06,36.75,24.37
santa maria do suacui,25.67,46.72,41,29.14,33.32,24.15
santa vitoria,68.06,76.88,11.47,11.63,20.47,11.49
santo antonio do amparo,78.82,82.12,12.4,11.73,8.78,6.15
santo antonio do jacinto,26.47,38.72,27.14,21.24,46.39,40.04
sao domingos do prata,40.76,50.91,17.03,17.85,42.21,31.24
sao geraldo,55.68,69.48,21.89,7.79,22.43,22.73
sao goncalo do para,53.43,71.7,36.08,24.31,10.49,3.99
sao joao das missoes,13.22,0.39,42.61,56.4,44.17,43.21
sao joao do manhuacu,39.14,37.79,14.83,29.65,46.03,32.57
sao joao evangelista,38.57,54.96,26.27,21.39,35.16,23.65
sao jose da lapa,33.57,79.48,64.5,19.48,1.93,1.04
sao romao,0.31,15.9,70.48,53.24,29.21,30.86
sao sebastiao do maranhao,3.8,22.16,29.33,18.42,66.87,59.42
sao tiago,28.39,65.67,49.86,22.25,21.76,12.07
senhora dos remedios,29.52,46.79,35.6,26.2,34.88,27.01
serra do salitre,59.66,67.97,10.23,11.07,30.11,20.95
setubinha,2.78,12.94,17.95,18.04,79.27,69.02
simonesia,28.59,34.64,16.25,18.23,55.16,47.13
tarumirim,24.48,35.11,28.33,37.21,47.19,27.68
teixeiras,41.92,57.64,25.89,22.73,32.19,19.63
tocantins,59.19,72.5,20.02,16.65,20.79,10.85
turmalina,36.4,58.93,33.97,17.49,29.63,23.58
