city,total
angra dos reis,76284.55430848
aperibe,4742.45731764
araruama,49339.61839162
areal,4867.2932959
armacao dos buzios,12206.48847923
arraial do cabo,12988.45808719
barra do pirai,40637.26295513
barra mansa,77832.41908412
belford roxo,194611.91120756
bom jardim,12063.83248606
bom jesus do itabapoana,15401.49469994
cabo frio,81939.87406761
cachoeiras de macacu,24248.43450507
cambuci,6960.26410505
campos dos goytacazes,196826.17108256
cantagalo,8800.06579683
carapebus,6253.94161784
cardoso moreira,5928.31530982
carmo,7843.20501823
casimiro de abreu,16238.36522432
comendador levy gasparian,3471.48124769
conceicao de macabu,9356.51592671
cordeiro,8865.75465256
duas barras,4982.35124027
duque de caxias,355993.26988904
engenheiro paulo de frontin,5838.09214277
guapimirim,22362.53924614
iguaba grande,10402.28171907
itaborai,97234.86675309
itaguai,47668.72858467
italva,6878.1659074
itaocara,11276.27021338
itaperuna,44554.86858003
itatiaia,12373.78253268
japeri,38537.88528036
laje do muriae,3338.93038745
macae,92944.71050244
macuco,2159.42403599
mage,94316.08111862
mangaratiba,16449.73886845
marica,59292.56516557
mendes,7730.58335777
mesquita,69303.01735898
miguel pereira,10862.20656307
miracema,11194.44298323
natividade,6747.09912802
nilopolis,63669.46984099
niteroi,206766.10420833
nova friburgo,85002.0660335
nova iguacu,333624.49441876
paracambi,19792.94451493
paraiba do sul,17418.9233688
paraty,16099.70064666
paty do alferes,11639.10598531
petropolis,129208.68494633
pinheiral,9516.08494154
pirai,11222.11767301
porciuncula,7786.11492847
porto real,7170.63815529
quatis,5429.82233647
queimados,57270.84383342
quissama,8508.85364327
resende,51372.25220867
rio bonito,24971.56890118
rio claro,7321.96475295
rio das flores,3531.11722659
rio das ostras,50440.54405242
rio de janeiro,2616349.07481249
santa maria madalena,4512.91870562
santo antonio de padua,19066.46606805
sao fidelis,17112.83137719
sao francisco de itabapoana,18263.45907703
sao goncalo,434976.38600915
sao joao da barra,15354.87812881
sao joao de meriti,191998.06490121
sao jose de uba,3451.73190779
sao jose do vale do rio preto,9535.08423741
sao pedro da aldeia,40998.42329643
sao sebastiao do alto,4137.5170454
sapucaia,8112.95709883
saquarema,32470.42874727
seropedica,33316.13497225
silva jardim,9369.057062
sumidouro,7516.28991669
tangua,13882.17404595
teresopolis,71788.48916659
trajano de moraes,4496.84118346
tres rios,33171.06877269
valenca,29183.06089039
varre-sai,4299.92140515
vassouras,13941.61301372
volta redonda,112692.62873437
