city,total,married,separated,divorced,widow,single
agua clara,11781.13181098,3226.52223528,125.0985224,530.55111371,342.16371969,7556.7962199
alcinopolis,3871.23409438,1029.68298704,98.47671651,135.44216649,151.39022876,2456.24199558
amambai,27932.20400093,9293.59291927,591.42283468,846.13925647,1224.97585092,15976.07313959
anastacio,19928.79024765,6458.71597217,262.70953416,590.955667,948.40335653,11668.00571779
anaurilandia,7166.26717269,2428.04764568,172.94593777,158.99129833,337.4117154,4068.87057551
angelica,7775.89682682,3173.68254915,169.87035626,190.08825744,348.0092367,3894.24642727
antonio joao,6540.15334313,1391.4760716,133.32629316,179.73625067,240.56861259,4595.04611511
aparecida do taboado,19156.81055118,6216.02639079,293.64524488,1164.4679509,1083.26228452,10399.40868009
aquidauana,37819.15944281,11989.677286,737.94451977,1214.72300395,2101.41387144,21775.40076165
aral moreira,8039.83128437,2233.69994839,92.44456113,119.37407729,330.82952507,5263.48317249
bandeirantes,5648.05570964,1791.04848217,205.78828948,233.62969175,234.83569518,3182.75355106
bataguassu,16549.04673432,6048.57573404,431.99427291,558.58142654,700.0477337,8809.84756713
bataypora,9209.36553555,3437.71512629,188.59503025,232.64875295,495.97602083,4854.43060523
bela vista,18914.11202535,4737.81000949,374.19261199,594.16874747,787.23102582,12420.70963058
bodoquena,6658.85650381,2417.30056944,93.0488012,254.16007546,220.85104578,3673.49601193
bonito,16309.5727178,4645.68600842,363.4731078,677.42039585,619.25837517,10003.73483056
brasilandia,9901.38256723,3161.47272938,225.67981977,370.44787114,450.14320497,5693.63894197
caarapo,20886.23730588,6995.57223034,343.52025908,498.33655489,843.59268751,12205.21557406
camapua,11728.96948841,3311.4938488,323.36069515,495.49540243,499.48952215,7099.13001988
campo grande,673729.7990762,232162.92189419,14090.10484505,35966.28725683,31595.28331116,359915.20176897
caracol,4528.70180023,1474.71220049,50.78689613,83.18074698,143.52980802,2776.49214861
cassilandia,18169.86149623,5086.82833979,559.50617287,1027.57233966,1091.9358929,10404.01875101
chapadao do sul,16420.56115826,5653.80024588,407.09695727,519.90875344,355.43981427,9484.3153874
corguinho,4114.36915049,1243.45273341,148.82770428,174.67002813,204.87634953,2342.54233514
coronel sapucaia,11022.65455861,2317.88930838,102.18453655,198.05992188,415.2522213,7989.2685705
corumba,85365.5345023,22547.01246583,1061.3908838,2050.64438476,3875.96923016,55830.51753775
costa rica,16790.192507,5217.35055977,554.29792001,552.39682029,590.62804996,9875.51915697
coxim,27503.79228489,8286.34098259,681.40862897,956.95114198,1176.58963822,16402.50189313
deodapolis,10303.48524452,4056.63372879,217.55631778,271.20080085,646.81154997,5111.28284713
dois irmaos do buriti,8606.78624422,3170.27463389,121.80492598,182.73262664,232.84109273,4899.13296498
douradina,4473.49645137,1867.47718691,85.41721879,80.0193366,251.73849241,2188.84421666
dourados,165396.72147032,62972.55247684,3117.08931118,6951.69371906,7588.21745076,84767.16851248
eldorado,9788.1454375,3467.61877294,133.5792789,317.12941821,512.7713032,5357.04666425
fatima do sul,16546.99394747,6311.94263488,359.35512719,811.14379057,1216.01223692,7848.54015791
figueirao,2468.48942363,716.24714855,63.11368202,76.31000335,95.33309586,1517.48549385
gloria de dourados,8616.04063302,3530.9473339,163.17450917,344.92572103,532.27993536,4044.71313356
guia lopes da laguna,8694.69170609,2402.63237079,238.31631458,297.00985019,373.98919675,5382.74397378
iguatemi,12348.58669644,3874.86854081,313.52531246,278.21765314,588.5949934,7293.38019663
inocencia,6542.56925211,1963.52951245,173.78178095,252.48149281,245.88151103,3906.89495487
itapora,16802.08801324,5981.14450452,327.24350568,482.8445956,847.61780038,9163.23760706
itaquirai,15475.80999543,5810.97983813,137.31299217,319.03086417,648.38594526,8560.1003557
ivinhema,19289.46881251,8015.0100384,413.29618164,708.51222302,878.45510617,9274.19526328
japora,5646.10832865,1493.75263493,62.43523197,95.02186506,131.09949613,3863.79910056
jaraguari,5438.2423007,2008.82152517,89.99456533,216.2695734,216.04236266,2907.11427414
jardim,20350.98229267,6348.25524306,381.53918018,582.60441662,878.21779204,12160.36566077
jatei,3380.74391533,1409.58056895,57.48565458,84.39183006,157.07001545,1672.21584629
juti,4871.91535168,1603.65555112,59.48154823,145.1502513,263.63527425,2799.99272678
ladario,15873.28605907,4179.30451839,312.16318609,392.47760222,695.48275973,10293.85799264
laguna carapa,5228.17293172,1672.86250314,57.96806861,80.84208945,183.85455342,3232.6457171
maracaju,31485.68555774,10369.0394881,437.39784384,933.33101307,1242.62618938,18503.29102335
miranda,20794.97262866,6699.16926346,442.93292625,566.05811818,908.97757837,12177.8347424
mundo novo,14623.6294697,5370.75754724,286.27886902,455.93778052,855.86752922,7654.7877437
navirai,39141.55409388,13893.79189454,692.04505654,1227.79700189,1781.19202754,21546.72811337
nioaque,11823.43186888,4095.57805469,206.40589912,364.01798006,382.43468498,6774.99525003
nova alvorada do sul,13470.90708814,4233.52939943,201.87136872,430.63029764,442.11265642,8162.76336593
nova andradina,38250.14227432,14135.34786677,810.04375678,1527.46503146,1902.37636633,19874.90925298
novo horizonte do sul,4206.38088352,1776.31211998,29.62131139,105.01361726,187.51325139,2107.9205835
paranaiba,34875.29736722,10911.33110154,1123.3946014,1444.35264201,1876.93782496,19519.28119731
paranhos,9012.4386359,1771.62733352,49.7535527,111.12559598,241.42510208,6838.50705162
pedro gomes,6811.36809698,1999.21898041,95.68063266,249.67216522,259.80812516,4206.98819353
ponta pora,63473.42685121,17802.09115759,671.55557603,1926.70616079,2874.56729378,40198.50666302
porto murtinho,12445.8086182,2822.05849607,121.38074248,217.96806767,438.90322435,8845.49808763
ribas do rio pardo,17249.89722568,6242.37803613,262.92339956,693.37079553,548.24103794,9502.98395652
rio brilhante,25177.69559529,8224.97979705,557.02978838,857.24356329,994.57656772,14543.86587885
rio negro,4293.85272575,1629.71161792,88.17872968,146.31029747,218.08752552,2211.56455516
rio verde de mato grosso,15892.92832498,4977.34565353,384.55568937,617.26498724,823.61834856,9090.14364628
rochedo,4146.86624707,1376.61063252,76.3629106,170.20486069,161.78352704,2361.90431622
santa rita do pardo,6087.3294161,2244.49603104,101.15724465,185.51326106,218.49508482,3337.66779453
sao gabriel do oeste,18630.73003004,6388.15397097,380.89889107,791.33323994,571.78392651,10498.56000155
selviria,5419.99786935,1642.69676758,132.51233953,236.20150496,305.17096551,3103.41629177
sete quedas,8988.44506982,2881.88370222,170.31227484,154.5748458,489.07119882,5292.60304814
sidrolandia,34914.8168339,11953.49353998,474.77161151,1460.06908616,1241.37594517,19785.10665108
sonora,12194.89443831,3715.82157269,166.93249153,246.62925554,302.6097626,7762.90135595
tacuru,7868.31726754,2366.17969383,26.38859675,124.33952836,323.60752828,5027.80192032
taquarussu,2942.76397111,1263.86627271,53.49167807,57.64809707,134.47701701,1433.28090625
terenos,14418.37737839,5254.7030083,303.34910101,610.90001121,680.01502635,7569.41023152
tres lagoas,86320.85891825,29741.95252262,1852.18844808,4181.19093518,4055.07757447,46490.4494379
vicentina,5154.73478473,2151.42089705,122.41758799,203.81213856,301.07313801,2376.01102312
