city,total,main_regular,main_irregular,other_regular,other_irregular
abaira,3351.7844533,769.90589467,2581.87855863,773.45161563,2578.33283767
abare,5748.6716535,1463.19446072,4285.47719278,1468.33170822,4280.33994528
acajutiba,5419.65507623,1046.3796367,4373.27543953,1046.3796367,4373.27543953
adustina,5471.60069291,701.58431866,4770.01637425,706.5431188,4765.05757411
agua fria,6458.78549904,1463.89286423,4994.89263481,1463.89286423,4994.89263481
aiquara,1820.36222251,725.08208232,1095.28014019,728.2009611,1092.16126141
alagoinhas,58099.70522792,32007.08459761,26092.62063031,32054.6060264,26045.09920152
alcobaca,8720.9719737,2434.32263147,6286.64934223,2434.32263147,6286.64934223
almadina,1769.3929741,619.26525335,1150.12772075,619.26525335,1150.12772075
amargosa,14801.05383543,4776.09922973,10024.9546057,4787.95969203,10013.0941434
amelia rodrigues,9641.84227205,4535.6540406,5106.18823145,4548.38325463,5093.45901742
america dourada,4715.91663229,952.17615421,3763.74047808,952.17615421,3763.74047808
anage,8499.32978203,1804.04820936,6695.28157267,1839.33061827,6659.99916378
andarai,4462.47811641,1200.57426052,3261.90385589,1200.57426052,3261.90385589
andorinha,6090.21338547,1796.04348583,4294.16989964,1798.50074594,4291.71263954
angical,5435.0732595,1249.9607879,4185.1124716,1249.9607879,4185.1124716
anguera,3413.27265869,1132.93594719,2280.3367115,1132.93594719,2280.3367115
antas,5554.58621858,1128.21736315,4426.36885543,1132.96610833,4421.62011025
antonio cardoso,5913.4725595,1624.57405055,4288.89850895,1629.87184011,4283.60071938
antonio goncalves,4444.56131054,1029.94604798,3414.61526256,1029.94604798,3414.61526256
apora,7438.70782639,1232.26513519,6206.4426912,1232.26513519,6206.4426912
apuarema,2809.4496043,635.16554813,2174.28405617,641.46807608,2167.98152822
aracas,3914.05169859,1200.17515284,2713.87654575,1200.17515284,2713.87654575
aracatu,6724.37407279,1440.25430276,5284.11977003,1446.95207983,5277.42199296
araci,20546.09303219,3469.09754167,17076.99549052,3501.48827165,17044.60476055
aramari,3031.41952435,1600.15564692,1431.26387743,1600.15564692,1431.26387743
arataca,3836.67584141,1169.13793132,2667.53791009,1169.13793132,2667.53791009
aratuipe,3913.57110804,845.22794103,3068.34316701,845.22794103,3068.34316701
aurelino leal,4714.67250592,1451.78522741,3262.88727851,1456.01346236,3258.65904356
baianopolis,4684.42588177,1045.86809622,3638.55778555,1045.86809622,3638.55778555
baixa grande,8051.79220588,1484.14747544,6567.64473044,1493.30272418,6558.4894817
banzae,4550.78335718,919.12777003,3631.65558715,919.12777003,3631.65558715
