city,total,married,separated,divorced,widow,single
adamantina,28808,13444,887,452,1706,12319
adolfo,3148,1410,50,12,182,1494
aguai,23134,9354,787,567,1412,11014
aguas da prata,6091,2787,172,110,381,2642
aguas de lindoia,13598,5883,331,343,692,6349
aguas de santa barbara,4262,1832,70,90,233,2038
aguas de sao pedro,1657,773,59,26,133,666
agudos,26414,10988,635,526,1498,12766
alambari,2957,1300,48,72,196,1341
alfredo marcondes,3148,1648,67,49,179,1205
altair,2882,1097,78,60,141,1506
altinopolis,12852,6045,259,203,687,5658
alto alegre,3674,1914,57,40,197,1467
aluminio,12231,5832,252,122,481,5543
alvares florence,3749,1893,146,84,165,1460
alvares machado,18485,9181,464,431,859,7549
alvaro de carvalho,3480,1070,151,79,201,1979
alvinlandia,2317,945,50,34,170,1119
americana,155346,74781,4437,3293,7879,64956
americo brasiliense,22821,9180,707,161,923,11850
americo de campos,4791,2448,113,82,306,1842
amparo,51063,23628,1330,1126,2652,22326
analandia,2957,1347,42,70,140,1358
andradina,46656,18998,1588,1259,2553,22258
angatuba,15806,7496,420,380,848,6661
anhembi,3683,1493,122,63,238,1767
anhumas,2830,1285,62,35,132,1317
aparecida,29081,10981,775,661,1783,14882
aparecida d'oeste,4203,1983,72,36,273,1839
apiai,20984,7798,274,504,996,11412
aracariguama,8758,3473,124,168,243,4751
aracatuba,143941,60125,4985,4399,8851,65582
aracoiaba da serra,16614,7742,518,235,722,7396
aramina,4013,1963,62,74,181,1734
arandu,4857,1993,129,65,259,2412
arapei,2137,809,55,40,158,1074
araraquara,155969,67570,5218,4705,9519,68957
araras,87298,39825,2573,1455,4437,39008
arco-iris,1821,844,13,12,104,848
arealva,6138,3154,114,53,288,2529
areias,2854,1130,43,38,172,1470
areiopolis,8094,3570,229,121,332,3842
ariranha,6316,3109,246,132,364,2465
artur nogueira,26982,12515,889,449,1068,12061
aruja,47286,19098,919,977,1779,24513
aspasia,1578,739,12,12,104,711
assis,74033,32250,2718,2129,4524,32413
atibaia,92153,38930,2368,2024,4625,44205
auriflama,11436,5240,278,294,613,5011
avai,3735,1535,67,88,143,1903
avanhandava,7068,2646,180,144,426,3672
avare,63581,24314,2124,1825,3872,31446
bady bassitt,9571,4788,279,179,463,3863
balbinos,1110,485,48,21,66,490
balsamo,6311,3228,212,99,414,2358
