city,total,regular,military_and_gov,irregular,entrepreneur,employers
agua branca,507.51,744.27,816.46,309.63,358.8,2640.23
aguiar,875.69,595.76,1282.39,531.32,1476.09,590.77
alagoa grande,563.21,765.63,1199.85,374.75,426.31,1490.5
alagoa nova,464.38,583.44,899.36,329.56,336.55,3707.9
alagoinha,551,726.5,983.26,377.35,450.79,1700
alcantil,411.21,566.34,773.97,374.77,316.77,-
algodao de jandaira,448.28,548.79,558.16,480.69,271.66,-
alhandra,511.08,626.88,788.11,396.65,477.23,836.95
amparo,398.57,790.35,552.83,357.02,326.84,510
aparecida,531.98,705.32,900.71,403.83,427.63,4134.01
aracagi,482.22,657.69,1900.31,322.65,365.13,4553.33
arara,446.17,689,827.44,274.17,351.69,1852.18
araruna,462.52,672.74,832.18,374.28,379.89,1204.56
areia,616.68,877.68,1654.11,317.6,432.86,1297
areia de baraunas,560.05,788.68,1561.36,356.43,315.48,-
areial,505.29,667.05,697.37,388.62,444.97,2997.64
aroeiras,540.57,647.34,960.78,371.96,474.26,4256.95
assuncao,616.99,712.41,697.1,389.49,933.7,1479.85
baia da traicao,498.96,781.95,720.39,455.81,351.91,1248.99
bananeiras,533.42,662.06,1156.43,431.54,412.54,1651.93
barauna,479.64,684.41,636.74,490.41,351.3,1500
barra de santa rosa,424.76,725.4,836.17,303.53,346.89,2000
barra de santana,382.43,632.85,660.33,337.91,344.67,2200
barra de sao miguel,496.38,633.03,793.82,422.61,504.08,3292.54
bayeux,703.49,683.39,1144.15,460.36,724.07,6341.7
belem,478.03,683.26,719.7,394.3,426,1117.46
belem do brejo do cruz,468.57,735,775.64,420.03,376.71,506.77
bernardino batista,525.64,757.78,708.33,445.12,375.96,-
boa ventura,490.04,631.44,769.41,331.43,328.65,2994.18
boa vista,581.11,645.26,730.81,502.91,579.37,2738
bom jesus,556.03,618.37,1120.7,387.88,411.41,6985.3
bom sucesso,441.38,771.88,725.91,286.94,372.77,800
bonito de santa fe,498.94,840.61,971.66,352.53,441.17,716.96
boqueirao,459.84,657.79,845.25,369.42,419.19,1533.49
borborema,417.22,679.56,757.66,305.12,358.77,-
brejo do cruz,429.84,905.24,1081.78,321.38,426.82,1260.42
brejo dos santos,519.9,739.74,877.64,445.58,316.29,1609.19
caapora,620.34,615.26,946.48,431.09,513.87,2000
cabaceiras,418.31,569.83,943.04,353.15,375.27,1389.85
cabedelo,1582.34,1235.6,2622.05,618.12,1624.43,8897.56
cachoeira dos indios,574.14,700.91,956.85,416.85,564.62,-
cacimba de areia,475.35,748.92,1089.38,405.6,288.67,236.88
cacimba de dentro,479.63,599.44,750.94,358.23,467.58,2179.97
cacimbas,449.25,712.06,643.76,356.35,254.42,2063.1
caicara,522.11,611.86,896.3,339.4,551.53,1175.54
cajazeiras,867.03,905.05,1891.51,516.14,824.41,2995.27
cajazeirinhas,471.14,565.4,926.01,451.25,382.52,1259.2
caldas brandao,543.92,597.44,701.94,439.52,409.6,1812.86
camalau,371.53,591.9,819.07,302.13,307.67,484.43
campina grande,1078.25,967.11,2348.91,535.79,1026.28,3809.62
capim,558.92,563.77,655.41,303.47,763.62,-
caraubas,467.94,843.09,795.72,307.43,429.86,-
carrapateira,504.37,820.58,659,534.04,260.88,180
casserengue,425.54,575.03,681.43,324.77,376.08,2697.52
catingueira,617.04,802.56,660.37,439.52,670.23,3000
catole do rocha,641.44,743.75,1543.84,452.35,551.35,2524.43
caturite,737.88,585.45,696.87,447.58,988.88,-
conceicao,493.8,895.11,782.1,372.21,407.61,1582.63
condado,514.84,792.36,823.41,402.48,466.53,813.14
conde,651.96,631.68,1252.83,463.86,599.24,3675.57
congo,448.87,673.73,786.01,349.8,343.83,2373.81
coremas,455.54,811.03,1544,317.18,392.62,1458.57
coxixola,501.47,709.27,786.35,371.02,499.48,-
cruz do espirito santo,473.08,568.89,791.09,406.52,310.48,266.64
cubati,434.34,639.79,713.29,343.04,416.33,-
cuite,464.98,696.41,1048.27,366.54,342.95,861.61
cuite de mamanguape,515.93,797.57,522.62,464.82,410.27,763.07
cuitegi,516.16,614.58,820.41,343.6,340.25,6260.01
curral de cima,420.97,613.34,838.05,338.29,419.34,510
curral velho,663.88,885.28,1223.93,351.13,773.04,-
damiao,347.57,574.77,612.73,273.8,284.25,1385.61
desterro,465.37,829.9,677.83,325.05,474.31,1295.47
diamante,537.44,679.63,847.34,436.8,361.06,349.65
dona ines,428.63,589.07,795.86,398.31,255.25,2000
duas estradas,539.08,740.33,940.17,296.7,544.7,1325.3
emas,457.64,644.56,642.19,336.55,435.27,-
esperanca,605.56,729.32,869.32,404.99,574.89,2173.22
fagundes,491.65,733.68,853.24,342.27,427.87,472.19
frei martinho,725.94,669.95,687.75,396.84,1175.03,907.1
gado bravo,515.67,596.6,1067.54,437.98,329.81,-
guarabira,771.4,811.96,1304.37,439.67,624.78,2981.74
gurinhem,508.29,614.28,686.63,416.12,344.93,1375.89
gurjao,578.44,815.55,834.18,385.7,576.89,1142.08
ibiara,468.55,728.94,790.57,339.02,264.75,2901.03
igaracy,505.11,771.82,886.25,321.23,320.57,1551.43
imaculada,527.51,714.85,746.09,314.41,469.18,2000
inga,558.02,621.91,1035.03,434.77,390.12,3366.39
itabaiana,554.5,661.61,1098.26,368.48,508.81,2572.36
itaporanga,611.73,703.28,1235.83,390.23,541.83,1686.99
itapororoca,439.44,609.64,742.41,352.76,398.23,796.77
itatuba,476.16,601.2,691.19,405.57,354.96,1281.88
jacarau,448.2,659.64,798.28,328.29,413.69,1492.66
jerico,598.03,846.99,586.35,394.95,371.7,3022.51
joao pessoa,1459.1,1179.95,3225.09,678.68,1399.91,5942.76
joca claudino,508.99,828.72,713.44,438.19,368.29,510
juarez tavora,441.48,589.74,765.39,345.6,318.23,921.13
juazeirinho,516.44,639.99,626.54,366.27,516.56,1863.37
junco do serido,555.97,744.19,2522.5,410.64,509.11,1543.5
juripiranga,536.82,642.58,844.84,361.51,487.9,1547.58
juru,579.23,684.7,919.12,367.1,509.29,-
lagoa,460.72,582.21,652.56,291.01,501.86,-
lagoa de dentro,470.94,778.8,749.55,334.14,383.22,1574.54
lagoa seca,716.39,868.61,1161.01,508.56,548.83,3797.06
lastro,479.42,688.77,666.72,484.6,236.03,-
livramento,383.68,569.17,692.03,325.5,228.87,3905.16
logradouro,403.17,562.25,543.94,320.16,337.79,1530
lucena,640.06,678.63,1246.98,406.56,481.67,2191.64
mae d'agua,414.28,703.67,584.07,354.98,264.07,1900.11
malta,693.94,942.97,927.87,465.94,1032.03,3201.86
mamanguape,647.93,658.91,1134.95,437.28,547.61,3689.74
manaira,436.03,738.32,554.45,375.78,293.05,1567.93
marcacao,442.12,579.14,700.08,502.15,303.93,-
mari,432.52,670.03,753.98,335.03,354.42,644.32
marizopolis,568.59,734.46,950.82,423.76,432.95,6411.94
massaranduba,557.98,602.69,822.53,429.18,484.45,19000
mataraca,557.16,623.47,924.42,449.71,424.89,1246.39
matinhas,353.76,561.85,580.53,300.12,268.6,1253.06
mato grosso,592.77,521.15,625.37,512.08,915.75,-
matureia,428.66,690.84,746.8,350.48,295.43,200
mogeiro,493.88,562.59,728.76,420.85,402.66,2009.09
montadas,462.23,633.06,735.03,429.19,337.02,1185.75
monte horebe,593.52,639.24,740.85,370.13,653.86,609.93
monteiro,629.13,655.62,1328.22,425.31,711.06,1163.08
mulungu,537.6,642.16,800.78,423.73,333.69,3242.42
natuba,456.52,610.36,646.58,311.52,414.84,2493.83
nazarezinho,406.89,834.93,657.17,246.98,386.64,-
nova floresta,493.89,645.36,974.1,337.18,473.87,1988.61
nova olinda,559.85,746.02,611.04,499.09,442.98,-
nova palmeira,425.98,662.98,954.03,387.86,305.27,333.94
olho d'agua,500.14,651.53,795.05,328.2,344.28,4814.96
olivedos,506.74,721.77,664.35,397.85,443.04,150
ouro velho,512.74,707.82,1104.74,405,453.37,80
parari,443.32,545.29,631.09,345.85,380.04,-
passagem,580.77,827.56,707.65,414.69,371.08,-
patos,861.19,888.99,2005.9,500.54,707.22,4047.8
paulista,510.66,685.36,909.22,357.08,653.5,254.2
pedra branca,530.14,598.73,783.19,479.49,429.37,-
pedra lavrada,472.05,625.89,742.92,307.4,425.79,2356.17
pedras de fogo,518.77,649.05,864.22,305.11,472.37,1089.86
pedro regis,399.6,637.58,602.5,331.93,298.82,-
pianco,578.97,1007.69,928.91,439.34,445.47,1860.92
picui,566.07,663.37,1843.16,393.77,487.73,1617.45
pilar,496.28,600.12,779.13,406.67,321.57,1054.78
piloes,577.9,684.01,1289.04,346.8,499.2,1561.11
piloezinhos,414.02,649.45,595.15,387.24,314.33,-
pirpirituba,553.14,635.54,994.62,338.83,580.21,1538.08
pitimbu,442.39,601.93,1094.68,380.81,351.97,1893.94
pocinhos,478.59,628.19,756.13,385.99,440.64,1438.73
poco dantas,465.06,785.7,637.06,368.72,353.05,-
poco de jose de moura,463.94,768.63,726.09,374.84,331.29,800
pombal,710.65,887.72,1693.74,430.72,733.29,2807.15
prata,454.43,759.38,844.55,325.73,329.38,1079.14
princesa isabel,597.58,779.38,1081.68,383.6,548.05,3779.72
puxinana,530.95,680.77,936.03,411.7,419.25,2000
queimadas,579.81,627.05,1236.35,440.2,526.41,1720.27
quixaba,438.39,603.97,770.14,398.31,359.88,-
remigio,642.25,754.95,1227.04,384.88,489.26,2189.78
riachao,502.1,602.78,748.4,463.69,508.34,-
riachao do bacamarte,572.38,626.6,586.81,419.39,633.92,5000
riachao do poco,385.2,658.01,676.91,363.62,221.25,-
riacho de santo antonio,452.58,594.67,640.01,363.7,345.81,2459.58
riacho dos cavalos,357.94,632.69,717.22,257.58,287.03,3357.03
rio tinto,570.09,677.74,1038.35,419.05,424.83,809.67
salgadinho,473.68,575.91,625.2,449.11,384.36,-
salgado de sao felix,417.43,641.27,1034.12,332.58,291.65,1020
santa cecilia,330.82,579.88,605.46,260.3,290.42,-
santa cruz,527.47,725.51,715.08,321.25,423.25,1868.08
santa helena,505.52,730.82,811.69,441.48,381.49,658.25
santa ines,399.65,935.76,795.73,321.52,179.77,152.81
santa luzia,654.19,779.68,1234.78,486.68,530.54,1350.58
santa rita,638.61,685.64,1062.45,454.23,634.26,2227.7
santa teresinha,791.99,642.79,808.94,348.93,1413.12,-
santana de mangueira,489.05,636.44,791.9,403.49,329.78,510
santana dos garrotes,520.19,706.61,1059.32,352.37,451.36,-
santo andre,419.57,790.03,612.76,368.42,356.39,1172.83
sao bentinho,475.11,1013.98,620.15,337.5,562.78,341.36
sao bento,478.22,700.12,1333.11,341.88,608.87,1872.25
sao domingos,434.74,791.66,746.64,364.86,432.2,2000
sao domingos do cariri,574.57,1078.27,2130.88,407.69,568.05,3000
sao francisco,383.23,733.51,592.97,314.82,289.03,510
sao joao do cariri,673.16,1309.55,889.17,430.97,541.47,1969.53
sao joao do rio do peixe,543.8,781.24,1111.67,387.29,433.91,3367.36
sao joao do tigre,314.38,690.8,818.96,329.36,162.28,30
sao jose da lagoa tapada,425.33,517.14,685.54,312.8,445.06,2550
sao jose de caiana,484.36,717.23,783.28,371.3,281.31,-
sao jose de espinharas,455.42,654.6,744.47,332.6,503.7,734
sao jose de piranhas,568.03,758.22,1054.27,394.59,435.66,2298.32
sao jose de princesa,458.31,621.78,773.29,439.34,346.44,-
sao jose do bonfim,497.82,771.47,935.65,353.92,368.44,-
sao jose do brejo do cruz,531.81,1115.13,667.17,407.22,305.84,6220
sao jose do sabugi,515.64,730.54,787.94,384.94,384.26,4883.22
sao jose dos cordeiros,334.85,620.85,569.26,331.2,225.58,-
sao jose dos ramos,547.97,619.38,711.92,433.78,283.43,6444.85
sao mamede,648.66,774.28,805.74,431.84,421.03,5248.52
sao miguel de taipu,470.95,567.61,627.63,386.46,443.81,-
sao sebastiao de lagoa de roca,523.83,655.46,1069.13,404.67,434.87,1409.77
sao sebastiao do umbuzeiro,353.89,767.77,625.81,338.48,279.51,510
sape,563.77,649.56,933.36,386.2,544.35,2754.23
serido,464.81,671.47,878.48,306.26,351.55,1000
serra branca,491.13,787.96,953.58,401.34,359.57,1574.56
serra da raiz,510.08,577.18,625.1,275.88,651.79,2246.88
serra grande,470.42,687.72,680.54,330.33,493.08,510
serra redonda,494.76,668.16,859.96,400.9,376.17,496.23
serraria,438.62,614.78,699,285.3,438.86,-
sertaozinho,507.35,653.17,939.43,376.99,353.91,1101.73
sobrado,496.47,585.61,773.28,404.16,423.42,4000
solanea,686.24,798.85,2045.82,330.72,667.92,1398.92
soledade,620.04,699.64,1126.61,411.07,504.11,5310.34
sossego,467.05,581.7,528.02,417.7,429.9,-
sousa,790.46,872.72,1591.92,447,756.98,3879.1
sume,546.34,705.52,1177.62,379.25,444.28,2599.3
tacima,458.62,744.62,950.23,402.4,307.42,1721.68
taperoa,458.51,655.65,759.04,317.43,405.21,-
tavares,548.91,706.73,861.64,415.63,411.78,2079.75
teixeira,520.2,727.16,1173.66,285.76,401.05,2669.04
tenorio,502.99,600.84,778.54,447.19,272.75,700.99
triunfo,563.65,849.27,791.05,350.53,425.86,2540.52
uirauna,685.46,674.13,1368.02,367.63,627.03,4892.85
umbuzeiro,467.9,647.11,900.87,295.08,415.14,1000
varzea,524.41,587.03,1065.85,428.06,394.86,1123.27
vieiropolis,459.05,624.29,700.69,389.44,328.92,558.21
vista serrana,521.07,837.66,714.14,389.7,502.96,2097.41
zabele,302.8,709.09,688.7,211.53,266.51,-
