city,qt
carmo da cachoeira,11673
carmo da mata,10844.06036009
carmo de minas,13667.1190003
carmo do cajuru,19937
carmo do paranaiba,29379.23188123
carmo do rio claro,20327
carmopolis de minas,16970
carneirinho,9437
carrancas,3873.46778021
carvalhopolis,3327
carvalhos,4526.24241111
casa grande,2244
cascalho rico,2852.06186178
cassia,17333
cataguases,69377.83737955
catas altas,4835
catas altas da noruega,3458.97090776
catuji,6672.92437067
catuti,5074.57319953
caxambu,21513.76637223
cedro do abaete,1210
central de minas,6772
centralina,10257.2552497
chacara,2792
chale,5594
chapada do norte,15189
chapada gaucha,10643.66037741
chiador,2753.69653171
cipotanea,6526
claraval,4530
claro dos pocoes,7775
claudio,25499.95557074
coimbra,7016.714229
coluna,8971.48849394
comendador gomes,2972
comercinho,8298
conceicao da aparecida,9763
conceicao da barra de minas,3919.08885357
conceicao das alagoas,22687.53710622
conceicao das pedras,2749
conceicao de ipanema,4444.05991846
conceicao do mato dentro,17860.07568279
conceicao do para,5138.21179856
conceicao do rio verde,12849.46074719
conceicao dos ouros,10351
conego marinho,7101
confins,5908.06983606
congonhal,10347.8210499
congonhas,48452
congonhas do norte,4933.09628428
conquista,6480
conselheiro lafaiete,116135.87798408
conselheiro pena,22097
consolacao,1708.4044673
contagem,600849.12506259
coqueiral,9258
coracao de jesus,25949
cordisburgo,8640
cordislandia,3366.82604277
corinto,23774
coroaci,10247.78597642
coromandel,27297.11752125
coronel fabriciano,103385.56690168
coronel murta,9111
coronel pacheco,2972.7142688
coronel xavier chaves,3301
corrego danta,3361.67709489
corrego do bom jesus,3725
corrego fundo,5761.08845762
corrego novo,3127
couto de magalhaes de minas,4189
crisolita,6047
cristais,11232.66187772
cristalia,5725.27334341
cristiano otoni,5007
cristina,10131.96305439
crucilandia,4747.75006723
cruzeiro da fortaleza,3934
cruzilia,14547
cuparaque,4651.49641171
curral de dentro,6901
curvelo,73777.10446769
datas,5207.84486226
delfim moreira,7948
delfinopolis,6785.86469741
delta,7838.4625273
descoberto,4760
desterro de entre rios,6974
desterro do melo,2983.77231836
diamantina,45645.79728071
diogo de vasconcelos,3845
dionisio,8719.62393845
divinesia,3293
divino,18930.67825259
divino das laranjeiras,4937
divinolandia de minas,7019
divinopolis,212196.79518528
divisa alegre,5873.80280846
divisa nova,5746.8396434
divisopolis,8957.80328438
dom bosco,3797.70609006
dom cavati,5197
dom joaquim,4533
dom silverio,5157.64908232
dom vicoso,2994
dona eusebia,5984.75087327
dores de campos,9246
dores de guanhaes,5223
dores do indaia,13687.45946978
dores do turvo,4454
doresopolis,1438.73666652
douradoquara,1838.67273724
durande,7416.84193281
eloi mendes,25151
engenheiro caldas,10280
engenheiro navarro,7072.37850842
entre folhas,5168.10309261
entre rios de minas,14162
ervalia,17898.168584
esmeraldas,59906.35455098
espera feliz,22734.94555375
espinosa,31018.52123241
espirito santo do dourado,4426
estiva,10845
estrela dalva,2470
estrela do indaia,3487.01139108
estrela do sul,7382.74909354
eugenopolis,10476.68241336
ewbank da camara,3725.47684593
extrema,28484.62362734
fama,2324.12401078
faria lemos,3369.53496299
felicio dos santos,5130.90142351
felisburgo,6760.68791873
felixlandia,14015.96874154
fernandes tourinho,3026.70204881
ferros,10778
fervedouro,10305.8051805
florestal,6575
formiga,64566.03507161
formoso,8097.61063492
fortaleza de minas,4064.26314375
fortuna de minas,2702
francisco badaro,10236
francisco dumont,4835.53297078
francisco sa,24469.44778591
franciscopolis,5793.45936103
frei gaspar,5857.94851232
frei inocencio,8671.21838324
frei lagonegro,3327
fronteira,13944
fronteira dos vales,4680
fruta de leite,5930.9362477
frutal,53178.70818842
funilandia,3783.43830292
galileia,6913.89407947
gameleiras,5131.72191552
glaucilandia,2962
goiabeira,3042.9313836
goiana,3646.36556156
goncalves,4213.54847105
gonzaga,5880.99802494
gouveia,11642.1932832
governador valadares,262357.05032965
grao mogol,14957.57209984
grupiara,1373
guanhaes,31172
guape,13797.89578898
guaraciaba,10111.704956
guaraciama,4718
guaranesia,18509
guarani,8573.4416167
guarara,3925.51640109
guarda-mor,6528.82239777
guaxupe,49188.22230908
guidoval,7195.39185796
guimarania,7246.27841749
guiricema,8689.29578568
gurinhata,5963.87637516
heliodora,6096
iapu,10298
ibertioga,5002.96664212
ibia,23060.0181557
ibiai,7770.83815437
ibiracatu,6152
ibiraci,12006.07608276
ibirite,158711.90103082
ibitiura de minas,3382
ibituruna,2847
icarai de minas,10658.50558901
igarape,34691.24586927
igaratinga,9215.745088
iguatama,7992
ijaci,5859
ilicinea,11442.30743758
imbe de minas,6424
inconfidentes,6904.80817581
indaiabira,7330
indianopolis,6190
ingai,2611.94481515
inhapim,24176.96255606
inhauma,5755
inimutaba,6710
ipaba,16275.7007282
ipanema,18089.16968336
ipatinga,238492.1029113
ipiacu,4099
ipuiuna,9465.22457767
irai de minas,6447.13713997
itabira,109573.98072686
itabirinha,10661.88526715
itabirito,45260.06236331
itacambira,4973.06538155
itacarambi,17667.36724259
itaguara,12296.85453376
itaipe,11768
itajuba,89995.17381094
itamarandiba,31958.80373812
itamarati de minas,4076.9587323
itambacuri,22601.79665171
itambe do mato dentro,2283
itamogi,10288
itamonte,13878.97327009
itanhandu,14124
itanhomi,11793.41208793
itaobim,20894.55457388
itapagipe,13465.82583696
itapecerica,21286
itapeva,8597
itatiaiucu,9928
itau de minas,14911
itauna,84946.20002378
itaverava,5799
itinga,14385.7221688
itueta,5820
ituiutaba,96728.04821587
itumirim,6137
iturama,34092.87158345
itutinga,3910.3228177
jaboticatubas,17033.78441371
jacinto,12034.64410933
jacui,7458.46047589
jacutinga,22644.82733103
jaguaracu,2973
jaiba,33512.93021929
jampruca,5020.71631934
janauba,66457.90471658
januaria,65212.61816986
japaraiba,3882.9503265
japonvar,8273.35120429
jeceaba,5388.93370071
jenipapo de minas,7095.89732273
jequeri,12808
jequitai,7911.94667471
jequitiba,5149
jequitinhonha,23976.51640635
jesuania,4749.22643429
joaima,14895.64748604
joanesia,5409.97935715
joao monlevade,73465
joao pinheiro,44939.9968304
joaquim felicio,4281.28084466
jordania,10253.27383555
jose goncalves de minas,4553
jose raydan,4365.32417615
josenopolis,4566
juatuba,22014.97261109
juiz de fora,513627.71592079
juramento,4104.81621244
juruaia,9202.62641186
juvenilia,5694.86962879
ladainha,16956
lagamar,7570.33273282
lagoa da prata,45628.01787246
lagoa dos patos,4220
lagoa dourada,12235.63207475
lagoa formosa,17084.52374192
lagoa grande,8287.49601864
lagoa santa,52369.93686281
lajinha,19559.13798181
lambari,19487.13761938
lamim,3452
laranjal,6465
lassance,6478
lavras,91709.67582453
leandro ferreira,3165.37259586
leme do prado,4794.81537663
leopoldina,50945.95281571
liberdade,5326.93604128
lima duarte,15948.41555169
limeira do oeste,6809.11838339
lontra,8391
luisburgo,6234
luislandia,6400
luminarias,5394.54682779
luz,17355.66504788
machacalis,6970
machado,38493.93282298
madre de deus de minas,4877.03390745
malacacheta,18661
mamonas,6300.44753311
manga,19745
manhuacu,79365.55951947
manhumirim,21219.54297938
mantena,26883.20345855
mar de espanha,11696
maravilhas,7148.74032625
maria da fe,14162
mariana,53985.8899583
marilac,4208.7681565
mario campos,13166.26772412
maripa de minas,2781.21473684
marlieria,3974.94659204
marmelopolis,2935.00250005
martinho campos,12519.33914926
martins soares,7170.00440509
mata verde,7857.21172059
materlandia,4580.52239226
mateus leme,27825
mathias lobato,3370
matias barbosa,13373.43394749
matias cardoso,9970.09686952
matipo,17499.00703375
mato verde,12625.51367981
matozinhos,33866
matutina,3752
medeiros,3415.19332597
medina,20986
mendes pimentel,6320.93461761
merces,10324.13008404
mesquita,6069
minas novas,30634.61214108
minduri,3824.92238519
mirabela,13021
miradouro,10179.99830067
mirai,13725.81583439
miravania,4509.1247796
moeda,4676.18226525
moema,6977.35436935
monjolos,2351.59098046
monsenhor paulo,8131.04682219
montalvania,15833.68007749
monte alegre de minas,19376.61044253
monte azul,21885.46043736
monte belo,12797.99919349
monte carmelo,45553.85901276
monte formoso,4650.86578897
monte santo de minas,21078
monte siao,21033.27803567
montes claros,360492.41354394
montezuma,7450.63094394
morada nova de minas,8184.67821042
morro da garca,2658
morro do pilar,3399
munhoz,6227.15736678
muriae,100105.00076457
mutum,26583.08105379
muzambinho,20324
nacip raydan,3122.25103316
nanuque,40662
naque,6341
natalandia,3259
natercia,4620
nazareno,7954
nepomuceno,25514.35377605
ninheira,9815
nova belem,3722.54261129
nova era,17459.11662934
nova lima,80683.39868443
nova modica,3783
nova ponte,12765.68722155
nova porteirinha,7362.21304548
nova resende,15289.16548577
nova serrana,73405.30253241
nova uniao,5494.33574886
novo cruzeiro,30679
novo oriente de minas,10263.30075423
novorizonte,4950.87711834
olaria,1976
olhos-d'agua,5261.44106637
olimpio noronha,2529.75533351
oliveira,39349.87728217
oliveira fortes,2097.07736291
onca de pitangui,3055
oratorios,4493
orizania,7281.08441794
ouro branco,35153.87467509
ouro fino,31351.5833913
ouro preto,69891.65098904
ouro verde de minas,5999.43916044
padre carvalho,5831.23001529
padre paraiso,18823
pai pedro,5904.84033205
paineiras,4599.50224634
pains,7953.55265684
paiva,1555.62248359
palma,6527.28766198
palmopolis,6918.22460188
papagaios,14107.8913467
para de minas,83636.78590174
paracatu,84398.44668756
paraguacu,20126
paraisopolis,19294
paraopeba,22500
passa quatro,15480.37181046
passa tempo,8150.5338978
passabem,1764
passa-vinte,2070.414863
passos,105751.98070212
patis,5569.00178733
patos de minas,138146.05058587
patrocinio,81713.32143865
patrocinio do muriae,5280.11019512
paula candido,9236
paulistas,4884.58134402
pavao,8525.84043365
pecanha,17190.32392879
pedra azul,23746
pedra bonita,6671
pedra do anta,3362.08980539
pedra do indaia,3866.85547907
pedra dourada,2184.89313062
pedralva,11394.86040088
pedras de maria da cruz,10299.99283495
pedrinopolis,3490
pedro leopoldo,58496.82356521
pedro teixeira,1785
pequeri,3121
pequi,4073
perdigao,8867.82043656
perdizes,14302.73800552
perdoes,20034
periquito,7036
pescador,4047.05522186
piau,2841
piedade de caratinga,7099.67018454
piedade de ponte nova,4025.35024146
piedade do rio grande,4705.74372378
piedade dos gerais,4600.77512452
pimenta,8231
pingo-d'agua,4409.81302082
pintopolis,7211
piracema,6366.46417002
pirajuba,4616.86564437
piranga,17176
pirangucu,5180
piranguinho,7993
pirapetinga,10351
pirapora,52812.48144503
pirauba,10806.64478068
pitangui,25157
piumhi,31488.91504852
planura,10300.36917105
poco fundo,15888.68467708
pocos de caldas,151861.22008866
pocrane,8964.07285752
pompeu,28903.3167267
ponte nova,56639.64105652
ponto chique,3966
ponto dos volantes,11345
porteirinha,37460.46973286
porto firme,10400
pote,15630.96188557
pouso alegre,129724.15308186
pouso alto,6144
prados,8330
prata,25311.4552432
pratapolis,8770
pratinha,3260.5529538
presidente bernardes,5518.44285259
presidente juscelino,3908
presidente kubitschek,2954
presidente olegario,18458.95790064
prudente de morais,9573
quartel geral,3291
queluzito,1861
raposos,15342
raul soares,23692.65306357
recreio,10271.6160728
reduto,6569
resende costa,10825
resplendor,16901.12152722
ressaquinha,4674
riachinho,7934
riacho dos machados,9342.84627976
ribeirao das neves,291903.84205986
ribeirao vermelho,3816
rio acima,9090
rio casca,14079.2915524
rio do prado,5182.66780262
rio doce,2465
rio espera,6044
rio manso,5255.20088611
rio novo,8667
rio paranaiba,11773.84447302
rio pardo de minas,29058
rio piracicaba,14102.46936206
rio pomba,17005.31342123
rio preto,5249.64876652
rio vermelho,13603.94085072
ritapolis,4925
rochedo de minas,2116
rodeiro,6820
romaria,3572.71813031
rosario da limeira,4232.25506883
rubelita,7767.46473793
rubim,9901
sabara,125989.53115911
sabinopolis,15594.93676861
sacramento,23731
salinas,39009.12626813
salto da divisa,6854
santa barbara,27833
santa barbara do leste,7663
santa barbara do monte verde,2781.14608411
santa barbara do tugurio,4570
santa cruz de minas,7861
santa cruz de salinas,4388.9093506
santa cruz do escalvado,4992
santa efigenia de minas,4586.91604955
santa fe de minas,3943.01251163
santa helena de minas,6049
santa juliana,11286.82612753
santa luzia,202202.51112264
santa margarida,15001
santa maria de itabira,10498
santa maria do salto,5280.55435201
santa maria do suacui,13970.24964221
santa rita de caldas,8976.00818135
santa rita de ibitipoca,3583
santa rita de jacutinga,4966.20469826
santa rita de minas,6521
santa rita do itueto,5690.90860986
santa rita do sapucai,37465
santa rosa da serra,3204.42424978
santa vitoria,17982.3006256
santana da vargem,7231
santana de cataguases,3622
santana de pirapama,7971.88682056
santana do deserto,3853.02769643
santana do garambeu,2230.21143394
santana do jacare,4555.56748095
santana do manhuacu,8551.37924024
santana do paraiso,27243
santana do riacho,3977
santana dos montes,3812.3209441
santo antonio do amparo,17250.61686477
santo antonio do aventureiro,3529.20512691
santo antonio do grama,4085
santo antonio do itambe,4135
santo antonio do jacinto,11678.82753436
santo antonio do monte,25810
santo antonio do retiro,6955
santo antonio do rio abaixo,1775.3887877
santo hipolito,3223.92306652
santos dumont,46159.71323094
sao bento abade,4573.65138191
sao bras do suacui,3513
sao domingos das dores,5408
sao domingos do prata,17281.75684788
sao felix de minas,3356.69960656
sao francisco,53599.80767914
sao francisco de paula,6452.42084001
sao francisco de sales,5739
sao francisco do gloria,5163.32022978
sao geraldo,10207
sao geraldo da piedade,4381.78814477
sao geraldo do baixio,3482.31701111
sao goncalo do abaete,6222.26098786
sao goncalo do para,10366.1745438
sao goncalo do rio abaixo,9762.48467033
sao goncalo do rio preto,3043
sao goncalo do sapucai,23778.1206199
sao gotardo,31695.44542337
sao joao batista do gloria,6854.20105301
sao joao da lagoa,4650.21117865
sao joao da mata,2715.52210026
sao joao da ponte,25328
sao joao das missoes,11715
sao joao del rei,84054
sao joao do manhuacu,10242
sao joao do manteninha,5180.46669057
sao joao do oriente,7874
sao joao do pacui,4060
sao joao do paraiso,22311
sao joao evangelista,15483.48879016
sao joao nepomuceno,24912
sao joaquim de bicas,23230.89823094
sao jose da barra,6731.56649046
sao jose da lapa,19747.10683948
sao jose da safira,4075
sao jose da varginha,4198
sao jose do alegre,3996
sao jose do divino,3799.75244772
sao jose do goiabal,5616.05865284
sao jose do jacuri,6553
sao jose do mantimento,2579.51872904
sao lourenco,41400
sao miguel do anta,6738.31831513
sao pedro da uniao,5006.50319021
sao pedro do suacui,5562.45913295
sao pedro dos ferros,8313.54513813
sao romao,10221
sao roque de minas,6635.12245346
sao sebastiao da bela vista,4924.36225973
sao sebastiao da vargem alegre,2797
sao sebastiao do anta,5739
sao sebastiao do maranhao,10625.91851418
sao sebastiao do oeste,5769.57223439
sao sebastiao do paraiso,64685.67214164
sao sebastiao do rio preto,1608.75778553
sao sebastiao do rio verde,2110
sao thome das letras,6578.96857001
sao tiago,10534
sao tomas de aquino,7061
sao vicente de minas,6996
sapucai-mirim,6232
sardoa,5567.03036513
sarzedo,25764.98322268
sem-peixe,2843.30456249
senador amaral,5210.2442128
senador cortes,1986.39321333
senador firmino,7177.74517526
senador jose bento,1859.89638159
senador modestino goncalves,4534.61823983
senhora de oliveira,5661.50344937
senhora do porto,3490.6080884900002
senhora dos remedios,10185.53856653
sericita,7128
seritinga,1789
serra azul de minas,4216
serra da saudade,815
serra do salitre,10538
serra dos aimores,8393.49840629
serrania,7505
serranopolis de minas,4422.22141874
serranos,1983.43965075
serro,20758
sete lagoas,213377.51896856
setubinha,10875.69438036
silveirania,2191
silvianopolis,5987.38328635
simao pereira,2537
simonesia,18261.13144524
sobralia,5830
soledade de minas,5590.3707135
tabuleiro,4075
taiobeiras,30865
taparuba,3137
tapira,4100.91725292
tapirai,1873
taquaracu de minas,3770
tarumirim,14200.36937034
teixeiras,11295.4529172
teofilo otoni,133704.73692243
timoteo,81133.41881213
tiradentes,6879.85382913
tiros,6900.64830129
tocantins,15743.78181826
tocos do moji,3950
toledo,5731.18873153
tombos,9521.00961754
tres coracoes,71915.29548729
tres marias,28238.08093851
tres pontas,53608.2926848
tumiritinga,6279.4006583
tupaciguara,23971.64871064
turmalina,17991
turvolandia,4619
uba,101201.82360429
ubai,11638.06599606
ubaporanga,12025.44579806
uberaba,293016.76591686
uberlandia,601108.49713504
umburatiba,2686.98574463
unai,76663.5273448
uniao de minas,4343.65573853
uruana de minas,3155.74603306
urucania,10273
urucuia,13576.61485819
vargem alegre,6437
vargem bonita,2158
vargem grande do rio pardo,4733
varginha,122758.66927013
varjao de minas,6018.71282497
varzea da palma,35749.29857527
varzelandia,19093.3475313
vazante,19607.17834968
verdelandia,8302.60683723
veredinha,5538.46677489
verissimo,3254.16343067
vermelho novo,4686
vespasiano,104088.64866916
vicosa,72063.46271351
vieiras,3731
virgem da lapa,13619
virginia,8565.59532426
virginopolis,10485.40426866
virgolandia,5644.97040578
visconde do rio branco,37863.93578151
volta grande,5070
wenceslau braz,2544.59841126
