city,qt
abadia dos dourados,6666.52829391
abaete,22488.94274967
abre campo,13126.73941343
acaiaca,3919
acucena,10237.01295665
agua boa,15131.50635404
agua comprida,1998.62571353
aguanil,4039
aguas formosas,18383.25708369
aguas vermelhas,12706.2605442
aimores,24803.38561437
aiuruoca,6070.7816711
alagoa,2675.04964005
albertina,2899
alem paraiba,34232.63883422
alfenas,73401.91521405
alfredo vasconcelos,6075
almenara,38530.71568252
alpercata,7123.120381
alpinopolis,18364.34914084
alterosa,13675
alto caparao,5240.72338613
alto jequitiba,8271.02244014
alto rio doce,12062.28375335
alvarenga,4431.88316477
alvinopolis,15177.50126973
alvorada de minas,3537
amparo do serra,5036
andradas,37170.48442131
andrelandia,12102
angelandia,8003
antonio carlos,11100.75193711
antonio dias,9549.17995146
antonio prado de minas,1671
aracai,2243
aracitaba,2058
aracuai,35707.30967054
araguari,109346.31777786
arantina,2823
araponga,8118.83051513
arapora,6136.4274565
arapua,2763
araujos,7844.7276484
araxa,93249.60483332
arceburgo,9467
arcos,36406.10297656
areado,13685
argirita,2894.21779523
aricanduva,4763
arinos,17622.17230211
astolfo dutra,13021
ataleia,14432.00316696
augusto de lima,4911.94444757
baependi,18125.50604014
baldim,7864.62722209
bambui,22590
bandeira,4978.02953057
bandeira do sul,5313.26180189
barao de cocais,28429.62852671
barao de monte alto,5699.22896017
barbacena,125025.85762633
barra longa,6134
barroso,19516
bela vista de minas,10004
belmiro braga,3388.86009584
belo horizonte,2367129.96289567
belo oriente,23280.05418267
belo vale,7536
berilo,12300
berizal,4360
bertopolis,4495.27473675
betim,376742.36201011
bias fortes,3793
bicas,13597
biquinhas,2630
boa esperanca,38361.00008898
bocaina de minas,4993.8093323
bocaiuva,46508.96295735
bom despacho,45508.00963952
bom jardim de minas,6438.52016978
bom jesus da penha,3841.81933376
bom jesus do amparo,5467.15624793
bom jesus do galho,15312.66511913
bom repouso,10421.2732348
bom sucesso,17137.16502037
bonfim,6787.80834541
bonfinopolis de minas,5787.72708169
bonito de minas,9638.657595
borda da mata,17033
botelhos,14821
botumirim,6488.76953512
bras pires,4608
brasilandia de minas,14140.01059425
brasilia de minas,31114.85412017
brasopolis,14493.65262963
braunas,5030
brumadinho,33809
bueno brandao,10836.76897075
buenopolis,10202.70886919
bugre,3992
buritis,22406.00326236
buritizeiro,26683.60965976
cabeceira grande,6440
cabo verde,13634.71720266
cachoeira da prata,3654
cachoeira de minas,10994
cachoeira de pajeu,8906.12150193
cachoeira dourada,2499
caetanopolis,10192
caete,40478
caiana,4965.25963385
cajuri,4044
caldas,13546.20987758
camacho,3151.20439262
camanducaia,20847.45521963
cambui,26371.77517718
cambuquira,12480.83747404
campanario,3557.05692559
campanha,15325
campestre,20546
campina verde,18824.3736146
campo azul,3674.00080859
campo belo,51284
campo do meio,11381.66757969
campo florido,6798.59377534
campos altos,14150.86701358
campos gerais,27506
cana verde,5553.8067014
canaa,4608.16048409
canapolis,11315.59666917
candeias,14500
cantagalo,4189.72330759
caparao,5202.74090678
capela nova,4749
capelinha,34628
capetinga,6990
capim branco,8839
capinopolis,15202
capitao andrade,4921
capitao eneas,14176.86606486
capitolio,8113.800247
caputira,9030
carai,22343
caranaiba,3288
carandai,23305.02401597
carangola,32084
caratinga,84623.82147638
carbonita,9126
careacu,6254.81948863
carlos chagas,20004
carmesia,2437.4541901
