city,total,has_children,children_born,children_borned_live,children_borned_dead
abreu e lima,37681,23611,86854,81565,5289
afogados da ingazeira,13734,8118,41617,39496,2121
afranio,5900,3371,17815,16937,877
agrestina,8128,5006,26038,23711,2328
agua preta,10824,6356,32275,30173,2102
aguas belas,14347,8590,50269,47840,2429
alagoinha,5092,3234,16830,15641,1188
alianca,14696,8365,43877,40441,3437
altinho,8987,5456,30956,28745,2211
amaraji,8023,4789,23742,22197,1544
angelim,3668,2184,12996,12141,855
aracoiaba,5806,3425,17083,15940,1142
araripina,27564,16006,80930,77085,3845
arcoverde,26285,15454,68785,64847,3938
barra de guabiraba,4106,2533,14753,13629,1123
barreiros,15593,9222,43962,40264,3698
belem de maria,4129,2437,11603,10811,792
belem de sao francisco,7961,4379,21253,19780,1473
belo jardim,28150,17259,85107,79426,5681
betania,4481,2522,13413,12655,758
bezerros,24545,15571,75957,68760,7197
bodoco,11929,6527,35337,33740,1597
bom conselho,17255,9866,55323,51830,3493
bom jardim,15469,8725,50098,46221,3877
bonito,14682,9019,46085,42671,3414
brejao,3433,2046,11614,10871,744
brejinho,2937,1700,9480,8909,571
brejo da madre de deus,14688,8876,42988,40487,2501
buenos aires,4945,2743,14882,13565,1316
buique,17206,9515,57468,53324,4144
cabo de santo agostinho,62525,38513,156401,144672,11729
cabrobo,10556,6354,29388,27677,1711
cachoeirinha,7197,4461,24468,22579,1890
caetes,9449,5342,34296,31911,2386
calcado,4645,2709,16267,15279,988
calumbi,2868,1625,9283,8935,348
camaragibe,54145,32933,121142,114326,6815
camocim de sao felix,6173,3931,20879,19484,1396
camutanga,3123,1918,9754,9273,480
canhotinho,9780,5691,29413,27994,1418
capoeiras,7536,4252,27803,25703,2099
carnaiba,7041,3973,22550,20799,1751
carnaubeira da penha,3686,2089,10453,9917,535
carpina,27171,15999,66939,61881,5058
caruaru,108828,66537,273417,255723,17693
casinhas,5289,2939,17798,16885,913
catende,12649,7829,40362,36626,3736
cedro,3665,2040,11491,11038,453
cha de alegria,4343,2491,12341,11602,739
cha grande,7256,4239,20734,19321,1414
condado,8542,5331,25640,24017,1623
correntes,6811,3760,21078,20145,933
cortes,4902,2998,15979,15013,966
cumaru,10884,5928,31789,29186,2603
cupira,9369,5708,30377,28580,1797
custodia,12392,7352,36372,34501,1871
dormentes,5428,3049,15370,14397,973
escada,23001,13898,62573,57739,4834
exu,12542,7036,37870,35938,1931
feira nova,7670,4590,24711,23189,1522
fernando de noronha,777,492,1291,1214,77
ferreiros,4289,2556,13239,12621,618
flores,8511,5035,27804,25734,2070
floresta,9746,5405,24258,22786,1472
frei miguelinho,5528,3295,20672,19213,1459
gameleira,9129,5367,29325,26371,2954
garanhuns,50156,29476,134477,126075,8402
gloria do goita,10929,6280,35200,32139,3061
goiana,29006,18098,75621,70836,4785
granito,2386,1282,7262,7000,262
gravata,28161,17132,76593,71317,5276
iati,6679,4028,24973,23446,1527
ibimirim,9308,5535,31791,28968,2823
ibirajuba,2916,1830,10655,9915,741
igarassu,33779,20744,79161,73914,5248
iguaraci,4748,2659,15128,14135,993
ilha de itamaraca,5744,3651,14012,12804,1208
inaja,4963,2869,16156,15342,814
ingazeira,1789,1106,5781,5263,518
ipojuca,22971,14068,62149,58017,4131
ipubi,8877,5080,28701,26482,2219
itacuruba,1497,783,3380,3048,332
itaiba,10052,5957,35258,32640,2618
itambe,13621,8228,43788,40859,2929
itapetim,6189,3745,21091,19771,1320
itapissuma,8067,5172,22317,20382,1935
itaquitinga,5815,3391,15870,14750,1119
jaboatao dos guararapes,248648,152715,529392,496574,32818
jaqueira,4381,2632,15076,14097,979
jatauba,5623,3356,18157,16898,1260
jatoba,5316,3040,14206,13398,808
joao alfredo,11342,6534,37601,33883,3717
joaquim nabuco,6028,3778,19033,17346,1687
jucati,3824,2190,14443,13443,1000
jupi,4946,2934,17274,16141,1133
jurema,5313,3283,20543,19306,1237
