city,total,married,separated,divorced,widow,single
ouricuri,42963,17469,501,378,1712,22903
palmares,43622,11893,402,331,2412,28583
palmeirina,7436,2595,105,66,281,4389
panelas,19823,5476,90,99,617,13541
paranatama,8491,3046,70,21,374,4980
parnamirim,14886,6013,61,84,631,8097
passira,23234,7973,134,87,1040,13999
paudalho,35069,10337,369,282,1643,22438
paulista,216747,74662,3508,4330,9247,125000
pedra,15691,5479,199,160,783,9071
pesqueira,46035,16462,910,410,2800,25453
petrolandia,21163,7304,282,250,836,12491
petrolina,169871,67179,2731,1948,5817,92196
pocao,8660,3241,93,100,501,4725
pombos,18952,5722,187,127,755,12161
primavera,8828,1859,54,39,410,6466
quipapa,17693,4671,50,79,546,12347
quixaba,5246,2340,27,0,132,2748
recife,1183444,356003,18369,24549,59326,725197
riacho das almas,14423,5083,118,60,809,8353
ribeirao,32767,9126,293,301,1588,21458
rio formoso,15869,5101,125,58,733,9852
saire,10824,3063,18,45,377,7320
salgadinho,5793,1774,46,0,221,3752
salgueiro,40627,15373,251,263,1731,23009
saloa,11766,4505,107,57,496,6601
sanharo,12473,4765,173,152,737,6645
santa cruz,8551,3546,83,14,314,4594
santa cruz da baixa verde,8694,3748,61,46,455,4385
santa cruz do capibaribe,46403,15168,766,613,1363,28494
santa filomena,9185,3719,73,15,269,5109
santa maria da boa vista,27498,10449,243,232,798,15777
santa maria do cambuca,9057,2176,36,10,282,6554
santa terezinha,8106,2613,43,20,306,5123
sao benedito do sul,7974,1449,69,44,332,6080
sao bento do una,34776,12489,377,284,1281,20345
sao caitano,26058,9049,195,422,1311,15080
sao joao,15394,6357,129,62,734,8112
sao joaquim do monte,15492,4192,143,76,633,10449
sao jose da coroa grande,10554,2155,41,83,386,7889
sao jose do belmonte,24706,8937,192,168,856,14554
sao jose do egito,23800,9044,394,177,1443,12742
sao lourenco da mata,72142,21203,716,964,3352,45908
sao vicente ferrer,12095,3492,38,20,563,7982
serra talhada,56659,23165,647,594,2841,29412
serrita,13528,5388,67,38,587,7448
sertania,25443,8982,282,134,1190,14855
sirinhaem,25113,6508,180,100,991,17334
solidao,4220,1779,32,17,113,2279
surubim,40471,13310,205,289,1962,24704
tabira,19144,7679,178,149,615,10522
tacaimbo,10405,3721,47,67,428,6143
tacaratu,13088,4970,107,47,525,7439
tamandare,12970,2627,55,48,398,9843
taquaritinga do norte,15554,5329,105,40,586,9494
terezinha,4925,1800,39,31,208,2847
terra nova,5918,2464,18,7,202,3226
timbauba,44883,14894,323,425,2085,27155
toritama,16794,5868,197,143,705,9882
tracunhaem,9897,2887,44,36,483,6447
trindade,16561,6579,184,89,795,8914
triunfo,12383,4543,78,55,542,7165
tupanatinga,15340,5628,109,55,519,9031
tuparetama,6358,2591,100,72,425,3170
venturosa,10673,3743,94,139,422,6275
verdejante,6801,2281,70,21,283,4145
vertente do lerio,6608,1866,22,35,269,4416
vertentes,11996,3133,104,68,363,8328
vicencia,22193,7451,210,177,1078,13277
vitoria de santo antao,94494,27992,1109,1097,4681,59615
xexeu,10089,2051,26,80,347,7586
