city,total,married,separated,divorced,widow,single
abreu e lima,72426,23350,1236,1367,2889,43585
afogados da ingazeira,26208,10484,363,221,1266,13874
afranio,11848,4625,100,67,414,6640
agrestina,15728,5070,146,113,995,9404
agua preta,21824,4850,116,102,790,15967
aguas belas,27816,8370,156,97,1108,18085
alagoinha,10055,3895,89,33,422,5615
alianca,29279,9402,200,158,1168,18351
altinho,17724,5472,97,126,930,11099
amaraji,16463,3250,47,55,523,12588
angelim,7150,2531,131,16,347,4125
aracoiaba,11611,3013,210,78,455,7855
araripina,53712,22225,635,370,1846,28635
arcoverde,49037,16481,719,668,2286,28884
barra de guabiraba,8272,1480,26,24,249,6492
barreiros,30694,6967,194,358,1549,21627
belem de maria,8279,2112,41,32,380,5714
belem de sao francisco,15293,5215,104,145,653,9175
belo jardim,53894,20528,759,584,3128,28895
betania,8915,3432,34,29,348,5072
bezerros,46803,15041,466,397,2947,27952
bodoco,23875,9777,320,97,1084,12597
bom conselho,32715,12853,390,211,1976,17285
bom jardim,29635,9979,168,219,1622,17648
bonito,29274,8335,332,239,1487,18880
brejao,6761,2315,14,28,292,4111
brejinho,5773,2144,78,18,197,3337
brejo da madre de deus,29010,8850,121,97,1156,18786
buenos aires,9641,3705,78,31,446,5381
buique,33719,13460,320,258,1331,18350
cabo de santo agostinho,121971,35145,1044,1499,5368,78915
cabrobo,20443,8031,121,193,973,11126
cachoeirinha,13688,4420,145,75,625,8423
caetes,18276,7119,90,33,670,10365
calcado,9045,3349,55,14,308,5318
calumbi,5555,2168,24,5,261,3096
camaragibe,104542,34778,1110,1256,4318,63080
camocim de sao felix,11937,4314,127,122,636,6738
camutanga,6191,2387,56,32,255,3461
canhotinho,19510,6274,245,88,902,12000
capoeiras,15035,6078,140,65,748,8004
carnaiba,13877,6064,82,40,635,7055
carnaubeira da penha,7571,2707,51,22,323,4468
carpina,51710,16358,606,628,2582,31536
caruaru,204112,70089,2643,2970,10143,118267
casinhas,10284,3910,108,34,409,5824
catende,24369,6840,188,206,1516,15618
cedro,7234,3177,23,7,243,3784
cha de alegria,8558,1727,72,51,368,6339
cha grande,14861,3762,70,57,517,10455
condado,17014,5182,190,124,896,10622
correntes,13223,4143,79,39,584,8378
cortes,9691,2858,55,49,416,6313
cumaru,22183,7903,145,28,932,13177
cupira,17665,5271,244,183,790,11178
custodia,24388,10104,250,142,1111,12780
dormentes,11117,5056,121,33,327,5580
escada,44990,12500,383,444,2268,29396
exu,24689,10170,178,77,867,13397
feira nova,14912,3232,74,76,694,10836
fernando de noronha,1655,511,1,65,30,1048
ferreiros,8567,2754,46,57,462,5248
flores,16683,6313,139,15,934,9282
floresta,18830,6816,158,98,570,11188
frei miguelinho,10678,2972,22,20,426,7239
gameleira,18341,3676,29,143,888,13604
garanhuns,93618,34629,1647,1315,4410,51617
gloria do goita,21438,4823,94,63,558,15900
goiana,56717,15573,615,648,2525,37356
granito,4716,1992,60,18,180,2466
gravata,54078,15220,717,673,2669,34798
iati,13298,3938,38,29,274,9019
ibimirim,18236,5448,111,29,715,11933
ibirajuba,5889,2463,38,54,345,2989
igarassu,65479,20404,735,710,2903,40726
iguaraci,9349,3421,99,42,403,5383
ilha de itamaraca,12852,3523,241,192,404,8492
inaja,9811,3088,83,46,403,6191
ingazeira,3589,1634,28,9,92,1826
ipojuca,45450,10179,227,330,1650,33064
ipubi,17359,7024,122,92,645,9475
itacuruba,2851,984,6,0,82,1779
itaiba,20085,7107,252,42,600,12083
itambe,27087,6968,178,124,1175,18643
itapetim,12219,4628,105,41,652,6792
itapissuma,15597,3693,87,255,725,10837
itaquitinga,11659,3137,70,79,589,7785
jaboatao dos guararapes,470423,153205,6411,7657,19098,284053
jaqueira,8745,2301,111,56,407,5870
jatauba,11102,4228,77,65,547,6186
jatoba,10435,4119,154,48,326,5789
joao alfredo,21752,6814,208,133,950,13647
joaquim nabuco,12086,2766,81,60,449,8730
jucati,7491,2774,10,31,290,4386
jupi,9484,3359,94,34,374,5622
jurema,10487,3387,82,55,390,6573
lagoa do carro,10435,3200,141,57,532,6504
lagoa do itaenga,15601,4711,82,210,577,10020
lagoa do ouro,8712,3081,23,26,318,5263
lagoa dos gatos,12281,3283,36,117,542,8303
lagoa grande,14253,5155,118,27,646,8307
lajedo,25783,8997,315,139,871,15461
limoeiro,45664,14936,513,382,2421,27411
macaparana,17524,5668,197,91,844,10724
machados,7680,1989,24,46,324,5297
manari,9201,2937,34,24,354,5853
maraial,10662,2336,75,26,400,7825
mirandiba,10011,3581,42,71,328,5989
moreilandia,8670,3531,42,15,387,4695
moreno,39752,12144,376,425,1961,24846
nazare da mata,23925,8502,229,194,1486,13515
olinda,304695,91689,5210,6276,15080,186440
orobo,17513,4911,122,70,905,11504
oroco,8088,3005,61,68,305,4649
