city,quantity
abdon batista,868
abelardo luz,4451
agrolandia,1913
agronomica,1107
agua doce,1998
aguas de chapeco,1683
aguas frias,848
aguas mornas,1286
alfredo wagner,2119
alto bela vista,585
anchieta,2154
angelina,1449
anita garibaldi,2957
anitapolis,828
antonio carlos,1614
apiuna,2306
arabuta,1069
araquari,6752
ararangua,16433
armazem,2059
arroio trinta,1018
arvoredo,636
ascurra,1833
atalanta,958
aurora,1296
balneario arroio do silva,1852
balneario barra do sul,1821
balneario camboriu,22245
balneario gaivota,1515
bandeirante,850
barra bonita,544
barra velha,4333
bela vista do toldo,1510
belmonte,818
benedito novo,2460
biguacu,14006
blumenau,81937
bocaina do sul,742
bom jardim da serra,989
bom jesus,625
bom jesus do oeste,643
bom retiro,2070
bombinhas,2530
botuvera,866
braco do norte,8432
braco do trombudo,855
brunopolis,827
brusque,21609
cacador,18018
caibi,2188
calmon,943
camboriu,11166
campo alegre,3047
campo belo do sul,2241
campo ere,3315
campos novos,8526
canelinha,2451
canoinhas,15325
capao alto,805
capinzal,6687
capivari de baixo,5852
catanduvas,2598
caxambu do sul,1532
celso ramos,853
cerro negro,1100
chapadao do lageado,676
chapeco,54491
cocal do sul,4200
concordia,19183
cordilheira alta,954
coronel freitas,3205
coronel martins,682
correia pinto,5370
corupa,3009
criciuma,55470
cunha pora,2729
cunhatai,470
curitibanos,10376
descanso,2727
dionisio cerqueira,4009
dona emma,932
doutor pedrinho,703
entre rios,1009
ermo,569
erval velho,1158
faxinal dos guedes,3485
flor do sertao,507
florianopolis,116202
formosa do sul,843
forquilhinha,5551
fraiburgo,10858
frei rogerio,805
galvao,1321
garopaba,3691
garuva,3103
gaspar,13402
governador celso ramos,3160
grao para,1771
gravatal,3225
guabiruba,3414
guaraciaba,2987
guaramirim,7225
guaruja do sul,1385
guatambu,1590
herval d'oeste,6404
ibiam,537
ibicare,957
ibirama,4476
icara,14405
ilhota,2871
imarui,3666
imbituba,10869
imbuia,1405
indaial,11553
iomere,848
ipira,1329
ipora do oeste,2374
ipuacu,1708
ipumirim,1958
iraceminha,1274
irani,2706
irati,705
irineopolis,2543
ita,1953
itaiopolis,5086
itajai,44351
itapema,7903
itapiranga,4837
itapoa,2484
ituporanga,6003
jabora,1098
jacinto machado,2788
jaguaruna,4114
jaragua do sul,35233
jardinopolis,641
joacaba,7686
joinville,132703
jose boiteux,1349
jupia,595
lacerdopolis,579
lages,51137
laguna,13315
lajeado grande,506
laurentino,1289
lauro muller,4235
lebon regis,3036
leoberto leal,899
lindoia do sul,1414
lontras,1991
luiz alves,2129
luzerna,1580
macieira,465
mafra,13962
major gercino,879
major vieira,1732
maracaja,1621
maravilha,6075
marema,700
massaranduba,3281
matos costa,839
meleiro,2071
mirim doce,1112
modelo,1240
mondai,2711
monte carlo,2342
monte castelo,2185
morro da fumaca,4230
morro grande,777
navegantes,10992
nova erechim,1047
nova itaberaba,1266
nova trento,2482
nova veneza,3340
novo horizonte,879
orleans,5713
otacilio costa,4412
ouro,2254
ouro verde,716
paial,627
painel,632
palhoca,31293
palma sola,2722
palmeira,622
palmitos,4078
papanduva,4676
paraiso,1310
passo de torres,1304
passos maia,1550
paulo lopes,1594
pedras grandes,1208
penha,4789
peritiba,1040
petrolandia,1714
picarras,3209
pinhalzinho,4083
pinheiro preto,947
piratuba,1389
planalto alegre,833
pomerode,6330
ponte alta,1529
ponte alta do norte,973
ponte serrada,3321
porto belo,2997
porto uniao,9801
pouso redondo,3229
praia grande,2060
presidente castelo branco,679
presidente getulio,3464
presidente nereu,672
princesa,708
quilombo,3186
rancho queimado,677
rio das antas,1676
rio do campo,1808
rio do oeste,1644
rio do sul,15745
rio dos cedros,2154
rio fortuna,1334
rio negrinho,11317
rio rufino,665
riqueza,1363
rodeio,2680
romelandia,1920
salete,2305
saltinho,1211
salto veloso,1217
sangao,2058
santa cecilia,4304
santa helena,771
santa rosa de lima,618
santa rosa do sul,2055
santa terezinha,2464
santa terezinha do progresso,1026
santiago do sul,483
santo amaro da imperatriz,6066
sao bento do sul,21225
sao bernardino,950
sao bonifacio,652
sao carlos,2715
sao cristovao do sul,1269
sao domingos,2829
sao francisco do sul,9390
sao joao batista,3874
sao joao do itaperiu,879
sao joao do oeste,1702
sao joao do sul,1824
sao joaquim,5910
sao jose,55446
sao jose do cedro,4149
sao jose do cerrito,2549
sao lourenco do oeste,6168
sao ludgero,2762
sao martinho,767
sao miguel da boa vista,574
sao miguel do oeste,10309
sao pedro de alcantara,944
saudades,2630
schroeder,3247
seara,4912
serra alta,1102
sideropolis,3580
sombrio,6667
sul brasil,963
taio,4631
tangara,2363
tigrinhos,576
tijucas,7193
timbe do sul,1458
timbo,9098
timbo grande,1603
tres barras,5449
treviso,787
treze de maio,1868
treze tilias,1536
trombudo central,1681
tubarao,28170
tunapolis,1440
turvo,3134
uniao do oeste,1073
urubici,2956
urupema,597
urussanga,5615
vargeao,960
vargem,851
vargem bonita,1910
vidal ramos,1853
videira,14295
vitor meireles,1450
witmarsum,874
xanxere,12373
xavantina,1083
xaxim,7210
zortea,995
