city,total,has_children,children_born,children_borned_live,children_borned_dead
abdon batista,1104.41128545,761.16997779,2712.37122553,2644.52946222,67.84176333
abelardo luz,7081.5158175,4718.20147534,15842.42934842,15175.32483695,667.10451149
agrolandia,3985.67056848,2685.83418034,8336.11651745,7958.31013116,377.80638631
agronomica,2068.5300129,1392.90499124,4383.29786441,4280.45485912,102.84300528
agua doce,2902.14113727,1953.44792991,6525.21975966,6248.95031206,276.26944752
aguas de chapeco,2564.65010071,1795.93913502,5967.81814063,5839.02139122,128.79674939
aguas frias,1018.31943574,718.11731723,2519.556709,2454.60904267,64.94766636
aguas mornas,2418.541771,1575.40156878,5321.79261308,5210.59740527,111.19520782
alfredo wagner,3929.13616987,2674.72276628,8939.45458554,8656.94768707,282.50689846
alto bela vista,871.01381408,621.61245951,1908.94575771,1847.19316106,61.75259667
anchieta,2713.65862491,1834.104971,6642.93902292,6525.10962116,117.82940179
angelina,2191.38503749,1457.14947326,5467.18696285,5392.73673146,74.4502314
anita garibaldi,3696.90702977,2468.31389272,9558.18065865,9003.20712765,554.97353102
anitapolis,1324.40706379,960.16023899,3143.01359384,3067.1817445,75.83184936
antonio carlos,3201.95657854,2026.71795716,6168.45982971,6027.63450923,140.82532046
apiuna,4085.37835852,2640.48543573,9171.73451722,8729.27728645,442.45723078
arabuta,1810.09596484,1281.96652958,3899.68772435,3807.12693673,92.56078764
araquari,9871.23799732,5896.18817927,17347.51725168,16860.11088644,487.40636524
ararangua,26902.71395576,18124.81947525,53626.57834879,51014.05205495,2612.52629386
armazem,3323.58055346,2220.16289457,6972.67805678,6749.13610031,223.54195649
arroio trinta,1567.55974846,1044.28135979,3426.17823471,3343.56969468,82.60854005
arvoredo,896.57972496,656.26641101,2248.00867365,2186.7028048,61.30586888
ascurra,3287.67157417,2176.01831655,6175.24690492,5923.6256981,251.62120687
atalanta,1434.05439619,984.15337405,3225.94553465,3074.44927852,151.49625608
aurora,2367.49344754,1592.64002043,5350.80249155,5183.47398437,167.32850717
balneario arroio do silva,4179.50978294,2929.33518338,8948.48098864,8684.1588248,264.32216383
balneario barra do sul,3735.84065457,2715.22122303,9246.49947362,8854.49929617,392.00017747
balneario camboriu,50825.29357301,30577.67345888,76300.23067237,73780.57341441,2519.65725793
balneario gaivota,3580.42559117,2520.83905736,7989.64449764,7740.53382042,249.11067717
balneario picarras,7298.2927622,4927.8507872,14939.48339305,14438.22959388,501.25379914
bandeirante,1213.83889189,873.91292846,3263.91587936,3151.47870037,112.43717898
barra bonita,773.52211662,553.50341391,2164.16714324,2095.02237805,69.14476524
barra velha,9638.82967581,6344.98125027,19545.72285749,18870.26467052,675.45818694
bela vista do toldo,2428.67698052,1575.69787337,5407.92933344,5105.64076008,302.28857335
belmonte,1098.57764669,768.5362447,2723.74379028,2655.01130217,68.73248809
benedito novo,4388.69149366,2930.10591914,8324.33676345,8064.90051438,259.43624903
biguacu,25427.11405858,15818.78699248,46306.30196968,44349.82145953,1956.4805102
blumenau,138896.51683926,85748.56501793,214829.80112655,208677.25784572,6152.54328075
bocaina do sul,1371.66234862,944.50331151,3344.77578647,3218.10152042,126.67426603
bom jardim da serra,1861.20817384,1224.70506485,4081.49932217,3887.50932871,193.98999348
bom jesus,1086.22089898,711.70219096,2283.85184555,2220.68131823,63.17052734
bom jesus do oeste,910.54060943,642.43565871,1903.94682633,1894.46914668,9.47767963
bom retiro,3749.16157388,2509.47106892,8466.99628275,8075.51742133,391.4788614
bombinhas,6086.62164237,4014.51855696,11229.35018568,10889.05333401,340.29685169
botuvera,1944.51130569,1227.81539334,3801.73520167,3734.39059559,67.34460606
braco do norte,12481.66579856,8124.0258441,23895.35953323,23264.221498,631.13803519
braco do trombudo,1460.50294662,1005.54245859,2808.90024264,2731.29565014,77.60459248
brunopolis,1200.70622681,839.0346201,2792.38021634,2679.68303832,112.69717805
brusque,46711.4090243,28696.78011177,72662.05443394,70743.26830978,1918.78612418
cacador,30157.29205818,19853.82431626,59165.43891763,56307.78981183,2857.64910592
caibi,2698.22502545,1820.28285417,6255.74529633,6057.99517925,197.75011706
calmon,1304.70656424,850.61290887,3326.74725376,3168.97715944,157.77009435
camboriu,26200.32298869,16651.64803351,47115.4625127,45056.98419459,2058.47831809
campo alegre,4916.54851865,3250.87249134,10127.47442916,9766.41485643,361.05957272
campo belo do sul,3084.12254973,2107.85098394,8195.22187744,7552.32829598,642.89358146
campo ere,3964.44981857,2675.18699001,10217.38499925,9718.8098058,498.57519343
campos novos,14059.14843371,9351.42043458,29180.42761954,27996.29254177,1184.13507776
canelinha,4413.50381461,2895.03094674,8937.1665539,8546.04616065,391.12039329
canoinhas,22861.8260884,14844.56451439,46940.03966528,44321.28078102,2618.75888428
capao alto,1140.24965397,813.1505718,2684.02369131,2508.27902832,175.74466298
capinzal,9092.37637659,6091.27425776,16849.89763956,16277.79516748,572.10247201
capivari de baixo,9726.83363236,6555.78231482,18135.28591177,17534.47030689,600.81560479
catanduvas,4073.27011971,2723.97219128,7865.2398923,7642.13693229,223.10296004
caxambu do sul,1918.32747381,1309.79733092,4524.78395285,4460.46408233,64.31987051
celso ramos,1195.50517617,767.10324342,2787.25391568,2704.43301216,82.82090349
cerro negro,1466.16505102,977.48084678,4341.28434737,4020.7671504,320.51719697
chapadao do lageado,1111.18276994,756.63469973,2606.75398352,2494.65134757,112.10263597
chapeco,80377.93727761,50446.09737659,141379.92717902,136971.98679522,4407.94038386
cocal do sul,6799.04716253,4416.69783848,12459.80421865,11968.00652764,491.79769105
concordia,30668.30339249,19722.94712781,54693.09874889,53236.37080935,1456.72793954
cordilheira alta,1630.4746045,1069.77405612,3079.06026694,3045.06278766,33.99747926
coronel freitas,4429.23644325,3053.2705476,9599.14664137,9378.98835208,220.15828929
coronel martins,1035.46175066,715.96025084,2557.72101595,2446.77507915,110.94593679
correia pinto,6333.03720874,4237.73451792,13623.83554563,12970.90602452,652.92952115
corupa,5917.25229813,3872.68993251,11005.46073376,10741.18459711,264.27613672
criciuma,85400.85247162,55332.95678753,152708.32475298,147498.44503302,5209.87971997
cunha pora,4753.47727089,3277.70145695,9818.79481756,9492.38799967,326.40681791
cunhatai,783.85191876,546.51969446,1772.13374164,1744.33955643,27.79418522
curitibanos,16355.92870651,11150.08796931,34173.00097336,33056.98236154,1116.01861183
descanso,3820.44197276,2616.31507907,8904.81725776,8649.91692133,254.90033643
dionisio cerqueira,6312.97964616,4269.95499161,15513.12392183,15018.56849846,494.5554233
dona emma,1560.52346272,1029.95354973,3625.24824419,3501.43661851,123.81162567
doutor pedrinho,1558.01488357,1044.4266835,3249.84622377,3137.57469925,112.27152455
entre rios,1204.75571132,836.98459727,3042.83895714,2964.90004861,77.93890851
ermo,859.64705976,587.49108135,2038.44559086,1971.3203434,67.12524746
erval velho,1938.63294819,1302.00514799,4255.73006426,4082.30778302,173.42228126
faxinal dos guedes,4517.65414854,3058.80374992,9262.15025453,8967.29926938,294.85098519
flor do sertao,652.64212079,454.11542048,1627.61773955,1603.57946972,24.03826983
florianopolis,194792.44056591,115409.57475626,294118.36044841,285702.52754003,8415.83290843
formosa do sul,1129.38473784,746.98927933,2588.24250768,2497.58366851,90.65883916
forquilhinha,9602.14675888,6216.70953405,17719.74967512,17031.23987224,688.50980283
fraiburgo,14569.4617538,9582.86948845,28725.90411692,27552.75412448,1173.14999241
frei rogerio,1015.10592129,678.46590118,2475.38046148,2372.51398895,102.86647251
galvao,1505.41348167,1000.26012836,3474.18830967,3358.77864889,115.40966083
garopaba,7831.27049391,5245.43916688,15184.18512091,14708.63434375,475.55077715
garuva,6059.77735654,3937.99728074,12754.24401693,12451.86321986,302.38079707
gaspar,25550.29260808,16104.42991595,45261.56392056,43552.14548482,1709.41843577
governador celso ramos,5599.22020115,3839.63755859,11614.09455498,11255.59655218,358.49800285
grao para,2613.86795504,1807.44896495,5309.33371732,5168.11028431,141.22343298
gravatal,4734.68489923,3130.07679952,9794.83970461,9509.71482856,285.12487608
guabiruba,7974.81620809,4877.53018316,13418.43208439,13036.74423148,381.68785292
guaraciaba,4638.36040918,3126.11962599,10271.0311873,10075.08003041,195.95115686
guaramirim,14701.33174131,8500.59395786,23323.20541877,22500.99877168,822.2066471
guaruja do sul,2204.37523114,1485.3197599,4915.17232334,4744.09321278,171.07911054
guatambu,1906.49589414,1280.57711381,4468.76140581,4317.98525582,150.77614998
herval d'oeste,9346.55332115,6072.28709715,18307.18552103,17534.83063945,772.35488156
ibiam,855.15560509,571.56673236,1957.03877189,1898.37882509,58.65994682
ibicare,1416.33182487,1007.97355063,3278.91228691,3203.94843055,74.96385635
ibirama,7489.63153455,4940.81180111,14879.97870467,14381.86113743,498.11756724
icara,25482.09279133,16905.75311567,49694.7834256,47963.75594091,1731.02748465
ilhota,5238.95590792,3477.99984835,11233.75455257,10819.51675086,414.23780166
imarui,5111.98349859,3507.02618423,13113.45169387,12622.68930892,490.76238495
imbituba,17907.01942136,12039.80114516,36239.90004219,35034.44884823,1205.45119401
imbuia,2363.90169803,1646.03310103,5578.83547262,5405.66206002,173.1734126
indaial,23680.83516754,15513.3926913,42604.32396958,41374.39007222,1229.93389736
iomere,1208.24849427,822.45641911,2495.3937985,2445.87139377,49.52240471
ipira,2102.38484645,1465.55164861,4822.99019753,4614.41679739,208.57340014
ipora do oeste,3612.71188862,2468.42668713,7938.94892146,7806.48398043,132.46494101
ipuacu,2673.13875323,1791.44495135,6413.53280954,6211.89468543,201.63812416
ipumirim,3144.03873722,2119.56357668,6552.04528842,6368.4490112,183.59627721
iraceminha,1807.2592608,1280.98991689,4394.01440265,4294.92905223,99.0853504
irani,3993.67577071,2720.28096239,8057.75172381,7785.7776036,271.97412022
irati,892.57042832,615.10788547,2247.33302617,2197.28575625,50.04726995
irineopolis,4276.35292341,2757.29708476,9546.42726324,9182.17372664,364.25353658
ita,2795.54404704,1938.03980602,6065.46050348,5951.11872338,114.34178009
itaiopolis,8266.78742042,5308.53458502,17281.66285272,16753.28184839,528.38100434
itajai,80560.16131154,51691.31190303,141444.45219723,136898.83309285,4545.61910437
itapema,20317.39857534,12851.46893057,34533.01845375,33296.65418706,1236.36426667
itapiranga,6577.08970623,4214.65842162,13680.33130506,13448.79314308,231.53816198
itapoa,6306.59786134,4486.81787458,14060.60065499,13508.7533331,551.84732191
ituporanga,9551.43255299,6254.55329667,19531.64946235,18759.41855629,772.230906
jabora,1794.85488652,1214.37100295,4104.32645211,4018.38051384,85.94593825
jacinto machado,4652.55733716,3077.38700361,9965.98963638,9693.08517981,272.90445659
jaguaruna,7581.75666444,5270.4086021,16461.92931944,15870.25240574,591.67691374
jaragua do sul,61962.48142641,38441.57687288,97472.77362928,94093.4724717,3379.30115756
jardinopolis,769.8384871,516.18584663,1685.51208657,1634.91038141,50.60170518
joacaba,12341.32646126,7855.18864169,20585.44007455,19912.08967476,673.35039972
joinville,225888.88517451,143203.52264647,385601.37334579,373486.73250909,12114.64083672
jose boiteux,1938.76465615,1272.50513024,4313.50665925,4176.49550531,137.01115391
jupia,925.76608539,650.94043133,2202.3736111,2174.53819165,27.83541945
lacerdopolis,975.19884229,680.58377624,1956.59518243,1913.07604918,43.51913322
lages,69693.4188135,45337.66779005,134179.20766372,127646.93807496,6532.26958877
laguna,23094.59980657,15576.33125858,47398.15965818,45391.36267128,2006.79698692
lajeado grande,653.8450211,451.65630524,1470.87778007,1433.59788115,37.27989893
laurentino,2648.54357727,1695.97917558,5156.21660158,4969.01012934,187.20647227
lauro muller,6172.84712731,4290.80051082,13792.48877581,13247.95897134,544.5298044
lebon regis,4689.36712035,3234.97006328,11568.63043041,10944.77646214,623.85396831
leoberto leal,1366.07797843,942.49030306,3410.72219357,3317.86557811,92.85661545
lindoia do sul,1992.09009398,1381.65728584,4524.8214718,4450.6953524,74.12611941
lontras,4412.1988239,2965.28462209,9035.29678686,8660.23466571,375.06212118
luiz alves,4288.18021219,2601.82090946,7953.20833032,7689.23630491,263.97202542
luzerna,2609.9094482,1688.63186432,5136.42816571,5019.51945128,116.90871445
macieira,738.79943564,515.76293797,1776.30656593,1724.82711831,51.47944764
mafra,22837.14506319,14701.99281592,44374.47335616,42843.15318734,1531.32016882
major gercino,1403.24532866,911.63684264,3519.82468889,3367.94998793,151.87470091
major vieira,3098.19406743,2013.10825743,6634.62540322,6479.55671698,155.06868624
maracaja,2706.52321973,1849.22696406,5311.25979194,5178.8839129,132.37587902
maravilha,9839.53084527,6488.35672822,18638.68007838,18066.78199058,571.89808784
marema,969.32296104,653.43802242,2044.52914336,2007.11474856,37.41439478
massaranduba,6339.2319161,4129.05812332,11957.39011404,11434.45430896,522.9358051
matos costa,1134.79367901,767.07627051,2997.2008123,2824.55839766,172.64241462
meleiro,3131.90072726,2067.78404275,6821.58678089,6551.69427933,269.89250149
mirim doce,1057.53580605,726.79187855,2632.94491432,2588.14436833,44.800546
modelo,1737.07616436,1182.4412021,3772.66948673,3689.41267792,83.2568088
mondai,4262.26170923,2815.49571776,8377.73198236,8122.2600714,255.47191097
monte carlo,3754.73141902,2513.577883,8894.22502572,8586.33856453,307.88646119
monte castelo,3385.2336,2284.39030254,8418.82313246,8099.06491728,319.75821515
morro da fumaca,6956.36547386,4604.18037808,13703.63528543,13358.71820594,344.91707944
morro grande,1216.79657999,805.12398926,2516.71544081,2442.07848276,74.63695806
navegantes,25750.46763462,16958.49376758,49485.24242595,47415.80344818,2069.43897779
nova erechim,1818.49372979,1231.5328835,3687.90277388,3630.17369484,57.72907902
nova itaberaba,1800.83537048,1257.77070263,4275.68955171,4094.00309049,181.68646124
nova trento,5301.36208742,3370.29554074,10443.95999224,10085.06232847,358.89766385
nova veneza,5787.86554112,3626.38944548,11578.34059115,11053.18845614,525.15213496
novo horizonte,1111.99366527,807.03766628,2932.02877272,2871.7315498,60.29722293
orleans,9385.60860094,6228.07235059,17277.80458311,16825.71669586,452.08788725
otacilio costa,6820.00147227,4718.59522213,14020.64469634,13486.10296396,534.5417324
ouro,3249.94361954,2198.58055783,6515.66738984,6360.80583197,154.86155784
ouro verde,958.34060516,649.96111807,2033.28896874,1998.49410258,34.79486616
paial,710.97805799,490.65841763,1843.28896819,1784.14535381,59.14361441
painel,948.8530385,679.32893413,2293.84618317,2152.34984043,141.49634269
palhoca,59419.92610751,37603.0407961,106687.33716276,103439.66444004,3247.6727227
palma sola,3255.89333972,2142.48265384,7968.21968584,7710.26916363,257.95052218
palmeira,960.28709854,667.68433587,2321.37458144,2253.42680777,67.94777367
palmitos,7056.49996283,4899.46666264,14752.6849957,14326.76370921,425.92128646
papanduva,7363.75451081,4798.02261186,16857.33135709,16346.66276311,510.66859403
paraiso,1749.80902791,1227.63488066,4796.11723491,4654.50197534,141.61525956
