city,total
abdon batista,1523.19195373
abelardo luz,8130.78352432
agrolandia,4865.04217821
agronomica,2604.17161063
agua doce,3404.9276076
aguas de chapeco,3168.84740089
aguas frias,1250.42375105
aguas mornas,2884.40211098
alfredo wagner,5150.62545919
alto bela vista,1125.92503676
anchieta,3250.00816533
angelina,2709.2367012
anita garibaldi,4215.09292682
anitapolis,1639.7750971
antonio carlos,4050.7704816
apiuna,5017.61183613
arabuta,2380.97968026
araquari,11823.07762882
ararangua,29876.80637264
armazem,4163.91315173
arroio trinta,1919.38722434
arvoredo,1176.53810016
ascurra,3914.66688099
atalanta,1739.81959351
aurora,3024.08755582
balneario arroio do silva,4724.29113125
balneario barra do sul,4473.03966362
balneario camboriu,48729.19241735
balneario gaivota,4208.74197549
balneario picarras,8227.38765824
bandeirante,1514.55886742
barra bonita,989.26630574
barra velha,10785.96524264
bela vista do toldo,2927.49020775
belmonte,1396.01579256
benedito novo,5498.298487
biguacu,28416.4640721
blumenau,155300.36431686
bocaina do sul,1693.42687764
bom jardim da serra,2063.50671204
bom jesus,1341.94463811
bom jesus do oeste,1215.41634973
bom retiro,4320.78259768
bombinhas,7262.03067855
botuvera,2502.47944559
braco do norte,14890.43386715
braco do trombudo,1880.01639917
brunopolis,1425.17888049
brusque,53556.21285231
cacador,33598.36729877
caibi,3280.09288799
calmon,1537.5663201
camboriu,30073.10259993
campo alegre,5966.65941263
campo belo do sul,3744.50193548
campo ere,4305.7723528
campos novos,15510.29080335
canelinha,5105.14131837
canoinhas,24358.599077760002
capao alto,1396.66775512
capinzal,10460.61590162
capivari de baixo,10545.40818523
catanduvas,4724.69044286
caxambu do sul,2389.01071431
celso ramos,1493.81331
cerro negro,1767.96634112
chapadao do lageado,1454.39612654
chapeco,89216.17716836
cocal do sul,8020.24466243
concordia,36411.80055282
cordilheira alta,2103.46135675
coronel freitas,5471.13724344
coronel martins,1282.46883436
correia pinto,7144.94421467
corupa,7125.05160898
criciuma,93330.78359607
cunha pora,5799.34590073
cunhatai,1063.53842244
curitibanos,18017.97597564
descanso,4642.58649766
dionisio cerqueira,6982.38684244
dona emma,1803.19343427
doutor pedrinho,1921.82363676
entre rios,1455.79346926
ermo,1031.94303769
erval velho,2225.87083046
faxinal dos guedes,5446.89174931
flor do sertao,839.50573847
florianopolis,189362.30212755
formosa do sul,1398.5543891
forquilhinha,11718.67483436
fraiburgo,16601.706483
frei rogerio,1232.4455622
galvao,1700.95801132
garopaba,9080.116265
garuva,7059.1007765
gaspar,29671.3609745
governador celso ramos,7177.77408895
grao para,3358.89885317
gravatal,5430.47214043
guabiruba,9675.12468732
guaraciaba,5687.65035675
guaramirim,17878.78852505
guaruja do sul,2591.04407707
guatambu,2381.91810426
herval d'oeste,10676.8148039
ibiam,1044.66776527
ibicare,1865.18340365
ibirama,8823.28146255
icara,29745.47343312
ilhota,6323.15533254
imarui,5715.91995323
imbituba,19637.95178888
imbuia,2993.22444
indaial,28217.81530942
iomere,1518.26270761
ipira,2563.26947454
ipora do oeste,4576.955754
ipuacu,3098.91195933
ipumirim,3985.73805981
iraceminha,2273.62869266
irani,4821.16375985
irati,1037.00382291
irineopolis,5098.83967143
ita,3430.26402155
itaiopolis,9447.67972602
itajai,87106.92503617
itapema,22410.62094503
itapiranga,8215.52750671
itapoa,7270.02065154
ituporanga,11024.63351833
jabora,2172.79318303
jacinto machado,5266.00626661
jaguaruna,9207.35950383
jaragua do sul,73697.5586686
jardinopolis,954.90552006
joacaba,13105.86432656
joinville,252283.73488656
jose boiteux,2345.63874765
jupia,1123.65960723
lacerdopolis,1245.70211639
lages,70659.06454
laguna,25209.83492413
lajeado grande,791.7289932
laurentino,3102.68864018
lauro muller,7329.42467428
lebon regis,5719.51608471
leoberto leal,1869.7826731
lindoia do sul,2575.65883053
lontras,5333.62181353
luiz alves,5435.35920422
luzerna,3009.66223412
macieira,1003.17044019
mafra,24804.29989627
major gercino,1660.13044522
major vieira,3519.49998857
maracaja,3299.70170306
maravilha,11546.81565137
marema,1175.75332641
massaranduba,7885.97780595
matos costa,1347.85152795
meleiro,3677.47626596
