city,quantity
acrelandia,4186.87852291
assis brasil,2121.46540614
brasileia,6986.78431443
bujari,2918.91297817
capixaba,3164.5405734
cruzeiro do sul,31025.43388462
epitaciolandia,5598.25953024
feijo,12162.80952649
jordao,3086.9163573
mancio lima,6263.78562478
manoel urbano,2489.88952149
marechal thaumaturgo,6748.11714354
placido de castro,6158.58905336
porto acre,5221.14977362
porto walter,4021.51216917
rio branco,118791.74795872
rodrigues alves,6537.18868237
santa rosa do purus,1979.67773909
sena madureira,12612.92441784
senador guiomard,7254.59111433
tarauaca,13562.87819052
xapuri,5267.40962993
