city,total,suitable,semi_suitable,inappropriate
abaira,2572.0,313.29402246,2233.41686525,25.28911229
abare,4320.35091928,1532.43990249,2473.12960976,314.78140703
acajutiba,4110.84045969,287.26595164,3657.42338427,166.15112378
adustina,4513.38176405,971.88213682,3147.40497041,394.09465682
agua fria,4586.28654076,113.75144916,4033.63804815,438.89704345
aiquara,1364.25961512,652.82716155,650.43501259,60.99744098
alagoinhas,41644.80137566,20059.47251981,21191.585836200004,393.74301965
alcobaca,6004.25495026,1289.56542582,4183.07257803,531.61694641
almadina,1957.4381372,1151.8394378,751.04345108,54.55524832
amargosa,10378.00076805,1685.11127659,8450.95825619,241.93123527
amelia rodrigues,7138.21890164,481.09532771,6482.84647222,174.27710171
america dourada,4321.55845695,49.31971173,4102.64754242,169.5912028
anage,7220.30847203,668.55910731,6071.12586429,480.62350043
andarai,3746.35039798,369.01433527,3177.58707281,199.7489899
andorinha,4619.93988869,1509.63219512,2848.99144733,261.31624624
angical,3800.49999999,118.90642842,3471.52573011,210.06784146
anguera,2520.78388714,425.38892636,1866.51235065,228.88261013
antas,4626.08950182,1940.13880571,2542.98663606,142.96406005
antonio cardoso,2882.26044394,301.81143633,2294.82946269,285.61954492
antonio goncalves,3069.60756931,304.61526107,2694.08717921,70.90512903
apora,5154.89754554,48.18638361,4908.36168196,198.34947997
apuarema,2119.07778929,677.22917352,1346.64543953,95.20317624
aracas,3132.51289631,44.90939797,2914.0441917,173.55930664
aracatu,3645.88233455,6.44300748,3370.67378838,268.76553869
araci,13597.26727224,3371.80939797,8226.04067873,1999.41719554
aramari,2673.48154507,151.17766522,2338.24183165,184.0620482
arataca,3036.78798038,321.73172766,2510.60237162,204.4538811
aratuipe,2417.83081992,451.21470717,1782.28010725,184.3360055
aurelino leal,3914.39705729,1336.16487061,2463.87672652,114.35546016
baianopolis,3824.2368875,84.30105641,3672.94521206,66.99061903
baixa grande,5707.03172965,1508.97351247,3903.05935621,294.99886097
banzae,3034.42135962,334.9874707,2685.49792062,13.9359683
barra,11408.95007166,1540.33620545,8816.23693287,1052.37693334
barra da estiva,5620.0,2163.57679441,3240.84828644,215.57491915
barra do choca,9202.25951456,1952.54018861,7033.98722547,215.73210048
barra do mendes,4102.95312595,94.4340422,3940.23483221,68.28425154
barra do rocha,1798.74139036,642.49875784,1068.22679153,88.01584099
barreiras,38553.36271219,10962.39127632,26991.38498441,599.58645146
barro alto,3975.68115957,256.3274893,3658.02028171,61.33338856
barro preto,1956.99999998,1110.94168612,744.58564223,101.47267163
barrocas,3875.12785075,880.73857218,2804.10458936,190.28468921
belmonte,6370.89996846,2727.79211746,3420.63744645,222.47040455
belo campo,4361.50492038,-,4105.77103186,255.73388852
biritinga,4111.71290861,540.42958968,3489.07146875,82.21185018
boa nova,4220.83406454,987.28884797,3062.7432780999998,170.80193847
boa vista do tupim,4962.91577955,163.00767157,4373.27201492,426.63609306
bom jesus da lapa,16341.21984973,4059.67223384,11605.910957,675.63665889
bom jesus da serra,2626.00000001,5.17239392,2403.38620135,217.44140474
boninal,3394.47008781,166.4286155,3161.73308601,66.3083863
bonito,3966.0,146.00819419,3709.02104895,110.97075686
boquira,5803.99999998,76.56589817,5394.42761777,333.00648404
botupora,2943.10410703,778.87235547,2020.65491703,143.57683453
brejoes,3939.43606521,1091.2636848,2642.90457891,205.2678015
brejolandia,3140.00000001,16.11491803,2921.94989216,201.93518982
brotas de macaubas,3203.00000001,647.91764161,2364.74093597,190.34142243
brumado,18522.00000001,10186.1813974,7940.21845649,395.60014612
buerarema,5475.43678345,2496.9741381,2813.64254661,164.82009874
buritirama,4595.0,37.86953169,3999.96934953,557.16111878
caatiba,2926.00000001,1299.0039836,1450.82834284,176.16767357
cabaceiras do paraguacu,4315.21297493,145.44922931,3538.5964225999996,631.16732302
cachoeira,9290.79287112,3544.68788623,5378.74827577,367.35670912
cacule,6328.68559477,833.62416932,5458.02373995,37.0376855
caem,2963.62250519,170.10823321,2626.56655308,166.9477189
caetanos,3210.0,39.8965316,2743.43164766,426.67182074
caetite,12782.63933416,3586.27124896,8812.75460577,383.61347943
cafarnaum,4728.83375932,102.57600575,4458.79279253,167.46496104
cairu,4727.94453052,1529.38143969,3189.37098923,9.1921016
caldeirao grande,3534.00000003,224.88247782,3099.22886348,209.88865873
camacan,9069.88685049,4756.22475494,4114.69229726,198.96979829
camacari,73921.25733621,36895.39175242,36626.51407863,399.35150516
camamu,9438.09621025,2441.23990508,6038.92621344,957.93009173
campo alegre de lourdes,7620.90477397,-,6237.92598118,1382.97879279
campo formoso,17977.89102447,1417.7132799,15414.108814200004,1146.06893037
canapolis,2558.00000001,468.89119218,2026.11100782,62.99780001
canarana,6958.31869571,66.46714452,6648.22856614,243.62298505
canavieiras,9714.10064631,4122.83294502,5127.2348253,464.03287599
candeal,2553.80610941,8.03454157,2315.85507745,229.91649039
candeias,24921.05698795,13799.4992259,10958.94588058,162.61188147
candiba,3671.15534075,15.67732764,3539.5780747000013,115.89993841
candido sales,7868.06242618,537.6332575,7056.25849092,274.17067776
cansancao,8975.37726106,1534.87568882,6657.45442014,783.0471521
canudos,4236.73600298,624.04010933,3332.59492209,280.10097156
capela do alto alegre,3762.99999998,1031.24761879,2655.53380465,76.21857654
capim grosso,8320.30886989,838.08619147,7383.39921853,98.82345989
caraibas,2906.48611562,75.06828846,2657.87513366,173.5426935
caravelas,6109.98701379,1010.53051416,4836.60400623,262.8524934
cardeal da silva,2389.15715636,239.43293985,1999.80968325,149.91453326
carinhanha,7298.14347553,360.02109181,6413.43352085,524.68886287
casa nova,17064.40562881,4562.12110055,10868.34095467,1633.94357359
castro alves,7221.00000003,3191.56070862,3607.94655976,421.49273165
catolandia,760.72548932,15.71552865,732.84863049,12.16133018
catu,15170.52200309,8575.75239992,6498.21434144,96.55526173
caturama,2410.99999998,327.75453762,2023.1690331,60.07642926
central,4935.77163951,239.31113441,4546.09307911,150.36742599
chorrocho,2734.75610752,594.83023986,1808.06871596,331.8571517
cicero dantas,10166.03763508,3762.20873515,6062.41298945,341.41591048
cipo,4416.10116982,232.69955725,3995.47261378,187.92899879
coaraci,6482.39806671,4129.68507466,2273.40446165,79.3085304
cocos,4862.47430482,4.49812527,4627.54542089,230.43075866
conceicao da feira,5665.23347067,185.23599593,5395.42216807,84.57530667
conceicao do almeida,5099.26471626,900.25476676,3828.43125746,370.57869204
conceicao do coite,18493.06438406,4916.54728926,12948.33397617,628.18311863
conceicao do jacuipe,8876.75519879,224.97837348,8478.61935836,173.15746695
conde,6070.08510255,398.77102731,5104.2015547,567.11252054
condeuba,4698.99999998,234.89273491,4335.71299743,128.39426764
contendas do sincora,1343.0079035,131.62631826,1162.29764163,49.08394361
coracao de maria,6218.33267195,194.20240045,5322.75345504,701.37681646
cordeiros,2212.00000001,11.01024695,2144.53363017,56.45612289
coribe,4235.25612553,42.83067655,4098.63363317,93.79181581
coronel joao sa,4868.1710346,1120.48990662,3262.23415212,485.44697586
correntina,8763.19654382,1159.4607935,7046.72345899,557.01229133
cotegipe,3729.31799344,23.06322976,3431.30563278,274.9491309
cravolandia,1463.28717821,724.47654339,659.21926595,79.59136887
crisopolis,6025.99999999,231.282737,5557.86990686,236.84735613
cristopolis,3720.85654522,156.99738182,3435.97489231,127.88427109
cruz das almas,17202.32693787,2628.48488137,14227.40074645,346.44131005
curaca,8690.00000003,2254.88120853,5642.91092881,792.20786269
dario meira,3390.31686268,997.76490338,2174.32031572,218.23164358
dias d'avila,19922.92304307,8812.10958283,10869.07857055,241.73488969
dom basilio,2962.37841224,3.40630513,2798.1214871999996,160.85061991
dom macedo costa,1179.15908389,61.09212866,1051.82811894,66.23883629
elisio medrado,2568.00000001,11.65805942,2488.08441422,68.25752637
encruzilhada,6577.54111537,874.4269312,5323.66262876,379.45155541
entre rios,11091.02712841,840.7417461,9725.63920881,524.6461735
erico cardoso,2654.30075837,6.9083202,2567.14344722,80.24899095
esplanada,8617.47748196,527.7121241,7795.99329319,293.77206467
euclides da cunha,15874.84150607,1128.99924968,14156.88733983,588.95491656
eunapolis,29500.09255183,8692.04804363,20447.69308749,360.35142071
fatima,5263.95863966,1841.20832034,3236.71676148,186.03355784
feira da mata,1740.66844701,29.90900512,1585.07707988,125.68236201
feira de santana,162747.64538243,73713.44463311,87672.63634277,1361.56440655
filadelfia,4796.99999998,297.06385156,4294.37264585,205.56350257
firmino alves,1600.04602553,727.05276505,850.88786532,22.10539516
floresta azul,3027.12161482,1725.10911482,1189.84352994,112.16897006
formosa do rio preto,5566.51424658,147.39630094,4948.02126936,471.09667628
gandu,9217.23308504,3706.91568162,5161.47528857,348.84211485
gaviao,1353.57968056,118.38101292,1174.57792447,60.62074317
gentio do ouro,2981.00000003,-,2898.64267918,82.35732085
gloria,4280.11381393,551.75734126,3299.27707048,429.07940219
gongogi,2243.81118868,1025.53032582,1078.86173748,139.41912538
governador mangabeira,5394.07255774,275.86806919,4622.21119287,495.99329568
guajeru,2664.99999999,5.09821443,2464.52604487,195.37574069
guanambi,22278.203192599998,9909.67848076,11916.50998625,452.01472559
guaratinga,6729.32940343,2205.70188185,4194.85066851,328.77685307
heliopolis,3836.00000001,224.60298689,3503.29286634,108.10414678
iacu,7337.78053064,1543.81541875,5530.361190600002,263.60392129
ibiassuce,2799.0,70.72975838,2717.52447035,10.74577127
ibicarai,7575.47543996,4024.29668558,3457.30148878,93.8772656
ibicoara,4742.03316666,672.04141345,3944.39921836,125.59253485
ibicui,4780.96897337,2307.1208117,2275.4559774,198.39218427
ibipeba,4924.99442034,196.97022469,4633.15489666,94.86929899
ibipitanga,3784.85253284,36.26910321,3546.30187793,202.2815517
ibiquera,1399.02783324,11.83857547,1280.80584818,106.38340959
ibirapitanga,6354.17950364,2024.58942265,3847.13564738,482.45443361
ibirapua,2455.52626154,951.21784297,1387.88201993,116.42639864
ibirataia,5573.0167093,3056.32672212,2320.51835205,196.17163513
ibitiara,4213.99999998,453.03346398,3579.16780478,181.79873122
ibitita,5192.74750171,44.05544115,5088.99819528,59.69386528
ibotirama,7152.00000002,1579.00725036,5378.88105055,194.11169911
ichu,1556.62281329,3.32789559,1505.27854902,48.01636868
igapora,3964.52183402,729.58892283,2996.63368081,238.29923038
igrapiuna,3542.88284748,440.59221695,2606.47450036,495.81613017
iguai,7451.18649606,3332.81774064,3731.07753003,387.29122539
ilheus,56028.00591953,26833.77562988,27817.3093134,1376.92097625
inhambupe,10150.54978119,2654.65674125,6949.83777123,546.05526871
ipecaeta,3842.00000001,18.38565798,3334.11190412,489.50243791
ipiau,13040.3404996,6976.88044562,5894.23936973,169.22068425
ipira,17054.05969326,6831.00317979,9036.59470738,1186.46180609
ipupiara,2736.0,61.89833299,2641.77586198,32.32580503
