city,quantity
afonso claudio,32165
agua doce do norte,12791
aguia branca,9599
alegre,31603
alfredo chaves,13616
alto rio novo,6964
anchieta,19098
apiaca,7615
aracruz,64417
atilio vivacqua,8327
baixo guandu,27679
barra de sao francisco,37284
boa esperanca,13679
bom jesus do norte,9203
brejetuba,11687
cachoeiro de itapemirim,174339
cariacica,323531
castelo,32678
colatina,112422
conceicao da barra,26407
conceicao do castelo,10866
divino de sao lourenco,4817
domingos martins,30537
dores do rio preto,6169
ecoporanga,23923
fundao,13009
guacui,25401
guarapari,88268
ibatiba,19185
ibiracu,10127
ibitirama,9202
iconha,11467
irupi,10288
itaguacu,14482
itapemirim,28033
itarana,11407
iuna,26070
jaguare,19539
jeronimo monteiro,10189
joao neiva,15301
laranja da terra,10934
linhares,112388
mantenopolis,12188
marataizes,30556
marechal floriano,12115
marilandia,9918
mimoso do sul,26091
montanha,17197
mucurici,5893
muniz freire,19653
muqui,13591
nova venecia,42892
pancas,20313
pedro canario,21957
pinheiros,21216
piuma,14897
ponto belo,6263
presidente kennedy,9520
rio bananal,16302
rio novo do sul,11261
santa leopoldina,12432
santa maria de jetiba,28745
santa teresa,20572
sao domingos do norte,7687
sao gabriel da palha,26506
sao jose do calcado,10467
sao mateus,90112
sao roque do canaa,10395
serra,320583
sooretama,18269
vargem alta,17362
venda nova do imigrante,16160
viana,52827
vila pavao,8309
vila valerio,13859
vila velha,345536
vitoria,291858
