word;freq;pct;polarity
estas;28;0.0004448751966189485;
quantidade;22;0.0003495447973434595;
realizadas;49;0.0007785315940831599;1.0
fiscalizados;2;3.177679975849632e-05;
ministerio;131;0.002081380384181509;
acao;65;0.0010327459921511304;
qt;1;1.588839987924816e-05;
agropecuaria;3;4.7665199637744485e-05;
sustentavel;5;7.94419993962408e-05;
abastecimento;12;0.00019066079855097794;
comercializacao;3;4.7665199637744485e-05;
minist;3;4.7665199637744485e-05;
agricul;3;4.7665199637744485e-05;
pecuaria;7;0.00011121879915473713;
totalizacao;10;0.0001588839987924816;
educacao;53;0.0008420851936001525;1.0
pesca;33;0.0005243171960151893;
aquicultura;8;0.00012710719903398528;
saude;202;0.0032094567756081284;
aperfeicoamento;4;6.355359951699264e-05;
sistema;63;0.0010009691923926341;
brasil;15;0.0002383259981887224;
escolarizado;2;3.177679975849632e-05;1.0
basica;42;0.0006673127949284228;-1.0
unico;22;0.0003495447973434595;
sus;7;0.00011121879915473713;
financeira;16;0.00025421439806797057;
atencao;14;0.00022243759830947426;
montante;44;0.000699089594686919;
se;735;0.011677973911247398;
aplica;23;0.0003654331972227077;
gestao;32;0.0005084287961359411;
municipal;236;0.003749662371502566;
saneamento;31;0.000492540396256693;
basico;63;0.0010009691923926341;-1.0
planejamento;3;4.7665199637744485e-05;
urbano;4;6.355359951699264e-05;0.0
cidades;10;0.0001588839987924816;
desenv;5;7.94419993962408e-05;
social;82;0.0013028487900983493;
combate;6;9.533039927548897e-05;
fome;5;7.94419993962408e-05;-1.0
bolsa;41;0.0006514243950491746;
familia;74;0.001175741591064364;
fortalecimento;3;4.7665199637744485e-05;
assistencia;38;0.0006037591954114301;
desenvolvimento;19;0.00030187959770571507;
agrario;5;7.94419993962408e-05;
regional;2;3.177679975849632e-05;
territorial;2;3.177679975849632e-05;
economia;13;0.0002065491984302261;
esporte;23;0.0003654331972227077;
turismo;75;0.0011916299909436121;
lazer;8;0.00012710719903398528;
cidade;10;0.0001588839987924816;
uma;108;0.0017159471869588013;
viagem;9;0.00014299559891323344;
inclusao;10;0.0001588839987924816;
executores;1;1.588839987924816e-05;
previamente;6;9.533039927548897e-05;
informados;2;3.177679975849632e-05;
fatos;10;0.0001588839987924816;
relatados;1;1.588839987924816e-05;
manifestado;1;1.588839987924816e-05;
abril;29;0.00046076359649819664;
cabendo;5;7.94419993962408e-05;
supervisor;1;1.588839987924816e-05;
casos;5;7.94419993962408e-05;
pertinentes;8;0.00012710719903398528;1.0
adotar;10;0.0001588839987924816;
consecucao;6;9.533039927548897e-05;
politicas;3;4.7665199637744485e-05;
publicas;9;0.00014299559891323344;
apuracao;1;1.588839987924816e-05;
responsabilidades;1;1.588839987924816e-05;
consolidacao;5;7.94419993962408e-05;
durante;33;0.0005243171960151893;
sorteio;1;1.588839987924816e-05;
municipios;41;0.0006514243950491746;
constataram;2;3.177679975849632e-05;
diversas;20;0.0003177679975849632;
falhas;3;4.7665199637744485e-05;-1.0
examinados;1;1.588839987924816e-05;
demonstradas;1;1.588839987924816e-05;
destacam;5;7.94419993962408e-05;
seguir;44;0.000699089594686919;
maior;8;0.00012710719903398528;
relevancia;1;1.588839987924816e-05;
quanto;68;0.001080411191788875;
impactos;1;1.588839987924816e-05;
efetividade;1;1.588839987924816e-05;
esfera;1;1.588839987924816e-05;
local;51;0.0008103083938416562;
identificadas;20;0.0003177679975849632;
irregularidades;15;0.0002383259981887224;-1.0
aquisicao;57;0.0009056387931171452;
medicamentos;46;0.0007308663944454154;
contratacao;114;0.0018112775862342903;
irregular;11;0.00017477239867172976;-1.0
medicos;76;0.0012075183908228603;
pagamento;43;0.0006832011948076709;
servicos;133;0.002113157183940005;
prestados;17;0.00027010279794721875;
descumprimento;7;0.00011121879915473713;
carga;22;0.0003495447973434595;
horaria;22;0.0003495447973434595;
semanal;8;0.00012710719903398528;
infraestrutura;24;0.0003813215971019559;
inadequada;2;3.177679975849632e-05;-1.0
unidade;119;0.0018907195856305312;
ausencia;45;0.0007149779945661673;
processo;106;0.001684170387200305;
eletivo;4;6.355359951699264e-05;
escolha;5;7.94419993962408e-05;
presidente;11;0.00017477239867172976;
conselho;34;0.0005402055958944375;
cms;26;0.0004130983968604522;
falta;25;0.000397209996981204;-1.0
dotacao;10;0.0001588839987924816;
orcamentaria;32;0.0005084287961359411;
autonomia;9;0.00014299559891323344;1.0
administrativa;8;0.00012710719903398528;
atuacao;26;0.0004130983968604522;
tange;4;6.355359951699264e-05;
acusou;1;1.588839987924816e-05;0.0
restricao;6;9.533039927548897e-05;
carater;9;0.00014299559891323344;
competitivo;5;7.94419993962408e-05;0.0
processos;15;0.0002383259981887224;
licitatorios;15;0.0002383259981887224;
relativos;9;0.00014299559891323344;
nacional;51;0.0008103083938416562;
transporte;29;0.00046076359649819664;
escolar;47;0.0007467547943246635;
despesas;37;0.000587870795532182;
incompativeis;3;4.7665199637744485e-05;
documentacao;32;0.0005084287961359411;
comprobatoria;1;1.588839987924816e-05;
contratados;51;0.0008103083938416562;
alimentacao;11;0.00017477239867172976;
ressaltam;1;1.588839987924816e-05;
impropriedades;15;0.0002383259981887224;
compra;3;4.7665199637744485e-05;
generos;12;0.00019066079855097794;
alimenticios;12;0.00019066079855097794;
destinados;21;0.0003336563974642114;
merenda;14;0.00022243759830947426;
constatados;1;1.588839987924816e-05;
beneficiarios;28;0.0004448751966189485;
renda;29;0.00046076359649819664;-1.0
superior;17;0.00027010279794721875;1.0
estabelecida;13;0.0002065491984302261;
legislacao;24;0.0003813215971019559;
permanencia;10;0.0001588839987924816;
ja;80;0.0012710719903398528;
pasta;2;3.177679975849632e-05;
identificou;23;0.0003654331972227077;
empreendimento;15;0.0002383259981887224;
paralisado;3;4.7665199637744485e-05;-1.0
paralisado;3;4.7665199637744485e-05;1.0
empresa;116;0.0018430543859927866;
contratada;18;0.0002859911978264669;
apesar;18;0.0002859911978264669;
estar;9;0.00014299559891323344;
segmentada;1;1.588839987924816e-05;
ministerial;1;1.588839987924816e-05;
deve;22;0.0003495447973434595;
perder;1;1.588839987924816e-05;-1.0
vista;18;0.0002859911978264669;
aqueles;10;0.0001588839987924816;
aspectos;1;1.588839987924816e-05;
razao;21;0.0003336563974642114;
sua;88;0.001398179189373838;
transversalidade;1;1.588839987924816e-05;
caracterizam;1;1.588839987924816e-05;
mais;23;0.0003654331972227077;
fortemente;1;1.588839987924816e-05;
deficiencias;2;3.177679975849632e-05;
sendo;118;0.001874831185751283;
pois;31;0.000492540396256693;
corrigidos;2;3.177679975849632e-05;
tendem;1;1.588839987924816e-05;
proporcionar;2;3.177679975849632e-05;
melhorias;2;3.177679975849632e-05;
relevantes;6;9.533039927548897e-05;1.0
ordem;37;0.000587870795532182;
uf;28;0.0004448751966189485;
orgao;34;0.0005402055958944375;
instrumento;37;0.000587870795532182;
transferencia;49;0.0007785315940831599;
contrato;254;0.004035653569329033;
repasse;157;0.002494478781041961;
examinada;71;0.0011280763914266194;
financeiros;49;0.0007785315940831599;
r;563;0.008945169132016715;
prejuizo;46;0.0007308663944454154;
marco;65;0.0010327459921511304;
y;1;1.588839987924816e-05;
agroalimentar;1;1.588839987924816e-05;
fiscalizada;28;0.0004448751966189485;
destina;27;0.0004289867967397003;
avaliar;9;0.00014299559891323344;
meio;92;0.0014617327888908308;
fiscalizacoes;16;0.00025421439806797057;
especiais;16;0.00025421439806797057;1.0
conforme;123;0.001954273185147524;-1.0
instituido;1;1.588839987924816e-05;
regular;9;0.00014299559891323344;1.0
uso;11;0.00017477239867172976;-1.0
aplicados;5;7.94419993962408e-05;1.0
convenio;73;0.0011598531911851157;
foi;245;0.0038926579704157993;
analisada;13;0.0002065491984302261;
repassados;18;0.0002859911978264669;
compreendido;5;7.94419993962408e-05;
entre;67;0.0010645227919096269;
dezembro;23;0.0003654331972227077;
pelo;158;0.0025103671809212093;
agricultura;16;0.00025421439806797057;
mapa;7;0.00011121879915473713;
referente;35;0.0005560939957736856;
apresentados;45;0.0007149779945661673;
encontradas;35;0.0005560939957736856;
realizada;119;0.0018907195856305312;1.0
nesta;59;0.0009374155928756415;
maquinarios;13;0.0002065491984302261;
patrulha;5;7.94419993962408e-05;
mecanizada;5;7.94419993962408e-05;
estao;36;0.0005719823956529338;
disponibilizados;6;9.533039927548897e-05;
utilizacao;27;0.0004289867967397003;
comunidade;13;0.0002065491984302261;
beneficiaria;16;0.00025421439806797057;
pequenas;2;3.177679975849632e-05;
propriedades;2;3.177679975849632e-05;
rurais;4;6.355359951699264e-05;
assentamentos;4;6.355359951699264e-05;
ampliacao;13;0.0002065491984302261;
atividade;17;0.00027010279794721875;
agricola;5;7.94419993962408e-05;
fato;174;0.00276458157898918;
objeto;127;0.0020178267846645164;
orcamento;51;0.0008103083938416562;
ogu;7;0.00011121879915473713;
caixa;158;0.0025103671809212093;
firmado;13;0.0002065491984302261;
prefeitura;250;0.00397209996981204;
verificar;32;0.0005084287961359411;
maquinas;15;0.0002383259981887224;
implementos;6;9.533039927548897e-05;
agricolas;12;0.00019066079855097794;
atender;13;0.0002065491984302261;
pequenos;4;6.355359951699264e-05;
produtores;6;9.533039927548897e-05;
verificou;35;0.0005560939957736856;
apresentada;53;0.0008420851936001525;
in;24;0.0003813215971019559;
loco;22;0.0003495447973434595;
maquinario;8;0.00012710719903398528;
adquirido;27;0.0004289867967397003;
seguinte;58;0.0009215271929963933;
trator;10;0.0001588839987924816;
carreta;5;7.94419993962408e-05;
pulverizador;4;6.355359951699264e-05;
tratorizado;2;3.177679975849632e-05;
rocadora;2;3.177679975849632e-05;
licitacao;99;0.001572951588045568;
modalidade;18;0.0002859911978264669;
pregao;42;0.0006673127949284228;
presencial;22;0.0003495447973434595;
equipamentos;42;0.0006673127949284228;
adquiridos;7;0.00011121879915473713;
obedecem;1;1.588839987924816e-05;0.0
especificacoes;23;0.0003654331972227077;
previstas;21;0.0003336563974642114;
plano;131;0.002081380384181509;
trabalho;89;0.0014140675892530864;
projeto;83;0.0013187371899775974;
relacao;61;0.0009691923926341378;
funcionalidade;2;3.177679975849632e-05;
qualidade;33;0.0005243171960151893;
potencia;3;4.7665199637744485e-05;
porem;31;0.000492540396256693;
cabe;44;0.000699089594686919;
observar;10;0.0001588839987924816;
marca;9;0.00014299559891323344;
new;8;0.00012710719903398528;
holland;4;6.355359951699264e-05;
modelo;18;0.0002859911978264669;
tt;2;3.177679975849632e-05;
substituido;1;1.588839987924816e-05;
tl;2;3.177679975849632e-05;
apos;43;0.0006832011948076709;
ter;16;0.00025421439806797057;
constatado;3;4.7665199637744485e-05;
primeiro;5;7.94419993962408e-05;
atendia;2;3.177679975849632e-05;
especificacao;31;0.000492540396256693;
capacidade;10;0.0001588839987924816;
hidraulico;3;4.7665199637744485e-05;
minimo;17;0.00027010279794721875;
kgf;2;3.177679975849632e-05;
precos;164;0.0026056975801966985;
encontram;9;0.00014299559891323344;
compativeis;21;0.0003336563974642114;
praticados;22;0.0003495447973434595;
mercado;42;0.0006673127949284228;
encontrado;4;6.355359951699264e-05;
menores;5;7.94419993962408e-05;
licitacoes;13;0.0002065491984302261;
estados;6;9.533039927548897e-05;
cujo;12;0.00019066079855097794;
ate;64;0.0010168575922718823;
parana;1;1.588839987924816e-05;
x;34;0.0005402055958944375;
contraposicao;1;1.588839987924816e-05;
questao;8;0.00012710719903398528;
adquiriu;4;6.355359951699264e-05;
grande;10;0.0001588839987924816;
prol;2;3.177679975849632e-05;
sao;58;0.0009215271929963933;1.0
solicitou;6;9.533039927548897e-05;
disponibilizacao;6;9.533039927548897e-05;
registro;32;0.0005084287961359411;
resposta;5;7.94419993962408e-05;
informou;32;0.0005084287961359411;
eles;3;4.7665199637744485e-05;
estariam;5;7.94419993962408e-05;
ressalta;9;0.00014299559891323344;
comento;6;9.533039927548897e-05;
referida;24;0.0003813215971019559;
encontrada;2;3.177679975849632e-05;
questionado;2;3.177679975849632e-05;
verbalmente;1;1.588839987924816e-05;
existencia;14;0.00022243759830947426;
tais;6;9.533039927548897e-05;
controles;13;0.0002065491984302261;1.0
diretor;8;0.00012710719903398528;
cpf;55;0.0008738619933586489;
realizava;2;3.177679975849632e-05;
alem;21;0.0003336563974642114;
disso;8;0.00012710719903398528;
fosse;9;0.00014299559891323344;
informado;20;0.0003177679975849632;
dia;17;0.00027010279794721875;
onde;31;0.000492540396256693;
conservacao;9;0.00014299559891323344;
estradas;7;0.00011121879915473713;
vicinais;7;0.00011121879915473713;
doados;5;7.94419993962408e-05;
mda;7;0.00011121879915473713;
retroescavadeira;11;0.00017477239867172976;
caminhao;17;0.00027010279794721875;
cacamba;3;4.7665199637744485e-05;
motoniveladora;9;0.00014299559891323344;
etc;2;3.177679975849632e-05;
utilizados;21;0.0003336563974642114;
estavam;8;0.00012710719903398528;
trabalhando;4;6.355359951699264e-05;
operando;1;1.588839987924816e-05;
comprovar;11;0.00017477239867172976;
localizacao;23;0.0003654331972227077;
equipe;30;0.0004766519963774448;
deslocou;1;1.588839987924816e-05;
patio;6;9.533039927548897e-05;
encontrando;1;1.588839987924816e-05;
estacionados;2;3.177679975849632e-05;
vistoria;10;0.0001588839987924816;
encontravam;2;3.177679975849632e-05;
plenas;1;1.588839987924816e-05;
condicoes;17;0.00027010279794721875;
sugere;1;1.588839987924816e-05;
exposicao;1;1.588839987924816e-05;
constante;10;0.0001588839987924816;1.0
intemperies;1;1.588839987924816e-05;
reforcado;1;1.588839987924816e-05;1.0
terem;1;1.588839987924816e-05;
encontrados;3;4.7665199637744485e-05;
sem;35;0.0005560939957736856;
cobertura;3;4.7665199637744485e-05;
protecao;3;4.7665199637744485e-05;
contra;2;3.177679975849632e-05;
tempo;11;0.00017477239867172976;
sol;10;0.0001588839987924816;
chuva;1;1.588839987924816e-05;
granizo;1;1.588839987924816e-05;
coberta;2;3.177679975849632e-05;
guarda;3;4.7665199637744485e-05;
armazenamento;2;3.177679975849632e-05;
apresenta;19;0.00030187959770571507;
instalacoes;12;0.00019066079855097794;
adequadas;4;6.355359951699264e-05;1.0
integridade;1;1.588839987924816e-05;1.0
seguranca;9;0.00014299559891323344;1.0
virtude;7;0.00011121879915473713;
estarem;5;7.94419993962408e-05;
parados;3;4.7665199637744485e-05;-1.0
momento;13;0.0002065491984302261;
associado;1;1.588839987924816e-05;
tambem;35;0.0005560939957736856;
haver;2;3.177679975849632e-05;
possivel;16;0.00025421439806797057;
mesmos;13;0.0002065491984302261;
finalidade;8;0.00012710719903398528;
prevista;21;0.0003336563974642114;
entrevista;11;0.00017477239867172976;
motoristas;2;3.177679975849632e-05;
operadores;3;4.7665199637744485e-05;
utilizado;10;0.0001588839987924816;
urbana;3;4.7665199637744485e-05;0.0
urbanos;3;4.7665199637744485e-05;0.0
responsavel;9;0.00014299559891323344;1.0
pelos;20;0.0003177679975849632;
setor;18;0.0002859911978264669;
arrecadacao;5;7.94419993962408e-05;
teria;3;4.7665199637744485e-05;
realizar;20;0.0003177679975849632;
recolhimento;2;3.177679975849632e-05;
taxa;32;0.0005084287961359411;
equipamento;3;4.7665199637744485e-05;
havia;10;0.0001588839987924816;
tal;27;0.0004289867967397003;
eram;1;1.588839987924816e-05;
mediante;65;0.0010327459921511304;
valor;228;0.0036225551724685806;
hora;2;3.177679975849632e-05;
combustivel;2;3.177679975849632e-05;
estaria;10;0.0001588839987924816;
realizando;4;6.355359951699264e-05;
esse;7;0.00011121879915473713;
atualmente;8;0.00012710719903398528;
assim;52;0.0008261967937209044;
disponibilizado;2;3.177679975849632e-05;
taxas;4;6.355359951699264e-05;
agricultores;6;9.533039927548897e-05;
relativamente;5;7.94419993962408e-05;
epoca;6;9.533039927548897e-05;
funcao;18;0.0002859911978264669;
serem;24;0.0003813215971019559;
facil;2;3.177679975849632e-05;0.0
deslocamento;3;4.7665199637744485e-05;
prestadas;3;4.7665199637744485e-05;
servidores;10;0.0001588839987924816;
conclui;43;0.0006832011948076709;
seja;60;0.0009533039927548897;
ampliar;1;1.588839987924816e-05;
manifestacaounidadeexaminada;37;0.000587870795532182;
manifestacao;60;0.0009533039927548897;
manifestou;4;6.355359951699264e-05;
acerca;19;0.00030187959770571507;
situacao;31;0.000492540396256693;
constatada;3;4.7665199637744485e-05;
considerando;31;0.000492540396256693;
houve;65;0.0010327459921511304;
nova;9;0.00014299559891323344;
constatacao;18;0.0002859911978264669;
transcrita;5;7.94419993962408e-05;
'fato';2;3.177679975849632e-05;
consta;16;0.00025421439806797057;
registrada;14;0.00022243759830947426;
referido;33;0.0005243171960151893;
recomendacoes;16;0.00025421439806797057;
recomendacao;25;0.000397209996981204;
recomenda;3;4.7665199637744485e-05;
sdc;1;1.588839987924816e-05;
juntamente;4;6.355359951699264e-05;
diligencie;1;1.588839987924816e-05;
vistas;5;7.94419993962408e-05;
determinar;3;4.7665199637744485e-05;
efetuado;4;6.355359951699264e-05;
sejam;8;0.00012710719903398528;
detectadas;24;0.0003813215971019559;
cuja;55;0.0008738619933586489;
primaria;24;0.0003813215971019559;
pertence;26;0.0004130983968604522;
executor;28;0.0004448751966189485;
recurso;41;0.0006514243950491746;
analisecontroleinterno;36;0.0005719823956529338;
fragilidades;3;4.7665199637744485e-05;
edital;76;0.0012075183908228603;
ndeg;121;0.0019224963853890274;
referentes;41;0.0006514243950491746;
pesquisa;57;0.0009056387931171452;
seguintes;29;0.00046076359649819664;
itens;73;0.0011598531911851157;
basculante;15;0.0002383259981887224;
ambulancia;1;1.588839987924816e-05;
tipo;34;0.0005402055958944375;
simples;4;6.355359951699264e-05;0.0
remocao;1;1.588839987924816e-05;
veiculo;36;0.0005719823956529338;
equipes;17;0.00027010279794721875;
acima;14;0.00022243759830947426;
apenas;40;0.0006355359951699264;
apoio;25;0.000397209996981204;0.0
agropecuario;1;1.588839987924816e-05;
analisou;4;6.355359951699264e-05;
somente;30;0.0004766519963774448;
relativa;2;3.177679975849632e-05;
mencionado;7;0.00011121879915473713;
repassado;15;0.0002383259981887224;
conta;67;0.0010645227919096269;
comprometido;1;1.588839987924816e-05;0.0
contribuir;2;3.177679975849632e-05;
titulo;20;0.0003177679975849632;
contrapartida;55;0.0008738619933586489;
quantia;1;1.588839987924816e-05;
siconv;45;0.0007149779945661673;
metas;1;1.588839987924816e-05;
meta;17;0.00027010279794721875;
rodas;5;7.94419993962408e-05;
tracao;1;1.588839987924816e-05;
cv;3;4.7665199637744485e-05;
velocidades;2;3.177679975849632e-05;
frente;8;0.00012710719903398528;
re;2;3.177679975849632e-05;
direcao;4;6.355359951699264e-05;
hidrostatica;2;3.177679975849632e-05;
equipada;1;1.588839987924816e-05;
estrutura;24;0.0003813215971019559;
capotamento;1;1.588839987924816e-05;
toldo;2;3.177679975849632e-05;
kits;2;3.177679975849632e-05;
remoto;2;3.177679975849632e-05;
valvula;1;1.588839987924816e-05;
dupla;1;1.588839987924816e-05;
pesos;1;1.588839987924816e-05;
dianteiros;1;1.588839987924816e-05;
traseiros;2;3.177679975849632e-05;
rodagem;1;1.588839987924816e-05;
traseira;1;1.588839987924816e-05;
dianteira;2;3.177679975849632e-05;
proporcional;6;9.533039927548897e-05;1.0
rocadeira;2;3.177679975849632e-05;
largura;4;6.355359951699264e-05;
metros;2;3.177679975849632e-05;
corte;7;0.00011121879915473713;
rocadores;1;1.588839987924816e-05;
facas;1;1.588839987924816e-05;
secao;1;1.588839987924816e-05;
acoplada;1;1.588839987924816e-05;
pontos;2;3.177679975849632e-05;
cat;1;1.588839987924816e-05;
ii;36;0.0005719823956529338;
acionada;1;1.588839987924816e-05;
forca;2;3.177679975849632e-05;
litros;5;7.94419993962408e-05;
pistola;1;1.588839987924816e-05;
bomba;2;3.177679975849632e-05;
minima;12;0.00019066079855097794;
quatro;4;6.355359951699264e-05;
madeira;4;6.355359951699264e-05;
tampa;2;3.177679975849632e-05;
pneus;3;4.7665199637744485e-05;
kg;4;6.355359951699264e-05;
data;78;0.0012392951905813565;
inicio;42;0.0006673127949284228;
termino;19;0.00030187959770571507;
orcamentos;15;0.0002383259981887224;
orcado;3;4.7665199637744485e-05;
acton;1;1.588839987924816e-05;
cc;1;1.588839987924816e-05;
fmc;1;1.588839987924816e-05;
pistolas;1;1.588839987924816e-05;
tatu;1;1.588839987924816e-05;
rc;1;1.588839987924816e-05;
m;24;0.0003813215971019559;
exitus;1;1.588839987924816e-05;
cap;1;1.588839987924816e-05;
inter;4;6.355359951699264e-05;
ltda;123;0.001954273185147524;
cnpj;54;0.0008579735934794007;
capota;1;1.588839987924816e-05;
arco;1;1.588839987924816e-05;
constatou;41;0.0006514243950491746;
feita;2;3.177679975849632e-05;
cotacoes;1;1.588839987924816e-05;
um;78;0.0012392951905813565;
fornecedor;4;6.355359951699264e-05;
cada;44;0.000699089594686919;
indica;2;3.177679975849632e-05;
fragilidade;1;1.588839987924816e-05;-1.0
levantamento;6;9.533039927548897e-05;
embasamento;1;1.588839987924816e-05;
termo;44;0.000699089594686919;
referencia;24;0.0003813215971019559;
decreto;10;0.0001588839987924816;
agosto;8;0.00012710719903398528;
aprova;2;3.177679975849632e-05;
regulamento;2;3.177679975849632e-05;
denominada;2;3.177679975849632e-05;
bens;7;0.00011121879915473713;
comuns;1;1.588839987924816e-05;
fase;59;0.0009374155928756415;
preparatoria;2;3.177679975849632e-05;
certame;80;0.0012710719903398528;
devera;17;0.00027010279794721875;
elaborado;1;1.588839987924816e-05;
documento;14;0.00022243759830947426;
denominado;1;1.588839987924816e-05;
