city,quantity
alvaraes,12144
amatura,7292
anama,6561
anori,11306
apui,13827
atalaia do norte,10003
autazes,24338
barcelos,24034
barreirinha,22579
benjamin constant,23122
beruri,11033
boa vista do ramos,10620
boca do acre,26924
borba,28611
caapiranga,8803
canutama,10732
carauari,23415
careiro,27478
careiro da varzea,17244
coari,66971
codajas,17406
eirunepe,26074
envira,19051
fonte boa,33037
guajara,13220
humaita,32651
ipixuna,14746
iranduba,32245
itacoatiara,72020
itamarati,8381
itapiranga,7265
japura,10255
jurua,6584
jutai,23179
labrea,28188
manacapuru,73617
manaquiri,12698
manaus,1403642
manicore,37983
maraa,17079
maues,40013
nhamunda,15351
nova olinda do norte,23654
novo airao,9651
novo aripuana,17025
parintins,91938
pauini,17020
presidente figueiredo,16884
rio preto da eva,17467
santa isabel do rio negro,10504
santo antonio do ica,28167
sao gabriel da cachoeira,29589
sao paulo de olivenca,23107
sao sebastiao do uatuma,7414
silves,7780
tabatinga,37691
tapaua,20074
tefe,64313
tonantins,15428
uarini,10254
urucara,18364
urucurituba,12249
