city,total,adequada,semi_adequada,inadequada
amparo de sao francisco,681.48287192,102.55477397,554.69463215,24.2334658
aquidaba,5964.54906109,1592.84900764,4266.60499246,105.09506099
aracaju,169586.25835335,127977.75563631,41433.19021941,175.31249763
araua,2970.00000002,239.74959645,2571.01789328,159.23251029
areia branca,4600.77587646,218.51662619,4291.67227403,90.58697624
barra dos coqueiros,6835.06188417,2962.35397257,3828.32936577,44.37854583
boquim,7218.64663264,19.82384469,6896.72947895,302.093309
brejo grande,2032.30728423,6.32478624,1910.04172747,115.94077052
campo do brito,5182.15806197,636.97152464,4466.76036891,78.42616842
canhoba,1045.19769308,29.27007253,967.91207931,48.01554124
caninde de sao francisco,6225.74340086,2089.65458172,3812.9513308,323.13748834
capela,8370.10764566,693.47527219,7406.71206771,269.92030576
carira,5922.0342972,610.74323508,4971.49687578,339.79418634
carmopolis,3739.40095461,2321.53544816,1412.92974892,4.93575753
cedro de sao joao,1691.06697583,537.46190208,1150.11738354,3.48769021
cristinapolis,4293.00000001,50.30978828,3896.10710165,346.58311008
cumbe,1167.87094637,106.95745809,1037.85338288,23.0601054
divina pastora,1188.49726523,121.52698143,1044.61263751,22.35764629
estancia,18214.61751129,2107.53705657,15650.92848044,456.15197428
feira nova,1486.60608034,280.0637081,1188.1911871,18.35118514
frei paulo,3967.73578229,246.2111579,3580.99886418,140.52576021
gararu,3205.60499247,480.69963079,2512.43127905,212.47408263
general maynard,882,275.48375229,593.43322608,13.08302163
gracho cardoso,1687.43803521,325.92644939,1325.10660212,36.4049837
ilha das flores,2188.07051958,191.10584731,1996.96467227,-
indiaroba,3965.97268707,21.78599514,3666.48567561,277.70101632
itabaiana,25979.41336296,13115.61475568,12506.28678206,357.51182522
itabaianinha,10404.58311748,3771.56031792,5864.2406286,768.78217096
itabi,1572.50823332,347.09338771,1202.09823515,23.31661046
itaporanga d'ajuda,8247.75633143,1316.09244949,6401.03931381,530.62456813
japaratuba,4579.14687402,230.08143197,4181.22811306,167.83732899
japoata,3634.53390284,29.21385573,3369.97571855,235.34432856
lagarto,27601.86504424,5887.4227538,20774.41358595,940.02870449
laranjeiras,6902.23343193,1551.60228964,5266.04738694,84.58375535
macambira,1944.00000001,576.64032469,1268.35638508,99.00329024
malhada dos bois,923.12783564,45.73299184,872.91370557,4.48113823
malhador,3561.00000003,135.688652,3334.31681374,90.99453429
maruim,4441.97133171,2038.68806964,2293.18846649,110.09479558
moita bonita,3470.74249365,908.52322677,2395.27967572,166.93959116
monte alegre de sergipe,3634.29905629,1181.04561152,2242.31117276,210.94227201
muribeca,2077.66200776,160.0715627,1881.09311778,36.49732728
neopolis,5098.09303251,674.00538875,4146.42797456,277.6596692
nossa senhora aparecida,2593.20905884,1004.40767944,1527.09619947,61.70517993
nossa senhora da gloria,9223.54029779,2769.79527338,6231.32463738,222.42038703
nossa senhora das dores,7289.00000001,521.1581483,6543.63633976,224.20551195
nossa senhora de lourdes,1770.99999999,171.37773826,1557.6762701,41.94599163
nossa senhora do socorro,45343.19363276,21695.57302212,23501.53941089,146.08119975
pacatuba,3530.57667059,10.3038214,3011.83627028,508.43657891
pedra mole,873.00000001,321.4372195,526.79574367,24.76703684
pedrinhas,2399.55783901,103.68905961,2221.97197835,73.89680105
pinhao,1758.99999999,513.49529357,1195.68939711,49.81530931
pirambu,2223.30937052,240.68113178,1889.06480194,93.5634368
poco redondo,7795.10988334,1920.87641827,5447.0171684,427.21629667
poco verde,6573.79810057,2328.18402961,3935.85522416,309.7588468
porto da folha,7402.9811631,2127.5305934,4827.05225612,448.39831358
propria,8087.00000002,4599.31387371,3418.96807831,68.718048
riachao do dantas,5030.23228747,116.75355798,4259.47885373,653.99987576
riachuelo,2411.26927105,987.27684913,1329.53365832,94.4587636
ribeiropolis,5352.84329761,2691.80399892,2529.97396044,131.06533825
rosario do catete,2613.35363488,728.66942331,1876.167064,8.51714757
salgado,5521.6251234,24.71545393,5051.14813309,445.76153638
santa luzia do itanhy,3299.58230835,210.88220216,2806.26226406,282.43784213
santa rosa de lima,1036.00000001,113.42990547,916.01417795,6.55591659
santana do sao francisco,1844.96033708,630.70888931,1193.20669683,21.04475094
santo amaro das brotas,3164.82317911,78.31615031,2982.2354035,104.2716253
sao cristovao,22404.89744178,6812.49697936,15050.31729201,542.08317041
sao domingos,3099.57155587,26.18108657,3059.29082815,14.09964115
sao francisco,1021.87534174,46.57331927,969.5850438,5.71697867
sao miguel do aleixo,1052.42402184,343.23231124,649.88153646,59.31017414
simao dias,11433.11522104,4415.62317377,6508.55579271,508.93625456
siriri,2277.57852192,488.91612884,1661.32074674,127.34164634
telha,834.60991431,452.01971695,369.66529783,12.92489953
tobias barreto,14033.55045672,7380.15317632,6251.45818682,401.93909358
tomar do geru,3561.99999998,63.97448723,3132.37512371,365.65038904
umbauba,6155.99999999,61.78190684,5800.21383585,294.0042573
