city,quantity
amparo de sao francisco,837
aquidaba,6248
aracaju,173038
araua,4162
areia branca,4705
barra dos coqueiros,6586
boquim,8117
brejo grande,2575
campo do brito,4982
canhoba,1573
caninde de sao francisco,6340
capela,10156
carira,5491
carmopolis,3759
cedro de sao joao,1684
cristinapolis,4997
cumbe,1355
divina pastora,1392
estancia,21695
feira nova,1866
frei paulo,4030
gararu,3898
general maynard,1042
gracho cardoso,1895
ilha das flores,3136
indiaroba,5049
itabaiana,22745
itabaianinha,11376
itabi,1770
itaporanga d'ajuda,9171
japaratuba,5510
japoata,4952
lagarto,26108
laranjeiras,9498
macambira,2001
malhada dos bois,1214
malhador,3910
maruim,5771
moita bonita,3299
monte alegre de sergipe,4017
muribeca,3038
neopolis,7562
nossa senhora aparecida,2627
nossa senhora da gloria,9262
nossa senhora das dores,7498
nossa senhora de lourdes,2435
nossa senhora do socorro,46862
pacatuba,4638
pedra mole,958
pedrinhas,2969
pinhao,1620
pirambu,2798
poco redondo,9617
poco verde,6440
porto da folha,9418
propria,9695
riachao do dantas,6353
riachuelo,3394
ribeiropolis,5153
rosario do catete,3074
salgado,6801
santa luzia do itanhy,5635
santa rosa de lima,1424
santana do sao francisco,2412
santo amaro das brotas,3915
sao cristovao,24067
sao domingos,3265
sao francisco,955
sao miguel do aleixo,1264
simao dias,10761
siriri,2699
telha,1019
tobias barreto,13208
tomar do geru,4583
umbauba,6552
