city,total
abreulandia,1009.67956416
aguiarnopolis,2176.0115444
alianca do tocantins,2254.53470775
almas,2703.06712402
alvorada,3456.24762543
ananas,4020.36057047
angico,1320.42089629
aparecida do rio negro,1812.76466225
aragominas,2591.06519005
araguacema,2582.2630124
araguacu,4224.00830558
araguaina,59582.92567852
araguana,2068.42686571
araguatins,12513.13683291
arapoema,2784.69956555
arraias,3744.2227965
augustinopolis,6197.32105599
aurora do tocantins,1571.22919982
axixa do tocantins,3506.24594197
babaculandia,3958.98805167
bandeirantes do tocantins,1407.92741077
barra do ouro,1555.12639049
barrolandia,2203.81381526
bernardo sayao,2007.15401217
bom jesus do tocantins,1462.77542253
brasilandia do tocantins,861.89438497
brejinho de nazare,2090.7074263
buriti do tocantins,3592.35946893
cachoeirinha,855.71459279
campos lindos,2802.91779844
cariri do tocantins,1451.59328608
carmolandia,1013.75178068
carrasco bonito,1505.18654966
caseara,1879.77075358
centenario,991.04209455
chapada da natividade,1345.61553875
chapada de areia,636.87499617
colinas do tocantins,13015.82343165
colmeia,3688.1686825
combinado,2024.50945755
conceicao do tocantins,1487.42098724
couto magalhaes,2227.85820192
cristalandia,3034.51279324
crixas do tocantins,671.00862211
darcinopolis,2235.72739986
dianopolis,7042.77589836
divinopolis do tocantins,2755.27625664
dois irmaos do tocantins,3358.66864099
duere,1982.44900944
esperantina,3433.39007131
fatima,1613.95541895
figueiropolis,2296.27115889
filadelfia,3336.62352127
formoso do araguaia,7884.55704971
fortaleza do tabocao,1016.09254375
goianorte,2234.73454275
goiatins,4785.37617844
guarai,9706.01998668
gurupi,31367.55429984
ipueiras,671.463805
itacaja,2944.3497028
itaguatins,2435.13906103
itapiratins,1555.99101439
itapora do tocantins,1091.73541344
jau do tocantins,1712.85284385
juarina,993.79480529
lagoa da confusao,4262.80956854
lagoa do tocantins,1205.41207408
lajeado,1255.42244609
lavandeira,712.7566051
lizarda,1252.11866331
luzinopolis,1070.63080716
marianopolis do tocantins,1920.07184246
mateiros,791.56727678
maurilandia do tocantins,1327.52640003
miracema do tocantins,8349.75812536
miranorte,5430.25811558
monte do carmo,2609.05253689
monte santo do tocantins,1011.16909478
muricilandia,1316.74356918
natividade,3081.17381949
nazare,1875.05900178
nova olinda,4434.61742572
nova rosalandia,1601.48415057
novo acordo,1512.33342321
novo alegre,938.28557582
novo jardim,887.475957
oliveira de fatima,433.34606968
palmas,91246.54145145
palmeirante,2043.80368708
palmeiras do tocantins,2342.65290681
palmeiropolis,3299.61511782
paraiso do tocantins,19029.65974476
parana,4011.14086395
pau d'arco,1869.44532807
pedro afonso,4503.0356981
peixe,4583.44926034
pequizeiro,2267.12303391
pindorama do tocantins,1849.4879959
piraque,1343.12190149
pium,2748.99637246
ponte alta do bom jesus,1844.64373537
ponte alta do tocantins,2755.59345582
porto alegre do tocantins,1000.71389418
porto nacional,18926.30182884
praia norte,2797.29240382
presidente kennedy,1567.29054595
pugmil,974.05782407
recursolandia,1459.16528786
riachinho,1804.55085033
rio da conceicao,642.47758855
rio dos bois,1142.77713857
rio sono,2506.9642587
sampaio,1450.97261977
sandolandia,1585.4980101
santa fe do araguaia,2719.68966523
santa maria do tocantins,1305.4846373
santa rita do tocantins,990.08624488
santa rosa do tocantins,1724.58035196
santa tereza do tocantins,987.83294892
santa terezinha do tocantins,1072.3065733
sao bento do tocantins,1877.26104533
sao felix do tocantins,448.42252027
sao miguel do tocantins,4035.07373658
sao salvador do tocantins,998.80527186
sao sebastiao do tocantins,1718.37265455
sao valerio,1785.650386
silvanopolis,1974.47437522
sitio novo do tocantins,3664.80982687
sucupira,792.87665618
taguatinga,6028.55339217
taipas do tocantins,727.68313232
talisma,1223.73670794
tocantinia,2518.58770606
tocantinopolis,8913.00454897
tupirama,693.93533341
tupiratins,874.58845462
wanderlandia,4559.76126756
xambioa,4665.12448478
